contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength
59,5,3,14,19,week3_percentage,0.05955335,2,421,6.077256372
60,5,5,12,97,week3_percentage,0.069478908,2,422,12.11988186
61,5,5,11,60,week3_percentage,0.071960298,2,423,19.39089063
62,5,9,6,107,week3_percentage,0.066997519,2,424,20.78990374
63,5,9,5,24,week3_percentage,0.076923077,2,425,23.23522558
64,5,10,3,112,week3_percentage,0.081885856,2,426,32.03523446
65,5,4,13,94,week3_percentage,0.062034739,2,427,10.27686453
66,5,6,10,51,week3_percentage,0.064516129,2,428,16.63959685
67,5,7,9,59,week3_percentage,0.071960298,2,429,16.27765513
68,5,8,8,38,week3_percentage,0.079404467,2,430,16.93327797
69,5,10,1,18,week3_percentage,0.081885856,2,431,38.74026885
71,5,8,7,111,week3_percentage,0.05707196,2,432,20.89395139
72,5,10,4,98,week3_percentage,0.074441687,2,433,20.09913842
73,5,10,2,33,week3_percentage,0.081885856,2,434,28.87910083
60,5,5,12,97,week4_percentage,0.07804878,3,435,11.95630604
61,5,5,11,60,week4_percentage,0.068292683,3,436,17.44721342
62,5,9,6,107,week4_percentage,0.068292683,3,437,18.7499457
63,5,9,5,24,week4_percentage,0.070731707,3,438,20.51221544
64,5,10,3,112,week4_percentage,0.087804878,3,439,29.81807732
65,5,4,13,94,week4_percentage,0.06097561,3,440,6.36847228
66,5,6,10,51,week4_percentage,0.075609756,3,441,16.2271486
67,5,7,9,59,week4_percentage,0.082926829,3,442,16.39146293
68,5,8,8,38,week4_percentage,0.082926829,3,443,16.18949193
69,5,10,1,18,week4_percentage,0.087804878,3,444,36.94827652
71,5,8,7,111,week4_percentage,0.070731707,3,445,21.12963146
72,5,10,4,98,week4_percentage,0.07804878,3,446,18.09477197
73,5,10,2,33,week4_percentage,0.087804878,3,447,27.457616
60,5,5,12,97,week5_percentage,0.089186176,4,448,8.390619896
61,5,5,11,60,week5_percentage,0.078037904,4,449,9.186837571
62,5,9,6,107,week5_percentage,0.080267559,4,450,19.37145243
63,5,9,5,24,week5_percentage,0.074693423,4,451,19.57384131
64,5,10,3,112,week5_percentage,0.091415831,4,452,27.6763945
66,5,6,10,51,week5_percentage,0.080267559,4,453,16.48580789
67,5,7,9,59,week5_percentage,0.079152731,4,454,15.97112702
68,5,8,8,38,week5_percentage,0.086956522,4,455,16.41677634
69,5,10,1,18,week5_percentage,0.093645485,4,456,35.54574416
71,5,8,7,111,week5_percentage,0.069119287,4,457,19.84782876
72,5,10,4,98,week5_percentage,0.085841695,4,458,18.96627258
73,5,10,2,33,week5_percentage,0.091415831,4,459,26.16625074
62,5,9,6,107,week6_percentage,0.098550725,5,460,20.29272239
63,5,9,5,24,week6_percentage,0.098550725,5,461,21.61746208
64,5,10,3,112,week6_percentage,0.098550725,5,462,26.79381462
66,5,6,10,51,week6_percentage,0.092753623,5,463,9.299077439
67,5,7,9,59,week6_percentage,0.098550725,5,464,16.56008296
68,5,8,8,38,week6_percentage,0.104347826,5,465,17.14805649
69,5,10,1,18,week6_percentage,0.115942029,5,466,37.21481125
71,5,8,7,111,week6_percentage,0.08115942,5,467,19.71677367
72,5,10,4,98,week6_percentage,0.104347826,5,468,19.21926984
73,5,10,2,33,week6_percentage,0.107246377,5,469,26.50435062
62,5,9,6,107,week7_percentage,0.119815668,6,470,20.94421528
63,5,9,5,24,week7_percentage,0.112135177,6,471,21.90663998
64,5,10,3,112,week7_percentage,0.116743472,6,472,27.96520595
67,5,7,9,59,week7_percentage,0.105990783,6,473,9.658323965
68,5,8,8,38,week7_percentage,0.107526882,6,474,16.26848807
69,5,10,1,18,week7_percentage,0.119815668,6,475,35.46505777
71,5,8,7,111,week7_percentage,0.096774194,6,476,20.66661731
72,5,10,4,98,week7_percentage,0.112135177,6,477,19.38045772
73,5,10,2,33,week7_percentage,0.10906298,6,478,25.40784194
62,5,9,6,107,week8_percentage,0.124203822,7,479,22.12608215
63,5,9,5,24,week8_percentage,0.124203822,7,480,23.17439856
64,5,10,3,112,week8_percentage,0.143312102,7,481,30.81356139
68,5,8,8,38,week8_percentage,0.111464968,7,482,11.270453
69,5,10,1,18,week8_percentage,0.143312102,7,483,38.57047344
71,5,8,7,111,week8_percentage,0.092356688,7,484,12.01816345
72,5,10,4,98,week8_percentage,0.133757962,7,485,22.01473877
73,5,10,2,33,week8_percentage,0.127388535,7,486,27.14640386
62,5,9,6,107,week9_percentage,0.147727273,8,487,17.53247442
63,5,9,5,24,week9_percentage,0.156818182,8,488,18.5127451
64,5,10,3,112,week9_percentage,0.165909091,8,489,36.13897454
69,5,10,1,18,week9_percentage,0.181818182,8,490,49.20971393
72,5,10,4,98,week9_percentage,0.165909091,8,491,28.59013333
73,5,10,2,33,week9_percentage,0.181818182,8,492,38.36365882
64,5,10,3,112,week10_percentage,0.243589744,9,493,59.91821515
69,5,10,1,18,week10_percentage,0.256410256,9,494,80.13312288
72,5,10,4,98,week10_percentage,0.243589744,9,495,32.15514806
73,5,10,2,33,week10_percentage,0.256410256,9,496,61.74566713
74,6,2,13,43,week1_percentage,0.064935065,0,497,16.06061672
75,6,5,10,83,week1_percentage,0.073593074,0,498,14.78392805
76,6,8,7,11,week1_percentage,0.069264069,0,499,18.59527967
77,6,11,5,4,week1_percentage,0.056277056,0,500,25.93905474
78,6,11,1,114,week1_percentage,0.077922078,0,501,42.9350733
79,6,4,11,1,week1_percentage,0.077922078,0,502,18.0168834
80,6,1,14,78,week1_percentage,0.051948052,0,503,7.399354834
81,6,3,12,109,week1_percentage,0.051948052,0,504,10.72762205
82,6,11,2,45,week1_percentage,0.090909091,0,505,43.78995885
83,6,7,8,72,week1_percentage,0.082251082,0,506,25.22236606
84,6,9,6,37,week1_percentage,0.051948052,0,507,28.20379887
85,6,6,9,79,week1_percentage,0.064935065,0,508,17.37263067
86,6,11,4,16,week1_percentage,0.095238095,0,509,30.80566674
87,6,11,3,9,week1_percentage,0.090909091,0,510,33.08932518
74,6,2,13,43,week2_percentage,0.067226891,1,511,7.669857219
75,6,5,10,83,week2_percentage,0.075630252,1,512,13.79825773
76,6,8,7,11,week2_percentage,0.06302521,1,513,16.06807779
77,6,11,5,4,week2_percentage,0.079831933,1,514,27.92485437
78,6,11,1,114,week2_percentage,0.100840336,1,515,43.65397294
79,6,4,11,1,week2_percentage,0.06302521,1,516,14.8111024
81,6,3,12,109,week2_percentage,0.075630252,1,517,11.33676428
82,6,11,2,45,week2_percentage,0.100840336,1,518,41.45600227
83,6,7,8,72,week2_percentage,0.088235294,1,519,23.55973629
84,6,9,6,37,week2_percentage,0.06302521,1,520,27.83223088
85,6,6,9,79,week2_percentage,0.050420168,1,521,14.36745323
86,6,11,4,16,week2_percentage,0.088235294,1,522,26.38724185
87,6,11,3,9,week2_percentage,0.084033613,1,523,28.28051258
75,6,5,10,83,week3_percentage,0.080495356,2,524,12.90805928
76,6,8,7,11,week3_percentage,0.077399381,2,525,16.25648451
77,6,11,5,4,week3_percentage,0.074303406,2,526,23.92251064
78,6,11,1,114,week3_percentage,0.099071207,2,527,39.51377325
79,6,4,11,1,week3_percentage,0.068111455,2,528,13.88525548
81,6,3,12,109,week3_percentage,0.061919505,2,529,6.399768683
82,6,11,2,45,week3_percentage,0.105263158,2,530,37.76410906
83,6,7,8,72,week3_percentage,0.083591331,2,531,20.79572767
84,6,9,6,37,week3_percentage,0.074303406,2,532,27.17757637
85,6,6,9,79,week3_percentage,0.07120743,2,533,14.78325334
86,6,11,4,16,week3_percentage,0.099071207,2,534,25.78252804
87,6,11,3,9,week3_percentage,0.105263158,2,535,29.57300825
75,6,5,10,83,week4_percentage,0.0875,3,536,13.46336005
76,6,8,7,11,week4_percentage,0.075,3,537,15.37925011
77,6,11,5,4,week4_percentage,0.075,3,538,22.12817717
78,6,11,1,114,week4_percentage,0.1125,3,539,38.35916183
79,6,4,11,1,week4_percentage,0.0875,3,540,8.602109299
82,6,11,2,45,week4_percentage,0.1,3,541,34.11507088
83,6,7,8,72,week4_percentage,0.091666667,3,542,20.53522235
84,6,9,6,37,week4_percentage,0.0875,3,543,27.66837231
85,6,6,9,79,week4_percentage,0.079166667,3,544,15.11615111
86,6,11,4,16,week4_percentage,0.1,3,545,23.67356783
87,6,11,3,9,week4_percentage,0.104166667,3,546,26.47565988
75,6,5,10,83,week5_percentage,0.091666667,4,547,8.716887465
76,6,8,7,11,week5_percentage,0.1,4,548,16.6253881
77,6,11,5,4,week5_percentage,0.0875,4,549,22.56683061
78,6,11,1,114,week5_percentage,0.116666667,4,550,36.49734765
82,6,11,2,45,week5_percentage,0.1125,4,551,33.44484864
83,6,7,8,72,week5_percentage,0.1,4,552,20.09914885
84,6,9,6,37,week5_percentage,0.075,4,553,23.03500475
85,6,6,9,79,week5_percentage,0.1,4,554,16.36676475
86,6,11,4,16,week5_percentage,0.116666667,4,555,24.57888896
87,6,11,3,9,week5_percentage,0.1,4,556,23.27062255
76,6,8,7,11,week6_percentage,0.099378882,5,557,16.26860685
77,6,11,5,4,week6_percentage,0.096273292,5,558,22.45650456
78,6,11,1,114,week6_percentage,0.130434783,5,559,36.27100133
82,6,11,2,45,week6_percentage,0.121118012,5,560,31.81906696
83,6,7,8,72,week6_percentage,0.114906832,5,561,21.21687645
84,6,9,6,37,week6_percentage,0.090062112,5,562,24.5772062
85,6,6,9,79,week6_percentage,0.102484472,5,563,10.00798
86,6,11,4,16,week6_percentage,0.118012422,5,564,22.95648737
87,6,11,3,9,week6_percentage,0.127329193,5,565,26.63356047
76,6,8,7,11,week7_percentage,0.115248227,6,566,17.99100801
77,6,11,5,4,week7_percentage,0.124113475,6,567,25.59551825
78,6,11,1,114,week7_percentage,0.131205674,6,568,35.12037091
82,6,11,2,45,week7_percentage,0.127659574,6,569,31.89849878
83,6,7,8,72,week7_percentage,0.129432624,6,570,11.85566414
84,6,9,6,37,week7_percentage,0.113475177,6,571,27.648235
86,6,11,4,16,week7_percentage,0.127659574,6,572,23.73421583
87,6,11,3,9,week7_percentage,0.131205674,6,573,26.24735483
76,6,8,7,11,week8_percentage,0.138339921,7,574,12.94821635
77,6,11,5,4,week8_percentage,0.14229249,7,575,27.77237574
78,6,11,1,114,week8_percentage,0.158102767,7,576,38.10870386
82,6,11,2,45,week8_percentage,0.130434783,7,577,30.95583761
84,6,9,6,37,week8_percentage,0.110671937,7,578,25.2083837
86,6,11,4,16,week8_percentage,0.154150198,7,579,27.12413231
87,6,11,3,9,week8_percentage,0.166007905,7,580,30.45933046
77,6,11,5,4,week9_percentage,0.14479638,8,581,28.40663019
78,6,11,1,114,week9_percentage,0.185520362,8,582,43.88406442
82,6,11,2,45,week9_percentage,0.194570136,8,583,45.24592606
84,6,9,6,37,week9_percentage,0.135746606,8,584,17.20368789
86,6,11,4,16,week9_percentage,0.171945701,8,585,30.15977805
87,6,11,3,9,week9_percentage,0.167420814,8,586,30.80836301
77,6,11,5,4,week10_percentage,0.178947368,9,587,32.08121147
78,6,11,1,114,week10_percentage,0.210526316,9,588,49.14673468
82,6,11,2,45,week10_percentage,0.2,9,589,42.84483047
86,6,11,4,16,week10_percentage,0.207017544,9,590,34.91540059
87,6,11,3,9,week10_percentage,0.203508772,9,591,35.67860958
77,6,11,5,4,week11_percentage,0.182130584,10,592,24.42392921
78,6,11,1,114,week11_percentage,0.206185567,10,593,48.53374352
82,6,11,2,45,week11_percentage,0.206185567,10,594,47.67888719
86,6,11,4,16,week11_percentage,0.202749141,10,595,24.44147317
87,6,11,3,9,week11_percentage,0.202749141,10,596,39.0970962
88,7,2,12,106,week1_percentage,0.068825911,0,597,12.4443101
89,7,3,10,31,week1_percentage,0.060728745,0,598,11.05551336
90,7,3,10,91,week1_percentage,0.064777328,0,599,10.65101814
91,7,9,3,15,week1_percentage,0.093117409,0,600,43.18060932
92,7,7,6,28,week1_percentage,0.089068826,0,601,24.16694388
93,7,9,5,26,week1_percentage,0.08097166,0,602,28.01453422
94,7,9,4,101,week1_percentage,0.085020243,0,603,34.11668694
95,7,9,2,40,week1_percentage,0.072874494,0,604,40.37806059
96,7,2,12,7,week1_percentage,0.072874494,0,605,7.775278555
97,7,4,9,13,week1_percentage,0.072874494,0,606,13.8308348
98,7,5,8,88,week1_percentage,0.076923077,0,607,15.83612152
99,7,6,7,48,week1_percentage,0.076923077,0,608,21.92605155
100,7,9,1,54,week1_percentage,0.085020243,0,609,39.44307064
88,7,2,12,106,week2_percentage,0.073643411,1,610,7.171717413
89,7,3,10,31,week2_percentage,0.058139535,1,611,11.26496057
90,7,3,10,91,week2_percentage,0.058139535,1,612,10.7637133
91,7,9,3,15,week2_percentage,0.093023256,1,613,38.11666455
92,7,7,6,28,week2_percentage,0.085271318,1,614,21.47129091
93,7,9,5,26,week2_percentage,0.081395349,1,615,25.28789865
94,7,9,4,101,week2_percentage,0.085271318,1,616,31.03986637
95,7,9,2,40,week2_percentage,0.081395349,1,617,40.16319755
96,7,2,12,7,week2_percentage,0.065891473,1,618,5.161895833
97,7,4,9,13,week2_percentage,0.07751938,1,619,13.76318728
98,7,5,8,88,week2_percentage,0.081395349,1,620,15.39084148
99,7,6,7,48,week2_percentage,0.073643411,1,621,19.82768969
100,7,9,1,54,week2_percentage,0.085271318,1,622,35.56785264
89,7,3,10,31,week3_percentage,0.072327044,2,623,8.028893466
90,7,3,10,91,week3_percentage,0.066037736,2,624,7.699928411
91,7,9,3,15,week3_percentage,0.108490566,2,625,37.54422187
92,7,7,6,28,week3_percentage,0.081761006,2,626,19.19462799
93,7,9,5,26,week3_percentage,0.094339623,2,627,25.23347327
94,7,9,4,101,week3_percentage,0.097484277,2,628,30.41260253
95,7,9,2,40,week3_percentage,0.088050314,2,629,35.7899786
97,7,4,9,13,week3_percentage,0.09591195,2,630,14.83832516
98,7,5,8,88,week3_percentage,0.088050314,2,631,15.5071038
99,7,6,7,48,week3_percentage,0.097484277,2,632,21.42847019
100,7,9,1,54,week3_percentage,0.110062893,2,633,38.0050997
91,7,9,3,15,week4_percentage,0.108843537,3,634,34.27175978
92,7,7,6,28,week4_percentage,0.098639456,3,635,20.41304232
93,7,9,5,26,week4_percentage,0.12244898,3,636,28.85469211
94,7,9,4,101,week4_percentage,0.112244898,3,637,31.25216025
95,7,9,2,40,week4_percentage,0.108843537,3,638,38.62932602
97,7,4,9,13,week4_percentage,0.108843537,3,639,9.905461796
98,7,5,8,88,week4_percentage,0.108843537,3,640,16.69362501
99,7,6,7,48,week4_percentage,0.108843537,3,641,21.9387216
100,7,9,1,54,week4_percentage,0.12244898,3,642,37.52321608
91,7,9,3,15,week5_percentage,0.133663366,4,643,36.88134447
92,7,7,6,28,week5_percentage,0.118811881,4,644,22.20279791
93,7,9,5,26,week5_percentage,0.126237624,4,645,27.84599406
94,7,9,4,101,week5_percentage,0.118811881,4,646,30.17489423
95,7,9,2,40,week5_percentage,0.128712871,4,647,40.43547411
98,7,5,8,88,week5_percentage,0.118811881,4,648,11.58843552
99,7,6,7,48,week5_percentage,0.126237624,4,649,23.13142352
100,7,9,1,54,week5_percentage,0.128712871,4,650,35.31987944
91,7,9,3,15,week6_percentage,0.155339806,5,651,39.85807884
92,7,7,6,28,week6_percentage,0.150485437,5,652,26.58774913
93,7,9,5,26,week6_percentage,0.13592233,5,653,28.46701173
94,7,9,4,101,week6_percentage,0.13592233,5,654,32.21039222
95,7,9,2,40,week6_percentage,0.116504854,5,655,33.89535429
99,7,6,7,48,week6_percentage,0.150485437,5,656,15.17558735
100,7,9,1,54,week6_percentage,0.155339806,5,657,39.66562204
91,7,9,3,15,week7_percentage,0.1875,6,658,46.24893332
92,7,7,6,28,week7_percentage,0.15,6,659,17.06944471
93,7,9,5,26,week7_percentage,0.159375,6,660,31.44883615
94,7,9,4,101,week7_percentage,0.16875,6,661,38.62009537
95,7,9,2,40,week7_percentage,0.1625,6,662,42.4612522
100,7,9,1,54,week7_percentage,0.171875,6,663,41.67237203
91,7,9,3,15,week8_percentage,0.207142857,7,664,47.33584771
93,7,9,5,26,week8_percentage,0.192857143,7,665,35.91065536
94,7,9,4,101,week8_percentage,0.189285714,7,666,40.09710562
95,7,9,2,40,week8_percentage,0.203571429,7,667,52.45495158
100,7,9,1,54,week8_percentage,0.207142857,7,668,47.96555149
91,7,9,3,15,week9_percentage,0.206185567,8,669,51.69081791
93,7,9,5,26,week9_percentage,0.192439863,8,670,26.60368426
94,7,9,4,101,week9_percentage,0.202749141,8,671,28.84449376
95,7,9,2,40,week9_percentage,0.195876289,8,672,52.63986822
100,7,9,1,54,week9_percentage,0.202749141,8,673,49.39939772
101,8,2,13,23,week1_percentage,0.054878049,0,674,11.58833512
102,8,8,8,25,week1_percentage,0.073170732,0,675,22.81072211
103,8,11,5,30,week1_percentage,0.073170732,0,676,27.79504723
104,8,2,13,10,week1_percentage,0.06097561,0,677,11.61729831
105,8,11,3,58,week1_percentage,0.06097561,0,678,34.62474961
106,8,9,7,6,week1_percentage,0.054878049,0,679,26.06515348
107,8,11,1,92,week1_percentage,0.091463415,0,680,155.5694579
108,8,4,11,39,week1_percentage,0.085365854,0,681,19.1554714
109,8,3,12,71,week1_percentage,0.079268293,0,682,19.73471515
110,8,6,10,95,week1_percentage,0.06097561,0,683,21.05048773
111,8,11,2,2,week1_percentage,0.079268293,0,684,104.0557277
112,8,7,9,47,week1_percentage,0.073170732,0,685,26.5545827
113,8,10,6,113,week1_percentage,0.091463415,0,686,27.37847175
114,8,11,4,29,week1_percentage,0.06097561,0,687,34.32109424
101,8,2,13,23,week2_percentage,0.053956835,1,688,8.35474019
102,8,8,8,25,week2_percentage,0.068345324,1,689,20.2434111
103,8,11,5,30,week2_percentage,0.075539568,1,690,25.70285057
104,8,2,13,10,week2_percentage,0.064748201,1,691,8.21319975
105,8,11,3,58,week2_percentage,0.079136691,1,692,34.91853859
106,8,9,7,6,week2_percentage,0.057553957,1,693,24.05680467
107,8,11,1,92,week2_percentage,0.079136691,1,694,128.2968233
108,8,4,11,39,week2_percentage,0.075539568,1,695,16.81467236
109,8,3,12,71,week2_percentage,0.075539568,1,696,17.95612006
110,8,6,10,95,week2_percentage,0.064748201,1,697,20.0004281
111,8,11,2,2,week2_percentage,0.075539568,1,698,90.59058363
112,8,7,9,47,week2_percentage,0.079136691,1,699,25.3284362
113,8,10,6,113,week2_percentage,0.079136691,1,700,23.29641554
114,8,11,4,29,week2_percentage,0.071942446,1,701,33.47285453
102,8,8,8,25,week3_percentage,0.081712062,2,702,20.29350044
103,8,11,5,30,week3_percentage,0.081712062,2,703,24.13163918
105,8,11,3,58,week3_percentage,0.093385214,2,704,34.54251311
106,8,9,7,6,week3_percentage,0.070038911,2,705,24.07932702
107,8,11,1,92,week3_percentage,0.085603113,2,706,116.0334682
108,8,4,11,39,week3_percentage,0.085603113,2,707,16.66734394
109,8,3,12,71,week3_percentage,0.070038911,2,708,9.362695113
110,8,6,10,95,week3_percentage,0.085603113,2,709,21.11882934
111,8,11,2,2,week3_percentage,0.089494163,2,710,88.65188344
112,8,7,9,47,week3_percentage,0.073929961,2,711,22.18477666
113,8,10,6,113,week3_percentage,0.093385214,2,712,23.42356481
114,8,11,4,29,week3_percentage,0.089494163,2,713,34.19092528
102,8,8,8,25,week4_percentage,0.084677419,3,714,19.23310443
103,8,11,5,30,week4_percentage,0.096774194,3,715,24.25051224
105,8,11,3,58,week4_percentage,0.096774194,3,716,31.34434481
106,8,9,7,6,week4_percentage,0.072580645,3,717,22.33449969
107,8,11,1,92,week4_percentage,0.088709677,3,718,105.2675945
108,8,4,11,39,week4_percentage,0.092741935,3,719,9.744512946
110,8,6,10,95,week4_percentage,0.084677419,3,720,19.68167565
111,8,11,2,2,week4_percentage,0.096774194,3,721,83.11207915
112,8,7,9,47,week4_percentage,0.092741935,3,722,23.11246004
113,8,10,6,113,week4_percentage,0.100806452,3,723,22.5413637
114,8,11,4,29,week4_percentage,0.092741935,3,724,32.06944556
102,8,8,8,25,week5_percentage,0.092651757,4,725,17.74106476
103,8,11,5,30,week5_percentage,0.095846645,4,726,21.66748039
105,8,11,3,58,week5_percentage,0.102236422,4,727,29.35878041
106,8,9,7,6,week5_percentage,0.076677316,4,728,20.84277922
107,8,11,1,92,week5_percentage,0.111821086,4,729,112.2695271
110,8,6,10,95,week5_percentage,0.095846645,4,730,18.68354943
111,8,11,2,2,week5_percentage,0.111821086,4,731,80.12960574
112,8,7,9,47,week5_percentage,0.092651757,4,732,20.92730095
113,8,10,6,113,week5_percentage,0.10543131,4,733,20.29525722
114,8,11,4,29,week5_percentage,0.115015974,4,734,34.56063418
102,8,8,8,25,week6_percentage,0.105882353,5,735,19.03299702
103,8,11,5,30,week6_percentage,0.105882353,5,736,22.06919472
105,8,11,3,58,week6_percentage,0.114705882,5,737,29.61871994
106,8,9,7,6,week6_percentage,0.079411765,5,738,20.21769457
107,8,11,1,92,week6_percentage,0.105882353,5,739,98.49025063
110,8,6,10,95,week6_percentage,0.082352941,5,740,10.09323108
111,8,11,2,2,week6_percentage,0.102941176,5,741,68.63662037
112,8,7,9,47,week6_percentage,0.094117647,5,742,20.58570884
113,8,10,6,113,week6_percentage,0.114705882,5,743,21.18418795
114,8,11,4,29,week6_percentage,0.094117647,5,744,27.33014326
102,8,8,8,25,week7_percentage,0.105421687,6,745,18.24997024
103,8,11,5,30,week7_percentage,0.096385542,6,746,20.23245376
105,8,11,3,58,week7_percentage,0.114457831,6,747,27.38857705
106,8,9,7,6,week7_percentage,0.087349398,6,748,20.7669591
107,8,11,1,92,week7_percentage,0.123493976,6,749,104.5973228
111,8,11,2,2,week7_percentage,0.129518072,6,750,75.03426393
112,8,7,9,47,week7_percentage,0.102409639,6,751,11.09501941
113,8,10,6,113,week7_percentage,0.126506024,6,752,21.92095252
114,8,11,4,29,week7_percentage,0.114457831,6,753,29.04970868
102,8,8,8,25,week8_percentage,0.122719735,7,754,12.12044225
103,8,11,5,30,week8_percentage,0.124378109,7,755,23.11264008
105,8,11,3,58,week8_percentage,0.129353234,7,756,28.31267236
106,8,9,7,6,week8_percentage,0.112769486,7,757,23.76737007
107,8,11,1,92,week8_percentage,0.126036484,7,758,95.39614035
111,8,11,2,2,week8_percentage,0.127694859,7,759,69.58146456
113,8,10,6,113,week8_percentage,0.131011609,7,760,21.32183476
114,8,11,4,29,week8_percentage,0.126036484,7,761,29.81067402
103,8,11,5,30,week9_percentage,0.133333333,8,762,23.59773405
105,8,11,3,58,week9_percentage,0.144444444,8,763,29.36352778
106,8,9,7,6,week9_percentage,0.107407407,8,764,13.77154289
107,8,11,1,92,week9_percentage,0.155555556,8,765,107.9554554
111,8,11,2,2,week9_percentage,0.148148148,8,766,74.57902653
113,8,10,6,113,week9_percentage,0.155555556,8,767,24.62492059
114,8,11,4,29,week9_percentage,0.155555556,8,768,35.18663084
103,8,11,5,30,week10_percentage,0.165697674,9,769,28.43502215
105,8,11,3,58,week10_percentage,0.165697674,9,770,33.09873265
107,8,11,1,92,week10_percentage,0.171511628,9,771,110.7669236
111,8,11,2,2,week10_percentage,0.168604651,9,772,83.44951359
113,8,10,6,113,week10_percentage,0.168604651,9,773,17.08877982
114,8,11,4,29,week10_percentage,0.159883721,9,774,35.01364424
103,8,11,5,30,week11_percentage,0.196387528,10,775,27.36432742
105,8,11,3,58,week11_percentage,0.200903118,10,776,47.68837981
107,8,11,1,92,week11_percentage,0.200903118,10,777,130.6742949
111,8,11,2,2,week11_percentage,0.203160913,10,778,102.9945749
114,8,11,4,29,week11_percentage,0.198645323,10,779,30.98326121
