contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,fan_votes
58,4,10,1,36,week8_percentage,0.215686275,7,356,26.57753184,1.448519228
49,4,9,4,60,week9_percentage,0.228855721,8,357,23.14651674,1.198466126
52,4,10,2,287,week9_percentage,0.243781095,8,358,31.72820268,1.387085704
55,4,10,3,160,week9_percentage,0.28358209,8,359,40.84951713,1.301795917
58,4,10,1,36,week9_percentage,0.243781095,8,360,31.97698783,1.394896258
52,4,10,2,287,week10_percentage,0.323529412,9,361,54.34469992,1.248026612
55,4,10,3,160,week10_percentage,0.323529412,9,362,52.48152863,1.213140793
58,4,10,1,36,week10_percentage,0.352941176,9,363,70.7445552,1.261998689
59,5,11,2,97,week1_percentage,0.098765432,0,364,25.18487454,2.387555451
60,5,3,12,74,week1_percentage,0.074074074,0,365,19.82017713,2.357684376
61,5,5,9,67,week1_percentage,0.0781893,0,366,19.89641679,2.326578227
62,5,7,7,162,week1_percentage,0.065843621,0,367,18.30939913,2.348289142
63,5,10,4,277,week1_percentage,0.057613169,0,368,17.76742426,2.388131961
64,5,11,1,256,week1_percentage,0.094650206,0,369,25.55338823,2.437027111
65,5,4,10,260,week1_percentage,0.053497942,0,370,17.54966007,2.410745206
66,5,2,13,23,week1_percentage,0.069958848,0,371,17.84851805,2.287849737
67,5,8,6,56,week1_percentage,0.082304527,0,372,21.04387634,2.34770283
68,5,9,5,166,week1_percentage,0.086419753,0,373,21.47251895,2.332921813
69,5,6,8,261,week1_percentage,0.069958848,0,374,20.21269815,2.412240276
70,5,4,11,106,week1_percentage,0.074074074,0,375,20.90239584,2.410847694
71,5,11,3,190,week1_percentage,0.094650206,0,376,25.51364567,2.435470624
59,5,11,2,97,week2_percentage,0.101886792,1,377,21.87221258,2.22002315
60,5,3,12,74,week2_percentage,0.079245283,1,378,17.68678532,2.199889237
61,5,5,9,67,week2_percentage,0.064150943,1,379,15.62470955,2.20410196
62,5,7,7,162,week2_percentage,0.075471698,1,380,17.14707781,2.200943459
63,5,10,4,277,week2_percentage,0.075471698,1,381,17.74084988,2.234985571
64,5,11,1,256,week2_percentage,0.090566038,1,382,20.89868737,2.270625154
65,5,4,10,260,week2_percentage,0.064150943,1,383,16.70489536,2.270950161
66,5,2,13,23,week2_percentage,0.067924528,1,384,11.05657242,1.826229201
67,5,8,6,56,week2_percentage,0.075471698,1,385,17.13108445,2.200010307
68,5,9,5,166,week2_percentage,0.086792453,1,386,18.471769,2.179226594
69,5,6,8,261,week2_percentage,0.052830189,1,387,15.43718693,2.288160338
70,5,4,11,106,week2_percentage,0.067924528,1,388,17.09968565,2.262264209
71,5,11,3,190,week2_percentage,0.098113208,1,389,22.22735567,2.268174129
59,5,11,2,97,week3_percentage,0.106299213,2,390,19.29886375,2.057383343
60,5,3,12,74,week3_percentage,0.062992126,2,391,9.662886635,1.733381167
61,5,5,9,67,week3_percentage,0.094488189,2,392,16.59907682,2.006980095
62,5,7,7,162,week3_percentage,0.078740157,2,393,15.09829713,2.045942831
63,5,10,4,277,week3_percentage,0.090551181,2,394,16.92712631,2.059982417
64,5,11,1,256,week3_percentage,0.106299213,2,395,20.25055909,2.105519522
65,5,4,10,260,week3_percentage,0.039370079,2,396,12.37238962,2.181147823
67,5,8,6,56,week3_percentage,0.090551181,2,397,16.38914374,2.027684126
68,5,9,5,166,week3_percentage,0.098425197,2,398,17.24933304,2.011974529
69,5,6,8,261,week3_percentage,0.059055118,2,399,13.83174596,2.125487052
70,5,4,11,106,week3_percentage,0.066929134,2,400,14.51763261,2.107020697
71,5,11,3,190,week3_percentage,0.106299213,2,401,20.22285002,2.104150274
59,5,11,2,97,week4_percentage,0.123966942,3,402,19.32256682,1.90858143
61,5,5,9,67,week4_percentage,0.090909091,3,403,14.3164818,1.889437162
62,5,7,7,162,week4_percentage,0.078512397,3,404,13.55905406,1.940349468
63,5,10,4,277,week4_percentage,0.103305785,3,405,16.43944032,1.922439823
64,5,11,1,256,week4_percentage,0.103305785,3,406,17.16098606,1.96539503
65,5,4,10,260,week4_percentage,0.049586777,3,407,9.187636083,1.796781863
67,5,8,6,56,week4_percentage,0.090909091,3,408,14.55910012,1.906241949
68,5,9,5,166,week4_percentage,0.111570248,3,409,16.74171055,1.870480231
69,5,6,8,261,week4_percentage,0.061983471,3,410,12.88607798,2.02980143
70,5,4,11,106,week4_percentage,0.066115702,3,411,9.747726548,1.715598296
71,5,11,3,190,week4_percentage,0.119834711,3,412,19.59066851,1.957450848
59,5,11,2,97,week5_percentage,0.138095238,4,413,18.9186608,1.767483028
61,5,5,9,67,week5_percentage,0.104761905,4,414,9.953489063,1.408314706
62,5,7,7,162,week5_percentage,0.095238095,4,415,13.49793985,1.793802109
63,5,10,4,277,week5_percentage,0.1,4,416,14.22248415,1.805652384
64,5,11,1,256,week5_percentage,0.123809524,4,417,17.60102035,1.816601381
67,5,8,6,56,week5_percentage,0.10952381,4,418,14.77014973,1.762563004
68,5,9,5,166,week5_percentage,0.123809524,4,419,16.13097134,1.729385621
69,5,6,8,261,week5_percentage,0.085714286,4,420,13.326651,1.861904404
71,5,11,3,190,week5_percentage,0.119047619,4,421,16.98475594,1.821397494
59,5,11,2,97,week6_percentage,0.139784946,5,422,16.88233657,1.639253634
62,5,7,7,162,week6_percentage,0.11827957,5,423,13.97415204,1.632812671
63,5,10,4,277,week6_percentage,0.096774194,5,424,12.48709263,1.702916447
64,5,11,1,256,week6_percentage,0.139784946,5,425,17.68595886,1.685756769
67,5,8,6,56,week6_percentage,0.123655914,5,426,14.46577933,1.621734745
68,5,9,5,166,week6_percentage,0.150537634,5,427,17.62731757,1.59112677
69,5,6,8,261,week6_percentage,0.086021505,5,428,9.29481901,1.498986903
71,5,11,3,190,week6_percentage,0.14516129,5,429,18.51667151,1.686002819
59,5,11,2,97,week7_percentage,0.148351648,6,430,16.37196632,1.535810219
62,5,7,7,162,week7_percentage,0.115384615,6,431,10.15319008,1.337974448
63,5,10,4,277,week7_percentage,0.131868132,6,432,14.56635701,1.558927648
64,5,11,1,256,week7_percentage,0.153846154,6,433,17.83580683,1.574789973
67,5,8,6,56,week7_percentage,0.148351648,6,434,15.85240771,1.503561114
68,5,9,5,166,week7_percentage,0.142857143,6,435,15.08590368,1.500658285
71,5,11,3,190,week7_percentage,0.159340659,6,436,18.60969073,1.57060658
59,5,11,2,97,week8_percentage,0.176282051,7,437,18.83190236,1.438614972
63,5,10,4,277,week8_percentage,0.166666667,7,438,17.61677297,1.453565196
64,5,11,1,256,week8_percentage,0.166666667,7,439,18.29148467,1.491149369
67,5,8,6,56,week8_percentage,0.163461538,7,440,12.41673658,1.1309761
68,5,9,5,166,week8_percentage,0.179487179,7,441,18.47505405,1.392266957
71,5,11,3,190,week8_percentage,0.147435897,7,442,16.28115705,1.538024447
59,5,11,2,97,week9_percentage,0.209737828,8,443,22.57520466,1.335817742
63,5,10,4,277,week9_percentage,0.172284644,8,444,18.35685815,1.447010706
64,5,11,1,256,week9_percentage,0.209737828,8,445,23.65613591,1.382588103
68,5,9,5,166,week9_percentage,0.194756554,8,446,14.78612533,1.039871616
71,5,11,3,190,week9_percentage,0.213483146,8,447,24.30601549,1.377885261
59,5,11,2,97,week10_percentage,0.273972603,9,448,35.52197842,1.243653588
63,5,10,4,277,week10_percentage,0.219178082,9,449,20.51441545,1.159929439
64,5,11,1,256,week10_percentage,0.255707763,9,450,32.45245788,1.308378028
71,5,11,3,190,week10_percentage,0.251141553,9,451,31.34679335,1.312488788
59,5,11,2,97,week11_percentage,0.331428571,10,452,53.79333639,1.170751692
64,5,11,1,256,week11_percentage,0.342857143,10,453,61.88231006,1.213788236
71,5,11,3,190,week11_percentage,0.325714286,10,454,53.57763695,1.215257947
72,6,1,16,19,week1_percentage,0.046797968,0,455,11.57676291,2.051604836
73,6,3,12,73,week1_percentage,0.054187406,0,456,17.18738453,2.38403155
74,6,6,9,189,week1_percentage,0.059113533,0,457,18.31897854,2.40596221
75,6,7,6,180,week1_percentage,0.07142836,0,458,19.69597296,2.373864765
76,6,4,11,55,week1_percentage,0.054187406,0,459,17.59767989,2.407622961
77,6,5,10,210,week1_percentage,0.066502233,0,460,19.68797843,2.415290066
78,6,6,8,170,week1_percentage,0.066502233,0,461,20.10825416,2.436412233
79,6,7,7,194,week1_percentage,0.046798214,0,462,16.89287417,2.429494714
80,6,9,4,129,week1_percentage,0.083743926,0,463,18.84029194,2.224868023
81,6,2,14,145,week1_percentage,0.049261032,0,464,14.82911879,2.278282014
82,6,3,13,272,week1_percentage,0.049261032,0,465,15.31442092,2.310484207
83,6,1,15,171,week1_percentage,0.046797968,0,466,11.42133706,2.038088224
84,6,8,5,0,week1_percentage,0.078817798,0,467,21.22533159,2.385896896
85,6,10,2,205,week1_percentage,0.076354734,0,468,20.5292959,2.373470122
86,6,10,1,78,week1_percentage,0.073891671,0,469,19.31436633,2.333382015
87,6,10,3,148,week1_percentage,0.076354488,0,470,22.17817309,2.450727884
73,6,3,12,73,week2_percentage,0.071428571,1,471,16.37959292,2.189485012
74,6,6,9,189,week2_percentage,0.06462585,1,472,16.03008674,2.225682953
75,6,7,6,180,week2_percentage,0.071428571,1,473,16.48883311,2.196132157
76,6,4,11,55,week2_percentage,0.06462585,1,474,15.91675873,2.218588138
77,6,5,10,210,week2_percentage,0.071428571,1,475,17.23342839,2.240299792
78,6,6,8,170,week2_percentage,0.06462585,1,476,16.64936211,2.263587477
79,6,7,7,194,week2_percentage,0.068027211,1,477,16.4237649,2.221061541
80,6,9,4,129,week2_percentage,0.068027211,1,478,14.19747625,2.075396405
81,6,2,14,145,week2_percentage,0.06122449,1,479,9.70831586,1.753081829
82,6,3,13,272,week2_percentage,0.06122449,1,480,13.5360083,2.085452393
84,6,8,5,0,week2_percentage,0.091836735,1,481,19.85925972,2.208818788
85,6,10,2,205,week2_percentage,0.091836735,1,482,19.57539681,2.194421918
86,6,10,1,78,week2_percentage,0.085034014,1,483,17.71918846,2.152563344
87,6,10,3,148,week2_percentage,0.06462585,1,484,17.04553393,2.287103802
73,6,3,12,73,week3_percentage,0.065891473,2,485,9.916232008,1.734641312
74,6,6,9,189,week3_percentage,0.073643411,2,486,14.98385659,2.08161439
75,6,7,6,180,week3_percentage,0.069767442,2,487,14.3299668,2.069907559
76,6,4,11,55,week3_percentage,0.065891473,2,488,14.2365958,2.096284088
77,6,5,10,210,week3_percentage,0.100775194,2,489,18.72151882,2.073919136
78,6,6,8,170,week3_percentage,0.07751938,2,490,15.95901627,2.111751309
79,6,7,7,194,week3_percentage,0.054263566,2,491,13.37701139,2.132746846
80,6,9,4,129,week3_percentage,0.089147287,2,492,14.53659621,1.919655803
82,6,3,13,272,week3_percentage,0.058139535,2,493,9.188526116,1.724251123
84,6,8,5,0,week3_percentage,0.081395349,2,494,15.76127733,2.066369852
85,6,10,2,205,week3_percentage,0.104651163,2,495,18.64690744,2.037012212
86,6,10,1,78,week3_percentage,0.081395349,2,496,15.06213651,2.020997803
87,6,10,3,148,week3_percentage,0.07751938,2,497,16.26080117,2.130484731
74,6,6,9,189,week4_percentage,0.115702479,3,498,17.89963168,1.902267381
75,6,7,6,180,week4_percentage,0.090909091,3,499,14.41613158,1.896373543
76,6,4,11,55,week4_percentage,0.070247934,3,500,9.154012632,1.617666793
77,6,5,10,210,week4_percentage,0.099173554,3,501,15.99727577,1.930264662
78,6,6,8,170,week4_percentage,0.066115702,3,502,12.82159341,1.989694923
79,6,7,7,194,week4_percentage,0.066115702,3,503,12.43415204,1.959011074
80,6,9,4,129,week4_percentage,0.107438017,3,504,14.27339531,1.746064075
84,6,8,5,0,week4_percentage,0.074380165,3,505,13.0720673,1.938862385
85,6,10,2,205,week4_percentage,0.115702479,3,506,17.60911355,1.885903829
86,6,10,1,78,week4_percentage,0.099173554,3,507,14.78568645,1.851505805
87,6,10,3,148,week4_percentage,0.095041322,3,508,16.09342639,1.971346857
74,6,6,9,189,week5_percentage,0.095041322,4,509,13.45264742,1.7921119
75,6,7,6,180,week5_percentage,0.107438017,4,510,14.37037945,1.752835843
77,6,5,10,210,week5_percentage,0.090909091,4,511,9.150650049,1.441850675
78,6,6,8,170,week5_percentage,0.090909091,4,512,13.53192998,1.833077795
79,6,7,7,194,week5_percentage,0.08677686,4,513,12.73255323,1.807277424
80,6,9,4,129,week5_percentage,0.099173554,4,514,12.16455792,1.656372874
84,6,8,5,0,week5_percentage,0.099173554,4,515,13.77074711,1.780392797
85,6,10,2,205,week5_percentage,0.111570248,4,516,14.9155434,1.754980846
86,6,10,1,78,week5_percentage,0.119834711,4,517,15.23434758,1.705950094
87,6,10,3,148,week5_percentage,0.099173554,4,518,14.6010978,1.838942943
74,6,6,9,189,week6_percentage,0.092307627,5,519,9.210453616,1.436488882
75,6,7,6,180,week6_percentage,0.123077349,5,520,14.51976749,1.630372938
78,6,6,8,170,week6_percentage,0.092308012,5,521,9.306119582,1.446818713
79,6,7,7,194,week6_percentage,0.084614908,5,522,12.01153788,1.767341833
80,6,9,4,129,week6_percentage,0.138461633,5,523,14.37168806,1.489483107
84,6,8,5,0,week6_percentage,0.126922747,5,524,15.25559697,1.647154353
85,6,10,2,205,week6_percentage,0.126923516,5,525,15.03114948,1.632326054
86,6,10,1,78,week6_percentage,0.119230797,5,526,13.79755569,1.612017233
87,6,10,3,148,week6_percentage,0.09615341,5,527,13.17219287,1.76160045
75,6,7,6,180,week7_percentage,0.122507123,6,528,10.92505958,1.350763358
79,6,7,7,194,week7_percentage,0.133903134,6,529,11.4153355,1.297890119
80,6,9,4,129,week7_percentage,0.156695157,6,530,15.60982937,1.417289799
84,6,8,5,0,week7_percentage,0.150997151,6,531,16.94078629,1.547498954
85,6,10,2,205,week7_percentage,0.13960114,6,532,15.66461554,1.565950947
86,6,10,1,78,week7_percentage,0.148148148,6,533,16.00848827,1.515086881
87,6,10,3,148,week7_percentage,0.148148148,6,534,17.50382658,1.604387296
80,6,9,4,129,week8_percentage,0.198473282,7,535,20.31156281,1.325811249
84,6,8,5,0,week8_percentage,0.190839695,7,536,15.74918317,1.136231712
85,6,10,2,205,week8_percentage,0.22519084,7,537,27.2530975,1.392910135
86,6,10,1,78,week8_percentage,0.190839695,7,538,20.81004485,1.414878991
87,6,10,3,148,week8_percentage,0.194656489,7,539,23.38107161,1.498958841
80,6,9,4,129,week9_percentage,0.25312587,8,540,22.12395144,0.947187362
85,6,10,2,205,week9_percentage,0.271874997,8,541,37.09687469,1.304846976
86,6,10,1,78,week9_percentage,0.23125017,8,542,27.85260429,1.363215302
87,6,10,3,148,week9_percentage,0.243748963,8,543,32.40574732,1.408488393
85,6,10,2,205,week10_percentage,0.343203093,9,544,62.02007789,1.213074339
86,6,10,1,78,week10_percentage,0.351277691,9,545,63.79669042,1.172750275
87,6,10,3,148,week10_percentage,0.305519216,9,546,48.78531345,1.29304634
88,7,4,9,3,week1_percentage,0.071770335,0,547,19.94861082,2.38370612
89,7,2,11,254,week1_percentage,0.086124402,0,548,22.12777319,2.365489444
90,7,8,5,217,week1_percentage,0.086124402,0,549,22.3815672,2.376893646
91,7,3,10,37,week1_percentage,0.066985646,0,550,18.64982955,2.357013851
92,7,9,4,43,week1_percentage,0.086124402,0,551,23.20420329,2.412989356
93,7,10,2,89,week1_percentage,0.110047847,0,552,28.88337873,2.428771062
94,7,7,6,224,week1_percentage,0.100478469,0,553,20.74819985,2.179224723
95,7,10,1,216,week1_percentage,0.119617225,0,554,29.31374227,2.362300729
96,7,10,3,88,week1_percentage,0.100478469,0,555,57.34115583,3.195783822
97,7,5,8,143,week1_percentage,0.076555024,0,556,21.38009651,2.412376799
98,7,6,7,114,week1_percentage,0.09569378,0,557,25.2978888,2.418116401
88,7,4,9,3,week2_percentage,0.086363636,1,558,19.53939325,2.239057012
89,7,2,11,254,week2_percentage,0.090909091,1,559,12.62604021,1.763787089
90,7,8,5,217,week2_percentage,0.095454545,1,560,20.65075858,2.217179034
91,7,3,10,37,week2_percentage,0.054545455,1,561,15.96135847,2.306986152
92,7,9,4,43,week2_percentage,0.072727273,1,562,18.07177509,2.276771903
93,7,10,2,89,week2_percentage,0.109090909,1,563,24.18992697,2.259567123
94,7,7,6,224,week2_percentage,0.1,1,564,18.12838707,2.048307322
95,7,10,1,216,week2_percentage,0.127272727,1,565,26.33444378,2.190113676
96,7,10,3,88,week2_percentage,0.104545455,1,566,50.13535259,3.026955909
97,7,5,8,143,week2_percentage,0.068181818,1,567,17.61733907,2.289902884
98,7,6,7,114,week2_percentage,0.090909091,1,568,20.66222898,2.25633304
88,7,4,9,3,week3_percentage,0.098522167,2,569,18.27316666,2.068811287
90,7,8,5,217,week3_percentage,0.103448276,2,570,18.80975486,2.055922088
91,7,3,10,37,week3_percentage,0.064039409,2,571,10.84127921,1.839556494
92,7,9,4,43,week3_percentage,0.098522167,2,572,18.70907251,2.092386172
93,7,10,2,89,week3_percentage,0.128078818,2,573,24.13681984,2.096129319
94,7,7,6,224,week3_percentage,0.103448276,2,574,15.92763912,1.889602396
95,7,10,1,216,week3_percentage,0.113300493,2,575,20.06409591,2.036816171
96,7,10,3,88,week3_percentage,0.113300493,2,576,46.23327169,2.871583903
97,7,5,8,143,week3_percentage,0.073891626,2,577,15.76206667,2.13013943
98,7,6,7,114,week3_percentage,0.103448276,2,578,19.54842653,2.094441273
88,7,4,9,3,week4_percentage,0.088948787,3,579,11.29671542,1.669184095
90,7,8,5,217,week4_percentage,0.09703504,3,580,15.87541668,1.94077767
92,7,9,4,43,week4_percentage,0.118598383,3,581,19.0071483,1.937711176
93,7,10,2,89,week4_percentage,0.140161725,3,582,22.97245444,1.94408208
94,7,7,6,224,week4_percentage,0.126684636,3,583,16.5374097,1.729854939
95,7,10,1,216,week4_percentage,0.134770889,3,584,20.6807426,1.884766636
96,7,10,3,88,week4_percentage,0.105121294,3,585,37.23435037,2.724571386
97,7,5,8,143,week4_percentage,0.086253369,3,586,15.31181336,1.996185434
98,7,6,7,114,week4_percentage,0.102425876,3,587,17.00681315,1.963842452
90,7,8,5,217,week5_percentage,0.104046243,4,588,14.69439809,1.803935063
92,7,9,4,43,week5_percentage,0.104046243,4,589,14.99692222,1.824313718
93,7,10,2,89,week5_percentage,0.156069364,4,590,22.86490598,1.804306278
94,7,7,6,224,week5_percentage,0.121387283,4,591,14.14608664,1.61865153
95,7,10,1,216,week5_percentage,0.167630058,4,592,23.53608126,1.735067496
96,7,10,3,88,week5_percentage,0.12716763,4,593,38.73927548,2.576982342
97,7,5,8,143,week5_percentage,0.086705202,4,594,10.35741261,1.601426439
98,7,6,7,114,week5_percentage,0.132947977,4,595,18.76461008,1.803015991
90,7,8,5,217,week6_percentage,0.124401374,5,596,15.53010077,1.686398816
92,7,9,4,43,week6_percentage,0.148325377,5,597,18.71422756,1.669746862
93,7,10,2,89,week6_percentage,0.129187036,5,598,16.59038182,1.711803314
94,7,7,6,224,week6_percentage,0.143540194,5,599,15.19421628,1.502012079
95,7,10,1,216,week6_percentage,0.172248902,5,600,21.62064872,1.61095978
96,7,10,3,88,week6_percentage,0.162679971,5,601,46.28910318,2.453474182
98,7,6,7,114,week6_percentage,0.119617147,5,602,11.49419204,1.426086887
90,7,8,5,217,week7_percentage,0.15755627,6,603,18.04612554,1.555007668
92,7,9,4,43,week7_percentage,0.167202572,6,604,19.70341473,1.560954935
93,7,10,2,89,week7_percentage,0.173633441,6,605,20.93876717,1.567156179
94,7,7,6,224,week7_percentage,0.163987138,6,606,12.9008694,1.164762267
95,7,10,1,216,week7_percentage,0.173633441,6,607,19.76355871,1.509393625
96,7,10,3,88,week7_percentage,0.163987138,6,608,41.64044613,2.336539467
90,7,8,5,217,week8_percentage,0.169960474,7,609,15.26205886,1.282113602
92,7,9,4,43,week8_percentage,0.177865613,7,610,20.37572551,1.503959707
93,7,10,2,89,week8_percentage,0.209486166,7,611,25.57087044,1.462556445
95,7,10,1,216,week8_percentage,0.233201581,7,612,28.93585268,1.384799399
96,7,10,3,88,week8_percentage,0.209486166,7,613,55.21962929,2.232421087
92,7,9,4,43,week9_percentage,0.230088496,8,614,24.19961042,1.232489977
93,7,10,2,89,week9_percentage,0.261061947,8,615,36.52594776,1.381158526
95,7,10,1,216,week9_percentage,0.261061947,8,616,34.73943601,1.331011148
96,7,10,3,88,week9_percentage,0.247787611,8,617,69.91117246,2.143082995
93,7,10,2,89,week10_percentage,0.325268368,9,618,56.27944261,1.268242125
95,7,10,1,216,week10_percentage,0.348119304,9,619,64.21080209,1.206040545
96,7,10,3,88,week10_percentage,0.326612328,9,620,124.7707627,2.052978413
99,8,1,12,69,week1_percentage,0.066079295,0,621,13.89975618,2.070744639
100,8,5,8,91,week1_percentage,0.079295154,0,622,20.13648322,2.329181227
101,8,10,2,158,week1_percentage,0.101321586,0,623,27.35119223,2.448365831
102,8,10,1,127,week1_percentage,0.105726872,0,624,26.21636969,2.36858128
103,8,7,6,235,week1_percentage,0.0969163,0,625,24.99253602,2.395591382
104,8,8,5,157,week1_percentage,0.083700441,0,626,22.74047549,2.413385909
105,8,3,10,172,week1_percentage,0.066079295,0,627,20.73325833,2.47061241
106,8,2,11,193,week1_percentage,0.070484581,0,628,19.12070946,2.352236887
107,8,9,4,33,week1_percentage,0.101321586,0,629,25.36282614,2.372890279
108,8,4,9,270,week1_percentage,0.066079295,0,630,20.64888038,2.466534416
109,8,6,7,20,week1_percentage,0.083700441,0,631,23.58560086,2.449875902
110,8,10,3,35,week1_percentage,0.079295154,0,632,23.62662195,2.489022089
100,8,5,8,91,week2_percentage,0.085972851,1,633,17.81538745,2.150005406
101,8,10,2,158,week2_percentage,0.099547511,1,634,22.79691627,2.281295939
102,8,10,1,127,week2_percentage,0.108597285,1,635,22.58932924,2.195300173
103,8,7,6,235,week2_percentage,0.095022624,1,636,20.82674906,2.229332904
104,8,8,5,157,week2_percentage,0.095022624,1,637,21.04704373,2.239854841
105,8,3,10,172,week2_percentage,0.081447964,1,638,19.5394171,2.280800733
106,8,2,11,193,week2_percentage,0.054298643,1,639,11.82347332,2.008998146
107,8,9,4,33,week2_percentage,0.095022624,1,640,20.33733208,2.205552948
108,8,4,9,270,week2_percentage,0.081447964,1,641,19.55251603,2.281470893
109,8,6,7,20,week2_percentage,0.104072398,1,642,23.39282271,2.268675852
110,8,10,3,35,week2_percentage,0.099547511,1,643,23.40273791,2.307523682
100,8,5,8,91,week3_percentage,0.090497738,2,644,16.42567657,2.030364555
101,8,10,2,158,week3_percentage,0.104072398,2,645,20.20687868,2.12226968
102,8,10,1,127,week3_percentage,0.108597285,2,646,19.55535669,2.051071791
103,8,7,6,235,week3_percentage,0.108597285,2,647,19.87168454,2.067118373
104,8,8,5,157,week3_percentage,0.104072398,2,648,19.5312667,2.088263209
105,8,3,10,172,week3_percentage,0.081447964,2,649,12.3490555,1.82194653
107,8,9,4,33,week3_percentage,0.108597285,2,650,19.55826467,2.051220485
108,8,4,9,270,week3_percentage,0.090497738,2,651,18.22201648,2.134149354
109,8,6,7,20,week3_percentage,0.117647059,2,652,22.37296792,2.108827849
110,8,10,3,35,week3_percentage,0.085972851,2,653,18.33654332,2.178838829
100,8,5,8,91,week4_percentage,0.097765363,3,654,14.92991268,1.873170947
101,8,10,2,158,week4_percentage,0.111731844,3,655,18.46975498,1.967339283
102,8,10,1,127,week4_percentage,0.156424581,3,656,24.80130483,1.882582893
103,8,7,6,235,week4_percentage,0.108938547,3,657,17.22240112,1.921135576
104,8,8,5,157,week4_percentage,0.094972067,3,658,15.89972406,1.959825817
107,8,9,4,33,week4_percentage,0.134078212,3,659,20.54741417,1.884180798
108,8,4,9,270,week4_percentage,0.078212291,3,660,11.02959092,1.736425124
109,8,6,7,20,week4_percentage,0.12849162,3,661,21.06127398,1.956321456
110,8,10,3,35,week4_percentage,0.089385475,3,662,16.21717964,2.027034976
100,8,5,8,91,week5_percentage,0.115384615,4,663,11.42366396,1.455873478
101,8,10,2,158,week5_percentage,0.10989011,4,664,16.26682682,1.855972118
102,8,10,1,127,week5_percentage,0.137362637,4,665,18.54449334,1.753728181
103,8,7,6,235,week5_percentage,0.131868132,4,666,18.16234535,1.779563593
104,8,8,5,157,week5_percentage,0.131868132,4,667,18.3770257,1.791314359
107,8,9,4,33,week5_percentage,0.148351648,4,668,20.2079689,1.746316732
109,8,6,7,20,week5_percentage,0.126373626,4,669,18.19240176,1.827874895
110,8,10,3,35,week5_percentage,0.098901099,4,670,15.67140268,1.911997397
101,8,10,2,158,week6_percentage,0.144927543,5,671,18.95661726,1.711469309
102,8,10,1,127,week6_percentage,0.140097092,5,672,17.29951028,1.661013268
103,8,7,6,235,week6_percentage,0.144928026,5,673,18.1410758,1.667490891
104,8,8,5,157,week6_percentage,0.10628007,5,674,15.13083557,1.814234446
107,8,9,4,33,week6_percentage,0.173913148,5,675,22.02167024,1.615205634
109,8,6,7,20,week6_percentage,0.154588929,5,676,12.74168336,1.232153277
110,8,10,3,35,week6_percentage,0.135265192,5,677,18.31719238,1.759206296
101,8,10,2,158,week7_percentage,0.160671463,6,678,19.70317208,1.616402955
102,8,10,1,127,week7_percentage,0.175059952,6,679,20.34889577,1.52646697
103,8,7,6,235,week7_percentage,0.165467626,6,680,14.1416653,1.244021096
104,8,8,5,157,week7_percentage,0.167865707,6,681,19.9797158,1.569249371
107,8,9,4,33,week7_percentage,0.175059952,6,682,20.32896543,1.52548706
110,8,10,3,35,week7_percentage,0.1558753,6,683,19.58173008,1.650947969
101,8,10,2,158,week8_percentage,0.211320755,7,684,26.27055874,1.473972674
102,8,10,1,127,week8_percentage,0.21509434,7,685,25.31065495,1.404705035
104,8,8,5,157,week8_percentage,0.181132075,7,686,16.24485206,1.249653641
107,8,9,4,33,week8_percentage,0.21509434,7,687,25.27570622,1.403323289
110,8,10,3,35,week8_percentage,0.177358491,7,688,21.58155195,1.565760648
101,8,10,2,158,week9_percentage,0.254385965,8,689,35.26627247,1.40275323
102,8,10,1,127,week9_percentage,0.263157895,8,690,35.3345604,1.330198955
107,8,9,4,33,week9_percentage,0.25,8,691,24.57619549,1.078848878
110,8,10,3,35,week9_percentage,0.23245614,8,692,31.85164229,1.487137011
101,8,10,2,158,week10_percentage,0.329316456,9,693,59.01802169,1.281380424
102,8,10,1,127,week10_percentage,0.361446654,9,694,72.02241987,1.207674451
110,8,10,3,35,week10_percentage,0.30923689,9,695,51.50132012,1.315655027
111,9,9,4,231,week1_percentage,0.115942029,0,696,28.63995761,2.370255894
112,9,10,3,49,week1_percentage,0.101449275,0,697,26.91397786,2.431167188
113,9,10,2,154,week1_percentage,0.111111111,0,698,26.89033617,2.3482428
114,9,10,1,105,week1_percentage,0.101449275,0,699,26.37391175,2.410896744
115,9,4,9,262,week1_percentage,0.082125604,0,700,21.04998005,2.349512199
116,9,6,7,50,week1_percentage,0.09178744,0,701,23.73770162,2.387631565
117,9,5,8,229,week1_percentage,0.086956522,0,702,19.02789247,2.207495726
118,9,2,11,197,week1_percentage,0.062801932,0,703,18.33406122,2.375464364
119,9,8,5,242,week1_percentage,0.09178744,0,704,23.67785117,2.385107057
120,9,3,10,289,week1_percentage,0.06763285,0,705,19.38612049,2.39023834
121,9,7,6,149,week1_percentage,0.086956522,0,706,24.04217215,2.441399249
111,9,9,4,231,week2_percentage,0.097222222,1,707,20.8381007,2.211199441
112,9,10,3,49,week2_percentage,0.083333333,1,708,19.88000838,2.282071518
113,9,10,2,154,week2_percentage,0.092592593,1,709,19.71086805,2.194900033
114,9,10,1,105,week2_percentage,0.106481481,1,710,23.28630104,2.243654595
115,9,4,9,262,week2_percentage,0.078703704,1,711,18.05726772,2.225218651
116,9,6,7,50,week2_percentage,0.106481481,1,712,22.87512252,2.225839313
