Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
203.0,50.0,3,50.0,7000.0,1,1,3,3,0,0,0,17,0,2,0,0,6.0,6.0,1924.0,1950.0,1,1,8,8,2,-1.4210854715202004e-14,3,2,0,1,4,4,3,617.0,6,0.0,0.0,617.0,1,2,1,5,865.0,445.0,0.0,1310.0,0.0,0.0,2.0,0.0,2.0,1.0,3,6.0,2,0.0,3,1,1924.0,3,1.0,398.0,5,5,2,0.0,0.0,126.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2006.0,0,4,112000.0
204.0,120.0,4,35.51001484649271,4438.0,1,1,3,3,0,4,0,5,2,2,4,2,6.0,5.0,2004.0,2004.0,1,1,12,13,1,205.0,2,4,2,2,4,0,2,662.0,6,0.0,186.0,848.0,1,0,1,5,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,2,3.0,6,1.0,2,1,2004.0,2,2.0,420.0,5,5,2,149.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1.0,2008.0,8,4,149000.0
205.0,50.0,4,50.0,3500.0,1,0,3,3,0,4,0,17,2,2,0,0,5.0,7.0,1947.0,1950.0,1,1,0,0,2,-1.4210854715202004e-14,3,4,1,4,4,4,3,312.0,6,0.0,408.0,720.0,1,4,1,5,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,0.0,3,5,1948.0,3,1.0,240.0,5,5,2,0.0,35.0,0.0,0.0,0.0,0.0,3,3,1,0.0,4.0,2009.0,8,4,110000.0
206.0,20.0,3,99.0,11851.0,1,1,3,3,0,0,0,8,2,2,0,2,7.0,5.0,1990.0,1990.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,2,2,4,4,6,0.0,6,0.0,1424.0,1424.0,1,0,1,5,1442.0,0.0,0.0,1442.0,0.0,0.0,2.0,0.0,3.0,1.0,3,5.0,6,0.0,3,1,1990.0,2,2.0,500.0,5,5,2,0.0,34.0,0.0,508.0,0.0,0.0,3,4,1,0.0,5.0,2009.0,8,4,180500.0
207.0,20.0,3,40.0,13673.0,1,1,0,3,0,1,0,19,5,2,0,2,5.0,5.0,1962.0,1962.0,1,1,6,6,2,-1.4210854715202004e-14,3,2,1,4,4,4,6,0.0,6,0.0,1140.0,1140.0,1,4,1,5,1696.0,0.0,0.0,1696.0,0.0,0.0,1.0,1.0,3.0,1.0,3,8.0,3,1.0,5,1,1962.0,2,1.0,349.0,5,5,2,0.0,30.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.9999999999999996,2007.0,8,4,143900.0
208.0,20.0,3,76.06447350545807,12493.0,1,1,0,3,0,4,0,12,2,2,0,2,4.0,5.0,1960.0,1960.0,1,1,13,14,2,-1.4210854715202004e-14,3,4,2,4,4,4,0,419.0,5,306.0,375.0,1100.0,1,4,1,5,1100.0,0.0,0.0,1100.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,4,1,1960.0,2,1.0,312.0,5,5,2,355.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,4.0,2008.0,8,4,141000.0
209.0,60.0,3,73.5624434954718,14364.0,1,1,0,2,0,4,1,20,2,2,0,5,7.0,5.0,1988.0,1989.0,1,1,9,10,1,128.0,2,4,1,2,4,1,2,1065.0,6,0.0,92.0,1157.0,1,0,1,5,1180.0,882.0,0.0,2062.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,1988.0,0,2.0,454.0,5,5,2,60.0,55.0,0.0,0.0,154.0,0.0,3,4,1,0.0,4.0,2007.0,8,4,277000.0
210.0,20.0,3,75.0,8250.0,1,1,3,3,0,4,0,12,2,2,0,2,6.0,7.0,1964.0,1964.0,3,1,6,6,3,260.0,3,4,1,2,4,4,5,787.0,6,0.0,305.0,1092.0,1,0,1,5,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,1964.0,2,2.0,504.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,7.0,2008.0,8,4,145000.0
211.0,30.0,3,67.0,5604.0,1,1,3,3,0,4,0,7,2,2,0,2,5.0,6.0,1925.0,1950.0,1,1,11,12,2,-1.4210854715202004e-14,3,4,1,4,4,4,5,468.0,6,0.0,396.0,864.0,1,4,0,0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,3,6,1941.205128282996,1,0.0,0.0,3,3,2,0.0,0.0,96.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2008.0,8,4,98000.0
212.0,20.0,3,83.0,10420.0,1,1,3,3,0,0,0,7,2,2,0,2,6.0,5.0,2009.0,2009.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,2,2,4,2,2,36.0,6,0.0,1176.0,1212.0,1,0,1,5,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,3,1,2009.0,2,2.0,460.0,5,5,2,100.0,22.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.9999999999999996,2010.0,8,4,186000.0
213.0,60.0,1,72.0,8640.0,1,1,3,3,0,4,0,21,2,2,0,5,7.0,5.0,2009.0,2009.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,2,2,4,4,2,822.0,6,0.0,78.0,900.0,1,0,1,5,932.0,920.0,0.0,1852.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,5,1,2009.0,2,2.0,644.0,5,5,2,168.0,108.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2009.0,6,5,252678.0
214.0,20.0,3,43.0,13568.0,1,1,1,3,0,1,0,5,2,2,0,2,5.0,5.0,1995.0,1995.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,2,2,4,4,0,716.0,6,0.0,274.0,990.0,1,0,1,5,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,3,1,1996.0,3,2.0,576.0,5,5,2,224.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2006.0,8,4,156000.0
215.0,60.0,3,67.04727326407482,10900.0,1,1,0,3,0,2,0,5,2,2,0,5,6.0,7.0,1977.0,1977.0,1,1,6,6,1,153.0,3,4,1,2,4,4,2,378.0,6,0.0,311.0,689.0,1,0,1,5,689.0,703.0,0.0,1392.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,3,1,1977.0,0,1.0,299.0,5,5,2,0.0,36.0,0.0,0.0,0.0,0.0,3,2,3,450.0,2.9999999999999996,2010.0,8,4,161750.0
216.0,20.0,3,72.0,10011.0,1,1,0,3,0,4,0,12,2,2,0,2,5.0,6.0,1957.0,1996.0,1,1,6,6,1,64.0,3,4,1,4,4,4,1,360.0,6,0.0,710.0,1070.0,1,4,1,5,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2.0,1.0,2,6.0,2,1.0,1,1,1957.0,3,1.0,447.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,5.0,2006.0,8,4,134450.0
217.0,20.0,3,65.0,8450.0,1,1,3,3,0,4,0,5,2,2,0,2,7.0,5.0,2004.0,2004.0,1,1,12,13,1,266.0,2,4,2,2,4,2,2,946.0,6,0.0,490.0,1436.0,1,0,1,5,1436.0,0.0,0.0,1436.0,1.0,0.0,2.0,0.0,3.0,1.0,2,8.0,6,0.0,3,1,2004.0,3,2.0,484.0,5,5,2,139.0,98.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2008.0,8,4,210000.0
218.0,70.0,4,57.0,9906.0,1,0,3,3,0,4,0,17,2,2,0,5,4.0,4.0,1925.0,1950.0,1,1,8,8,2,-1.4210854715202004e-14,3,4,1,4,4,4,6,0.0,6,0.0,686.0,686.0,1,1,0,5,810.0,518.0,0.0,1328.0,0.0,0.0,1.0,0.0,3.0,1.0,3,8.0,6,0.0,3,5,1940.0,3,1.0,210.0,5,5,2,0.0,172.0,60.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2006.0,8,3,107000.0
218.99999999999994,50.0,3,75.98360617400672,15660.0,1,1,0,3,0,0,0,6,2,2,0,0,7.0,9.0,1939.0,2006.0,1,1,12,13,1,312.0,2,2,1,4,4,4,1,341.0,6,0.0,457.0,798.0,1,0,1,5,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3.0,1.0,2,8.0,6,2.0,5,1,1939.0,3,2.0,431.0,5,5,2,0.0,119.0,150.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2008.0,8,4,311500.0
220.0,120.0,3,43.0,3010.000000000001,1,1,3,3,0,4,0,0,2,2,4,2,7.0,5.0,2005.0,2006.0,1,1,12,13,1,16.0,2,4,2,2,4,0,2,16.0,6,0.0,1232.0,1248.0,1,0,1,5,1248.0,0.0,0.0,1248.0,0.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,3,1,2005.0,0,2.0,438.0,5,5,2,108.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.9999999999999996,2006.0,6,5,167240.0
221.0,20.0,3,73.0,8990.0,1,1,0,3,0,4,0,5,2,2,0,2,7.0,5.0,2006.0,2006.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,2,4,2,6,0.0,6,0.0,1498.0,1498.0,1,0,1,5,1498.0,0.0,0.0,1498.0,0.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,3,1,2006.0,2,2.0,675.0,5,5,2,351.0,33.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2006.0,6,5,204900.0
221.99999999999994,60.0,3,72.46446883102288,8068.0,1,1,0,3,0,4,0,8,2,2,0,5,6.0,5.0,2002.0,2002.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,2,4,4,6,0.0,6,0.0,1010.0,1010.0,1,0,1,5,1010.0,1257.0,0.0,2267.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,5,3,2002.0,2,2.0,390.0,5,5,2,120.0,46.0,0.0,0.0,0.0,0.0,3,4,1,0.0,12.0,2009.0,4,4,200000.0
223.0,60.0,3,85.0,11475.0,1,1,3,3,0,4,0,14,6,2,0,5,6.0,6.0,1975.0,1975.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,1,2,4,4,0,550.0,6,0.0,163.0,713.0,1,4,1,5,811.0,741.0,0.0,1552.0,1.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,1.0,5,1,1975.0,2,2.0,434.0,5,5,2,209.0,208.0,0.0,0.0,0.0,0.0,3,2,1,0.0,2.0,2006.0,8,4,179900.0
224.0,20.0,3,70.0,10500.0,1,1,3,3,0,2,0,12,2,2,0,2,4.0,6.0,1971.0,1971.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,1,4,4,4,0,524.0,3,180.0,160.0,864.0,1,2,1,5,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,3,5,1989.0,3,2.0,576.0,5,5,2,216.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.9999999999999996,2009.0,8,0,97000.0
224.99999999999994,20.0,3,103.0,13472.0,1,1,3,3,0,4,0,16,2,2,0,2,10.0,5.0,2003.0,2003.0,3,1,12,13,1,922.0,0,4,2,0,4,1,2,56.0,6,0.0,2336.0,2392.0,1,0,1,5,2392.0,0.0,0.0,2392.0,0.0,0.0,2.0,0.0,3.0,1.0,0,8.0,6,1.0,0,1,2003.0,0,3.0,968.0,5,5,2,248.0,105.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2009.0,8,4,386250.0
226.0,160.0,4,21.0,1680.0,1,1,3,3,0,4,0,2,2,2,3,5,5.0,5.0,1971.0,1971.0,1,1,6,6,1,142.0,3,4,1,4,4,4,6,0.0,6,0.0,630.0,630.0,1,4,1,5,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,0.0,3,5,1991.0,3,1.0,280.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2009.0,0,0,112000.0
227.0,60.0,3,82.0,9950.0,1,1,0,3,0,4,0,15,2,2,0,5,7.0,5.0,1995.0,1995.0,1,1,12,13,1,290.0,2,4,2,2,4,4,2,565.0,6,0.0,638.0,1203.0,1,0,1,5,1214.0,1306.0,0.0,2520.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,5,1,1995.0,2,3.0,721.0,5,5,2,224.0,114.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2007.0,8,0,290000.0
227.99999999999994,160.0,4,21.0,1869.0,1,1,3,3,0,4,0,2,2,2,3,5,6.0,6.0,1970.0,1970.0,1,1,6,6,1,127.0,3,4,1,4,4,4,5,321.0,6,0.0,162.0,483.0,1,4,1,5,483.0,504.0,0.0,987.0000000000001,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,0.0,3,5,1987.0,3,1.0,280.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2008.0,8,4,106000.0
229.0,20.0,3,70.0,8521.0,1,1,3,3,0,2,0,19,1,2,0,2,5.0,5.0,1967.0,1967.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,1,4,4,4,0,842.0,6,0.0,69.99999999999994,912.0,1,4,1,5,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,1,5,1974.0,3,1.0,336.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,5.0,2010.0,8,4,125000.0
230.0,120.0,3,43.0,3182.0,1,1,3,3,0,4,0,0,2,2,4,2,7.0,5.0,2005.0,2006.0,1,1,12,13,1,16.0,2,4,2,2,4,0,2,16.0,6,0.0,1357.0,1373.0,1,0,1,5,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,2,7.0,6,1.0,5,1,2005.0,0,2.0,430.0,5,5,2,143.0,20.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2009.0,8,4,192500.0
230.99999999999994,20.0,3,73.0,8760.0,1,1,3,3,0,4,0,12,2,2,0,2,6.0,6.0,1959.0,1959.0,3,1,8,8,1,220.0,3,4,1,4,4,4,6,0.0,6,0.0,1194.0,1194.0,1,4,1,5,1194.0,0.0,0.0,1194.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,1959.0,2,1.0,312.0,5,5,2,0.0,0.0,120.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2010.0,8,4,148000.0
232.0,60.0,3,174.0,15138.0,1,1,0,3,0,4,0,15,2,2,0,5,8.0,5.0,1995.0,1996.0,1,1,12,13,1,506.0000000000001,2,4,2,2,4,4,2,689.0,6,0.0,773.0,1462.0,1,0,1,5,1490.0,1304.0,0.0,2794.0,1.0,0.0,2.0,1.0,4.0,1.0,0,9.0,6,1.0,5,1,1995.0,0,3.0,810.0,5,5,2,0.0,146.0,202.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2009.0,8,4,403000.0
233.0,160.0,4,21.0,1680.0,1,1,3,3,0,4,0,2,2,2,3,5,6.0,5.0,1972.0,1972.0,1,1,6,6,1,297.0,3,4,1,4,4,4,6,0.0,6,0.0,483.0,483.0,1,4,1,5,483.0,504.0,0.0,987.0000000000001,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,1.0,4,1,1972.0,3,1.0,288.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2006.0,8,4,94500.0
233.99999999999994,20.0,3,75.0,10650.0,1,1,3,3,0,0,0,5,2,2,0,2,5.0,6.0,1976.0,1976.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,1,4,1,0,3,182.0,0,712.0,0.0,894.0,1,4,1,5,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,3,1,1976.0,3,1.0,308.0,5,5,2,365.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,2.0,2010.0,8,4,128200.0
235.0,60.0,3,70.24829422347796,7851.0,1,1,3,3,0,4,0,8,2,2,0,5,6.0,5.0,2002.0,2002.0,1,1,12,13,2,48.24431776198738,2,4,2,2,4,4,2,625.0,6,0.0,235.0,860.0,1,0,1,5,860.0,1100.0,0.0,1960.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,2.0,5,3,2002.0,0,2.0,440.0,5,5,2,288.0,48.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2010.0,8,4,216500.0
236.0,160.0,4,21.0,1680.0,1,1,3,3,0,4,0,2,2,2,4,5,6.0,3.0,1971.0,1971.0,1,1,6,6,1,604.0,3,4,1,4,4,4,0,358.0,6,0.0,125.0,483.0,1,4,1,5,483.0,504.0,0.0,987.0000000000001,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,0.0,3,5,1971.0,3,1.0,264.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8.0,2008.0,8,4,89500.0
236.99999999999994,20.0,3,65.0,8773.0,1,1,3,3,0,2,0,5,2,2,0,2,7.0,5.0,2004.0,2004.0,1,1,12,13,1,98.0,2,4,2,2,4,0,2,24.0,6,0.0,1390.0,1414.0,1,0,1,5,1414.0,0.0,0.0,1414.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,3,1,2004.0,2,2.0,494.0,5,5,2,132.0,105.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2010.0,8,4,185500.0
238.0,60.0,3,86.00920236721325,9453.0,1,1,0,3,0,1,0,20,7,2,0,5,7.0,7.0,1993.0,2003.0,1,1,6,6,2,-1.4210854715202004e-14,2,4,2,2,4,4,1,402.0,6,0.0,594.0,996.0,1,0,1,5,1014.0,730.0,0.0,1744.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,3,1,1993.0,2,2.0,457.0,5,5,2,370.0,70.0,0.0,238.00000000000003,0.0,0.0,3,4,1,0.0,2.0,2010.0,8,4,194500.0
239.0,20.0,3,93.0,12030.0,1,1,3,3,0,4,0,16,2,2,0,2,8.0,5.0,2007.0,2007.0,3,1,12,13,1,254.0,0,4,2,0,4,4,6,0.0,6,0.0,1694.0,1694.0,1,0,1,5,1694.0,0.0,0.0,1694.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,3,1,2007.0,0,3.0,818.0,5,5,2,168.0,228.0,0.0,0.0,0.0,0.0,3,4,1,0.0,12.0,2007.0,6,5,318000.0
239.99999999999994,50.0,3,52.0,8741.0,1,1,3,3,0,4,0,7,2,2,0,0,6.0,4.0,1945.0,1950.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,1,4,0,4,3,94.0,6,0.0,641.0,735.0,1,4,1,0,798.0,689.0,0.0,1487.0,0.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,1.0,2,5,1949.0,3,1.0,220.0,5,5,2,0.0,140.0,0.0,0.0,0.0,0.0,3,2,1,0.0,4.0,2010.0,8,4,113000.0
241.0,20.0,1,75.0,9000.0,1,1,3,3,0,4,0,21,2,2,0,2,8.0,5.0,2008.0,2008.0,1,1,12,13,3,36.0,2,4,2,2,4,0,2,1078.0,6,0.0,488.0,1566.0,1,0,1,5,1566.0,0.0,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,3,1,2008.0,2,2.0,750.0,5,5,2,144.0,168.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2010.0,8,4,262500.0
242.0,30.0,4,40.0,3880.0,1,1,3,3,0,4,0,17,2,2,0,2,5.0,9.0,1945.0,1997.0,1,1,12,13,2,-1.4210854715202004e-14,3,2,1,4,4,4,0,329.0,6,0.0,357.0,686.0,1,2,1,5,866.0,0.0,0.0,866.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,3,6,1948.4773457808324,1,0.0,0.0,3,3,2,58.0,42.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8.0,2007.0,8,4,110500.0
242.99999999999994,50.0,4,63.0,5000.0,1,1,3,3,0,0,0,17,2,2,0,0,5.0,4.0,1900.0,1950.0,1,1,13,14,2,-1.4210854715202004e-14,3,4,0,4,4,4,6,0.0,6,0.0,540.0,540.0,1,2,0,0,889.0,551.0,0.0,1440.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,1940.0,3,1.0,352.0,1,5,2,0.0,0.0,77.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2006.0,8,4,79000.0
244.0,160.0,3,75.0,10762.0,1,1,3,3,0,0,0,20,2,2,4,5,6.0,6.0,1980.0,1980.0,1,1,9,10,2,-1.4210854715202004e-14,3,4,1,2,4,4,6,0.0,6,0.0,626.0,626.0,1,4,1,5,626.0,591.0,0.0,1217.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,5,1,1980.0,2,1.0,288.0,5,5,2,0.0,28.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2009.0,8,4,120000.0
245.0,60.0,3,70.25249263198516,8880.0,1,1,0,3,0,4,0,20,2,2,0,5,7.0,5.0,1994.0,2002.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,2,4,4,2,695.0,6,0.0,253.0,948.0,1,0,1,5,1222.0,888.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,2.0,1,1,1994.0,2,2.0,463.0,5,5,2,0.0,130.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2010.0,8,4,205000.0
245.99999999999994,20.0,3,80.0,10400.0,1,1,3,3,0,4,0,14,2,2,0,2,7.0,5.0,1988.0,1988.0,1,1,13,14,1,102.0,3,4,1,2,4,0,2,929.0,6,0.0,916.0,1845.0,1,2,1,5,1872.0,0.0,0.0,1872.0,0.0,1.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,5,1,1988.0,0,2.0,604.0,5,5,2,197.0,39.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2006.0,8,4,241500.0
247.0,190.0,4,69.0,9142.0,1,0,3,3,0,4,0,17,2,2,1,5,6.0,8.0,1910.0,1950.0,1,1,0,0,2,-1.4210854715202004e-14,3,1,4,1,4,4,6,0.0,6,0.0,1020.0,1020.0,1,2,0,2,908.0,1020.0,0.0,1928.0,0.0,0.0,2.0,0.0,4.0,2.0,1,9.0,6,0.0,3,5,1910.0,3,1.0,440.0,4,4,2,0.0,60.0,112.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2006.0,8,4,137000.0
248.0,20.0,3,75.0,11310.0,1,1,3,3,0,4,0,12,2,2,0,2,6.0,5.0,1954.0,1954.0,3,1,13,3,2,-1.4210854715202004e-14,3,4,1,4,4,4,6,0.0,6,0.0,1367.0,1367.0,1,0,1,5,1375.0,0.0,0.0,1375.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,5,1,1954.0,3,2.0,451.0,5,5,2,0.0,30.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2006.0,8,4,140000.0
248.99999999999994,60.0,3,72.0,11317.0,1,1,3,3,0,4,0,5,2,2,0,5,7.0,5.0,2003.0,2003.0,1,1,12,13,1,101.0,2,4,2,2,4,4,6,0.0,6,0.0,840.0,840.0,1,0,1,5,840.0,828.0,0.0,1668.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,0.0,3,1,2003.0,2,2.0,500.0,5,5,2,144.0,68.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2007.0,8,4,180000.0
250.0,50.0,3,96.91651921591996,159000.0,1,1,1,2,0,1,2,4,2,2,0,0,6.0,7.0,1958.0,2006.0,1,1,13,6,0,472.0000000000001,2,4,1,2,4,1,5,697.0,6,0.0,747.0,1444.0,1,2,1,5,1444.0,700.0,0.0,2144.0,0.0,1.0,2.0,0.0,4.0,1.0,2,7.0,6,2.0,5,1,1958.0,0,2.0,389.0,5,5,2,0.0,98.0,0.0,0.0,0.0,0.0,3,4,3,500.0,6.0,2007.0,8,4,277000.0
251.0,30.0,3,55.0,5350.0,1,1,0,3,0,4,0,3,2,2,0,2,3.0,2.0,1940.0,1966.0,1,1,13,10,2,-1.4210854715202004e-14,3,3,1,4,4,4,6,0.0,6,0.0,728.0,728.0,1,0,1,5,1306.0,0.0,0.0,1306.0,0.0,0.0,1.0,0.0,3.0,1.0,1,6.0,4,0.0,3,6,1960.0828111031553,1,0.0,0.0,3,3,2,263.0,0.0,0.0,0.0,0.0,0.0,3,1,3,450.0,5.0,2010.0,8,4,76500.0
251.99999999999994,120.0,4,44.0,4750.0,1,1,0,1,0,4,1,6,2,2,4,2,8.0,5.0,2006.0,2007.0,3,1,12,13,3,481.0,2,4,2,2,4,1,2,1573.0,6,0.0,0.0,1573.0,1,0,1,5,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,1.0,2,5.0,6,1.0,2,1,2006.0,0,2.0,538.0,5,5,2,123.0,0.0,0.0,0.0,153.0,0.0,3,4,1,0.0,12.0,2007.0,8,3,235000.0
253.0,60.0,3,65.0,8366.0,1,1,0,3,0,4,0,20,2,2,0,5,6.0,5.0,2004.0,2004.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,2,4,4,6,0.0,6,0.0,798.0,798.0,1,0,1,5,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,0.0,3,1,2004.0,2,2.0,520.0,5,5,2,138.0,45.0,0.0,0.0,0.0,0.0,3,4,1,0.0,12.0,2008.0,8,4,173000.0
254.0,80.0,3,85.0,9350.0,1,1,3,3,0,4,0,12,2,2,0,7,6.0,7.0,1964.0,1991.0,3,1,6,6,1,108.0,3,4,1,2,4,1,3,270.0,0,580.0,452.0,1302.0,1,0,1,5,1302.0,0.0,0.0,1302.0,0.0,1.0,2.0,0.0,3.0,1.0,2,7.0,2,0.0,3,1,1964.0,2,1.0,309.0,5,5,2,333.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,10.0,2007.0,1,4,158000.0
