season,contestant,eliminated_week,judge_total,week,eliminated_actual,vote_mean,judge_share,fan_share,combined_share,pos_share,judge_rank,fan_rank,rank_sum,pos_rank
32,Adrian Peterson,4.0,18.0,1,0,0.0665931687103122,0.07792207792207792,0.0665931687103122,0.07225762331619506,7.0,5.5,13.0,18.5,12.0
32,Matt Walsh,1.0,12.0,1,1,0.0733131891090463,0.05194805194805195,0.0733131891090463,0.06263062052854912,13.0,13.0,4.0,17.0,11.0
32,Tyson Beckford,3.0,12.0,1,0,0.0709039616282637,0.05194805194805195,0.0709039616282637,0.06142600678815783,14.0,13.0,10.0,23.0,14.0
32,Jason Mraz,,21.0,1,0,0.0659488448627063,0.09090909090909091,0.0659488448627063,0.0784289678858986,3.0,2.5,14.0,16.5,9.5
32,Lele Pons,7.0,19.0,1,0,0.0737451485650322,0.08225108225108226,0.0737451485650322,0.07799811540805723,4.0,4.0,3.0,7.0,1.0
32,Harry Jowsey,9.0,12.0,1,0,0.0786902948245124,0.05194805194805195,0.0786902948245124,0.06531917338628218,11.0,13.0,1.0,14.0,5.0
32,Mauricio Umansky,6.0,15.0,1,0,0.0717053501120237,0.06493506493506493,0.0717053501120237,0.06832020752354431,10.0,9.5,7.0,16.5,9.5
32,Charity Lawson,,22.0,1,0,0.0697818484682401,0.09523809523809523,0.0697818484682401,0.08250997185316766,1.0,1.0,11.0,12.0,4.0
32,Ariana Madix,,21.0,1,0,0.0680805176347661,0.09090909090909091,0.0680805176347661,0.07949480427192851,2.0,2.5,12.0,14.5,6.0
33,Tori Spelling,2.0,17.0,1,0,0.0771820818514975,0.06882591093117409,0.0771820818514975,0.07300399639133578,9.0,11.0,7.0,18.0,10.0
33,Eric Roberts,3.0,15.0,1,0,0.0842856540602586,0.06072874493927125,0.0842856540602586,0.07250719949976493,11.0,13.0,1.0,14.0,7.0
33,Reginald VelJohnson,3.0,16.0,1,0,0.0769473936632796,0.06477732793522267,0.0769473936632796,0.07086236079925114,13.0,12.0,8.0,20.0,11.5
33,Chandler Kinney,,23.0,1,0,0.0744994426934421,0.0931174089068826,0.0744994426934421,0.08380842580016234,1.0,1.0,10.0,11.0,5.0
33,Dwight Howard,7.0,22.0,1,0,0.0722764374365681,0.08906882591093117,0.0722764374365681,0.08067263167374963,4.0,2.0,12.0,14.0,7.0
33,Danny Amendola,,20.0,1,0,0.0796361390417138,0.08097165991902834,0.0796361390417138,0.08030389948037106,5.0,5.0,3.0,8.0,2.0
33,Stephen Nedoroscik,,21.0,1,0,0.0776129461809806,0.08502024291497975,0.0776129461809806,0.08131659454798018,3.0,3.5,6.0,9.5,4.0
33,Ilona Maher,,18.0,1,0,0.0728945022348223,0.0728744939271255,0.0728945022348223,0.0728844980809739,10.0,9.0,11.0,20.0,11.5
33,Anna Delvey,2.0,18.0,1,0,0.069915757411273,0.0728744939271255,0.069915757411273,0.07139512566919926,12.0,9.0,13.0,22.0,13.0
33,Brooks Nader,4.0,18.0,1,0,0.0784116006801989,0.0728744939271255,0.0784116006801989,0.0756430473036622,8.0,9.0,5.0,14.0,7.0
33,Phaedra Parks,5.0,19.0,1,0,0.081554095860803,0.07692307692307693,0.081554095860803,0.07923858639193997,6.0,6.5,2.0,8.5,3.0
33,Jenn Tran,6.0,19.0,1,0,0.0759814927357797,0.07692307692307693,0.0759814927357797,0.07645228482942831,7.0,6.5,9.0,15.5,9.0
33,Joey Graziadei,,21.0,1,0,0.0788024561493824,0.08502024291497975,0.0788024561493824,0.08191134953218107,2.0,3.5,4.0,7.5,1.0
34,Corey Feldman,2.0,9.0,1,0,0.0721848387123891,0.054878048780487805,0.0721848387123891,0.06353144374643845,13.0,13.5,5.0,18.5,10.5
34,Danielle Fishel,8.0,12.0,1,0,0.0657791017185953,0.07317073170731707,0.0657791017185953,0.06947491671295619,8.0,7.0,14.0,21.0,12.0
34,Elaine Hendrix,,12.0,1,0,0.0771039348859853,0.07317073170731707,0.0771039348859853,0.07513733329665118,5.0,7.0,2.0,9.0,2.5
34,Baron Davis,2.0,10.0,1,0,0.0722144201521656,0.06097560975609756,0.0722144201521656,0.06659501495413159,10.0,10.5,4.0,14.5,7.0
34,Jordan Chiles,,10.0,1,0,0.0742675069463432,0.06097560975609756,0.0742675069463432,0.06762155835122038,9.0,10.5,3.0,13.5,6.0
34,Andy Richter,9.0,9.0,1,0,0.0689900942470146,0.054878048780487805,0.0689900942470146,0.0619340715137512,14.0,13.5,12.0,25.5,14.0
34,Robert Irwin,,15.0,1,0,0.0802170339551469,0.09146341463414634,0.0802170339551469,0.08584022429464662,1.0,1.5,1.0,2.5,1.0
34,Hilaria Baldwin,4.0,14.0,1,0,0.071928120734664,0.08536585365853659,0.071928120734664,0.0786469871966003,3.0,3.0,6.0,9.0,2.5
34,Lauren Jauregui,3.0,13.0,1,0,0.0694090117104688,0.07926829268292683,0.0694090117104688,0.07433865219669782,6.0,4.5,11.0,15.5,8.0
34,Scott Hoying,6.0,10.0,1,0,0.0709164109048111,0.06097560975609756,0.0709164109048111,0.06594601033045433,11.0,10.5,8.0,18.5,10.5
34,Alix Earle,,13.0,1,0,0.0712776247525905,0.07926829268292683,0.0712776247525905,0.07527295871775866,4.0,4.5,7.0,11.5,4.5
34,Jen Affleck,7.0,12.0,1,0,0.069719047070482,0.07317073170731707,0.069719047070482,0.07144488938889954,7.0,7.0,9.0,16.0,9.0
34,Whitney Leavitt,10.0,15.0,1,0,0.069670373858998,0.09146341463414634,0.069670373858998,0.08056689424657218,2.0,1.5,10.0,11.5,4.5
34,Dylan Efron,,10.0,1,0,0.066322480350345,0.06097560975609756,0.066322480350345,0.06364904505322128,12.0,10.5,13.0,23.5,13.0
1,John O'Hurley,,26.0,2,0,0.1638131756413582,0.21487603305785125,0.1638131756413582,0.1893446043496047,1.0,1.0,4.0,5.0,2.0
1,Kelly Monaco,,17.0,2,0,0.1741964449548012,0.14049586776859505,0.1741964449548012,0.15734615636169813,5.0,5.0,2.0,7.0,3.5
1,Evander Holyfield,3.0,14.0,2,0,0.1637407181051813,0.11570247933884298,0.1637407181051813,0.13972159872201212,6.0,6.0,5.0,11.0,6.0
1,Rachel Hunter,4.0,24.0,2,0,0.1759190096780352,0.19834710743801653,0.1759190096780352,0.18713305855802587,2.0,2.0,1.0,3.0,1.0
1,Joey McIntyre,,21.0,2,0,0.1580364016122877,0.17355371900826447,0.1580364016122877,0.16579506031027608,3.0,3.0,6.0,9.0,5.0
1,Trista Sutter,2.0,19.0,2,1,0.1642942500083362,0.15702479338842976,0.1642942500083362,0.160659521698383,4.0,4.0,3.0,7.0,3.5
2,Tatum O'Neal,2.0,17.0,2,1,0.1101185096394658,0.085,0.1101185096394658,0.0975592548197329,8.0,8.0,5.0,13.0,8.5
2,Tia Carrere,5.0,22.0,2,0,0.1076069563063226,0.11,0.1076069563063226,0.1088034781531613,6.0,5.5,7.0,12.5,7.0
2,George Hamilton,6.0,22.0,2,0,0.110330170920903,0.11,0.110330170920903,0.1101650854604515,5.0,5.5,4.0,9.5,4.0
2,Lisa Rinna,7.0,20.0,2,0,0.1163338670211219,0.1,0.1163338670211219,0.10816693351056095,7.0,7.0,2.0,9.0,3.0
2,Stacy Keibler,,29.0,2,0,0.1097447799196897,0.145,0.1097447799196897,0.12737238995984485,1.0,1.0,6.0,7.0,2.0
2,Jerry Rice,,23.0,2,0,0.1065740616850703,0.115,0.1065740616850703,0.11078703084253516,4.0,4.0,9.0,13.0,8.5
2,Giselle Fernandez,3.0,24.0,2,0,0.1179269955905061,0.12,0.1179269955905061,0.11896349779525305,3.0,3.0,1.0,4.0,1.0
2,Master P,4.0,16.0,2,0,0.1141236003186214,0.08,0.1141236003186214,0.09706180015931071,9.0,9.0,3.0,12.0,6.0
2,Drew Lachey,,27.0,2,0,0.1072410585982989,0.135,0.1072410585982989,0.12112052929914946,2.0,2.0,8.0,10.0,5.0
3,Harry Hamlin,3.0,21.0,2,0,0.0961589557721096,0.09130434782608696,0.0961589557721096,0.09373165179909829,9.0,8.0,8.0,16.0,9.0
3,Vivica A. Fox,4.0,24.0,2,0,0.1029773965262968,0.10434782608695652,0.1029773965262968,0.10366261130662666,4.0,3.5,4.0,7.5,4.0
3,Monique Coleman,8.0,26.0,2,0,0.1010462680396537,0.11304347826086956,0.1010462680396537,0.10704487315026164,2.0,2.0,5.0,7.0,3.0
3,Joey Lawrence,,29.0,2,0,0.0958735733182106,0.12608695652173912,0.0958735733182106,0.11098026491997487,1.0,1.0,9.0,10.0,5.5
3,Mario Lopez,,21.0,2,0,0.0963283922776573,0.09130434782608696,0.0963283922776573,0.09381637005187213,8.0,8.0,7.0,15.0,7.0
3,Emmitt Smith,,24.0,2,0,0.1045376457283817,0.10434782608695652,0.1045376457283817,0.10444273590766912,3.0,3.5,3.0,6.5,2.0
3,Shanna Moakler,2.0,22.0,2,1,0.0932019483134567,0.09565217391304348,0.0932019483134567,0.09442706111325008,7.0,6.0,10.0,16.0,9.0
3,Willa Ford,5.0,23.0,2,0,0.1064268832166678,0.1,0.1064268832166678,0.1032134416083339,5.0,5.0,1.0,6.0,1.0
3,Sara Evans,,21.0,2,0,0.105746381374374,0.09130434782608696,0.105746381374374,0.09852536460023048,6.0,8.0,2.0,10.0,5.5
3,Jerry Springer,7.0,19.0,2,0,0.0977025554331912,0.08260869565217391,0.0977025554331912,0.09015562554268255,10.0,10.0,6.0,16.0,9.0
4,John Ratzenberger,7.0,21.0,2,0,0.0930455354730571,0.08571428571428572,0.0930455354730571,0.08937991059367141,5.0,7.5,4.0,11.5,4.5
4,Ian Ziering,9.0,22.0,2,0,0.0840350174437464,0.08979591836734693,0.0840350174437464,0.08691546790554666,8.0,5.0,10.0,15.0,9.0
4,Clyde Drexler,5.0,18.0,2,0,0.0991961725619724,0.07346938775510205,0.0991961725619724,0.08633278015853722,10.0,11.0,1.0,12.0,6.0
4,Laila Ali,,27.0,2,0,0.0977983073403805,0.11020408163265306,0.0977983073403805,0.10400119448651679,1.0,1.0,2.0,3.0,1.0
4,Apolo Anton Ohno,,26.0,2,0,0.0917301611254445,0.10612244897959183,0.0917301611254445,0.09892630505251818,2.0,2.0,5.0,7.0,3.0
4,Shandi Finnessey,3.0,20.0,2,0,0.0826033294387678,0.08163265306122448,0.0826033294387678,0.08211799124999614,11.0,10.0,11.0,21.0,11.0
4,Paulina Porizkova,2.0,21.0,2,1,0.0909325502723771,0.08571428571428572,0.0909325502723771,0.0883234179933314,6.0,7.5,6.0,13.5,7.0
4,Heather Mills,6.0,24.0,2,0,0.0937480880241874,0.09795918367346938,0.0937480880241874,0.09585363584882839,3.0,3.5,3.0,6.5,2.0
4,Billy Ray Cyrus,8.0,21.0,2,0,0.0899023131138159,0.08571428571428572,0.0899023131138159,0.0878082994140508,7.0,7.5,7.0,14.5,8.0
4,Joey Fatone,,24.0,2,0,0.0898653738789261,0.09795918367346938,0.0898653738789261,0.09391227877619773,4.0,3.5,8.0,11.5,4.5
4,Leeza Gibbons,4.0,21.0,2,0,0.0871431513273242,0.08571428571428572,0.0871431513273242,0.08642871852080496,9.0,7.5,9.0,16.5,10.0
5,Cameron Mathison,8.0,21.0,2,0,0.0857426052111574,0.08823529411764706,0.0857426052111574,0.08698894966440224,9.0,7.0,10.0,17.0,9.0
5,Jane Seymour,7.0,21.0,2,0,0.0916531681490457,0.08823529411764706,0.0916531681490457,0.08994423113334638,6.0,7.0,6.0,13.0,7.0
5,Sabrina Bryan,6.0,26.0,2,0,0.0922935643474385,0.1092436974789916,0.0922935643474385,0.10076863091321506,2.0,2.0,5.0,7.0,3.0
5,Jennie Garth,9.0,21.0,2,0,0.0881410525339037,0.08823529411764706,0.0881410525339037,0.08818817332577539,8.0,7.0,9.0,16.0,8.0
5,Floyd Mayweather Jr.,4.0,21.0,2,0,0.0784068758980353,0.08823529411764706,0.0784068758980353,0.08332108500784119,10.0,7.0,11.0,18.0,10.0
5,Albert Reed,2.0,21.0,2,1,0.092937781288817,0.08823529411764706,0.092937781288817,0.09058653770323202,5.0,7.0,4.0,11.0,5.5
5,Helio Castroneves,,27.0,2,0,0.0937315722339617,0.1134453781512605,0.0937315722339617,0.1035884751926111,1.0,1.0,3.0,4.0,1.0
5,Mel B,,23.0,2,0,0.0939554240101469,0.09663865546218488,0.0939554240101469,0.09529703973616589,4.0,4.0,2.0,6.0,2.0
5,Wayne Newton,3.0,15.0,2,0,0.0904659228778202,0.06302521008403361,0.0904659228778202,0.0767455664809269,11.0,11.0,8.0,19.0,11.0
5,Marie Osmond,,24.0,2,0,0.0912454533087165,0.10084033613445378,0.0912454533087165,0.09604289472158514,3.0,3.0,7.0,10.0,4.0
5,Mark Cuban,5.0,18.0,2,0,0.1014265801409565,0.07563025210084033,0.1014265801409565,0.08852841612089841,7.0,10.0,1.0,11.0,5.5
6,Cristian de la Fuente,,20.0,2,0,0.083391037705912,0.07782101167315175,0.083391037705912,0.08060602468953187,9.0,8.0,7.0,15.0,9.0
6,Steve Guttenberg,3.0,16.0,2,0,0.0803169038904467,0.0622568093385214,0.0803169038904467,0.07128685661448406,11.0,11.0,10.0,21.0,11.0
6,Priscilla Presley,5.0,21.0,2,0,0.0839837094901481,0.08171206225680934,0.0839837094901481,0.08284788587347872,6.0,6.5,5.0,11.5,5.0
6,Marlee Matlin,6.0,24.0,2,0,0.0812960158924922,0.0933852140077821,0.0812960158924922,0.08734061495013715,5.0,4.5,9.0,13.5,8.0
6,Shannon Elizabeth,7.0,24.0,2,0,0.0828417310906649,0.0933852140077821,0.0828417310906649,0.0881134725492235,4.0,4.5,8.0,12.5,6.0
6,Marissa Jaret Winokur,9.0,21.0,2,0,0.0798672349465283,0.08171206225680934,0.0798672349465283,0.08078964860166882,8.0,6.5,11.0,17.5,10.0
6,Jason Taylor,,27.0,2,0,0.0834872408270708,0.10505836575875487,0.0834872408270708,0.09427280329291284,2.0,1.5,6.0,7.5,3.0
6,Kristi Yamaguchi,,27.0,2,0,0.0843734670246624,0.10505836575875487,0.0843734670246624,0.09471591639170863,1.0,1.5,3.0,4.5,1.0
6,Monica Seles,2.0,15.0,2,1,0.0922082633036666,0.058365758754863814,0.0922082633036666,0.07528701102926522,10.0,12.0,1.0,13.0,7.0
6,Penn Jillette,2.0,17.0,2,1,0.0760948099031048,0.06614785992217899,0.0760948099031048,0.07112133491264189,12.0,10.0,12.0,22.0,12.0
6,Adam Carolla,4.0,19.0,2,0,0.0881320454574596,0.07392996108949416,0.0881320454574596,0.08103100327347688,7.0,9.0,2.0,11.0,4.0
6,Mario,8.0,26.0,2,0,0.084007540467843,0.10116731517509728,0.084007540467843,0.09258742782147014,3.0,3.0,4.0,7.0,2.0
7,Cloris Leachman,6.0,15.0,2,0,0.0935190026733126,0.06787330316742081,0.0935190026733126,0.0806961529203667,11.0,11.0,3.0,14.0,8.0
7,Susan Lucci,7.0,21.0,2,0,0.0946501071790512,0.09502262443438914,0.0946501071790512,0.09483636580672017,4.0,5.0,2.0,7.0,1.0
7,Cody Linley,9.0,21.0,2,0,0.0856322187630362,0.09502262443438914,0.0856322187630362,0.09032742159871267,7.0,5.0,11.0,16.0,9.0
7,Misty May-Treanor,,21.0,2,0,0.0914254818346417,0.09502262443438914,0.0914254818346417,0.09322405313451543,5.0,5.0,5.0,10.0,5.0
7,Maurice Greene,8.0,19.0,2,0,0.0890202083051957,0.08597285067873303,0.0890202083051957,0.08749652949196438,8.0,8.0,10.0,18.0,11.0
7,Warren Sapp,,24.0,2,0,0.0891487707516991,0.1085972850678733,0.0891487707516991,0.09887302790978619,2.0,1.5,9.0,10.5,6.0
7,Toni Braxton,5.0,23.0,2,0,0.0896890734041863,0.10407239819004525,0.0896890734041863,0.09688073579711579,3.0,3.0,6.0,9.0,3.0
7,Lance Bass,,20.0,2,0,0.0959489309099342,0.09049773755656108,0.0959489309099342,0.09322333423324763,6.0,7.0,1.0,8.0,2.0
7,Kim Kardashian,2.0,17.0,2,1,0.0921868818353289,0.07692307692307693,0.0921868818353289,0.08455497937920292,9.0,9.0,4.0,13.0,7.0
7,Rocco DiSpirito,4.0,16.0,2,0,0.089476956188428,0.07239819004524888,0.089476956188428,0.08093757311683844,10.0,10.0,7.0,17.0,10.0
7,Brooke Burke,,24.0,2,0,0.0893023681551856,0.1085972850678733,0.0893023681551856,0.09894982661152946,1.0,1.5,8.0,9.5,4.0
8,Gilles Marini,,27.0,2,0,0.078572246794256,0.1018867924528302,0.078572246794256,0.0902295196235431,1.0,1.0,4.0,5.0,1.5
8,Denise Richards,3.0,21.0,2,0,0.0777684857639693,0.07924528301886792,0.0777684857639693,0.07850688439141862,5.0,5.0,7.0,12.0,6.0
8,David Alan Grier,5.0,17.0,2,0,0.0752532517911688,0.06415094339622641,0.0752532517911688,0.06970209759369761,12.0,11.5,10.0,21.5,12.5
8,Lawrence Taylor,7.0,20.0,2,0,0.0736776245106192,0.07547169811320754,0.0736776245106192,0.07457466131191337,8.0,7.0,11.0,18.0,9.5
8,Ty Murray,10.0,20.0,2,0,0.0807734642117008,0.07547169811320754,0.0807734642117008,0.07812258116245417,6.0,7.0,1.0,8.0,3.0
8,Shawn Johnson,,24.0,2,0,0.0718143249053918,0.09056603773584905,0.0718143249053918,0.08119018132062042,4.0,3.0,13.0,16.0,7.0
8,Steve Wozniak,4.0,17.0,2,0,0.0759208949936184,0.06415094339622641,0.0759208949936184,0.07003591919492241,11.0,11.5,9.0,20.5,11.0
8,Belinda Carlisle,2.0,18.0,2,1,0.0733406157287794,0.06792452830188679,0.0733406157287794,0.0706325720153331,10.0,9.5,12.0,21.5,12.5
8,Chuck Wicks,8.0,20.0,2,0,0.0803043131714072,0.07547169811320754,0.0803043131714072,0.07788800564230737,7.0,7.0,2.0,9.0,4.0
8,Lil' Kim,9.0,23.0,2,0,0.0779739074894567,0.08679245283018867,0.0779739074894567,0.08238318015982268,3.0,4.0,6.0,10.0,5.0
8,Steve-O,6.0,14.0,2,0,0.078495989187764,0.052830188679245285,0.078495989187764,0.06566308893350464,13.0,13.0,5.0,18.0,9.5
8,Holly Madison,4.0,18.0,2,0,0.0771506125409677,0.06792452830188679,0.0771506125409677,0.07253757042142725,9.0,9.5,8.0,17.5,8.0
8,Melissa Rycroft,,26.0,2,0,0.0789542689109001,0.09811320754716982,0.0789542689109001,0.08853373822903496,2.0,2.0,3.0,5.0,1.5
9,Debi Mazar,3.0,21.0,2,0,0.0682100642083457,0.07142857142857142,0.0682100642083457,0.06981931781845857,6.0,5.0,13.0,18.0,7.0
9,Melissa Joan Hart,6.0,19.0,2,0,0.074413576106413,0.06462585034013606,0.074413576106413,0.06951971322327452,7.0,10.5,1.0,11.5,5.0
9,Mark Dacascos,7.0,21.0,2,0,0.066979821509378,0.07142857142857142,0.066979821509378,0.06920419646897472,8.0,5.0,14.0,19.0,10.0
9,Chuck Liddell,4.0,19.0,2,0,0.0689558260673348,0.06462585034013606,0.0689558260673348,0.06679083820373544,12.0,10.5,12.0,22.5,13.5
9,Natalie Coughlin,5.0,21.0,2,0,0.0728773014245637,0.07142857142857142,0.0728773014245637,0.07215293642656756,4.0,5.0,5.0,10.0,4.0
9,Louie Vito,6.0,19.0,2,0,0.0700722420760055,0.06462585034013606,0.0700722420760055,0.06734904620807078,11.0,10.5,10.0,20.5,11.5
9,Michael Irvin,7.0,20.0,2,0,0.0699798559549193,0.06802721088435375,0.0699798559549193,0.06900353341963653,9.0,7.5,11.0,18.5,8.5
9,Joanna Krupa,9.0,20.0,2,0,0.07272865645165,0.06802721088435375,0.07272865645165,0.07037793366800188,5.0,7.5,6.0,13.5,6.0
9,Kathy Ireland,2.0,18.0,2,1,0.072148078131468,0.061224489795918366,0.072148078131468,0.06668628396369318,13.0,13.5,7.0,20.5,11.5
9,Tom DeLay,,18.0,2,0,0.070467775959644,0.061224489795918366,0.070467775959644,0.06584613287778118,14.0,13.5,9.0,22.5,13.5
9,Aaron Carter,8.0,27.0,2,0,0.0740335873045241,0.09183673469387756,0.0740335873045241,0.08293516099920083,2.0,1.5,3.0,4.5,2.0
9,Mya,,27.0,2,0,0.0742682227408005,0.09183673469387756,0.0742682227408005,0.08305247871733903,1.0,1.5,2.0,3.5,1.0
9,Donny Osmond,,25.0,2,0,0.0738265407729678,0.08503401360544217,0.0738265407729678,0.07943027718920498,3.0,3.0,4.0,7.0,3.0
9,Kelly Osbourne,,19.0,2,0,0.0710384512919852,0.06462585034013606,0.0710384512919852,0.06783215081606063,10.0,10.5,8.0,18.5,8.5
10,Aiden Turner,4.0,19.0,2,0,0.0850221006588926,0.08636363636363636,0.0850221006588926,0.08569286851126448,8.0,8.0,11.0,19.0,10.5
10,Shannen Doherty,2.0,20.0,2,1,0.0923833109383246,0.09090909090909091,0.0923833109383246,0.09164620092370776,6.0,6.5,4.0,10.5,4.0
10,Niecy Nash,8.0,21.0,2,0,0.0890887247411731,0.09545454545454546,0.0890887247411731,0.09227163509785928,5.0,5.0,9.0,14.0,7.0
10,Buzz Aldrin,3.0,12.0,2,0,0.0913930745885775,0.05454545454545454,0.0913930745885775,0.07296926456701602,11.0,11.0,6.0,17.0,9.0
10,Chad Ochocinco,9.0,16.0,2,0,0.0883736480898955,0.07272727272727272,0.0883736480898955,0.08055046040858412,9.0,9.0,10.0,19.0,10.5
10,Evan Lysacek,,24.0,2,0,0.0945114357063584,0.10909090909090909,0.0945114357063584,0.10180117239863373,2.0,2.0,1.0,3.0,1.0
10,Pamela Anderson,7.0,22.0,2,0,0.0895055629926035,0.1,0.0895055629926035,0.09475278149630176,4.0,4.0,8.0,12.0,5.0
10,Nicole Scherzinger,,28.0,2,0,0.092701300462664,0.12727272727272726,0.092701300462664,0.10998701386769563,1.0,1.0,3.0,4.0,2.0
10,Erin Andrews,,23.0,2,0,0.0942579097640051,0.10454545454545454,0.0942579097640051,0.09940168215472982,3.0,3.0,2.0,5.0,3.0
10,Kate Gosselin,5.0,15.0,2,0,0.0917743114024225,0.06818181818181818,0.0917743114024225,0.07997806479212033,10.0,10.0,5.0,15.0,8.0
10,Jake Pavelka,6.0,20.0,2,0,0.0909886206550827,0.09090909090909091,0.0909886206550827,0.09094885578208681,7.0,6.5,7.0,13.5,6.0
11,Florence Henderson,5.0,19.0,2,0,0.0935547852627297,0.08597285067873303,0.0935547852627297,0.08976381797073137,8.0,8.0,2.0,10.0,2.0
11,Kyle Massey,,22.0,2,0,0.0907582035909541,0.09954751131221719,0.0907582035909541,0.09515285745158564,3.0,3.5,7.0,10.5,3.0
11,Jennifer Grey,,24.0,2,0,0.0940969774974994,0.1085972850678733,0.0940969774974994,0.10134713128268635,1.0,1.0,1.0,2.0,1.0
11,Rick Fox,7.0,21.0,2,0,0.0899284460567804,0.09502262443438914,0.0899284460567804,0.09247553524558477,7.0,6.0,8.0,14.0,9.5
11,Kurt Warner,8.0,21.0,2,0,0.0908539048525298,0.09502262443438914,0.0908539048525298,0.09293826464345947,6.0,6.0,6.0,12.0,5.0
11,Margaret Cho,3.0,18.0,2,0,0.0925042884228928,0.08144796380090498,0.0925042884228928,0.0869761261118989,9.0,9.5,4.0,13.5,8.0
11,Michael Bolton,2.0,12.0,2,1,0.092861721946888,0.05429864253393665,0.092861721946888,0.07358018224041232,11.0,11.0,3.0,14.0,9.5
11,Brandy,9.0,21.0,2,0,0.0914257790157375,0.09502262443438914,0.0914257790157375,0.09322420172506332,5.0,6.0,5.0,11.0,4.0
11,The Situation,4.0,18.0,2,0,0.0885436965290473,0.08144796380090498,0.0885436965290473,0.08499583016497614,10.0,9.5,10.0,19.5,11.0
11,Audrina Patridge,6.0,23.0,2,0,0.0863488779313067,0.10407239819004525,0.0863488779313067,0.09521063806067598,2.0,2.0,11.0,13.0,7.0
11,Bristol Palin,,22.0,2,0,0.0891233188936338,0.09954751131221719,0.0891233188936338,0.0943354151029255,4.0,3.5,9.0,12.5,6.0
12,Ralph Macchio,9.0,21.0,2,0,0.0899817295070652,0.09722222222222222,0.0899817295070652,0.09360197586464372,4.0,4.0,6.0,10.0,4.0
12,Chelsea Kane,,18.0,2,0,0.0947116529531486,0.08333333333333333,0.0947116529531486,0.08902249314324095,8.0,7.5,2.0,9.5,2.0
12,Kirstie Alley,,20.0,2,0,0.0883606676229506,0.09259259259259259,0.0883606676229506,0.0904766301077716,5.0,5.0,9.0,14.0,9.0
12,Hines Ward,,23.0,2,0,0.0884415705374045,0.10648148148148148,0.0884415705374045,0.097461526009443,1.0,2.0,8.0,10.0,4.0
12,Sugar Ray Leonard,4.0,17.0,2,0,0.08985493201768,0.0787037037037037,0.08985493201768,0.08427931786069184,11.0,10.0,7.0,17.0,11.0
12,Chris Jericho,6.0,23.0,2,0,0.085098209890555,0.10648148148148148,0.085098209890555,0.09578984568601824,3.0,2.0,11.0,13.0,7.5
12,Petra Nemcova,5.0,18.0,2,0,0.0974306259199615,0.08333333333333333,0.0974306259199615,0.09038197962664742,6.0,7.5,1.0,8.5,1.0
12,Mike Catherwood,2.0,17.0,2,1,0.0940899306707448,0.0787037037037037,0.0940899306707448,0.08639681718722425,9.0,10.0,3.0,13.0,7.5
12,Romeo,8.0,23.0,2,0,0.0871599437582712,0.10648148148148148,0.0871599437582712,0.09682071261987635,2.0,2.0,10.0,12.0,6.0
12,Wendy Williams,3.0,17.0,2,0,0.0921455081377976,0.0787037037037037,0.0921455081377976,0.08542460592075066,10.0,10.0,5.0,15.0,10.0
12,Kendra Wilkinson,7.0,19.0,2,0,0.0927252289844204,0.08796296296296297,0.0927252289844204,0.09034409597369168,7.0,6.0,4.0,10.0,4.0
13,Elisabetta Canalis,2.0,21.0,2,1,0.0963988220611997,0.09417040358744394,0.0963988220611997,0.09528461282432182,2.0,5.5,2.0,7.5,2.0
13,David Arquette,7.0,18.0,2,0,0.0925984207951942,0.08071748878923767,0.0925984207951942,0.08665795479221594,10.0,9.5,4.0,13.5,7.5
13,Ricki Lake,,23.0,2,0,0.0908471971044855,0.1031390134529148,0.0908471971044855,0.09699310527870014,1.0,1.0,5.0,6.0,1.0
13,J.R. Martinez,,22.0,2,0,0.0880873506723964,0.09865470852017937,0.0880873506723964,0.09337102959628787,3.0,2.5,8.0,10.5,3.5
13,Hope Solo,9.0,19.0,2,0,0.0955084031594246,0.08520179372197309,0.0955084031594246,0.09035509844069885,8.0,8.0,3.0,11.0,5.0
13,Chynna Phillips,4.0,21.0,2,0,0.0874116138639042,0.09417040358744394,0.0874116138639042,0.09079100872567407,6.0,5.5,9.0,14.5,9.0
13,Kristin Cavallari,3.0,22.0,2,0,0.0861782983195598,0.09865470852017937,0.0861782983195598,0.09241650341986958,4.0,2.5,11.0,13.5,7.5
13,Carson Kressley,5.0,18.0,2,0,0.097481519673894,0.08071748878923767,0.097481519673894,0.08909950423156583,9.0,9.5,1.0,10.5,3.5
13,Chaz Bono,6.0,17.0,2,0,0.0900760549715998,0.07623318385650224,0.0900760549715998,0.08315461941405103,11.0,11.0,6.0,17.0,11.0
13,Nancy Grace,8.0,21.0,2,0,0.0865934011167908,0.09417040358744394,0.0865934011167908,0.09038190235211738,7.0,5.5,10.0,15.5,10.0
13,Rob Kardashian,,21.0,2,0,0.0888189182615504,0.09417040358744394,0.0888189182615504,0.09149466092449718,5.0,5.5,7.0,12.5,6.0
14,William Levy,,25.0,2,0,0.0855299701763029,0.09293680297397769,0.0855299701763029,0.0892333865751403,2.0,3.5,3.0,6.5,1.0
14,Jack Wagner,3.0,21.0,2,0,0.0860330688563401,0.07806691449814127,0.0860330688563401,0.08204999167724068,7.0,8.5,2.0,10.5,4.0
14,Sherri Sheperd,4.0,23.0,2,0,0.0799825996386951,0.08550185873605948,0.0799825996386951,0.08274222918737728,6.0,6.0,12.0,18.0,10.5
