contestant_id,season,celebrity_name,weeks_participated,placement,week1_fan_votes,week2_fan_votes,week3_fan_votes,week4_fan_votes,week5_fan_votes,week6_fan_votes,week7_fan_votes,week8_fan_votes,week9_fan_votes,week10_fan_votes,week11_fan_votes
205,19,266,2,12,2.370070451,1.854737968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,19,24,11,4,2.521538646,2.35443164,2.188469536,2.041996618,1.891018781,1.766302388,1.643729208,1.528081564,1.449113952,1.356699019,1.27159526
207,19,247,11,2,2.486829512,2.324848965,2.162926468,2.002276658,1.856080513,1.73613375,1.629713364,1.50115337,1.413345854,1.329337656,1.238604323
208,20,264,5,9,2.324850119,2.198215414,2.029109459,1.923938354,1.459261141,0.0,0.0,0.0,0.0,0.0,0.0
209,20,292,7,7,2.451140327,2.290896374,2.12408009,1.973057735,1.832309087,1.715681207,1.179305035,0.0,0.0,0.0,0.0
210,20,238,10,2,2.447015619,2.284713064,2.118303811,1.978671413,1.825528931,1.706174612,1.608552825,1.501124313,1.435259059,1.281206884,0.0
211,20,244,10,1,2.441729537,2.280596478,2.113426408,1.969705716,1.819474609,1.71248945,1.601100733,1.489713627,1.4493535,1.275166805,0.0
212,20,209,9,4,2.442885441,2.282630395,2.115491867,1.97154663,1.825429204,1.711598921,1.581031387,1.513506422,1.147629576,0.0,0.0
213,20,195,4,10,2.431229199,2.288655243,2.123054864,1.60899262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,20,240,8,6,2.46645988,2.315243113,2.145639963,1.999472263,1.900359583,1.747791552,1.690547019,1.386669914,0.0,0.0,0.0
215,20,46,3,11,2.244548724,2.160688815,1.733137586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,20,220,10,3,3.347012468,3.171299255,3.002286459,2.85083241,2.704042445,2.571496529,2.443747126,2.344832724,2.23381394,2.141847757,0.0
217,20,234,2,12,2.348505626,1.777174761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,20,225,6,8,2.291183043,2.171012018,2.028198314,1.882649646,1.750865934,1.346331028,0.0,0.0,0.0,0.0,0.0
219,20,53,8,5,2.452228874,2.33609505,2.130451424,2.018734258,1.865435187,1.723706166,1.678138388,1.367804684,0.0,0.0,0.0
220,21,94,4,10,2.327012784,2.311131557,1.999705485,1.703402539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,21,6,9,6,2.433910238,2.298445699,2.101342662,1.972236336,1.805658112,1.716818202,1.602782106,1.483283128,1.062998984,0.0,0.0
222,21,41,11,4,2.446054997,2.31073363,2.115907363,1.96612722,1.821108534,1.696436337,1.607084686,1.473894316,1.466237654,1.272481519,1.193465566
223,21,281,2,12,2.398162445,1.991489467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,21,5,11,3,3.279450633,3.113509606,2.952304634,2.794539324,2.653512465,2.523348651,2.401839663,2.28544573,2.193372104,2.103643697,2.02933204
225,21,44,2,13,2.307635703,2.027059849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,21,14,8,7,2.38775658,2.271581682,2.057383685,1.920992135,1.761491356,1.638426128,1.565309392,1.243475149,0.0,0.0,0.0
227,21,265,9,5,2.373331629,2.239679352,2.042671181,1.895592219,1.749695129,1.626231472,1.568228159,1.429730589,1.211105953,0.0,0.0
228,21,212,11,2,2.390015492,2.266852373,2.057155738,1.910365533,1.764834384,1.640449566,1.574411591,1.406645816,1.425024375,1.208996841,1.137522988
229,21,101,7,8,2.520924131,2.380502467,2.189144987,2.041002063,1.894709314,1.781588643,1.241185561,0.0,0.0,0.0,0.0
230,21,30,11,1,2.496235819,2.342640647,2.162407952,2.012389611,1.867302633,1.742817553,1.637215536,1.525127414,1.445201375,1.318061285,1.243810611
231,21,153,2,11,2.436127837,2.000549642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,21,226,6,9,2.369481476,2.300451795,2.036238711,1.944778996,1.743884287,1.499127843,0.0,0.0,0.0,0.0,0.0
233,22,200,3,11,2.429238489,2.272214094,1.81759555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,22,151,7,8,2.39120166,2.228761345,2.088208571,1.937550406,1.770971901,1.677493649,1.29779328,0.0,0.0,0.0,0.0
235,22,130,8,6,2.420708262,2.255628856,2.109484457,1.992011232,1.795868868,1.691291715,1.633712696,1.046845052,0.0,0.0,0.0
236,22,80,6,9,2.390552094,2.227587,2.098938432,1.993076427,1.764750034,1.418083814,0.0,0.0,0.0,0.0,0.0
237,22,285,7,7,2.45086671,2.28417134,2.146418565,1.984147854,1.825632745,1.719288906,1.311316312,0.0,0.0,0.0,0.0
238,22,15,9,5,2.460841187,2.293237459,2.152206425,1.980978382,1.834041765,1.712005215,1.64661452,1.520392428,1.211822295,0.0,0.0
239,22,223,10,2,2.472087976,2.303790088,2.155723,1.995257492,1.847808455,1.72177283,1.640626866,1.515490491,1.456469466,1.299604545,0.0
240,22,96,2,12,1.853702608,1.605866894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,22,222,10,1,2.275767908,2.113327556,1.973840448,1.830082309,1.64679487,1.575191123,1.504453732,1.361000379,1.383663218,1.098291504,0.0
242,22,98,10,3,3.344404951,3.172629666,3.011730741,2.860748877,2.715077058,2.587384161,2.469006995,2.359199142,2.262278022,2.170260268,0.0
243,22,286,9,4,2.372284313,2.205931734,2.06060819,1.906974079,1.746777695,1.625569804,1.567904367,1.504503823,1.085619114,0.0,0.0
244,22,181,4,10,2.403169347,2.237643858,2.108755569,1.624603793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,23,115,2,13,2.457969521,1.870821503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,23,185,7,8,2.369853043,2.231268611,2.058839916,1.934340792,1.743822715,1.652735728,1.239517931,0.0,0.0,0.0,0.0
247,23,175,9,6,2.37395,2.226849637,2.056457164,1.968281033,1.742628382,1.635113968,1.559138852,1.502675191,1.096474308,0.0,0.0
248,23,245,8,7,2.455232293,2.305040102,2.133505754,2.009839004,1.823948905,1.719269687,1.60638312,1.166203068,0.0,0.0,0.0
249,23,38,11,3,2.465925391,2.309811404,2.13995546,2.017535138,1.842559618,1.714243684,1.599462647,1.486549382,1.413382965,1.364331037,1.202723716
250,23,161,11,1,2.497535774,2.335972964,2.167274924,2.022927373,1.870334198,1.741585132,1.634698639,1.504744085,1.416956628,1.347617473,1.23098747
251,23,11,6,9,2.254819327,2.153224112,1.96791651,1.857517154,1.626755695,1.351768379,0.0,0.0,0.0,0.0,0.0
252,23,236,3,12,2.239737083,2.167847456,1.685066886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,23,117,11,2,2.574277699,2.409111505,2.248211546,2.09744454,1.948935078,1.820140747,1.702008194,1.584105221,1.508179941,1.424213384,1.315738956
254,23,21,4,11,2.339029406,2.191823753,2.038317756,1.705322615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,23,280,4,10,2.361048514,2.22024196,2.068301639,1.601731549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,23,120,11,4,2.418343254,2.255311646,2.102438524,1.976103517,1.787044052,1.660138866,1.568285617,1.444573305,1.351373142,1.31257194,1.149776297
257,23,268,10,5,2.46141576,2.298977589,2.134468287,2.004631892,1.837126185,1.72891985,1.607856576,1.536575047,1.404188334,0.984917012,0.0
258,24,47,3,11,2.367317674,2.246134295,1.79252487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,24,204,4,10,2.376527871,2.274719262,2.101160589,1.66157744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,24,103,6,8,2.450002091,2.293527583,2.128595836,1.979432162,1.847979824,1.2829598,0.0,0.0,0.0,0.0,0.0
261,24,207,7,7,2.429614585,2.27759417,2.107743734,1.96716214,1.818425872,1.715372207,1.313479523,0.0,0.0,0.0,0.0
262,24,32,8,5,2.484844388,2.325209872,2.185141574,2.013396438,1.89557538,1.77275372,1.732958329,1.371802449,0.0,0.0,0.0
263,24,258,9,4,2.496975963,2.3307621,2.159078308,2.015035896,1.870444842,1.754005684,1.636583008,1.509434482,1.032634549,0.0,0.0
264,24,70,10,2,2.466920045,2.31654194,2.146376831,2.006802193,1.895002556,1.762815412,1.707886076,1.524554379,1.507409668,1.271033664,0.0
265,24,233,10,1,2.476414016,2.313532452,2.160595957,1.996126613,1.878475517,1.740340112,1.62085471,1.482895374,1.425589226,1.284769942,0.0
266,24,51,2,12,2.479491715,1.993859215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,24,87,5,9,2.383115676,2.236217805,2.091759196,1.947356008,1.493578379,0.0,0.0,0.0,0.0,0.0,0.0
268,24,221,10,3,2.458527493,2.295805144,2.130519994,1.992619718,1.833233609,1.718782198,1.587245305,1.456299456,1.422836398,1.26376898,0.0
269,24,214,7,6,2.472556877,2.332643885,2.168667424,2.020035835,1.872379073,1.778566714,1.373987035,0.0,0.0,0.0,0.0
270,25,249,5,10,2.479584669,2.336717964,2.150584316,2.021712034,1.527265226,0.0,0.0,0.0,0.0,0.0,0.0
271,25,93,10,3,2.475632302,2.32497641,2.143774561,2.015709105,1.854539544,1.742506925,1.622645528,1.507853452,1.458825672,1.270690691,0.0
272,25,138,10,1,2.491729571,2.338513212,2.151773006,2.011487474,1.870244346,1.726906674,1.666071327,1.494554778,1.407540205,1.288830198,0.0
273,25,75,4,11,2.435507078,2.330908974,2.103581515,1.641877001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,25,218,7,8,2.468703971,2.350827748,2.132762035,2.010605003,1.863005173,1.712989812,1.411864117,0.0,0.0,0.0,0.0
275,25,269,8,6,2.449556202,2.332526384,2.114242772,1.99475379,1.853551151,1.69126794,1.686358794,1.192698575,0.0,0.0,0.0
276,25,283,9,5,2.497104879,2.353894257,2.1624464,2.021014411,1.883726554,1.759247572,1.653493251,1.559396148,1.063028083,0.0,0.0
277,25,22,2,13,2.45861641,2.045787381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,25,167,10,2,3.240078197,3.07413387,2.905215091,2.753476529,2.609453336,2.475272531,2.362117019,2.238139561,2.139207229,2.050901389,0.0
279,25,72,2,12,2.375272805,1.9483097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,25,213,6,9,2.397853455,2.311378704,2.06896827,1.977337818,1.853448014,1.480886232,0.0,0.0,0.0,0.0,0.0
281,25,83,10,4,2.489796024,2.357924092,2.156280185,2.030071952,1.889715907,1.758654441,1.649190327,1.568537595,1.510288621,1.285223863,0.0
282,25,279,7,7,2.480217842,2.330215663,2.144338587,2.019467847,1.88867574,1.725511229,1.335733636,0.0,0.0,0.0,0.0
283,26,119,1,10,2.224611997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,26,136,1,9,2.24109607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,26,142,2,8,2.536538695,2.092391436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,26,18,2,7,2.549695651,2.003324907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,26,125,3,6,2.517493738,2.390269303,2.099272388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,26,52,3,5,2.532866453,2.382873899,2.053619477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,26,199,3,4,2.521492675,2.357731461,2.011282069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,26,275,4,3,2.487538983,2.363752674,2.26754007,1.986162981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,26,139,4,2,2.515187076,2.402506365,2.234691397,2.023139243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,26,2,4,1,2.515897948,2.351341919,2.202142138,2.026027809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,27,141,8,5,2.468142764,2.290930355,2.126445292,1.992016602,1.824869724,1.697992746,1.630375462,1.113520555,0.0,0.0,0.0
294,27,90,9,3,2.522479462,2.336096802,2.173191847,2.026981836,1.864414394,1.738604907,1.641064593,1.534046996,1.386383324,0.0,0.0
295,27,208,3,11,2.452603222,2.287231511,1.797269297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,27,135,7,8,2.462473615,2.279368147,2.141804959,1.991305339,1.788308952,1.764655045,1.314347654,0.0,0.0,0.0,0.0
297,27,198,9,2,2.535222831,2.356551855,2.19455543,2.038189284,1.891273413,1.758238972,1.664326298,1.571481982,1.412385317,0.0,0.0
298,27,65,2,12,2.48278888,1.991562729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,27,184,6,9,2.463910367,2.285327239,2.135388368,1.967336894,1.809308551,1.358365822,0.0,0.0,0.0,0.0,0.0
300,27,71,7,7,2.483967259,2.313179104,2.151964906,2.024911489,1.843591026,1.728173688,1.343225109,0.0,0.0,0.0,0.0
301,27,219,1,13,2.135521351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,27,31,9,1,2.49078733,2.335610134,2.167561576,2.042724705,1.838480668,1.760640505,1.6609059,1.680869021,1.360459515,0.0,0.0
303,27,271,4,10,2.456247454,2.28040502,2.127791681,1.510305978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,27,8,9,4,2.585879493,2.41021674,2.252571094,2.098202238,1.942290164,1.820860276,1.725232257,1.600579717,1.464692273,0.0,0.0
305,27,131,8,6,2.57282477,2.390267419,2.241465742,2.141312311,1.890047612,1.791978726,1.736722866,1.393105351,0.0,0.0,0.0
