celebrity_name,season,week,judge_score,placement,weeks_participated,judge_rank,n_contestants,is_bottom_two,is_last_week,is_abnormal
Lance Bass,7,9,28.5,3,10,4.0,4,0,0,False
Lance Bass,7,10,27.5,3,10,1.0,3,1,1,False
Kim Kardashian,7,1,18.5,11,2,4.0,13,0,0,False
Kim Kardashian,7,2,17.0,11,2,3.0,11,0,1,False
Rocco DiSpirito,7,1,17.5,9,4,3.0,13,0,0,False
Rocco DiSpirito,7,2,16.0,9,4,2.0,11,1,0,True
Rocco DiSpirito,7,3,20.0,9,4,2.0,9,1,0,True
Rocco DiSpirito,7,4,18.0,9,4,1.0,9,1,1,False
Brooke Burke,7,1,24.5,1,10,13.0,13,0,0,False
Brooke Burke,7,2,24.0,1,10,10.0,11,0,0,False
Brooke Burke,7,3,28.0,1,10,9.0,9,0,0,False
Brooke Burke,7,4,26.0,1,10,8.0,9,0,0,False
Brooke Burke,7,5,29.0,1,10,8.0,8,0,0,False
Brooke Burke,7,6,26.0,1,10,6.0,7,0,0,False
Brooke Burke,7,7,30.0,1,10,6.0,6,0,0,False
Brooke Burke,7,8,27.5,1,10,5.0,5,0,0,False
Brooke Burke,7,9,24.5,1,10,2.0,4,1,0,True
Brooke Burke,7,10,30.0,1,10,3.0,3,0,1,False
Gilles Marini,8,1,24.0,2,11,13.0,13,0,0,False
Gilles Marini,8,2,27.0,2,11,13.0,13,0,0,False
Gilles Marini,8,3,27.0,2,11,10.0,12,0,0,False
Gilles Marini,8,4,30.0,2,11,11.0,11,0,0,False
Gilles Marini,8,5,29.0,2,11,9.0,9,0,0,False
Gilles Marini,8,6,26.0,2,11,5.0,8,0,0,False
Gilles Marini,8,7,27.0,2,11,4.0,7,0,0,False
Gilles Marini,8,8,27.5,2,11,5.0,6,0,0,False
Gilles Marini,8,9,28.0,2,11,3.0,5,0,0,False
Gilles Marini,8,10,30.0,2,11,4.0,4,0,0,False
Gilles Marini,8,11,29.0,2,11,2.0,3,1,1,False
Denise Richards,8,1,18.0,12,3,6.0,13,0,0,False
Denise Richards,8,2,21.0,12,3,9.0,13,0,0,False
Denise Richards,8,3,16.0,12,3,3.0,12,0,1,False
David Alan Grier,8,1,19.0,9,5,8.0,13,0,0,False
David Alan Grier,8,2,17.0,9,5,2.0,13,1,0,True
David Alan Grier,8,3,24.0,9,5,8.0,12,0,0,False
David Alan Grier,8,4,22.0,9,5,5.0,11,0,0,False
David Alan Grier,8,5,22.0,9,5,4.0,9,0,1,False
Lawrence Taylor,8,1,16.0,7,7,3.0,13,0,0,False
Lawrence Taylor,8,2,20.0,7,7,6.0,13,0,0,False
Lawrence Taylor,8,3,20.0,7,7,5.0,12,0,0,False
Lawrence Taylor,8,4,19.0,7,7,4.0,11,0,0,False
Lawrence Taylor,8,5,20.0,7,7,2.0,9,1,0,True
Lawrence Taylor,8,6,22.0,7,7,3.0,8,0,0,False
Lawrence Taylor,8,7,21.0,7,7,1.0,7,1,1,False
Ty Murray,8,1,14.0,4,10,2.0,13,1,0,True
Ty Murray,8,2,20.0,4,10,6.0,13,0,0,False
Ty Murray,8,3,23.0,4,10,6.0,12,0,0,False
Ty Murray,8,4,25.0,4,10,7.0,11,0,0,False
Ty Murray,8,5,21.0,4,10,3.0,9,0,0,False
Ty Murray,8,6,18.0,4,10,2.0,8,1,0,True
Ty Murray,8,7,24.0,4,10,2.0,7,1,0,True
Ty Murray,8,8,26.0,4,10,3.0,6,0,0,False
Ty Murray,8,9,23.0,4,10,1.0,5,1,0,True
Ty Murray,8,10,24.0,4,10,1.0,4,1,1,False
Shawn Johnson,8,1,23.0,1,11,11.0,13,0,0,False
Shawn Johnson,8,2,24.0,1,11,11.0,13,0,0,False
Shawn Johnson,8,3,27.0,1,11,10.0,12,0,0,False
Shawn Johnson,8,4,25.0,1,11,7.0,11,0,0,False
Shawn Johnson,8,5,26.0,1,11,7.0,9,0,0,False
Shawn Johnson,8,6,26.0,1,11,5.0,8,0,0,False
Shawn Johnson,8,7,28.0,1,11,6.0,7,0,0,False
Shawn Johnson,8,8,26.0,1,11,3.0,6,0,0,False
Shawn Johnson,8,9,28.0,1,11,3.0,5,0,0,False
Shawn Johnson,8,10,28.0,1,11,3.0,4,0,0,False
Shawn Johnson,8,11,30.0,1,11,3.0,3,0,1,False
Steve Wozniak,8,1,13.0,10,4,1.0,13,1,0,True
Steve Wozniak,8,2,17.0,10,4,2.0,13,1,0,True
Steve Wozniak,8,3,10.0,10,4,1.0,12,1,0,True
Steve Wozniak,8,4,12.0,10,4,1.0,11,1,1,False
Belinda Carlisle,8,1,17.0,13,2,4.0,13,0,0,False
Belinda Carlisle,8,2,18.0,13,2,4.0,13,0,1,False
Chuck Wicks,8,1,20.0,6,8,9.0,13,0,0,False
Chuck Wicks,8,2,20.0,6,8,6.0,13,0,0,False
Chuck Wicks,8,3,23.0,6,8,6.0,12,0,0,False
Chuck Wicks,8,4,22.0,6,8,5.0,11,0,0,False
Chuck Wicks,8,5,23.0,6,8,5.0,9,0,0,False
Chuck Wicks,8,6,23.0,6,8,4.0,8,0,0,False
Chuck Wicks,8,7,27.0,6,8,4.0,7,0,0,False
Chuck Wicks,8,8,25.5,6,8,2.0,6,1,1,False
Lil' Kim,8,1,21.0,5,9,10.0,13,0,0,False
Lil' Kim,8,2,23.0,5,9,10.0,13,0,0,False
Lil' Kim,8,3,25.0,5,9,9.0,12,0,0,False
Lil' Kim,8,4,27.0,5,9,9.0,11,0,0,False
Lil' Kim,8,5,26.0,5,9,7.0,9,0,0,False
Lil' Kim,8,6,28.0,5,9,8.0,8,0,0,False
Lil' Kim,8,7,26.0,5,9,3.0,7,0,0,False
Lil' Kim,8,8,28.0,5,9,6.0,6,0,0,False
Lil' Kim,8,9,26.0,5,9,2.0,5,1,1,False
Steve-O,8,1,17.0,8,6,4.0,13,0,0,False
Steve-O,8,2,14.0,8,6,1.0,13,1,0,True
Steve-O,8,3,15.0,8,6,2.0,12,1,0,True
Steve-O,8,4,15.0,8,6,2.0,11,1,0,True
Steve-O,8,5,18.0,8,6,1.0,9,1,0,True
Steve-O,8,6,16.0,8,6,1.0,8,1,1,False
Holly Madison,8,1,18.0,11,4,6.0,13,0,0,False
Holly Madison,8,2,18.0,11,4,4.0,13,0,0,False
Holly Madison,8,3,17.0,11,4,4.0,12,0,0,False
Holly Madison,8,4,16.0,11,4,3.0,11,0,1,False
Melissa Rycroft,8,1,23.0,3,11,11.0,13,0,0,False
Melissa Rycroft,8,2,26.0,3,11,12.0,13,0,0,False
Melissa Rycroft,8,3,27.0,3,11,10.0,12,0,0,False
Melissa Rycroft,8,4,29.0,3,11,10.0,11,0,0,False
Melissa Rycroft,8,5,25.0,3,11,6.0,9,0,0,False
Melissa Rycroft,8,6,27.0,3,11,7.0,8,0,0,False
Melissa Rycroft,8,7,29.0,3,11,7.0,7,0,0,False
Melissa Rycroft,8,8,23.0,3,11,1.0,6,1,0,True
Melissa Rycroft,8,9,28.5,3,11,5.0,5,0,0,False
Melissa Rycroft,8,10,27.5,3,11,2.0,4,1,0,True
Melissa Rycroft,8,11,28.5,3,11,1.0,3,1,1,False
Ashley Hamiliton,9,1,18.9999,16,1,1.0,16,1,1,False
Debi Mazar,9,1,22.0,12,3,6.0,16,0,0,False
Debi Mazar,9,2,21.0,12,3,9.0,14,0,0,False
Debi Mazar,9,3,17.0,12,3,3.0,13,0,1,False
Melissa Joan Hart,9,1,24.0,9,6,8.0,16,0,0,False
Melissa Joan Hart,9,2,19.0,9,6,3.0,14,0,0,False
Melissa Joan Hart,9,3,19.0,9,6,6.0,13,0,0,False
Melissa Joan Hart,9,4,28.0,9,6,10.0,11,0,0,False
Melissa Joan Hart,9,5,23.0,9,6,4.0,10,0,0,False
Melissa Joan Hart,9,6,23.9999,9,6,2.0,9,1,1,False
Mark Dacascos,9,1,28.9998,6,7,11.0,16,0,0,False
Mark Dacascos,9,2,21.0,6,7,9.0,14,0,0,False
Mark Dacascos,9,3,18.0,6,7,5.0,13,0,0,False
Mark Dacascos,9,4,22.0,6,7,5.0,11,0,0,False
Mark Dacascos,9,5,26.0,6,7,8.0,10,0,0,False
Mark Dacascos,9,6,32.0,6,7,6.0,9,0,0,False
Mark Dacascos,9,7,21.5,6,7,1.0,7,1,1,False
Chuck Liddell,9,1,22.0,11,4,6.0,16,0,0,False
Chuck Liddell,9,2,19.0,11,4,3.0,14,0,0,False
Chuck Liddell,9,3,17.0,11,4,3.0,13,0,0,False
Chuck Liddell,9,4,17.0,11,4,3.0,11,0,1,False
Natalie Coughlin,9,1,26.9998,10,5,9.0,16,0,0,False
Natalie Coughlin,9,2,21.0,10,5,9.0,14,0,0,False
Natalie Coughlin,9,3,26.0,10,5,12.0,13,0,0,False
Natalie Coughlin,9,4,24.0,10,5,7.0,11,0,0,False
Natalie Coughlin,9,5,22.0,10,5,2.0,10,1,1,False
Louie Vito,9,1,26.9998,8,6,9.0,16,0,0,False
Louie Vito,9,2,19.0,8,6,3.0,14,0,0,False
Louie Vito,9,3,20.0,8,6,7.0,13,0,0,False
Louie Vito,9,4,16.0,8,6,1.0,11,1,0,True
Louie Vito,9,5,22.0,8,6,2.0,10,1,0,True
Louie Vito,9,6,24.0,8,6,3.0,9,0,1,False
Michael Irvin,9,1,19.0,7,7,3.0,16,0,0,False
Michael Irvin,9,2,20.0,7,7,7.0,14,0,0,False
Michael Irvin,9,3,14.0,7,7,1.0,13,1,0,True
Michael Irvin,9,4,16.0,7,7,1.0,11,1,0,True
Michael Irvin,9,5,21.0,7,7,1.0,10,1,0,True
Michael Irvin,9,6,21.9998,7,7,1.0,9,1,0,True
Michael Irvin,9,7,23.5,7,7,2.0,7,1,1,False
Joanna Krupa,9,1,33.9999,4,9,16.0,16,0,0,False
Joanna Krupa,9,2,20.0,4,9,7.0,14,0,0,False
Joanna Krupa,9,3,23.0,4,9,11.0,13,0,0,False
Joanna Krupa,9,4,26.0,4,9,9.0,11,0,0,False
Joanna Krupa,9,5,24.0,4,9,5.0,10,0,0,False
Joanna Krupa,9,6,35.9999,4,9,9.0,9,0,0,False
Joanna Krupa,9,7,27.5,4,9,7.0,7,0,0,False
Joanna Krupa,9,8,26.0,4,9,4.0,5,0,0,False
Joanna Krupa,9,9,27.0,4,9,3.0,4,0,1,False
Kathy Ireland,9,1,19.9999,14,2,4.0,16,0,0,False
Kathy Ireland,9,2,18.0,14,2,1.0,14,1,1,False
Tom DeLay,9,1,19.9999,13,3,4.0,16,0,0,False
Tom DeLay,9,2,18.0,13,3,1.0,14,1,0,True
Tom DeLay,9,3,15.0,13,3,2.0,13,1,1,False
Macy Gray,9,1,18.9999,15,1,1.0,16,1,1,False
Aaron Carter,9,1,31.9999,5,8,15.0,16,0,0,False
Aaron Carter,9,2,27.0,5,8,13.0,14,0,0,False
Aaron Carter,9,3,21.0,5,8,9.0,13,0,0,False
Aaron Carter,9,4,18.0,5,8,4.0,11,0,0,False
Aaron Carter,9,5,24.0,5,8,5.0,10,0,0,False
Aaron Carter,9,6,32.9998,5,8,7.0,9,0,0,False
Aaron Carter,9,7,26.5,5,8,6.0,7,0,0,False
Aaron Carter,9,8,25.0,5,8,1.0,5,1,1,False
Mya,9,1,30.9999,2,10,14.0,16,0,0,False
Mya,9,2,27.0,2,10,13.0,14,0,0,False
Mya,9,3,27.0,2,10,13.0,13,0,0,False
Mya,9,4,28.0,2,10,10.0,11,0,0,False
Mya,9,5,27.0,2,10,9.0,10,0,0,False
Mya,9,6,33.0,2,10,8.0,9,0,0,False
Mya,9,7,24.5,2,10,3.0,7,0,0,False
Mya,9,8,29.5,2,10,5.0,5,0,0,False
Mya,9,9,28.9999,2,10,4.0,4,0,0,False
Mya,9,10,28.3332,2,10,2.0,3,1,1,False
Donny Osmond,9,1,29.9999,1,10,12.0,16,0,0,False
Donny Osmond,9,2,25.0,1,10,12.0,14,0,0,False
Donny Osmond,9,3,21.0,1,10,9.0,13,0,0,False
Donny Osmond,9,4,24.0,1,10,7.0,11,0,0,False
Donny Osmond,9,5,29.0,1,10,10.0,10,0,0,False
Donny Osmond,9,6,30.9999,1,10,5.0,9,0,0,False
Donny Osmond,9,7,26.0,1,10,4.0,7,0,0,False
Donny Osmond,9,8,25.0,1,10,1.0,5,1,0,True
Donny Osmond,9,9,24.666600000000003,1,10,1.0,4,1,0,True
Donny Osmond,9,10,28.9998,1,10,3.0,3,0,1,False
Kelly Osbourne,9,1,30.9998,3,10,13.0,16,0,0,False
Kelly Osbourne,9,2,19.0,3,10,3.0,14,0,0,False
Kelly Osbourne,9,3,20.0,3,10,7.0,13,0,0,False
Kelly Osbourne,9,4,23.0,3,10,6.0,11,0,0,False
Kelly Osbourne,9,5,24.0,3,10,5.0,10,0,0,False
Kelly Osbourne,9,6,24.9998,3,10,4.0,9,0,0,False
Kelly Osbourne,9,7,26.0,3,10,4.0,7,0,0,False
Kelly Osbourne,9,8,25.5,3,10,3.0,5,0,0,False
Kelly Osbourne,9,9,25.9998,3,10,2.0,4,1,0,True
Kelly Osbourne,9,10,25.2222,3,10,1.0,3,1,1,False
Aiden Turner,10,1,15.0,9,4,2.0,11,1,0,True
Aiden Turner,10,2,19.0,9,4,4.0,11,0,0,False
Aiden Turner,10,3,20.0,9,4,3.0,10,0,0,False
Aiden Turner,10,4,16.5,9,4,2.0,9,1,1,False
Shannen Doherty,10,1,18.0,11,2,4.0,11,0,0,False
Shannen Doherty,10,2,20.0,11,2,5.0,11,0,1,False
Niecy Nash,10,1,18.0,5,8,4.0,11,0,0,False
Niecy Nash,10,2,21.0,5,8,7.0,11,0,0,False
Niecy Nash,10,3,21.0,5,8,5.0,10,0,0,False
Niecy Nash,10,4,18.0,5,8,3.0,9,0,0,False
Niecy Nash,10,5,18.0,5,8,2.0,8,1,0,True
Niecy Nash,10,6,25.9998,5,8,2.0,7,1,0,True
Niecy Nash,10,7,24.5,5,8,1.0,6,1,0,True
Niecy Nash,10,8,21.5,5,8,1.0,5,1,1,False
Buzz Aldrin,10,1,14.0,10,3,1.0,11,1,0,True
Buzz Aldrin,10,2,12.0,10,3,1.0,11,1,0,True
Buzz Aldrin,10,3,13.0,10,3,1.0,10,1,1,False
Chad Ochocinco,10,1,18.0,4,9,4.0,11,0,0,False
Chad Ochocinco,10,2,16.0,4,9,3.0,11,0,0,False
Chad Ochocinco,10,3,20.0,4,9,3.0,10,0,0,False
Chad Ochocinco,10,4,22.0,4,9,6.0,9,0,0,False
Chad Ochocinco,10,5,18.0,4,9,2.0,8,1,0,True
Chad Ochocinco,10,6,30.9999,4,9,5.0,7,0,0,False
Chad Ochocinco,10,7,26.0,4,9,4.0,6,0,0,False
Chad Ochocinco,10,8,22.5,4,9,2.0,5,1,0,True
Chad Ochocinco,10,9,26.0,4,9,1.0,4,1,1,False
Evan Lysacek,10,1,23.0,2,10,10.0,11,0,0,False
Evan Lysacek,10,2,24.0,2,10,10.0,11,0,0,False
Evan Lysacek,10,3,26.0,2,10,10.0,10,0,0,False
Evan Lysacek,10,4,26.0,2,10,9.0,9,0,0,False
Evan Lysacek,10,5,27.0,2,10,7.0,8,0,0,False
Evan Lysacek,10,6,27.0,2,10,3.0,7,0,0,False
Evan Lysacek,10,7,27.0,2,10,5.0,6,0,0,False
Evan Lysacek,10,8,26.5,2,10,3.0,5,0,0,False
Evan Lysacek,10,9,29.5,2,10,3.0,4,0,0,False
Evan Lysacek,10,10,26.8887,2,10,1.0,3,1,1,False
Pamela Anderson,10,1,21.0,6,7,8.0,11,0,0,False
Pamela Anderson,10,2,22.0,6,7,8.0,11,0,0,False
Pamela Anderson,10,3,21.0,6,7,5.0,10,0,0,False
Pamela Anderson,10,4,23.5,6,7,7.0,9,0,0,False
Pamela Anderson,10,5,21.0,6,7,4.0,8,0,0,False
Pamela Anderson,10,6,29.9998,6,7,4.0,7,0,0,False
Pamela Anderson,10,7,25.5,6,7,2.0,6,1,1,False
Nicole Scherzinger,10,1,25.0,1,10,11.0,11,0,0,False
Nicole Scherzinger,10,2,28.0,1,10,11.0,11,0,0,False
Nicole Scherzinger,10,3,23.0,1,10,8.0,10,0,0,False
Nicole Scherzinger,10,4,25.0,1,10,8.0,9,0,0,False
Nicole Scherzinger,10,5,29.0,1,10,8.0,8,0,0,False
Nicole Scherzinger,10,6,35.9999,1,10,7.0,7,0,0,False
Nicole Scherzinger,10,7,27.0,1,10,5.0,6,0,0,False
Nicole Scherzinger,10,8,29.5,1,10,5.0,5,0,0,False
Nicole Scherzinger,10,9,29.5,1,10,3.0,4,0,0,False
Nicole Scherzinger,10,10,28.7777,1,10,3.0,3,0,1,False
Erin Andrews,10,1,21.0,3,10,8.0,11,0,0,False
Erin Andrews,10,2,23.0,3,10,9.0,11,0,0,False
Erin Andrews,10,3,23.0,3,10,8.0,10,0,0,False
Erin Andrews,10,4,19.5,3,10,5.0,9,0,0,False
Erin Andrews,10,5,22.0,3,10,5.0,8,0,0,False
Erin Andrews,10,6,34.0,3,10,6.0,7,0,0,False
Erin Andrews,10,7,25.5,3,10,2.0,6,1,0,True
Erin Andrews,10,8,26.5,3,10,3.0,5,0,0,False
Erin Andrews,10,9,28.0,3,10,2.0,4,1,0,True
Erin Andrews,10,10,26.9998,3,10,2.0,3,1,1,False
Kate Gosselin,10,1,16.0,8,5,3.0,11,0,0,False
Kate Gosselin,10,2,15.0,8,5,2.0,11,1,0,True
Kate Gosselin,10,3,15.0,8,5,2.0,10,1,0,True
Kate Gosselin,10,4,16.0,8,5,1.0,9,1,0,True
Kate Gosselin,10,5,15.0,8,5,1.0,8,1,1,False
Jake Pavelka,10,1,20.0,7,6,7.0,11,0,0,False
Jake Pavelka,10,2,20.0,7,6,5.0,11,0,0,False
Jake Pavelka,10,3,21.0,7,6,5.0,10,0,0,False
Jake Pavelka,10,4,19.0,7,6,4.0,9,0,0,False
Jake Pavelka,10,5,23.0,7,6,6.0,8,0,0,False
Jake Pavelka,10,6,24.9999,7,6,1.0,7,1,1,False
David Hasselhoff,11,1,15.0,12,1,1.0,12,1,1,False
Florence Henderson,11,1,18.0,8,5,5.0,12,0,0,False
Florence Henderson,11,2,19.0,8,5,4.0,11,0,0,False
Florence Henderson,11,3,20.0,8,5,3.0,10,0,0,False
Florence Henderson,11,4,17.5,8,5,4.0,9,0,0,False
Florence Henderson,11,5,21.0,8,5,3.0,8,0,1,False
Kyle Massey,11,1,23.0,2,10,10.0,12,0,0,False
Kyle Massey,11,2,22.0,2,10,8.0,11,0,0,False
Kyle Massey,11,3,23.0,2,10,5.0,10,0,0,False
Kyle Massey,11,4,20.0,2,10,6.0,9,0,0,False
Kyle Massey,11,5,20.0,2,10,2.0,8,1,0,True
Kyle Massey,11,6,29.9999,2,10,4.0,7,0,0,False
Kyle Massey,11,7,33.5,2,10,2.0,6,1,0,True
Kyle Massey,11,8,28.0,2,10,3.0,5,0,0,False
Kyle Massey,11,9,29.0,2,10,3.0,4,0,0,False
Kyle Massey,11,10,27.3332,2,10,2.0,3,1,1,False
Jennifer Grey,11,1,24.0,1,10,12.0,12,0,0,False
Jennifer Grey,11,2,24.0,1,10,11.0,11,0,0,False
Jennifer Grey,11,3,24.0,1,10,7.0,10,0,0,False
Jennifer Grey,11,4,28.0,1,10,9.0,9,0,0,False
Jennifer Grey,11,5,25.0,1,10,7.0,8,0,0,False
Jennifer Grey,11,6,29.0,1,10,3.0,7,0,0,False
Jennifer Grey,11,7,36.5,1,10,5.0,6,0,0,False
Jennifer Grey,11,8,28.5,1,10,4.0,5,0,0,False
Jennifer Grey,11,9,30.0,1,10,4.0,4,0,0,False
Jennifer Grey,11,10,30.0,1,10,3.0,3,0,1,False
Rick Fox,11,1,22.0,6,7,9.0,12,0,0,False
Rick Fox,11,2,21.0,6,7,5.0,11,0,0,False
Rick Fox,11,3,24.0,6,7,7.0,10,0,0,False
Rick Fox,11,4,19.5,6,7,5.0,9,0,0,False
Rick Fox,11,5,24.0,6,7,5.0,8,0,0,False
Rick Fox,11,6,30.0,6,7,5.0,7,0,0,False
Rick Fox,11,7,34.5,6,7,3.0,6,0,1,False
Kurt Warner,11,1,19.0,5,8,7.0,12,0,0,False
Kurt Warner,11,2,21.0,5,8,5.0,11,0,0,False
Kurt Warner,11,3,23.0,5,8,5.0,10,0,0,False
Kurt Warner,11,4,17.0,5,8,3.0,9,0,0,False
Kurt Warner,11,5,24.0,5,8,5.0,8,0,0,False
Kurt Warner,11,6,21.9999,5,8,1.0,7,1,0,True
Kurt Warner,11,7,35.0,5,8,4.0,6,0,0,False
Kurt Warner,11,8,24.0,5,8,2.0,5,1,1,False
Margaret Cho,11,1,15.0,10,3,1.0,12,1,0,True
Margaret Cho,11,2,18.0,10,3,2.0,11,1,0,True
Margaret Cho,11,3,18.0,10,3,1.0,10,1,1,False
Michael Bolton,11,1,16.0,11,2,4.0,12,0,0,False
Michael Bolton,11,2,12.0,11,2,1.0,11,1,1,False
Brandy,11,1,23.0,4,9,10.0,12,0,0,False
Brandy,11,2,21.0,4,9,5.0,11,0,0,False
Brandy,11,3,24.0,4,9,7.0,10,0,0,False
Brandy,11,4,24.0,4,9,8.0,9,0,0,False
Brandy,11,5,27.0,4,9,8.0,8,0,0,False
Brandy,11,6,35.9999,4,9,7.0,7,0,0,False
Brandy,11,7,36.5,4,9,5.0,6,0,0,False
Brandy,11,8,28.5,4,9,4.0,5,0,0,False
Brandy,11,9,28.5,4,9,2.0,4,1,1,False
The Situation,11,1,15.0,9,4,1.0,12,1,0,True
The Situation,11,2,18.0,9,4,2.0,11,1,0,True
The Situation,11,3,20.0,9,4,3.0,10,0,0,False
The Situation,11,4,14.0,9,4,1.0,9,1,1,False
Audrina Patridge,11,1,19.0,7,6,7.0,12,0,0,False
Audrina Patridge,11,2,23.0,7,6,10.0,11,0,0,False
Audrina Patridge,11,3,26.0,7,6,10.0,10,0,0,False
Audrina Patridge,11,4,23.0,7,6,7.0,9,0,0,False
Audrina Patridge,11,5,23.0,7,6,4.0,8,0,0,False
Audrina Patridge,11,6,31.9998,7,6,6.0,7,0,1,False
Bristol Palin,11,1,18.0,3,10,5.0,12,0,0,False
Bristol Palin,11,2,22.0,3,10,8.0,11,0,0,False
Bristol Palin,11,3,19.0,3,10,2.0,10,1,0,True
Bristol Palin,11,4,16.0,3,10,2.0,9,1,0,True
Bristol Palin,11,5,18.0,3,10,1.0,8,1,0,True
Bristol Palin,11,6,27.9998,3,10,2.0,7,1,0,True
Bristol Palin,11,7,32.5,3,10,1.0,6,1,0,True
Bristol Palin,11,8,23.5,3,10,1.0,5,1,0,True
Bristol Palin,11,9,26.5,3,10,1.0,4,1,0,True
Bristol Palin,11,10,25.666600000000003,3,10,1.0,3,1,1,False
Ralph Macchio,12,1,24.0,4,9,11.0,11,0,0,False
Ralph Macchio,12,2,21.0,4,9,8.0,11,0,0,False
Ralph Macchio,12,3,21.0,4,9,4.0,10,0,0,False
Ralph Macchio,12,4,25.0,4,9,7.0,9,0,0,False
Ralph Macchio,12,5,22.0,4,9,1.0,8,1,0,True
Ralph Macchio,12,6,24.0,4,9,2.0,7,1,0,True
Ralph Macchio,12,7,33.0,4,9,5.0,6,0,0,False
Ralph Macchio,12,8,23.0,4,9,1.0,5,1,0,True
Ralph Macchio,12,9,24.0,4,9,1.0,4,1,1,False
Chelsea Kane,12,1,21.0,3,10,8.0,11,0,0,False
Chelsea Kane,12,2,18.0,3,10,4.0,11,0,0,False
Chelsea Kane,12,3,23.0,3,10,7.0,10,0,0,False
Chelsea Kane,12,4,26.0,3,10,9.0,9,0,0,False
Chelsea Kane,12,5,26.0,3,10,5.0,8,0,0,False
Chelsea Kane,12,6,28.0,3,10,6.0,7,0,0,False
Chelsea Kane,12,7,32.0,3,10,4.0,6,0,0,False
Chelsea Kane,12,8,27.5,3,10,5.0,5,0,0,False
Chelsea Kane,12,9,36.5,3,10,4.0,4,0,0,False
Chelsea Kane,12,10,29.666600000000003,3,10,2.0,3,1,1,False
Kirstie Alley,12,1,23.0,2,10,10.0,11,0,0,False
Kirstie Alley,12,2,20.0,2,10,7.0,11,0,0,False
Kirstie Alley,12,3,21.0,2,10,4.0,10,0,0,False
Kirstie Alley,12,4,22.0,2,10,3.0,9,0,0,False
Kirstie Alley,12,5,23.0,2,10,4.0,8,0,0,False
Kirstie Alley,12,6,26.0,2,10,4.0,7,0,0,False
Kirstie Alley,12,7,30.0,2,10,1.0,6,1,0,True
Kirstie Alley,12,8,26.5,2,10,3.0,5,0,0,False
Kirstie Alley,12,9,27.0,2,10,2.0,4,1,0,True
Kirstie Alley,12,10,27.9999,2,10,1.0,3,1,1,False
Hines Ward,12,1,21.0,1,10,8.0,11,0,0,False
Hines Ward,12,2,23.0,1,10,9.0,11,0,0,False
Hines Ward,12,3,25.0,1,10,9.0,10,0,0,False
Hines Ward,12,4,25.0,1,10,7.0,9,0,0,False
Hines Ward,12,5,27.0,1,10,8.0,8,0,0,False
Hines Ward,12,6,27.0,1,10,5.0,7,0,0,False
Hines Ward,12,7,33.0,1,10,5.0,6,0,0,False
Hines Ward,12,8,27.0,1,10,4.0,5,0,0,False
Hines Ward,12,9,30.0,1,10,3.0,4,0,0,False
Hines Ward,12,10,29.666600000000003,1,10,2.0,3,1,1,False
Sugar Ray Leonard,12,1,17.0,9,4,3.0,11,0,0,False
Sugar Ray Leonard,12,2,17.0,9,4,1.0,11,1,0,True
Sugar Ray Leonard,12,3,20.0,9,4,2.0,10,1,0,True
Sugar Ray Leonard,12,4,21.0,9,4,2.0,9,1,1,False
Chris Jericho,12,1,19.0,7,6,6.0,11,0,0,False
Chris Jericho,12,2,23.0,7,6,9.0,11,0,0,False
Chris Jericho,12,3,21.0,7,6,4.0,10,0,0,False
Chris Jericho,12,4,23.0,7,6,4.0,9,0,0,False
Chris Jericho,12,5,26.0,7,6,5.0,8,0,0,False
Chris Jericho,12,6,22.0,7,6,1.0,7,1,1,False
Petra Nemcova,12,1,18.0,8,5,4.0,11,0,0,False
Petra Nemcova,12,2,18.0,8,5,4.0,11,0,0,False
Petra Nemcova,12,3,25.0,8,5,9.0,10,0,0,False
Petra Nemcova,12,4,23.0,8,5,4.0,9,0,0,False
Petra Nemcova,12,5,22.0,8,5,1.0,8,1,1,False
Mike Catherwood,12,1,13.0,11,2,1.0,11,1,0,True
Mike Catherwood,12,2,17.0,11,2,1.0,11,1,1,False
Romeo,12,1,19.0,5,8,6.0,11,0,0,False
Romeo,12,2,23.0,5,8,9.0,11,0,0,False
Romeo,12,3,20.0,5,8,2.0,10,1,0,True
Romeo,12,4,23.0,5,8,4.0,9,0,0,False
Romeo,12,5,26.0,5,8,5.0,8,0,0,False
Romeo,12,6,28.0,5,8,6.0,7,0,0,False
Romeo,12,7,30.0,5,8,1.0,6,1,0,True
Romeo,12,8,26.0,5,8,2.0,5,1,1,False
Wendy Williams,12,1,14.0,10,3,2.0,11,1,0,True
Wendy Williams,12,2,17.0,10,3,1.0,11,1,0,True
Wendy Williams,12,3,15.0,10,3,1.0,10,1,1,False
Kendra Wilkinson,12,1,18.0,6,7,4.0,11,0,0,False
Kendra Wilkinson,12,2,19.0,6,7,6.0,11,0,0,False
Kendra Wilkinson,12,3,23.0,6,7,7.0,10,0,0,False
Kendra Wilkinson,12,4,18.0,6,7,1.0,9,1,0,True
Kendra Wilkinson,12,5,22.0,6,7,1.0,8,1,0,True
Kendra Wilkinson,12,6,25.0,6,7,3.0,7,0,0,False
Kendra Wilkinson,12,7,30.5,6,7,3.0,6,0,1,False
Elisabetta Canalis,13,1,15.0,11,2,2.0,12,1,0,True
Elisabetta Canalis,13,2,21.0,11,2,5.0,11,0,1,False
David Arquette,13,1,18.0,6,7,7.0,12,0,0,False
David Arquette,13,2,18.0,6,7,2.0,11,1,0,True
