celebrity_name,season,week,judge_score,placement,weeks_participated,judge_rank,n_contestants,is_bottom_two,is_last_week,is_abnormal
Suni Lee,30,7,34.0,5,9,2.0,9,1,0,True
Iman Shumpert,30,7,34.0,1,10,2.0,9,1,0,True
Amanda Kloots,30,7,34.0,4,10,2.0,9,1,0,True
Iman Shumpert,30,8,35.0,1,10,2.0,8,1,0,True
Cody Rigsby,30,9,35.5,3,10,1.0,6,1,0,True
Vinny Guadagnino,31,1,17.0,7,8,1.0,16,1,0,True
Cheryl Ladd,31,2,21.0,14,3,1.0,15,1,0,True
Vinny Guadagnino,31,3,23.0,7,8,1.0,14,1,0,True
Joseph Baena,31,4,28.0,11,5,2.0,13,1,0,True
Trevor Donovan,31,4,28.0,6,9,2.0,13,1,0,True
Vinny Guadagnino,31,5,31.0,7,8,1.0,12,1,0,True
Daniel Durant,31,5,33.5,5,9,2.0,12,1,0,True
Vinny Guadagnino,31,6,28.0,7,8,1.0,10,1,0,True
Vinny Guadagnino,31,7,31.5,7,8,1.0,9,1,0,True
Tyson Beckford,32,1,12.0,12,3,1.0,14,1,0,True
Harry Jowsey,32,1,12.0,6,9,1.0,14,1,0,True
Mauricio Umansky,32,2,12.0,9,6,1.0,13,1,0,True
Barry Williams,32,2,15.0,7,8,2.0,13,1,0,True
Adrian Peterson,32,2,15.0,11,4,2.0,13,1,0,True
Harry Jowsey,32,2,15.0,6,9,2.0,13,1,0,True
Adrian Peterson,32,3,22.0,11,4,2.0,12,1,0,True
Barry Williams,32,4,18.0,7,8,1.0,11,1,0,True
Alyson Hannigan,32,4,18.0,5,11,1.0,11,1,0,True
Harry Jowsey,32,5,18.0,6,9,1.0,10,1,0,True
Alyson Hannigan,32,5,21.0,5,11,2.0,10,1,0,True
Harry Jowsey,32,6,29.0,6,9,1.0,9,1,0,True
Alyson Hannigan,32,6,31.0,5,11,2.0,9,1,0,True
Harry Jowsey,32,7,32.0,6,9,1.0,8,1,0,True
Barry Williams,32,7,32.5,7,8,2.0,8,1,0,True
Harry Jowsey,32,8,28.0,6,9,1.0,7,1,0,True
Jason Mraz,32,8,33.0,2,11,2.0,7,1,0,True
Alyson Hannigan,32,9,32.0,5,11,2.0,6,1,0,True
Alyson Hannigan,32,10,25.5,5,11,1.0,5,1,0,True
Jason Mraz,32,10,28.5,2,11,2.0,5,1,0,True
Eric Roberts,33,1,15.0,10,3,1.0,13,1,0,True
Reginald VelJohnson,33,1,16.0,10,3,2.0,13,1,0,True
Eric Roberts,33,2,15.0,10,3,1.0,13,1,0,True
Reginald VelJohnson,33,2,15.0,10,3,1.0,13,1,0,True
Dwight Howard ,33,4,29.0,6,7,1.0,9,1,0,True
Chandler Kinney,33,4,32.0,3,9,2.0,9,1,0,True
Ilona Maher,33,4,32.0,2,9,2.0,9,1,0,True
Phaedra Parks,33,4,32.0,8,5,2.0,9,1,0,True
Jenn Tran,33,4,32.0,7,6,2.0,9,1,0,True
Dwight Howard ,33,5,24.0,6,7,1.0,8,1,0,True
Stephen Nedoroscik,33,5,24.0,4,9,1.0,8,1,0,True
Ilona Maher,33,6,24.0,2,9,1.0,7,1,0,True
Danny Amendola,33,6,28.0,5,9,2.0,7,1,0,True
Stephen Nedoroscik,33,6,28.0,4,9,2.0,7,1,0,True
Danny Amendola,33,7,25.5,5,9,2.0,6,1,0,True
Stephen Nedoroscik,33,8,26.5,4,9,1.0,5,1,0,True
Danny Amendola,33,8,27.0,5,9,2.0,5,1,0,True
Corey Feldman,34,1,9.0,13,2,1.0,14,1,0,True
Andy Richter,34,1,9.0,7,9,1.0,14,1,0,True
Andy Richter,34,2,16.0,7,9,2.0,14,1,0,True
Andy Richter,34,3,18.0,7,9,1.0,12,1,0,True
Andy Richter,34,4,18.0,7,9,1.0,11,1,0,True
Danielle Fishel,34,4,21.0,8,8,2.0,11,1,0,True
Scott Hoying,34,4,21.0,10,6,2.0,11,1,0,True
Andy Richter,34,5,24.0,7,9,1.0,10,1,0,True
Danielle Fishel,34,5,29.0,8,8,2.0,10,1,0,True
Jen Affleck,34,5,29.0,9,7,2.0,10,1,0,True
Andy Richter,34,6,27.0,7,9,1.0,10,1,0,True
Andy Richter,34,7,29.0,7,9,1.0,9,1,0,True
Elaine Hendrix,34,7,32.0,5,11,2.0,9,1,0,True
Andy Richter,34,8,34.0,7,9,1.0,8,1,0,True
Elaine Hendrix,34,9,36.0,5,11,2.0,7,1,0,True
Dylan Efron,34,10,27.5,4,11,1.0,6,1,0,True
Elaine Hendrix,34,10,28.5,5,11,2.0,6,1,0,True
Jordan Chiles,34,10,28.5,3,11,2.0,6,1,0,True
