celebrity_name,celebrity_age_during_season,season,placement,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_percentage,week1_percentage_rank,week2_percentage,week2_percentage_rank,week3_percentage,week3_percentage_rank,week4_percentage,week4_percentage_rank,week5_percentage,week5_percentage_rank,week6_percentage,week6_percentage_rank,week7_percentage,week7_percentage_rank,week8_percentage,week8_percentage_rank,week9_percentage,week9_percentage_rank,week10_percentage,week10_percentage_rank,week11_percentage,week11_percentage_rank,advanced_rounds,celebrity_industry_Actor/Actress,celebrity_industry_Athlete,celebrity_industry_Comedian,celebrity_industry_Con artist,celebrity_industry_Conservationist,celebrity_industry_Entrepreneur,celebrity_industry_Fitness Instructor,celebrity_industry_Model,celebrity_industry_News Anchor,celebrity_industry_Politician,celebrity_industry_Producer,celebrity_industry_Singer/Rapper,celebrity_industry_Social Media Personality,celebrity_industry_Social media personality,celebrity_industry_Sports Broadcaster,celebrity_industry_TV Personality
46,0.07110903888886873,29,9,1,0,0,11,7,0,,0,0.22194838080923807,-0.09652341781316769,0.5835195761494631,-1.080123449734643,0.0287361067569035,0.22429446763920058,-0.5,0.0,0.0,0.0,0.0,0.0692307692307692,4.0,0.0659340659340659,5.0,0.0782918149466192,3.0,0.0697674418604651,5.0,0.0836236933797909,4.0,0.0932835820895522,3.0,0.0961538461538461,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,2.6455196134766066,30,15,1,0,0,10,2,1,1,1,-3.0643389842516804,-2.659289981258135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355191256830601,9.0,0.0389610389610389,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4771698709876381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.6011347454216383,30,13,1,0,0,10,4,3,"2,3",2,-0.10752066611409368,-0.664822495314534,-1.1992507023933776,-2.075715562975245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,6.0,0.0597402597402597,9.0,0.0637583892617449,6.0,0.0623501199040767,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1.055442493878298,30,6,1,0,0,10,9,6,6,1,0.4300826644563766,0.33241124765726654,0.8994380267950342,1.5108056312794484,0.3106303720986978,-0.9607689228305222,0.5590169943749466,0.9707253433941511,-1.0101525445522093,0.0,0.0,0.0710382513661202,4.0,0.0701298701298701,5.0,0.0771812080536912,2.0,0.0875299760191846,1.0,0.0935064935064935,3.0,0.0934065934065934,4.0,0.1162079510703364,3.0,0.1363636363636363,1.0,0.1592920353982301,4.0,0.0,0.0,0.0,0.0,1.1273487010468175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.8375064580244506,30,12,1,0,0,10,4,2,2,1,-0.10752066611409368,-0.9141309310574842,-0.6745785200962747,-1.2217819452955558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,6.0,0.0571428571428571,10.0,0.0671140939597315,5.0,0.0683453237410072,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156266156580747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-0.0046089191872412125,30,9,1,0,0,10,7,6,"5,6",2,-0.10752066611409368,0.08310281191431643,0.3747658444979312,0.14451184299194622,-0.9318911162960933,-0.9607689228305222,-1.4534441853748639,0.0,0.0,0.0,0.0,0.0655737704918032,6.0,0.0675324675324675,6.0,0.0738255033557047,3.0,0.0779376498800959,5.0,0.0831168831168831,5.0,0.0934065934065934,4.0,0.0978593272171253,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1273487010468175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-1.6704039968616597,30,5,1,0,0,10,9,0,,0,0.9676859950268469,0.5817196834002167,-0.14990633779917173,0.6568720135997596,0.3106303720986978,-0.16012815380508655,-0.782623792124927,0.9707253433941511,-0.10101525445521964,0.0,0.0,0.0765027322404371,2.0,0.0727272727272727,4.0,0.0704697986577181,4.0,0.0815347721822542,3.0,0.0935064935064935,3.0,0.0989010989010989,3.0,0.1039755351681957,5.0,0.1363636363636363,1.0,0.165929203539823,3.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.6860705418722306,30,1,1,1,1,10,10,8,"1,3,5,8",4,-0.9139256619697992,-0.16620562382863371,-1.1992507023933776,-0.19706160407992931,-2.1744126046908847,1.4411533842457847,-0.782623792124927,-0.9707253433941511,-0.10101525445521964,0.9045340337332909,0.0,0.0573770491803278,8.0,0.0649350649350649,7.0,0.0637583892617449,6.0,0.0755395683453237,6.0,0.0727272727272727,6.0,0.1098901098901098,1.0,0.1039755351681957,5.0,0.1136363636363636,5.0,0.165929203539823,3.0,0.2547770700636942,1.0,0.0,0.0,1.7691561298605996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-0.4589166676439008,30,3,1,1,1,10,10,9,"3,4,5,9",4,-0.10752066611409368,-0.4155140595715839,-1.7239228846904806,-1.0509952217596181,-0.9318911162960933,-0.16012815380508655,-0.11180339887499026,-0.1386750490563073,-1.3131983079178726,-1.507556722888818,0.0,0.0655737704918032,6.0,0.0623376623376623,8.0,0.0604026845637583,7.0,0.0695443645083932,8.0,0.0831168831168831,5.0,0.0989010989010989,3.0,0.110091743119266,4.0,0.1233766233766233,3.0,0.1570796460176991,5.0,0.2420382165605095,3.0,0.0,0.0,2.0900598442674907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5254167873455283,30,11,0,0,0,10,5,0,,0,0.6988843297416117,1.080336554886117,0.3747658444979312,0.31529856652788396,0.3106303720986978,0.0,0.0,0.0,0.0,0.0,0.0,0.0737704918032786,3.0,0.0779220779220779,3.0,0.0738255033557047,3.0,0.079136690647482,4.0,0.0935064935064935,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,-0.30748075149168097,30,7,1,0,0,10,8,1,1,1,-0.645123996684564,0.33241124765726654,-0.6745785200962747,0.14451184299194622,-0.3106303720986978,0.6405126152203491,0.5590169943749466,-1.8027756377319948,0.0,0.0,0.0,0.0601092896174863,7.0,0.0701298701298701,5.0,0.0671140939597315,5.0,0.0779376498800959,5.0,0.0883116883116883,4.0,0.1043956043956044,2.0,0.1162079510703364,3.0,0.1038961038961039,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4771698709876381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,-1.44325012263333,30,8,1,0,0,10,8,0,,0,0.16128099917114147,0.33241124765726654,1.4241102090921371,0.9984454606716351,0.3106303720986978,-0.16012815380508655,1.9006577808748202,-0.6933752452815365,0.0,0.0,0.0,0.0683060109289617,5.0,0.0701298701298701,5.0,0.0805369127516778,1.0,0.0839328537170263,2.0,0.0935064935064935,3.0,0.0989010989010989,3.0,0.128440366972477,1.0,0.1168831168831168,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,-1.6704039968616597,30,2,1,1,1,10,10,0,,0,1.236487660312082,1.329644990629067,1.4241102090921371,0.9984454606716351,1.5531518604934889,1.4411533842457847,0.894427190999915,0.6933752452815365,1.4142135623730965,0.9045340337332909,0.0,0.0792349726775956,1.0,0.0805194805194805,2.0,0.0805369127516778,1.0,0.0839328537170263,2.0,0.1038961038961039,1.0,0.1098901098901098,1.0,0.1192660550458715,2.0,0.1331168831168831,2.0,0.1769911504424778,1.0,0.2547770700636942,1.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,-0.1560448353394611,30,14,0,0,0,10,3,0,,0,0.16128099917114147,-0.4155140595715839,-0.14990633779917173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683060109289617,5.0,0.0623376623376623,8.0,0.0704697986577181,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,0.7525706615738582,30,10,1,0,0,10,6,0,,0,0.4300826644563766,-0.4155140595715839,-0.14990633779917173,-0.8802084982236804,0.3106303720986978,-1.7614096918559579,0.0,0.0,0.0,0.0,0.0,0.0710382513661202,4.0,0.0623376623376623,8.0,0.0704697986577181,4.0,0.0707434052757793,7.0,0.0935064935064935,3.0,0.0879120879120879,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,-0.08032687726335115,30,4,1,0,1,10,10,0,,0,0.9676859950268469,1.5789534263720173,1.4241102090921371,0.6568720135997596,1.2425214883947913,0.6405126152203491,-0.782623792124927,0.9707253433941511,1.1111677990074333,-0.30151134457776363,0.0,0.0765027322404371,2.0,0.0831168831168831,1.0,0.0805369127516778,1.0,0.0815347721822542,3.0,0.1012987012987013,2.0,0.1043956043956044,2.0,0.1039755351681957,5.0,0.1363636363636363,1.0,0.1747787610619469,2.0,0.2484076433121019,2.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,0.8282886196499681,31,16,1,0,0,10,1,0,,0,-1.352833106882999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471204188481675,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2.342647781172167,31,14,1,0,0,10,3,2,2,1,-0.6620247118789144,-2.0199568061468653,-1.4507058921643088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549738219895288,8.0,0.0509708737864077,10.0,0.0595533498759305,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156266156580747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.7525706615738582,31,12,1,0,0,10,5,0,,0,0.9498615431306163,0.16659437576469047,-0.23817559423593104,0.13443321448446577,0.8066984691127558,0.0,0.0,0.0,0.0,0.0,0.0,0.0732984293193717,3.0,0.0679611650485436,4.0,0.0694789081885856,6.0,0.0780487804878048,3.0,0.0891861761426978,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,-1.2160962484050002,31,11,1,0,0,10,5,4,"2,4",2,-0.20148578187619134,-1.0828634424704842,0.0649569802461634,-1.0306546443809084,-0.7298700434829695,0.0,0.0,0.0,0.0,0.0,0.0,0.0602094240837696,7.0,0.058252427184466,8.0,0.0719602977667493,5.0,0.0682926829268292,6.0,0.0780379041248606,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48554127223303517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-0.08032687726335115,31,6,1,0,0,10,9,4,4,1,-0.6620247118789144,0.7913232848822778,-0.5413081687180255,-1.0306546443809084,-0.42255634096382444,-0.1662056238286334,1.2532566273166268,-0.05031546054266276,-1.5328483487124136,0.0,0.0,0.0549738219895288,8.0,0.0728155339805825,2.0,0.0669975186104218,7.0,0.0682926829268292,6.0,0.0802675585284281,6.0,0.0985507246376811,4.0,0.1198156682027649,1.0,0.1242038216560509,4.0,0.1477272727272727,4.0,0.0,0.0,0.0,0.0,0.48554127223303517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.6103525837961207,31,5,1,0,0,10,9,5,5,1,0.7195920781292547,0.47895883032348413,0.6712221292103523,-0.7393826796645648,-1.1908405972616871,-0.1662056238286334,0.1474419561548982,-0.05031546054266276,-0.7970811413304546,0.0,0.0,0.0706806282722513,4.0,0.0703883495145631,3.0,0.0769230769230769,3.0,0.0707317073170731,5.0,0.0746934225195094,9.0,0.0985507246376811,4.0,0.1121351766513056,3.0,0.1242038216560509,4.0,0.1568181818181818,3.0,0.0,0.0,0.0,0.0,0.8064449866399264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.7525706615738582,31,3,1,1,1,10,10,0,,0,1.1801310081319778,1.4160521939998651,1.2774872781745412,1.29952107334984,1.1140121716319007,-0.1662056238286334,0.8109307588519353,1.1572555924812435,-0.06131393394849571,-1.0,0.0,0.0759162303664921,2.0,0.0776699029126213,1.0,0.0818858560794044,1.0,0.0878048780487804,1.0,0.0914158305462653,2.0,0.0985507246376811,4.0,0.1167434715821812,2.0,0.143312101910828,1.0,0.1659090909090909,2.0,0.2435897435897435,2.0,0.0,0.0,-0.7980735853945291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.5854682004110674,31,13,1,0,0,10,4,3,3,1,-0.8922941768802759,-0.4581345333528969,-1.1475733176822143,-1.904470538529939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523560209424083,9.0,0.0631067961165048,6.0,0.0620347394540942,9.0,0.0609756097560975,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,-0.4589166676439008,31,10,0,0,0,10,6,3,"2,3",2,-0.8922941768802759,-0.7704989879116906,-0.8444407432001199,-0.15683875023187777,-0.42255634096382444,-0.831028119143167,0.0,0.0,0.0,0.0,0.0,0.0523560209424083,9.0,0.0606796116504854,7.0,0.064516129032258,8.0,0.0756097560975609,4.0,0.0802675585284281,6.0,0.0927536231884058,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,-0.6103525837961207,31,9,1,0,0,10,7,0,,0,0.48932261312789327,-0.1457700787941032,0.0649569802461634,0.7169771439171528,-0.576213192223397,-0.1662056238286334,-0.7372097807744846,0.0,0.0,0.0,0.0,0.0680628272251308,5.0,0.0655339805825242,5.0,0.0719602977667493,5.0,0.0829268292682926,2.0,0.0791527313266443,7.0,0.0985507246376811,4.0,0.1059907834101382,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0.7525706615738582,31,8,1,0,0,10,8,0,,0,0.02878368312517019,0.16659437576469047,0.9743547036924467,0.7169771439171528,0.4993847665936107,0.4986168714859002,-0.516046846542139,-0.855362829225267,0.0,0.0,0.0,0.06282722513089,6.0,0.0679611650485436,4.0,0.0794044665012407,2.0,0.0829268292682926,2.0,0.0869565217391304,4.0,0.1043478260869565,3.0,0.1075268817204301,5.0,0.1114649681528662,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,-1.6704039968616597,31,1,1,1,1,10,10,0,,0,1.8709394031360624,1.4160521939998651,1.2774872781745412,1.29952107334984,1.4213258741510457,1.8282618621149676,1.2532566273166268,1.1572555924812435,1.2262786789699325,1.0,0.0,0.0837696335078534,1.0,0.0776699029126213,1.0,0.0818858560794044,1.0,0.0878048780487804,1.0,0.0936454849498327,1.0,0.1159420289855072,1.0,0.1198156682027649,1.0,0.143312101910828,1.0,0.1818181818181818,1.0,0.2564102564102564,1.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,0.7525706615738582,31,15,1,0,0,10,2,0,,0,-0.8922941768802759,-1.395227897029278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523560209424083,9.0,0.0558252427184466,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,-0.4589166676439008,31,7,1,0,0,10,8,7,"1,3,5,6,7",5,-1.5831025718843605,-0.1457700787941032,-1.753838466646403,-0.7393826796645648,-1.9591248535595496,-2.1606731097722345,-2.064187386168559,-2.062933882249173,0.0,0.0,0.0,0.0445026178010471,11.0,0.0655339805825242,5.0,0.0570719602977667,11.0,0.0707317073170731,5.0,0.0691192865105908,10.0,0.081159420289855,6.0,0.0967741935483871,7.0,0.0923566878980891,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482524154537086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,-0.0046089191872412125,31,4,1,0,1,10,10,0,,0,0.9498615431306163,0.16659437576469047,0.36808955472825783,0.13443321448446577,0.3457279153340382,0.4986168714859002,0.1474419561548982,0.5534700659692904,-0.06131393394849571,-1.0,0.0,0.0732984293193717,3.0,0.0679611650485436,4.0,0.0744416873449131,4.0,0.0780487804878048,3.0,0.0858416945373467,5.0,0.1043478260869565,3.0,0.1121351766513056,3.0,0.1337579617834395,2.0,0.1659090909090909,2.0,0.2435897435897435,2.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,-0.6860705418722306,31,2,1,1,1,10,10,0,,0,0.9498615431306163,1.4160521939998651,1.2774872781745412,1.29952107334984,1.1140121716319007,0.831028119143167,-0.2948839123097932,0.1509463816279883,1.2262786789699325,1.0,0.0,0.0732984293193717,3.0,0.0776699029126213,1.0,0.0818858560794044,1.0,0.0878048780487804,1.0,0.0914158305462653,2.0,0.1072463768115942,2.0,0.1090629800307219,4.0,0.1273885350318471,3.0,0.1818181818181818,1.0,0.2564102564102564,1.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,-0.6103525837961207,32,13,1,0,0,11,2,0,,0,-0.44440090347500916,-0.6562179588897104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649350649350649,7.0,0.0672268907563025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1.1311604519544078,32,10,1,0,0,11,5,0,,0,0.14813363449166972,-0.08749572785196111,-0.19658535058309268,-0.293235845602983,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0735930735930736,5.0,0.0756302521008403,5.0,0.0804953560371517,4.0,0.0875,5.0,0.0916666666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2.115493906943837,32,7,1,0,0,11,8,7,"4,7",2,-0.14813363449166972,-0.940579074408585,-0.4110420966737389,-1.3684339461472559,0.0,-0.860277178927738,-1.4969103983674976,-0.2603778219616484,0.0,0.0,0.0,0.0692640692640692,6.0,0.0630252100840336,7.0,0.0773993808049535,5.0,0.075,7.0,0.1,3.0,0.0993788819875776,7.0,0.1152482269503546,5.0,0.1383399209486166,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482524154537086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6768527034977482,32,5,1,0,1,11,11,10,"1,4,5,6,9,10",6,-1.036935441441688,0.1968653876669135,-0.6254988427643852,-1.3684339461472559,-1.0,-1.0879976086439038,-0.13608276348795434,-0.03254722774520666,-1.0512491787119005,-1.8973665961010275,-1.97105491330515,0.0562770562770562,8.0,0.0798319327731092,4.0,0.0743034055727554,6.0,0.075,7.0,0.0875,5.0,0.0962732919254658,8.0,0.1241134751773049,4.0,0.1422924901185771,4.0,0.1447963800904977,5.0,0.1789473684210526,5.0,0.1821305841924398,3.0,2.4109635586743816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,-1.7461219549377698,32,1,1,1,1,11,11,0,,0,0.44440090347500916,1.6186709652612867,1.090155125960785,1.8571603554855631,1.3333333333333333,1.416927118233921,0.9525793444156804,0.8787751491205603,0.9062492919930167,0.9486832980505138,0.682288239221012,0.0779220779220779,4.0,0.1008403361344537,1.0,0.0990712074303405,2.0,0.1125,1.0,0.1166666666666666,1.0,0.1304347826086956,1.0,0.1312056737588652,1.0,0.1581027667984189,2.0,0.1855203619909502,2.0,0.2105263157894736,1.0,0.2061855670103092,1.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1560448353394611,32,11,1,0,0,11,4,3,3,1,0.44440090347500916,-0.940579074408585,-1.0544123349456778,-0.293235845602983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779220779220779,4.0,0.0630252100840336,7.0,0.0681114551083591,8.0,0.0875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.3583143261827377,32,14,1,0,0,11,1,0,,0,-1.3332027104250275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519480519480519,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.9040065777260781,32,12,1,0,0,11,3,1,1,1,-1.3332027104250275,-0.08749572785196111,-1.4833258271269703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519480519480519,9.0,0.0756302521008403,5.0,0.0619195046439628,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4771698709876381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.4496988292694184,32,2,1,1,1,11,11,8,8,1,1.3332027104250275,1.6186709652612867,1.5190686181420774,0.78196225494129,1.0,0.7337658290854232,0.408248290463863,-0.7160390103945319,1.341248952149665,0.0,0.682288239221012,0.0909090909090909,2.0,0.1008403361344537,1.0,0.1052631578947368,1.0,0.1,3.0,0.1125,2.0,0.1211180124223602,3.0,0.1276595744680851,3.0,0.1304347826086956,6.0,0.1945701357466063,1.0,0.2,4.0,0.2061855670103092,1.0,1.7691561298605996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,-0.9889423741766704,32,8,0,0,0,11,7,0,,0,0.7406681724583486,0.7655876187046627,0.0178713955075536,0.06516352124510803,0.0,0.27832496965309145,0.6804138174397717,0.0,0.0,0.0,0.0,0.0822510822510822,3.0,0.088235294117647,2.0,0.0835913312693498,3.0,0.0916666666666666,4.0,0.1,3.0,0.1149068322981366,5.0,0.1294326241134751,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,-1.0646603322527803,32,6,0,0,0,11,9,8,"1,5,6,7,8",5,-1.3332027104250275,-0.940579074408585,-0.6254988427643852,-0.293235845602983,-2.0,-1.5434384680762356,-1.7690759253434063,-1.8551919814767406,-1.4862488388685489,0.0,0.0,0.0519480519480519,9.0,0.0630252100840336,7.0,0.0743034055727554,6.0,0.0875,5.0,0.075,6.0,0.0900621118012422,9.0,0.1134751773049645,6.0,0.1106719367588932,7.0,0.1357466063348416,6.0,0.0,0.0,0.0,0.0,1.7691561298605996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
