contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_idx,judge_rank,score_sum,vote_rank,total_rank,obs_id,estimated_strength,strength_lower_95,strength_upper_95,strength_std,implied_audience_score,implied_audience_score_lower,implied_audience_score_upper
38,3,29,11,3,85,1,5,-0.096523418,6,11,195,9.104015811,0.655240712,46.78998226,27.41329735,28.90744892,2.080547508,148.569494
39,3,29,11,1,62,1,1,1.833944938,1,2,196,28.62549053,1.889656965,150.8215927,57.76702485,36.06685636,2.380884487,190.0285591
40,3,29,3,14,14,1,6,-1.061757596,12,18,197,1.542156889,0.136280629,6.153411972,1.864556612,6.169652089,0.545213053,24.61773592
41,3,29,7,10,84,1,6,-1.061757596,12,18,198,1.999970755,0.229053363,8.037386907,2.408398458,8.001211703,0.916365624,32.15488728
42,3,29,7,9,46,1,5,-0.096523418,6,11,199,3.978217609,0.444070316,18.42827361,5.403130915,12.63180169,1.410030503,58.51421937
28,3,29,4,13,8,2,8,-1.534440367,13,21,200,0.799069746,0.06421173,2.799504985,0.821184768,5.074900247,0.407809361,17.77968519
29,3,29,5,12,50,2,5,-0.021611836,9,14,201,2.328506782,0.283457665,9.411635021,2.713056943,7.393571394,0.900046545,29.88421421
30,3,29,8,8,20,2,3,0.583519576,4,7,202,6.369235763,0.737477087,26.97479058,8.058841331,12.73952934,1.475076656,53.95406117
31,3,29,10,5,99,2,7,-0.626743248,11,18,203,2.322890412,0.302543059,9.243158486,2.789355153,11.70890252,1.52501692,46.59162618
32,3,29,11,4,61,2,6,-0.324177542,10,16,204,2.719157454,0.328852055,11.54599146,3.984012743,10.87843629,1.315626694,46.19163645
34,3,29,6,11,110,2,3,0.583519576,4,7,205,6.075593163,0.698082736,26.59824701,7.703642061,12.15219537,1.396281411,53.20091148
35,3,29,10,6,57,2,1,1.188650988,1,2,206,14.80862098,1.471658378,68.95679731,21.94541616,18.65820973,1.854224691,86.88252526
36,3,29,11,2,86,2,1,1.188650988,1,2,207,27.93548749,1.448565797,153.7586331,68.86862596,35.19748294,1.825129057,193.7291007
37,3,29,9,7,0,2,4,0.28095387,7,11,208,3.968036721,0.506487778,15.85536431,4.552941178,9.999933076,1.276410537,39.95743819
38,3,29,11,3,85,2,7,-0.626743248,11,18,209,2.893340932,0.289358553,12.29817812,9.793982652,14.58435007,1.458558303,61.99094375
39,3,29,11,1,62,2,2,0.886085282,3,5,210,13.78939759,1.208980679,64.07760834,22.06889239,21.89051602,1.919243444,101.7224939
40,3,29,3,14,14,2,9,-2.442137485,14,23,211,0.331324287,0.028028335,1.117171417,0.321573607,2.651254674,0.224282541,8.939598012
41,3,29,7,10,84,2,4,0.28095387,7,11,212,3.384275892,0.411383693,13.62425163,3.902604595,8.528785091,1.036736725,34.33476404
42,3,29,7,9,46,2,3,0.583519576,4,7,213,5.722737382,0.63852065,24.39510629,7.305693593,11.4464252,1.277147347,48.79426415
28,3,29,4,13,8,3,5,-1.08012345,10,15,214,0.669563103,0.075203346,2.072442882,0.542952429,2.126024558,0.238788785,6.58050667
29,3,29,5,12,50,3,5,-1.08012345,10,15,215,1.916272016,0.268028972,7.068544368,1.86382926,6.084626452,0.85105672,22.4443355
30,3,29,8,8,20,3,4,-0.578637562,8,12,216,3.020275613,0.458073586,10.96335403,3.2388681,7.611460308,1.15440091,27.62897985
31,3,29,10,5,99,3,1,2.430277762,1,2,217,16.95703293,1.805748467,76.90849354,23.10551245,21.3651141,2.275163477,96.90131202
32,3,29,11,4,61,3,3,0.424334212,3,6,218,7.427118174,0.864206045,32.99936244,10.73274616,14.85546985,1.728555619,66.00420544
34,3,29,6,11,110,3,4,-0.578637562,8,12,219,2.898212876,0.426342999,10.38580389,2.839326599,7.303847429,1.074435988,26.17348356
35,3,29,10,6,57,3,3,0.424334212,3,6,220,6.095089205,0.816343677,24.62489273,7.589885694,12.19119069,1.632822933,49.2538752
36,3,29,11,2,86,3,3,0.424334212,3,6,221,11.12861619,0.86118933,56.08482665,23.2280299,22.25908064,1.722521686,112.1789679
37,3,29,9,7,0,3,3,0.424334212,3,6,222,5.607829482,0.771829511,21.65827347,6.627523404,11.21659032,1.543787209,43.32014397
38,3,29,11,3,85,3,5,-1.08012345,10,15,223,4.178740787,0.457432064,17.68408975,14.49710373,13.26851121,1.452457277,56.15125586
39,3,29,11,1,62,3,2,0.9258201,2,4,224,11.9734674,1.206296483,52.7168889,19.74865607,19.00774695,1.914982313,83.68747755
41,3,29,7,10,84,3,3,0.424334212,3,6,225,4.782920787,0.662704159,19.11581636,5.301136641,9.566635926,1.32551838,38.23480749
42,3,29,7,9,46,3,5,-1.08012345,10,15,226,1.97642878,0.285414797,7.006551758,1.918132551,6.275638706,0.906260911,22.247494
29,3,29,5,12,50,4,6,-1.695430299,11,17,227,0.5508082,0.065320917,1.649919986,0.422210642,2.203598729,0.261327065,6.600776073
30,3,29,8,8,20,4,6,-1.695430299,11,17,228,1.356530727,0.223441784,4.324125178,1.167223654,5.427024123,0.89391558,17.29937345
31,3,29,10,5,99,4,4,0.028736107,5,9,229,4.796131848,0.727639941,17.92937084,5.405531149,12.08683308,1.833740771,45.18418581
32,3,29,11,4,61,4,4,0.028736107,5,9,230,4.020817951,0.577549417,16.48933794,5.341933006,10.13294817,1.455494474,41.55512851
34,3,29,6,11,110,4,5,-1.005763736,10,15,231,1.714967608,0.246786493,5.757743136,1.563914656,5.445436339,0.783606717,18.28222502
35,3,29,10,6,57,4,1,1.752902512,1,2,232,9.291439616,1.113076927,39.19094959,10.91825651,11.70680438,1.402427868,49.37886909
36,3,29,11,2,86,4,3,0.718402669,3,6,233,9.1140085,0.750557279,45.48695594,19.04337499,18.22953066,1.501239212,90.98146641
37,3,29,9,7,0,4,4,0.028736107,5,9,234,3.058181817,0.485070932,10.57159979,2.955722337,7.706988531,1.222437491,26.64171173
38,3,29,11,3,85,4,4,0.028736107,5,9,235,6.02243467,0.642395883,25.14264153,13.50321652,15.1772647,1.61891542,63.36250149
39,3,29,11,1,62,4,2,1.06323595,2,4,236,9.621561274,1.088759959,40.14884085,14.49704619,15.27412201,1.728394383,63.7358404
41,3,29,7,10,84,4,3,0.718402669,3,6,237,3.823736058,0.558908972,13.79133821,3.932877629,7.648107166,1.117910768,27.5849669
42,3,29,7,9,46,4,4,0.028736107,5,9,238,2.741090035,0.441673098,9.797106001,2.700144422,6.90787884,1.113069696,24.68989357
30,3,29,8,8,20,5,4,-0.128168267,7,11,239,2.217637367,0.371408794,7.692497741,2.021645909,5.588714725,0.935995139,19.38602589
31,3,29,10,5,99,5,7,-2.242944676,11,18,240,1.421540978,0.223161939,4.762257163,1.281750684,7.165505809,1.124883625,24.00492276
32,3,29,11,4,61,5,1,0.929219937,1,2,241,9.364243475,1.03354805,40.93663127,12.48016009,11.79853404,1.302224988,51.57835107
34,3,29,6,11,110,5,6,-1.185556472,10,16,242,0.556698723,0.067702747,1.683356459,0.439726411,2.227164736,0.270855966,6.734544176
35,3,29,10,6,57,5,5,-0.833093737,9,14,243,1.745851329,0.257319267,5.730029026,1.615647421,5.543499611,0.817050817,18.19422603
36,3,29,11,2,86,5,2,0.576757203,5,7,244,8.453229628,0.650302731,45.58895503,16.2307779,13.41940846,1.032348386,72.37196143
37,3,29,9,7,0,5,1,0.929219937,1,2,245,6.98738677,0.862023959,26.61131276,7.822776701,8.803799353,1.086112193,33.52908115
38,3,29,11,3,85,5,4,-0.128168267,7,11,246,4.269019341,0.49546472,17.63198887,9.628763395,10.75844573,1.248631095,44.43474723
39,3,29,11,1,62,5,1,0.929219937,1,2,247,10.65200685,1.194899656,45.4466577,15.02818444,13.42105913,1.5055209,57.26078559
41,3,29,7,10,84,5,1,0.929219937,1,2,248,6.046540765,0.807723243,23.4536727,6.666956427,7.618374855,1.017695684,29.55059385
42,3,29,7,9,46,5,3,0.224294468,6,9,249,2.72233541,0.415958663,9.42848408,2.746704765,5.445122947,0.831986408,18.85853405
30,3,29,8,8,20,6,3,0,5,8,250,2.831257738,0.516639268,9.654997884,2.589542579,5.662985694,1.03336434,19.31159928
31,3,29,10,5,99,6,2,0.5,2,4,251,6.72090559,0.961296113,26.02917297,7.453461079,10.66936322,1.526046937,41.32102395
32,3,29,11,4,61,6,3,0,5,8,252,3.694255645,0.616138669,14.46462379,4.103432017,7.389124835,1.232379666,28.93164989
35,3,29,10,6,57,6,2,0.5,2,4,253,4.801774751,0.742111657,18.67210071,5.044054352,7.62276426,1.178094039,29.64175318
36,3,29,11,2,86,6,1,2,1,2,254,11.69693675,0.987863593,59.8441897,21.68285426,14.73762474,1.244664586,75.40104131
37,3,29,9,7,0,6,3,0,5,8,255,2.969747645,0.501819932,10.30843619,3.262767629,5.939988509,1.003723206,20.61858442
38,3,29,11,3,85,6,2,0.5,2,4,256,8.622354297,0.896201123,37.34267176,17.57350827,13.687892,1.422709362,59.28107803
39,3,29,11,1,62,6,5,-1,9,14,257,2.244713477,0.378316596,8.228717806,2.759171052,7.127507413,1.201246562,26.12816636
41,3,29,7,10,84,6,6,-2,10,16,258,0.631015624,0.069596527,2.083478049,0.553340343,2.524481713,0.278432346,8.335296359
42,3,29,7,9,46,6,4,-0.5,8,12,259,0.840795501,0.109570802,2.632357103,0.693361492,2.118906485,0.276131691,6.633858683
30,3,29,8,8,20,7,4,-0.40449442,5,9,260,0.764892829,0.084925388,2.616223521,0.706942638,1.927622559,0.214022263,6.593200104
31,3,29,10,5,99,7,5,-0.404602292,7,12,261,2.158553398,0.291877859,7.78561351,2.282468042,6.853928353,0.926782695,24.72120321
32,3,29,11,4,61,7,2,0.674121409,3,5,262,4.538464884,0.543608466,19.58311299,5.483124255,7.204762761,0.862972421,31.08797508
35,3,29,10,6,57,7,1,1.213591132,1,2,263,5.603627704,0.67444864,22.87550732,6.608377092,7.06032392,0.84977556,28.82213096
36,3,29,11,2,86,7,1,1.213591132,1,2,264,10.41897499,0.722817694,54.13242412,21.97308754,13.12744926,0.910718435,68.20446843
37,3,29,9,7,0,7,4,-0.40449442,5,9,265,2.071827135,0.274816594,7.647923016,2.084354326,5.221255284,0.692571097,19.27369218
38,3,29,11,3,85,7,6,-2.022579972,8,14,266,1.906148017,0.206451964,7.752722577,2.60448195,7.625858421,0.825945015,31.01604084
39,3,29,11,1,62,7,3,0.134867431,4,7,267,3.894553358,0.473869006,15.52340363,5.507704517,7.789753528,0.947816712,31.0493854
31,3,29,10,5,99,8,2,0.615416331,3,5,268,4.840254716,0.531517884,20.20139897,6.598600238,7.683850779,0.843778757,32.06949724
32,3,29,11,4,61,8,3,-0.677035511,5,8,269,2.857848641,0.305174138,12.26771935,3.538839687,5.716171916,0.61039896,24.53747614
35,3,29,10,6,57,8,1,1.046319775,1,2,270,5.007249854,0.518212007,21.24446841,6.523457129,6.308914115,0.652924288,26.76709382
36,3,29,11,2,86,8,2,0.615416331,3,5,271,6.139856135,0.405627638,34.07411291,11.09631593,9.746953645,0.643929385,54.09227703
37,3,29,9,7,0,8,4,-1.107852792,6,10,272,0.882095888,0.068264354,3.495651979,0.970901413,2.222988463,0.172034438,8.809466318
38,3,29,11,3,85,8,5,-1.538583909,7,12,273,2.352504561,0.214812505,10.34992785,4.324775442,7.469770139,0.682081583,32.86352054
39,3,29,11,1,62,8,1,1.046319775,1,2,274,6.893192535,0.682448074,31.1007301,13.05000428,8.685118768,0.859854494,39.18554912
31,3,29,10,5,99,9,3,-0.654653671,4,7,275,1.542435993,0.129395699,6.685232125,2.040743743,3.085128155,0.258812889,13.37157454
32,3,29,11,4,61,9,2,0,3,5,276,4.12157858,0.438583328,18.92472929,5.753249203,6.542960369,0.696246179,30.04279824
35,3,29,10,6,57,9,3,-0.654653671,4,7,277,1.354798504,0.107625792,5.695809478,1.711747626,2.709822014,0.215269459,11.39256492
36,3,29,11,2,86,9,1,1.309307341,1,2,278,8.373267001,0.581723132,46.02676901,16.88229071,10.54994736,0.732945506,57.99170026
38,3,29,11,3,85,9,4,-1.309307341,6,10,279,3.288349066,0.325937324,15.04933159,4.740294223,8.287037874,0.821401529,37.92613812
39,3,29,11,1,62,9,1,1.309307341,1,2,280,6.496608437,0.656531984,32.08522373,10.69549445,8.185440284,0.827201363,40.42596771
32,3,29,11,4,61,10,1,0.577350269,1,2,281,4.796781456,0.264740938,25.37831259,8.442854688,6.043733211,0.333561913,31.97555528
36,3,29,11,2,86,10,1,0.577350269,1,2,282,7.25917048,0.239400391,45.09246887,15.66818261,9.146234848,0.30163394,56.81452327
38,3,29,11,3,85,10,2,-1.732050808,4,6,283,4.369653581,0.181885233,25.08103661,9.49235174,6.936776686,0.288740794,39.81586796
39,3,29,11,1,62,10,1,0.577350269,1,2,284,5.724900512,0.286903347,30.39529542,11.938636,7.213122313,0.361485572,38.29673252
43,4,30,2,15,74,0,9,-3.064338984,15,24,285,0.722344065,0.03435178,3.290565156,1.155282765,5.78019225,0.274882709,26.3310798
44,4,30,4,13,12,0,6,-0.107520666,9,15,286,4.558475425,0.30467271,22.40205949,8.440585324,18.23693013,1.21889325,89.62312081
45,4,30,9,6,81,0,4,0.430082664,5,9,287,9.209692949,0.688281955,47.66338421,14.96448547,23.20954155,1.73455388,120.1175004
46,4,30,4,12,77,0,6,-0.107520666,9,15,288,5.470995276,0.374795726,28.72074866,8.584950313,21.88761577,1.499431902,114.9020753
47,4,30,7,9,82,0,6,-0.107520666,9,15,289,4.983996603,0.387621747,25.07409009,8.137623851,19.93929754,1.550744505,100.3130184
48,4,30,9,5,102,0,2,0.967685995,2,4,290,32.42353493,1.832030157,191.6536483,60.74046747,51.47200276,2.908327593,304.2480451
49,4,30,10,1,41,0,8,-0.913925662,14,22,291,4.022161295,0.263062975,21.51832884,7.25193188,25.5447881,1.67071568,136.6631296
50,4,30,10,3,22,0,6,-0.107520666,9,15,292,18.08219671,0.931574251,101.5450984,36.30107671,72.34079978,3.726915899,406.2478555
51,4,30,5,11,80,0,3,0.69888433,4,7,293,9.864206071,0.67972577,55.78592306,18.01420857,19.7300504,1.35956443,111.5811111
52,4,30,8,7,52,0,7,-0.645123997,13,20,294,3.154674509,0.230825804,14.96952331,4.660486481,15.90164397,1.163514571,75.45628856
53,4,30,8,8,87,0,5,0.161280999,7,12,295,6.837512223,0.450502429,35.54231037,12.34057354,21.71075265,1.430454015,112.8554193
54,4,30,10,2,53,0,1,1.23648766,1,2,296,54.21752099,1.950905599,353.6963127,158.0975398,68.31168674,2.458055066,445.6417644
55,4,30,3,14,21,0,5,0.161280999,7,12,297,5.065949069,0.30415958,27.77477999,9.091527752,16.08561178,0.965780126,88.1916344
56,4,30,6,10,68,0,4,0.430082664,5,9,298,9.008749353,0.642452866,48.44907215,16.04010518,22.70313935,1.619059025,122.0975291
57,4,30,10,4,5,0,2,0.967685995,2,4,299,32.74112514,1.600350469,202.4888322,71.48610257,51.97617371,2.540538653,321.4487795
43,4,30,2,15,74,1,11,-2.659289981,15,26,300,0.281799021,0.014458453,1.08485287,0.373304059,3.579714241,0.18366682,13.78096794
44,4,30,4,13,12,1,9,-0.664822495,13,22,301,1.32569097,0.130905133,5.556655204,1.87567835,10.60817004,1.04750198,44.46431681
45,4,30,9,6,81,1,5,0.332411248,5,10,302,5.6062778,0.526515645,26.19145321,8.220781128,17.801286,1.671814334,83.16418949
46,4,30,4,12,77,1,10,-0.914130931,14,24,303,1.184879743,0.108788143,5.006848473,1.572128158,11.94614556,1.096819317,50.47984067
47,4,30,7,9,82,1,6,0.083102812,8,14,304,4.186645808,0.410766535,19.51062328,6.692249694,16.74936464,1.643339032,78.05545504
48,4,30,9,5,102,1,4,0.581719683,4,8,305,12.47005624,1.000722355,68.09885613,20.45698191,31.42605188,2.521941523,171.6173644
49,4,30,10,1,41,1,7,-0.166205624,9,16,306,5.811076666,0.496231725,29.71180884,10.00185744,29.29166606,2.501335779,149.7671486
50,4,30,10,3,22,1,8,-0.41551406,10,18,307,8.001351184,0.515608515,39.5900937,16.5144421,50.81666435,3.274635029,251.4370957
51,4,30,5,11,80,1,3,1.080336555,3,6,308,8.071849466,0.629608189,40.81884655,12.52317968,16.14503951,1.259320944,81.64447233
52,4,30,8,7,52,1,5,0.332411248,5,10,309,7.436305074,0.682199466,36.73341777,11.15098852,23.61206456,2.166148065,116.637473
53,4,30,8,8,87,1,5,0.332411248,5,10,310,6.25592059,0.508244296,30.43298418,11.3129737,19.86405875,1.613798386,96.63207468
54,4,30,10,2,53,1,2,1.329644991,2,4,311,28.22928742,1.406883011,166.4626231,81.37929718,44.81368127,2.233411206,264.2575714
55,4,30,3,14,21,1,8,-0.41551406,10,18,312,1.603782345,0.112047863,7.274397842,2.556984052,10.1856383,0.711617143,46.19977613
56,4,30,6,10,68,1,8,-0.41551406,10,18,313,1.810209989,0.180202778,8.179915587,2.547522895,11.49666241,1.144469711,51.95072872
57,4,30,10,4,5,1,1,1.578953426,1,2,314,33.31435966,1.946106857,195.1846481,63.26657159,41.9746248,2.452008863,245.9240536
44,4,30,4,13,12,2,6,-1.199250702,12,18,315,2.529948151,0.322483291,9.782286351,3.028525299,10.12147338,1.290147405,39.13564428
45,4,30,9,6,81,2,2,0.899438027,4,6,316,9.793442556,1.096365751,45.88716927,13.00260643,15.54698164,1.740468493,72.84537324
46,4,30,4,12,77,2,5,-0.67457852,10,15,317,4.035784308,0.523335005,16.31077689,4.803732675,12.81458987,1.661715032,51.79065586
47,4,30,7,9,82,2,3,0.374765844,5,8,318,8.504141142,0.98479586,37.97318487,11.4110563,17.00969466,1.969755276,75.95267636
48,4,30,9,5,102,2,4,-0.149906338,7,11,319,7.599115083,0.884125934,34.32736318,10.12047769,19.15069028,2.228104423,86.50911233
49,4,30,10,1,41,2,6,-1.199250702,12,18,320,4.937930134,0.558876082,22.82805283,8.299355326,19.75500106,2.235875619,91.32737719
50,4,30,10,3,22,2,7,-1.723922885,14,21,321,6.085517324,0.543456684,29.00763714,10.03339564,30.67502831,2.739380778,146.2176579
51,4,30,5,11,80,2,3,0.374765844,5,8,322,5.52925857,0.649002496,24.44874771,7.501042173,11.05943545,1.298112778,48.9015559
52,4,30,8,7,52,2,5,-0.67457852,10,15,323,4.189262045,0.563653284,17.23781666,5.066005932,13.30191875,1.789735304,54.73423103
53,4,30,8,8,87,2,1,1.424110209,1,2,324,17.18565664,1.462764184,79.92356421,29.07906498,21.65316989,1.843018398,100.7001682
54,4,30,10,2,53,2,1,1.424110209,1,2,325,30.82919517,1.820549198,162.2584499,95.49709048,38.84342708,2.293811746,204.4384951
55,4,30,3,14,21,2,4,-0.149906338,7,11,326,1.061090422,0.11225458,3.710153753,1.028789111,2.674076364,0.282895136,9.350036767
56,4,30,6,10,68,2,4,-0.149906338,7,11,327,4.618534912,0.632195517,18.76156493,5.744934875,11.63926729,1.593209264,47.28141569
57,4,30,10,4,5,2,1,1.424110209,1,2,328,25.66191264,2.048422721,142.9874301,42.00564581,32.33287884,2.580922342,180.1578595
44,4,30,4,13,12,3,10,-2.075715563,13,23,329,0.520682795,0.047177598,1.815112958,0.522034663,5.24960655,0.475652024,18.30025682
45,4,30,9,6,81,3,1,1.510805631,1,2,330,12.77055817,1.412000228,58.86456695,17.63577457,16.09034041,1.779058051,74.16675983
46,4,30,4,12,77,3,9,-1.221781945,12,21,331,0.658488455,0.068325234,2.11302305,0.584645816,5.269220096,0.546738056,16.90839594
47,4,30,7,9,82,3,5,0.144511843,7,12,332,3.617088706,0.565313866,13.74946562,3.979217973,11.48513021,1.795008055,43.65787401
48,4,30,9,5,102,3,3,0.656872014,4,7,333,9.654362246,1.131794814,42.33524174,12.97553811,19.3103279,2.263777597,84.67751456
49,4,30,10,1,41,3,6,-0.197061604,9,15,334,4.609935612,0.591258955,20.02943555,6.466046674,18.44280507,2.365428624,80.13104879
50,4,30,10,3,22,3,8,-1.050995222,11,19,335,4.682570518,0.507019467,19.92499733,8.008254913,29.73905392,3.220085895,126.5438647
51,4,30,5,11,80,3,4,0.315298567,6,10,336,3.188715491,0.444143521,12.99589261,3.594966183,8.035949199,1.119295461,32.7512232
52,4,30,8,7,52,3,5,0.144511843,7,12,337,3.975299025,0.643108063,14.93983083,4.344502799,12.62253449,2.042023419,47.43757101
53,4,30,8,8,87,3,2,0.998445461,2,4,338,9.827528458,1.066448856,42.14330588,14.75636265,15.60109263,1.692975752,66.90203155
54,4,30,10,2,53,3,2,0.998445461,2,4,339,16.87413232,1.373809905,83.54578285,41.68769004,26.78749827,2.180908016,132.6280054
56,4,30,6,10,68,3,7,-0.880208498,10,17,340,1.655433489,0.27210533,5.597689138,1.536886468,8.34447861,1.371590657,28.21605192
57,4,30,10,4,5,3,3,0.656872014,4,7,341,9.178530553,1.070515478,42.10594553,12.73241138,18.35858549,2.141208747,84.21888407
45,4,30,9,6,81,4,3,0.310630372,3,6,342,5.468321273,0.861056653,21.33951046,5.795947486,10.93755073,1.722256311,42.68256501
47,4,30,7,9,82,4,5,-0.931891116,9,14,343,2.802634588,0.478251753,9.457091494,2.711139632,8.899041685,1.518564821,30.02854949
48,4,30,9,5,102,4,3,0.310630372,3,6,344,8.401079081,1.094882799,35.62611149,10.06253743,16.80355342,2.189947436,71.2581398
49,4,30,10,1,41,4,6,-2.174412605,11,17,345,3.441600258,0.517243948,12.9470939,4.155700568,13.76868747,2.069319423,51.79697703
50,4,30,10,3,22,4,5,-0.931891116,9,14,346,8.879008003,0.843239243,39.24505119,14.07281341,28.19299479,2.677488247,124.6125157
51,4,30,5,11,80,4,3,0.310630372,3,6,347,1.139185795,0.159235685,3.447835041,0.864432152,2.278560787,0.318497816,6.896242702
52,4,30,8,7,52,4,4,-0.310630372,8,12,348,4.083505436,0.649231555,15.94248248,4.238137969,10.29092822,1.636142143,40.17698653
53,4,30,8,8,87,4,3,0.310630372,3,6,349,5.868303032,0.813234059,22.26701578,7.882971421,11.73758068,1.62660318,44.53772968
54,4,30,10,2,53,4,1,1.55315186,1,2,350,18.82650582,1.561611036,90.55066012,57.28852781,23.72056754,1.967561076,114.0898406
56,4,30,6,10,68,4,3,0.310630372,3,6,351,5.116712151,0.81621239,19.03039637,5.912667666,10.23427409,1.632560337,38.06395334
57,4,30,10,4,5,4,2,1.242521488,2,4,352,11.20261795,1.302824541,50.19818563,15.62421884,17.78403199,2.068219537,79.68906399
45,4,30,9,6,81,5,4,-0.960768923,8,12,353,2.600611539,0.40752276,9.038265661,2.434385534,6.553856019,1.027006706,22.77752402
47,4,30,7,9,82,5,4,-0.960768923,8,12,354,2.997112044,0.458308992,10.23376648,2.852236796,7.553085309,1.154994161,25.79033086
48,4,30,9,5,102,5,3,-0.160128154,5,8,355,5.957304505,0.809666259,22.40698208,6.764345071,11.91559841,1.619466988,44.81768553
49,4,30,10,1,41,5,1,1.441153384,1,2,356,18.97112035,1.817378531,87.27352894,27.96812924,23.90277547,2.289816845,109.9607998
50,4,30,10,3,22,5,3,-0.160128154,5,8,357,15.9778294,1.276950797,69.97304885,34.49488727,31.95831241,2.554113671,139.9577189
52,4,30,8,7,52,5,2,0.640512615,3,5,358,7.642446966,1.001519826,29.89720812,9.015324847,12.13229996,1.589901637,47.46148692
53,4,30,8,8,87,5,3,-0.160128154,5,8,359,4.178259174,0.588491678,15.50467101,4.609846471,8.357212278,1.177081093,31.01191706
54,4,30,10,2,53,5,1,1.441153384,1,2,360,15.36735127,1.297942206,71.32527889,43.1772669,19.36218527,1.635349971,89.86670765
56,4,30,6,10,68,5,5,-1.761409692,10,15,361,0.92113212,0.109590869,2.790791719,0.734606196,2.924816946,0.347977475,8.861437715
57,4,30,10,4,5,5,2,0.640512615,3,5,362,8.418672228,0.968188535,35.1467424,10.98281078,13.36454897,1.536988581,55.79506449
45,4,30,9,6,81,6,3,0.559016994,3,6,363,3.827892516,0.518354911,14.70379093,3.901555492,7.656420772,1.036795911,29.41002389
47,4,30,7,9,82,6,6,-1.453444185,9,15,364,0.853408726,0.087133702,2.764175532,0.725315893,3.414201868,0.348592694,11.05853851
48,4,30,9,5,102,6,5,-0.782623792,6,11,365,3.072919272,0.413799537,11.05030891,3.307467701,9.757260833,1.313913468,35.08739957
49,4,30,10,1,41,6,5,-0.782623792,6,11,366,4.110457074,0.525477262,16.66660891,5.084773978,13.05169393,1.668517216,52.92050848
50,4,30,10,3,22,6,4,-0.111803399,5,9,367,10.49893726,0.91946564,46.06009631,20.63151486,26.45859333,2.317164763,116.0770207
52,4,30,8,7,52,6,3,0.559016994,3,6,368,5.120495399,0.650771221,20.10742165,6.074948964,10.24184122,1.301650524,40.21818276
53,4,30,8,8,87,6,1,1.900657781,1,2,369,7.607995283,0.84484209,31.39594048,9.813665752,9.585738725,1.064463796,39.55750119
54,4,30,10,2,53,6,2,0.894427191,2,4,370,9.275196742,0.817199839,40.9075433,22.33897243,14.72427215,1.297295699,64.94027213
57,4,30,10,4,5,6,5,-0.782623792,6,11,371,2.915328372,0.420589382,10.85418434,3.296500625,9.256871666,1.335472864,34.46465669
45,4,30,9,6,81,7,1,0.970725343,1,2,372,6.294010804,0.85732224,24.66165683,7.134305221,7.930176197,1.080188235,31.07260061
48,4,30,9,5,102,7,1,0.970725343,1,2,373,9.646652243,1.1022843,40.48662362,13.00382776,12.15435664,1.388829633,51.01136127
49,4,30,10,1,41,7,5,-0.970725343,7,12,374,3.743019162,0.556346996,14.38142667,4.266762553,11.88498982,1.766536076,45.66450296
50,4,30,10,3,22,7,3,-0.138675049,5,8,375,11.83826444,1.019063317,56.69516914,23.49782355,23.67849499,2.038295882,113.3997543
52,4,30,8,7,52,7,6,-1.802775638,8,14,376,1.14008269,0.11458608,4.35265359,1.140052242,4.561088177,0.458420445,17.41350605
53,4,30,8,8,87,7,4,-0.693375245,6,10,377,1.368249626,0.144743447,5.072678756,1.340632723,3.448154757,0.364771016,12.78376478
54,4,30,10,2,53,7,2,0.693375245,4,6,378,6.948955371,0.749992232,29.49248065,15.40958841,11.03138972,1.190604366,46.81898654
57,4,30,10,4,5,7,1,0.970725343,1,2,379,9.556381041,0.997880639,42.00014288,15.17620112,12.0406189,1.257285622,52.91832882
45,4,30,9,6,81,8,4,-1.010152545,5,9,380,1.532445598,0.127551634,6.034895282,1.714928481,3.861948491,0.321445564,15.20866695
48,4,30,9,5,102,8,3,-0.101015254,3,6,381,2.165759576,0.199040057,8.333063929,2.376082525,4.331878843,0.398113171,16.66751182
49,4,30,10,1,41,8,3,-0.101015254,3,6,382,6.809135743,0.821769833,29.29577628,9.460429842,13.61940235,1.643676146,58.59641804
50,4,30,10,3,22,8,5,-1.313198308,6,11,383,6.628868011,0.633867938,28.5818486,12.86087296,21.04825688,2.01268379,90.75427215
54,4,30,10,2,53,8,1,1.414213562,1,2,384,10.24857187,0.893125581,45.27662766,27.45390535,12.91274884,1.125298867,57.04655523
57,4,30,10,4,5,8,2,1.111167799,2,4,385,6.525373443,0.775769383,27.90079234,9.517689889,10.3589581,1.231525308,44.29219897
49,4,30,10,1,41,9,1,0.904534034,1,2,386,10.80284197,0.585559894,54.64000858,20.26819198,13.61110473,0.737779657,68.84400249
50,4,30,10,3,22,9,3,-1.507556723,4,7,387,9.700250543,0.428045486,48.89463538,20.25210332,19.40211211,0.856162063,97.79739124
54,4,30,10,2,53,9,1,0.904534034,1,2,388,8.593193791,0.40372316,42.61478798,26.95788741,10.82704542,0.508673387,53.69275456
57,4,30,10,4,5,9,2,-0.301511345,3,5,389,4.992746887,0.313223195,23.49935165,9.977460591,7.925930413,0.497238355,37.3049606
58,5,31,1,16,44,0,10,-1.352833107,15,25,390,0.443858984,0.031283839,1.939657871,0.589241001,4.475056702,0.315408628,19.55593839
59,5,31,3,14,19,0,8,-0.662024712,10,18,391,1.921052912,0.139940674,8.881120354,2.87764202,12.20062696,0.888764671,56.40408747
