HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HasName,Group,Deck,Num,Side,GroupSize
Europa,False,55 Cancri e,39.0,0,0.0,,0.0,1528.0,1119.0,False,True,2054,C,69,P,1
Earth,False,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,False,True,2055,G,330,P,6
Unknown,False,PSO J318.5-22,32.0,0,0.0,58.0,0.0,0.0,642.0,True,True,2055,G,330,P,6
Earth,True,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,False,2055,G,330,P,6
Earth,False,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2055,G,330,P,6
Earth,True,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2055,G,330,P,6
Earth,True,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2055,G,330,P,6
Earth,True,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2056,G,331,P,4
Earth,False,TRAPPIST-1e,14.0,0,16.0,0.0,0.0,712.0,149.0,False,True,2056,F,407,P,4
Earth,False,TRAPPIST-1e,68.0,0,0.0,286.0,0.0,1739.0,13.0,False,True,2056,F,407,P,4
Earth,True,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2056,G,331,P,4
Earth,False,TRAPPIST-1e,55.0,0,2.0,0.0,0.0,0.0,907.0,True,True,2059,G,333,P,1
Unknown,False,55 Cancri e,22.0,0,1430.0,0.0,0.0,0.0,423.0,False,True,2060,G,327,S,1
Europa,False,TRAPPIST-1e,34.0,0,0.0,5063.0,0.0,56.0,327.0,True,True,2061,D,65,P,1
Mars,False,TRAPPIST-1e,17.0,0,583.0,0.0,753.0,0.0,0.0,False,False,2062,F,398,S,1
Earth,True,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2063,G,328,S,1
Earth,False,TRAPPIST-1e,13.0,0,12.0,0.0,0.0,0.0,1963.0,False,True,2065,F,410,P,1
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2066,G,329,S,1
Europa,True,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2067,C,70,P,2
Europa,False,TRAPPIST-1e,27.0,1,0.0,0.0,72.0,668.0,2713.0,False,True,2067,C,70,P,2
Earth,False,TRAPPIST-1e,17.0,0,,1.0,533.0,326.0,0.0,True,True,2070,E,127,P,1
Europa,False,55 Cancri e,45.0,0,0.0,3559.0,0.0,3615.0,163.0,False,True,2071,C,78,S,2
Europa,False,55 Cancri e,28.0,0,167.0,2406.0,71.0,283.0,650.0,True,True,2071,C,78,S,2
Earth,False,TRAPPIST-1e,23.0,0,177.0,0.0,7.0,0.0,448.0,False,True,2073,F,401,S,1
Europa,False,TRAPPIST-1e,24.0,0,1289.0,3343.0,0.0,4996.0,729.0,False,True,2074,D,69,S,2
Europa,False,TRAPPIST-1e,23.0,0,9.0,4081.0,0.0,0.0,16.0,True,True,2074,D,69,S,2
Earth,False,55 Cancri e,29.0,0,270.0,0.0,0.0,25.0,343.0,False,True,2075,F,402,S,1
Earth,False,TRAPPIST-1e,46.0,0,430.0,0.0,340.0,52.0,61.0,False,True,2080,G,334,P,1
Earth,False,PSO J318.5-22,17.0,0,8.0,911.0,0.0,0.0,0.0,True,True,2081,F,411,P,1
Earth,False,TRAPPIST-1e,20.0,0,0.0,0.0,4.0,35.0,769.0,False,True,2082,G,335,P,1
Earth,False,TRAPPIST-1e,24.0,0,121.0,20.0,0.0,68.0,506.0,False,True,2083,F,407,S,1
Europa,False,TRAPPIST-1e,40.0,0,19.0,10.0,1.0,4759.0,6007.0,False,True,2084,A,16,P,2
Europa,True,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,True,True,2084,A,16,P,2
Europa,False,TRAPPIST-1e,38.0,0,0.0,590.0,2640.0,6202.0,99.0,False,True,2085,C,72,P,1
Europa,False,TRAPPIST-1e,65.0,0,51.0,4451.0,0.0,20.0,397.0,True,True,2086,A,26,S,2
Europa,False,TRAPPIST-1e,19.0,0,0.0,1342.0,0.0,152.0,556.0,True,True,2086,A,26,S,2
Earth,False,TRAPPIST-1e,54.0,0,0.0,0.0,872.0,0.0,1.0,True,True,2087,F,408,S,1
Earth,False,55 Cancri e,38.0,0,0.0,717.0,0.0,0.0,0.0,False,True,2088,F,409,S,2
Earth,False,TRAPPIST-1e,40.0,0,51.0,0.0,1.0,368.0,509.0,True,True,2088,G,331,S,2
Earth,False,PSO J318.5-22,21.0,0,,2.0,133.0,0.0,549.0,False,True,2089,F,412,P,1
Earth,False,TRAPPIST-1e,22.0,0,8.0,0.0,801.0,0.0,12.0,True,True,2090,F,413,P,1
Earth,False,TRAPPIST-1e,33.0,0,356.0,,0.0,245.0,0.0,False,True,2091,F,414,P,1
Mars,False,TRAPPIST-1e,18.0,0,29.0,0.0,2315.0,0.0,1.0,True,True,2092,D,70,S,5
Mars,False,TRAPPIST-1e,43.0,0,546.0,0.0,41.0,710.0,0.0,False,True,2092,E,153,S,5
Mars,False,TRAPPIST-1e,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,False,True,2092,U,-1,U,5
Mars,False,TRAPPIST-1e,26.0,0,1751.0,0.0,0.0,0.0,0.0,False,False,2092,F,410,S,5
Mars,False,TRAPPIST-1e,22.0,0,2300.0,0.0,22.0,256.0,0.0,False,True,2092,D,70,S,5
Mars,True,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2094,F,415,P,1
Earth,False,PSO J318.5-22,25.0,0,0.0,11.0,0.0,13.0,1344.0,False,True,2095,F,411,S,1
Mars,False,TRAPPIST-1e,29.0,0,216.0,10.0,611.0,594.0,0.0,False,True,2096,F,412,S,2
Mars,False,TRAPPIST-1e,49.0,0,1624.0,0.0,68.0,,0.0,False,True,2096,F,412,S,2
Europa,True,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2097,B,86,S,1
Mars,False,Unknown,45.0,0,10.0,1095.0,1474.0,0.0,0.0,True,True,2099,D,71,S,1
Earth,False,PSO J318.5-22,45.0,0,0.0,0.0,734.0,3.0,5.0,True,True,2100,F,413,S,1
Europa,False,TRAPPIST-1e,30.0,0,63.0,9314.0,249.0,2624.0,4538.0,False,True,2102,C,79,S,1
Earth,False,TRAPPIST-1e,29.0,0,776.0,0.0,4.0,0.0,23.0,False,True,2104,F,414,S,2
Earth,False,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2104,U,-1,U,2
Earth,True,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2105,G,335,S,1
Earth,False,55 Cancri e,20.0,0,1.0,0.0,0.0,4926.0,1.0,False,True,2106,G,336,S,1
Earth,False,TRAPPIST-1e,33.0,0,235.0,2.0,1.0,650.0,0.0,False,True,2107,G,338,P,1
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2110,G,339,P,1
Mars,False,TRAPPIST-1e,24.0,0,600.0,593.0,1404.0,0.0,1.0,False,True,2111,F,417,P,1
Mars,False,TRAPPIST-1e,29.0,0,860.0,305.0,18.0,1415.0,0.0,False,True,2112,F,418,P,1
Europa,True,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2114,B,87,S,1
Europa,True,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2115,D,72,S,1
Earth,True,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2116,G,339,S,1
Europa,False,TRAPPIST-1e,31.0,0,0.0,8718.0,0.0,13036.0,267.0,False,True,2117,U,-1,U,1
Earth,True,PSO J318.5-22,26.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2118,G,340,P,1
Mars,False,TRAPPIST-1e,49.0,0,0.0,0.0,1058.0,0.0,0.0,True,True,2120,D,73,S,1
Earth,True,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2121,G,341,P,1
Earth,True,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2123,G,342,P,2
Earth,True,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2123,G,342,P,2
Earth,False,55 Cancri e,21.0,0,770.0,0.0,0.0,40.0,0.0,False,True,2124,G,341,S,1
Earth,False,TRAPPIST-1e,18.0,0,0.0,1.0,0.0,80.0,826.0,False,True,2125,G,343,P,1
Earth,False,TRAPPIST-1e,,0,717.0,0.0,0.0,0.0,0.0,False,True,2126,F,415,S,1
Earth,False,TRAPPIST-1e,19.0,0,721.0,62.0,7.0,0.0,0.0,True,True,2127,F,419,P,1
Earth,False,TRAPPIST-1e,22.0,0,624.0,0.0,0.0,0.0,185.0,False,True,2128,G,344,P,1
Earth,False,TRAPPIST-1e,17.0,0,736.0,0.0,2.0,20.0,0.0,False,True,2129,F,420,P,1
Earth,False,PSO J318.5-22,13.0,0,0.0,2.0,480.0,10.0,176.0,False,True,2130,F,421,P,1
Earth,False,TRAPPIST-1e,26.0,0,0.0,,0.0,91.0,900.0,False,True,2131,E,128,P,1
Mars,False,TRAPPIST-1e,,0,1054.0,0.0,43.0,85.0,0.0,False,True,2133,D,74,S,2
Mars,True,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2133,F,416,S,2
Mars,False,TRAPPIST-1e,20.0,0,1146.0,0.0,0.0,0.0,3.0,False,True,2134,F,422,P,1
Earth,False,TRAPPIST-1e,20.0,0,75.0,0.0,0.0,1545.0,0.0,False,True,2135,E,129,P,2
Earth,False,TRAPPIST-1e,23.0,0,426.0,0.0,362.0,0.0,0.0,False,True,2135,E,129,P,2
Earth,False,TRAPPIST-1e,61.0,0,2.0,0.0,17.0,868.0,28.0,False,True,2136,G,343,S,1
Mars,True,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2137,F,423,P,3
Mars,False,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2137,F,423,P,3
Mars,False,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2137,F,423,P,3
Earth,True,55 Cancri e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2138,G,344,S,1
Mars,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2139,F,417,S,1
Earth,False,TRAPPIST-1e,18.0,0,0.0,0.0,698.0,0.0,0.0,True,True,2140,F,424,P,1
Earth,False,55 Cancri e,66.0,0,0.0,0.0,1610.0,0.0,0.0,True,True,2141,E,130,P,1
Mars,True,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2142,F,418,S,1
Earth,False,TRAPPIST-1e,21.0,0,0.0,1433.0,0.0,1234.0,0.0,False,True,2143,F,419,S,2
Earth,True,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2143,G,345,S,2
Earth,True,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2144,U,-1,U,1
Earth,False,TRAPPIST-1e,15.0,0,0.0,951.0,128.0,0.0,0.0,False,True,2145,F,425,P,1
Mars,False,TRAPPIST-1e,,0,1146.0,0.0,47.0,0.0,105.0,True,True,2147,E,155,S,1
Earth,False,TRAPPIST-1e,13.0,0,579.0,226.0,61.0,1.0,7.0,False,True,2148,F,420,S,1
Europa,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2149,B,89,S,1
Earth,True,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2150,G,346,P,1
Earth,False,TRAPPIST-1e,45.0,0,2138.0,0.0,0.0,659.0,0.0,False,True,2152,F,426,P,1
Earth,True,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,,False,True,2153,G,347,P,1
Earth,False,TRAPPIST-1e,19.0,0,78.0,0.0,0.0,550.0,0.0,False,True,2154,G,348,P,1
Earth,False,TRAPPIST-1e,49.0,0,651.0,25.0,0.0,849.0,2.0,False,True,2156,F,421,S,1
Earth,False,TRAPPIST-1e,21.0,0,0.0,820.0,0.0,45.0,0.0,True,True,2158,F,423,S,1
Earth,False,TRAPPIST-1e,18.0,0,0.0,402.0,2027.0,0.0,0.0,True,True,2159,F,424,S,1
Mars,True,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2161,F,429,P,1
Mars,True,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2162,F,425,S,2
Mars,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2162,F,425,S,2
Earth,False,TRAPPIST-1e,27.0,0,0.0,0.0,6.0,745.0,22.0,False,True,2163,G,349,P,1
Europa,True,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2164,B,63,P,1
Earth,False,PSO J318.5-22,20.0,0,38.0,220.0,495.0,0.0,,False,True,2167,F,431,P,1
Mars,True,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2168,F,427,S,2
Mars,False,TRAPPIST-1e,20.0,0,212.0,0.0,991.0,0.0,13.0,False,True,2168,F,427,S,2
Earth,False,TRAPPIST-1e,24.0,0,388.0,0.0,7.0,409.0,0.0,False,True,2171,F,433,P,2
Earth,False,TRAPPIST-1e,41.0,0,2.0,0.0,551.0,5577.0,68.0,False,True,2171,G,351,P,2
Earth,False,PSO J318.5-22,23.0,0,0.0,774.0,0.0,0.0,0.0,True,True,2172,G,347,S,1
Earth,True,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2173,G,352,P,1
Earth,True,55 Cancri e,58.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2175,G,348,S,1
Mars,True,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,,0.0,True,True,2177,F,435,P,1
Europa,False,TRAPPIST-1e,30.0,0,437.0,3585.0,0.0,4488.0,281.0,False,True,2179,C,80,S,1
Earth,False,55 Cancri e,24.0,0,1.0,0.0,0.0,318.0,247.0,False,True,2180,F,428,S,1
Europa,False,TRAPPIST-1e,31.0,0,46.0,1935.0,0.0,995.0,1254.0,False,True,2182,B,64,P,1
Mars,False,PSO J318.5-22,46.0,0,607.0,0.0,41.0,334.0,251.0,False,True,2183,F,429,S,2
Mars,False,TRAPPIST-1e,20.0,0,938.0,59.0,31.0,12.0,0.0,False,True,2183,F,429,S,2
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2186,G,350,S,1
Earth,False,TRAPPIST-1e,30.0,0,0.0,236.0,0.0,1149.0,0.0,False,True,2187,F,437,P,1
Earth,False,55 Cancri e,24.0,0,0.0,421.0,0.0,207.0,63.0,False,True,2188,F,438,P,1
Earth,False,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,628.0,0.0,False,True,2189,G,354,P,1
Earth,False,Unknown,20.0,0,1750.0,0.0,446.0,0.0,76.0,False,True,2190,F,430,S,1
Mars,True,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2191,F,431,S,1
Earth,False,PSO J318.5-22,25.0,0,0.0,0.0,619.0,0.0,70.0,False,True,2193,F,439,P,1
Earth,True,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2194,G,352,S,1
Earth,False,TRAPPIST-1e,27.0,0,0.0,280.0,119.0,646.0,5.0,True,True,2195,F,440,P,1
Europa,False,TRAPPIST-1e,47.0,0,,32.0,0.0,4027.0,1440.0,False,True,2196,B,65,P,4
Europa,False,55 Cancri e,26.0,0,26.0,4587.0,0.0,102.0,0.0,True,True,2196,B,65,P,4
Europa,True,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2196,B,65,P,4
Europa,False,55 Cancri e,42.0,0,0.0,1180.0,0.0,2677.0,283.0,False,True,2196,B,65,P,4
Earth,False,55 Cancri e,61.0,0,0.0,654.0,902.0,0.0,68.0,True,True,2198,E,156,S,1
Mars,False,TRAPPIST-1e,29.0,0,1443.0,1108.0,47.0,0.0,0.0,False,True,2200,F,442,P,1
Europa,False,55 Cancri e,32.0,0,0.0,1968.0,13.0,1051.0,,True,True,2201,D,75,S,1
Mars,False,TRAPPIST-1e,51.0,0,1671.0,0.0,17.0,0.0,0.0,False,True,2202,F,443,P,1
Mars,False,TRAPPIST-1e,43.0,0,2019.0,0.0,560.0,0.0,0.0,False,True,2203,D,76,S,1
Europa,True,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2204,B,90,S,1
Earth,False,TRAPPIST-1e,31.0,0,0.0,0.0,187.0,602.0,0.0,False,True,2205,E,157,S,1
Earth,False,PSO J318.5-22,13.0,0,0.0,14.0,857.0,0.0,72.0,False,True,2206,F,432,S,1
Earth,False,TRAPPIST-1e,20.0,0,546.0,0.0,228.0,0.0,0.0,False,True,2207,G,354,S,1
Earth,False,TRAPPIST-1e,29.0,0,1356.0,20.0,0.0,13.0,0.0,False,False,2209,F,433,S,1
Earth,True,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2210,G,355,S,1
Earth,False,TRAPPIST-1e,15.0,0,0.0,2347.0,0.0,380.0,0.0,True,True,2211,F,434,S,1
Earth,False,TRAPPIST-1e,50.0,0,0.0,5.0,0.0,2170.0,0.0,False,True,2212,F,445,P,1
Europa,False,55 Cancri e,41.0,1,0.0,29813.0,0.0,1257.0,6.0,True,True,2215,A,27,S,4
Europa,False,TRAPPIST-1e,43.0,0,2.0,2229.0,33.0,6.0,198.0,True,False,2215,A,27,S,4
Europa,True,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2215,A,27,S,4
Europa,False,Unknown,36.0,0,0.0,3206.0,0.0,698.0,72.0,False,True,2215,A,27,S,4
Earth,True,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2219,U,-1,U,1
Earth,False,TRAPPIST-1e,47.0,0,0.0,0.0,880.0,0.0,2.0,True,True,2220,G,357,S,1
Earth,True,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2221,G,355,P,1
Earth,False,TRAPPIST-1e,,0,0.0,86.0,0.0,252.0,570.0,False,True,2223,G,358,S,1
Earth,False,TRAPPIST-1e,14.0,0,0.0,600.0,0.0,204.0,0.0,True,True,2224,F,435,S,1
Earth,True,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2225,G,356,P,1
Mars,False,TRAPPIST-1e,63.0,0,1172.0,0.0,1.0,,0.0,False,True,2228,E,158,S,1
Earth,False,TRAPPIST-1e,22.0,0,48.0,329.0,182.0,26.0,154.0,False,True,2229,F,437,S,1
Mars,False,TRAPPIST-1e,32.0,0,2.0,416.0,26.0,510.0,0.0,False,True,2231,E,159,S,1
Earth,False,55 Cancri e,31.0,0,0.0,14.0,671.0,1.0,3.0,False,True,2232,F,438,S,2
Earth,False,TRAPPIST-1e,24.0,0,0.0,1220.0,0.0,140.0,0.0,False,True,2232,F,438,S,2
Earth,False,TRAPPIST-1e,39.0,0,9.0,18.0,0.0,2.0,878.0,False,True,2233,G,359,P,1
Mars,True,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2234,F,448,P,7
Mars,True,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2234,F,448,P,7
Mars,False,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2234,E,134,P,7
Mars,False,55 Cancri e,20.0,0,552.0,8.0,1348.0,5.0,,False,True,2234,E,134,P,7
Mars,False,TRAPPIST-1e,31.0,0,21.0,0.0,1031.0,0.0,,False,True,2234,D,66,P,7
Mars,True,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2234,F,448,P,7
Mars,False,TRAPPIST-1e,24.0,0,2538.0,0.0,61.0,0.0,0.0,False,True,2234,F,448,P,7
Earth,False,TRAPPIST-1e,27.0,0,203.0,539.0,0.0,0.0,0.0,False,True,2235,F,449,P,1
Europa,False,55 Cancri e,28.0,0,0.0,162.0,741.0,3733.0,99.0,True,True,2237,C,83,S,2
Europa,True,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2237,C,83,S,2
Europa,True,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2238,A,28,S,1
Earth,False,PSO J318.5-22,26.0,0,93.0,0.0,469.0,0.0,0.0,True,True,2239,F,439,S,1
Earth,False,TRAPPIST-1e,27.0,0,485.0,1109.0,921.0,0.0,1.0,False,True,2241,F,451,P,1
Earth,False,TRAPPIST-1e,22.0,0,38.0,483.0,80.0,47.0,121.0,True,True,2243,G,362,P,1
Europa,False,55 Cancri e,62.0,0,320.0,1179.0,756.0,4996.0,85.0,False,True,2251,A,29,S,2
Europa,False,TRAPPIST-1e,58.0,0,2.0,1.0,14.0,2.0,1153.0,False,True,2251,A,29,S,2
Earth,False,Unknown,37.0,0,0.0,1368.0,0.0,,960.0,False,True,2252,G,363,P,1
Earth,False,TRAPPIST-1e,54.0,0,701.0,32.0,171.0,8.0,0.0,False,True,2253,G,359,S,1
Earth,False,TRAPPIST-1e,26.0,0,0.0,10.0,0.0,702.0,1.0,False,True,2254,F,455,P,1
Europa,True,55 Cancri e,44.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2255,C,75,P,2
Europa,True,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2255,C,75,P,2
Earth,True,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2256,G,360,S,1
Europa,False,TRAPPIST-1e,27.0,1,0.0,3341.0,,80.0,654.0,True,True,2257,C,76,P,2
Europa,True,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2257,B,66,P,2
Earth,True,TRAPPIST-1e,46.0,0,,0.0,0.0,0.0,0.0,True,True,2258,G,364,P,1
Earth,False,TRAPPIST-1e,29.0,0,0.0,0.0,885.0,0.0,0.0,True,True,2261,F,441,S,1
Earth,False,55 Cancri e,43.0,0,485.0,4.0,136.0,48.0,0.0,False,True,2262,G,365,P,1
Earth,False,TRAPPIST-1e,42.0,0,0.0,0.0,32.0,772.0,0.0,False,True,2263,F,456,P,1
Earth,False,TRAPPIST-1e,39.0,0,0.0,0.0,13.0,0.0,868.0,True,True,2264,F,442,S,1
Mars,False,TRAPPIST-1e,30.0,0,616.0,0.0,185.0,210.0,475.0,False,True,2266,F,457,P,1
Mars,False,TRAPPIST-1e,43.0,0,2318.0,0.0,647.0,81.0,0.0,True,True,2267,E,161,S,1
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,2268,G,366,P,1
Mars,True,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2269,F,458,P,1
Mars,False,TRAPPIST-1e,46.0,0,171.0,0.0,1257.0,5.0,0.0,True,True,2270,F,459,P,1
Earth,False,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,False,2272,G,367,P,3
Earth,True,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2272,U,-1,U,3
Earth,False,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2272,G,367,P,3
Earth,False,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,10.0,778.0,False,True,2273,E,162,S,1
Europa,True,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2274,C,79,P,2
Europa,True,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2274,C,79,P,2
Mars,False,PSO J318.5-22,36.0,0,241.0,0.0,670.0,0.0,0.0,False,True,2275,F,460,P,1
Earth,False,TRAPPIST-1e,19.0,0,26.0,313.0,470.0,0.0,0.0,False,True,2277,G,362,S,1
Europa,True,55 Cancri e,18.0,0,0.0,0.0,,0.0,0.0,True,True,2278,C,80,P,1
Europa,False,55 Cancri e,47.0,0,0.0,140.0,,85.0,3970.0,False,True,2279,B,91,S,1
Europa,False,TRAPPIST-1e,18.0,0,20.0,1064.0,0.0,0.0,11643.0,False,True,2280,B,92,S,1
Earth,False,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2281,E,136,P,1
Earth,False,TRAPPIST-1e,20.0,0,0.0,544.0,1.0,0.0,378.0,False,True,2282,F,461,P,1
Mars,False,TRAPPIST-1e,18.0,0,262.0,302.0,1127.0,4225.0,0.0,False,True,2284,F,463,P,1
Earth,False,TRAPPIST-1e,37.0,0,0.0,1.0,0.0,219.0,,False,True,2287,F,464,P,1
Earth,False,TRAPPIST-1e,22.0,0,12.0,746.0,802.0,58.0,0.0,False,True,2288,E,163,S,1
Mars,False,TRAPPIST-1e,37.0,0,20.0,0.0,2559.0,20.0,0.0,True,True,2289,F,465,P,1
Earth,False,55 Cancri e,6.0,0,0.0,0.0,0.0,,0.0,False,True,2291,G,365,S,3
Earth,False,TRAPPIST-1e,36.0,0,3.0,0.0,435.0,8.0,277.0,False,True,2291,G,365,S,3
Earth,False,55 Cancri e,46.0,0,426.0,37.0,0.0,0.0,568.0,False,False,2291,F,445,S,3
Earth,False,TRAPPIST-1e,75.0,0,0.0,0.0,1224.0,,1769.0,False,True,2295,F,466,P,2
Earth,False,TRAPPIST-1e,37.0,0,0.0,8.0,70.0,360.0,258.0,False,True,2295,F,466,P,2
Earth,True,TRAPPIST-1e,22.0,0,0.0,0.0,,0.0,0.0,True,True,2296,G,369,P,1
Earth,False,PSO J318.5-22,33.0,0,270.0,412.0,1.0,,5.0,False,True,2298,F,467,P,1
Mars,False,TRAPPIST-1e,35.0,0,174.0,0.0,381.0,0.0,62.0,False,True,2299,F,448,S,1
Europa,False,55 Cancri e,19.0,0,0.0,,0.0,0.0,8195.0,False,True,2300,C,81,P,2
Europa,False,55 Cancri e,34.0,0,0.0,22.0,,3028.0,3768.0,False,True,2300,C,81,P,2
Earth,False,TRAPPIST-1e,23.0,0,1010.0,0.0,33.0,10.0,0.0,True,True,2301,F,449,S,3
Earth,False,55 Cancri e,37.0,0,1508.0,,0.0,1.0,0.0,False,True,2301,G,367,S,3
Earth,False,55 Cancri e,24.0,0,1367.0,0.0,1.0,0.0,0.0,False,True,2301,F,449,S,3
Europa,False,TRAPPIST-1e,54.0,1,0.0,3381.0,0.0,4463.0,34.0,False,True,2302,A,18,P,1
Mars,False,55 Cancri e,52.0,0,1377.0,0.0,32.0,22.0,0.0,True,True,2303,F,468,P,1
Earth,True,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,False,False,2305,G,368,S,1
Europa,False,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2306,C,82,P,6
Europa,False,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,True,True,2306,C,82,P,6
Europa,False,TRAPPIST-1e,22.0,0,0.0,297.0,3.0,676.0,2924.0,False,True,2306,C,82,P,6
Europa,False,55 Cancri e,27.0,0,0.0,12077.0,0.0,75.0,0.0,True,True,2306,C,82,P,6
Europa,True,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2306,C,82,P,6
Europa,False,55 Cancri e,47.0,0,1320.0,428.0,4.0,24.0,0.0,False,True,2306,C,82,P,6
Europa,True,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,2308,D,77,S,4
