season,week,week_idx,celebrity_name,judge_rank,vote_rank,total_rank,score_sum,fan_votes,placement,weeks_participated,data_source,eliminated_week,eliminated_actual,method1_value,method1_pos,judge_share,fan_share,method2_value,method2_pos,n_week,dist_method1,dist_method2
19,7,6,16,7.0,8.0,15.0,0.114119923,1.262722338,8,7,pct,7.0,1,15.0,8.0,0.114119923,0.10195485031732808,0.10803738665866404,8.0,8,0.0,0.0
19,8,7,196,7.0,7.0,14.0,0.100806452,1.332043895,7,8,pct,8.0,1,14.0,7.0,0.10080645189919354,0.13148913624181457,0.11614779407050406,7.0,7,0.0,0.0
19,9,8,163,5.0,6.0,11.0,0.163551402,1.002988867,6,9,pct,9.0,1,11.0,6.0,0.163551402,0.12518498895991687,0.14436819547995844,6.0,6,0.0,0.0
19,10,9,273,5.0,5.0,10.0,0.169863014,1.127575225,5,10,pct,10.0,1,10.0,5.0,0.169863014,0.17783472173695922,0.1738488678684796,5.0,5,0.0,0.0
19,11,10,24,4.0,1.0,5.0,0.243070881,1.27159526,4,11,pct,11.0,1,5.0,2.5,0.2430708807569291,0.2621783066551744,0.2526245937060517,2.0,4,1.5,2.0
20,2,1,234,5.0,12.0,17.0,0.089337176,1.777174761,12,2,pct,2.0,1,17.0,10.0,0.08933717591066283,0.06449034998050628,0.07691376294558455,10.0,12,2.0,2.0
20,3,2,46,10.5,11.0,21.5,0.07028754,1.733137586,11,3,pct,3.0,1,21.5,11.0,0.07028754007028754,0.07324195514109773,0.07176474760569262,11.0,11,0.0,0.0
20,4,3,195,7.5,10.0,17.5,0.092307692,1.60899262,10,4,pct,4.0,1,17.5,10.0,0.092307692,0.07974152211710557,0.08602460705855278,10.0,10,0.0,0.0
20,5,4,264,5.5,9.0,14.5,0.098939929,1.459261141,9,5,pct,5.0,1,14.5,8.0,0.09893992919787985,0.08592630235740509,0.09243311577764246,9.0,9,1.0,0.0
20,6,5,225,6.5,8.0,14.5,0.120141343,1.346331028,8,6,pct,6.0,1,14.5,8.0,0.120141343,0.0945771368297734,0.10735923991488669,8.0,8,0.0,0.0
20,7,6,292,2.0,7.0,9.0,0.153543307,1.179305035,7,7,pct,7.0,1,9.0,5.0,0.15354330715354328,0.10009020077991834,0.1268167539667308,7.0,7,2.0,0.0
20,8,7,240,6.0,5.0,11.0,0.146572104,1.386669914,6,8,pct,8.0,1,11.0,6.0,0.146572104,0.14438985915224703,0.14548098157612352,6.0,6,0.0,0.0
20,9,8,209,1.5,4.0,5.5,0.25477707,1.147629576,4,9,pct,9.0,1,5.5,4.0,0.25477707,0.18315022436182077,0.21896364718091038,4.0,4,0.0,0.0
21,2,1,153,10.0,12.0,22.0,0.068391867,2.000549642,11,2,pct,2.0,1,22.0,11.0,0.06839186686321627,0.06700969972495621,0.06770078329408624,11.0,13,2.0,2.0
21,4,3,94,10.0,10.0,20.0,0.06779661,1.703402539,10,4,pct,4.0,1,20.0,10.0,0.06779661,0.0844881974632011,0.07614240373160056,10.0,10,0.0,0.0
21,6,5,226,9.0,9.0,18.0,0.076677316,1.499127843,9,6,pct,6.0,1,18.0,9.0,0.07667731607667731,0.09449131735231614,0.08558431671449673,9.0,9,0.0,0.0
21,7,6,101,3.0,8.0,11.0,0.126696833,1.241185561,8,7,pct,7.0,1,11.0,6.0,0.12669683287330316,0.09404305419935484,0.11036994353632901,8.0,8,2.0,0.0
21,8,7,14,7.0,7.0,14.0,0.123710692,1.243475149,7,8,pct,8.0,1,14.0,7.0,0.12371069212371069,0.11463133812637577,0.11917101512504323,7.0,7,0.0,0.0
21,9,8,265,6.0,5.0,11.0,0.14893617,1.211105953,5,9,pct,9.0,1,11.0,6.0,0.14893616985106384,0.1375640783312909,0.14325012409117738,6.0,6,0.0,0.0
21,11,10,41,2.0,3.0,5.0,0.254237504,1.193465566,4,11,pct,11.0,1,5.0,2.5,0.2542375037457625,0.21296174595897957,0.233599624852371,3.0,4,1.5,1.0
22,2,1,96,12.0,12.0,24.0,0.055084746,1.605866894,12,2,pct,2.0,1,24.0,12.0,0.055084745889830505,0.05903750959049814,0.05706112774016432,12.0,12,0.0,0.0
22,3,2,200,11.0,11.0,22.0,0.075949367,1.81759555,11,3,pct,3.0,1,22.0,11.0,0.07594936684810127,0.0766157939522449,0.07628258040017308,11.0,11,0.0,0.0
22,4,3,181,8.0,10.0,18.0,0.087774295,1.624603793,10,4,pct,4.0,1,18.0,10.0,0.0877742949122257,0.08080422673056994,0.08428926082139782,10.0,10,0.0,0.0
22,6,5,80,9.0,9.0,18.0,0.092511013,1.418083814,9,6,pct,6.0,1,18.0,9.0,0.092511013,0.09016254395146668,0.09133677847573335,9.0,9,0.0,0.0
22,7,6,151,6.0,8.0,14.0,0.121495327,1.29779328,8,7,pct,7.0,1,14.0,8.0,0.121495327,0.09928473031020996,0.11039002865510497,8.0,8,0.0,0.0
22,8,7,130,1.5,6.0,7.5,0.177514793,1.046845052,6,8,pct,8.0,1,7.5,4.0,0.177514793,0.11247410983445974,0.14499445141722989,6.0,6,2.0,0.0
22,9,8,15,5.0,4.0,9.0,0.191637631,1.211822295,5,9,pct,9.0,1,9.0,5.0,0.191637631,0.1637630423104746,0.1777003366552373,5.0,5,0.0,0.0
23,2,1,115,11.0,13.0,24.0,0.068181818,1.870821503,13,2,pct,2.0,1,24.0,12.5,0.068181818,0.06456384556509487,0.06637283178254744,13.0,13,0.5,0.0
23,3,2,236,11.5,12.0,23.5,0.070769231,1.685066886,12,3,pct,3.0,1,23.5,12.0,0.07076923107076923,0.06794417867829465,0.06935670487453194,12.0,12,0.0,0.0
23,4,3,21,11.0,10.0,21.0,0.068965517,1.705322615,11,4,pct,4.0,1,21.0,11.0,0.06896551706896552,0.08045616129796627,0.0747108391834659,11.0,11,0.0,0.0
23,6,5,11,9.0,9.0,18.0,0.091803279,1.351768379,9,6,pct,6.0,1,18.0,9.0,0.091803279,0.08997443644593381,0.0908888577229669,9.0,9,0.0,0.0
23,7,6,185,6.5,8.0,14.5,0.119782214,1.239517931,8,7,pct,7.0,1,14.5,7.0,0.11978221423956444,0.09902397671537608,0.10940309547747026,8.0,8,1.0,0.0
23,8,7,245,5.0,7.0,12.0,0.129353363,1.166203068,7,8,pct,8.0,1,12.0,7.0,0.12935336287064664,0.11404934600754937,0.121701354439098,7.0,7,0.0,0.0
23,9,8,175,5.5,6.0,11.5,0.158590308,1.096474308,6,9,pct,9.0,1,11.5,6.0,0.158590308,0.1338705698733674,0.1462304389366837,6.0,6,0.0,0.0
23,10,9,268,1.5,5.0,6.5,0.204778157,0.984917012,5,10,pct,10.0,1,6.5,3.0,0.204778157,0.15308835303245488,0.17893325501622742,5.0,5,2.0,0.0
23,11,10,120,4.0,4.0,8.0,0.233297692,1.149776297,4,11,pct,11.0,1,8.0,4.0,0.233297692,0.23468527354589583,0.2339914827729479,4.0,4,0.0,0.0
24,2,1,51,11.5,12.0,23.5,0.067073171,1.993859215,12,2,pct,2.0,1,23.5,12.0,0.06707317086585367,0.07320528413798488,0.07013922750191928,12.0,12,0.0,0.0
24,3,2,47,10.0,11.0,21.0,0.076190476,1.79252487,11,3,pct,3.0,1,21.0,11.0,0.07619047592380951,0.07735681681638869,0.07677364637009909,11.0,11,0.0,0.0
24,4,3,204,10.0,10.0,20.0,0.085889571,1.66157744,10,4,pct,4.0,1,20.0,10.0,0.08588957091411042,0.08477632961481583,0.08533295026446314,10.0,10,0.0,0.0
24,5,4,87,6.5,9.0,15.5,0.105263158,1.493578379,9,5,pct,5.0,1,15.5,9.0,0.10526315789473685,0.09104356751763609,0.09815336270618646,9.0,9,0.0,0.0
24,6,5,103,1.0,8.0,9.0,0.137546468,1.2829598,8,6,pct,6.0,1,9.0,5.5,0.137546468,0.09485421673933593,0.11620034236966797,8.0,8,2.5,0.0
24,7,6,207,4.0,7.0,11.0,0.14229249,1.313479523,7,7,pct,7.0,1,11.0,6.5,0.14229249,0.11970110661464095,0.13099679830732047,6.0,7,0.5,1.0
24,8,7,32,5.0,5.0,10.0,0.166189112,1.371802449,5,8,pct,8.0,1,10.0,5.0,0.166189112,0.18676719368186584,0.17647815284093293,5.0,5,0.0,0.0
24,9,8,258,1.0,4.0,5.0,0.264026403,1.032634549,4,9,pct,9.0,1,5.0,2.5,0.2640264027359736,0.19163780803649486,0.22783210538623422,4.0,4,1.5,0.0
25,2,1,22,13.0,12.0,25.0,0.062157221,2.045787381,13,2,pct,2.0,1,25.0,13.0,0.062157221124314446,0.06721578703738369,0.06468650408084907,13.0,13,0.0,0.0
25,4,3,75,10.0,11.0,21.0,0.084870849,1.641877001,11,4,pct,4.0,1,21.0,10.5,0.0848708488302583,0.0729803780367765,0.0789256134335174,11.0,11,0.5,0.0
25,5,4,249,8.5,10.0,18.5,0.091954023,1.527265226,10,5,pct,5.0,1,18.5,9.0,0.09195402290804597,0.0799882278362487,0.08597112537214734,10.0,10,1.0,0.0
25,6,5,213,9.0,9.0,18.0,0.08496732,1.480886232,9,6,pct,6.0,1,18.0,9.0,0.08496731991503267,0.09213362849055591,0.0885504742027943,9.0,9,0.0,0.0
25,7,6,218,8.0,7.0,15.0,0.111627907,1.411864117,8,7,pct,7.0,1,15.0,8.0,0.111627907,0.10546157677732643,0.10854474188866321,8.0,8,0.0,0.0
25,8,7,269,4.0,6.0,10.0,0.162939297,1.192698575,6,8,pct,8.0,1,10.0,6.0,0.162939297,0.12474386648958796,0.143841581744794,6.0,6,0.0,0.0
25,9,8,283,3.0,5.0,8.0,0.207407407,1.063028083,5,9,pct,9.0,1,8.0,5.0,0.207407407,0.14026171505982088,0.17383456102991043,5.0,5,0.0,0.0
25,10,9,83,4.0,3.0,7.0,0.239787146,1.285223863,4,10,pct,10.0,1,7.0,3.5,0.2397871462397871,0.21799542107220238,0.22889128365599476,4.0,4,0.5,0.0
26,1,0,119,8.0,10.0,18.0,0.09047619,2.224611997,10,1,pct,1.0,1,18.0,9.5,0.09047619,0.09027571405149575,0.09037595202574787,9.0,10,0.5,1.0
26,2,1,142,8.0,7.0,15.0,0.110280374,2.092391436,8,2,pct,2.0,1,15.0,8.0,0.11028037411028037,0.11406288377848771,0.11217162894438404,8.0,8,0.0,0.0
26,3,2,125,6.0,4.0,10.0,0.137440758,2.099272388,6,3,pct,3.0,1,10.0,5.5,0.13744075813744075,0.16313203814477514,0.15028639814110795,6.0,6,0.5,0.0
27,1,0,219,12.0,13.0,25.0,0.068627451,2.135521351,13,1,pct,1.0,1,25.0,13.0,0.068627451,0.0665005264538536,0.0675639887269268,12.0,13,0.0,1.0
27,2,1,65,11.0,12.0,23.0,0.068391867,1.991562729,12,2,pct,2.0,1,23.0,12.0,0.06839186713678373,0.07227132887002508,0.07033159800340441,12.0,12,0.0,0.0
27,3,2,208,9.0,11.0,20.0,0.081180812,1.797269297,11,3,pct,3.0,1,20.0,11.0,0.08118081208118082,0.07644698076785929,0.07881389642452005,11.0,11,0.0,0.0
27,4,3,271,2.5,10.0,12.5,0.112068966,1.510305978,10,4,pct,4.0,1,12.5,7.5,0.11206896588793103,0.07615006038447483,0.09410951313620293,9.0,10,2.5,1.0
27,6,5,184,6.0,9.0,15.0,0.104803493,1.358365822,9,6,pct,6.0,1,15.0,9.0,0.104803493,0.08809396417132882,0.09644872858566442,9.0,9,0.0,0.0
27,7,6,135,5.0,8.0,13.0,0.124137931,1.314347654,8,7,pct,7.0,1,13.0,7.0,0.12413793112413793,0.10336009496806804,0.11374901304610299,7.0,8,1.0,1.0
27,8,7,131,5.0,5.0,10.0,0.142857143,1.393105351,6,8,pct,8.0,1,10.0,6.0,0.14285714285714285,0.15664126828790662,0.14974920557252475,6.0,6,0.0,0.0
27,9,8,8,3.0,1.0,4.0,0.246753247,1.464692273,4,9,pct,9.0,1,4.0,2.0,0.24675324675324675,0.2604397219859741,0.2535964843696104,2.0,4,2.0,2.0
28,2,1,75,7.0,10.0,17.0,-1.044185128,2.718041623,12,2,rank,2.0,1,17.0,10.5,1044185041.6037424,0.013440067107916195,522092520.8085912,3.0,12,1.5,9.0
28,4,3,69,6.0,10.0,16.0,-1.88319237,3.264401343,10,4,rank,4.0,1,16.0,10.0,-1.6962288911597922e+16,0.024940022886219698,-8481144455798961.0,10.0,10,0.0,0.0
28,6,5,93,1.0,1.0,2.0,0.912870929,1.155700773,9,6,rank,6.0,1,2.0,2.0,4111205175681758.5,0.015883121220313982,2055602587840879.2,2.0,9,7.0,7.0
28,7,6,63,4.0,6.0,10.0,-0.387298335,1.668295512,8,7,rank,7.0,1,10.0,6.0,-1744236637187213.5,0.024949713868961942,-872118318593606.8,6.0,8,2.0,2.0
28,8,7,64,5.0,5.0,10.0,-0.386527506,1.862904509,7,8,rank,8.0,1,10.0,5.0,-3481530263980094.5,0.03522386237218716,-1740765131990047.2,5.0,7,2.0,2.0
28,9,8,96,6.0,6.0,12.0,-2.09564377,3.335476088,6,9,rank,9.0,1,12.0,6.0,1.2583920668897736e+16,0.07558917168466178,6291960334448868.0,1.0,6,0.0,5.0
28,10,9,42,4.0,5.0,9.0,-1.4509525,2.634584306,5,10,rank,10.0,1,9.0,5.0,1.306901827666458e+16,0.07084434610236448,6534509138332290.0,1.0,5,0.0,4.0
28,11,10,70,4.0,4.0,8.0,-1.341640786,7.914120282,4,11,rank,11.0,1,8.0,4.0,-inf,0.26206269846526037,-inf,3.5,4,0.0,0.5
29,2,1,17,7.0,14.0,21.0,-1.544374685,3.610432342,15,2,rank,2.0,1,21.0,14.5,514791533.36095953,0.010354813709480026,257395766.68565717,2.0,15,0.5,13.0
29,3,2,14,9.0,14.0,23.0,-2.442137485,3.560757161,14,3,rank,3.0,1,23.0,14.0,-1.099840946743352e+16,0.014216400891643456,-5499204733716760.0,14.0,14,0.0,0.0
29,4,3,8,5.0,10.0,15.0,-1.08012345,2.788186367,13,4,rank,4.0,1,15.0,11.5,540061560.3973503,0.013282004836565647,270030780.2053162,4.0,13,1.5,9.0
29,5,4,50,6.0,11.0,17.0,-1.695430299,2.860337916,12,5,rank,5.0,1,17.0,11.5,-1695431023.4039836,0.017715410535962876,-847715511.6931341,12.0,12,0.5,0.0
29,6,5,110,6.0,10.0,16.0,-1.185556472,2.929355218,11,6,rank,6.0,1,16.0,10.0,-8542834696841408.0,0.02288006934810064,-4271417348420704.0,10.0,11,1.0,1.0
29,7,6,46,4.0,8.0,12.0,-0.5,2.836826343,9,7,rank,7.0,1,12.0,8.0,-inf,0.0258093671047472,-inf,6.0,10,2.0,4.0
29,8,7,20,4.0,5.0,9.0,-0.40449442,2.662117079,8,8,rank,8.0,1,9.0,5.5,2081921050497651.5,0.03303803112369415,1040960525248825.8,3.5,8,2.5,4.5
29,9,8,0,4.0,6.0,10.0,-1.107852792,3.007388679,7,9,rank,9.0,1,10.0,6.0,-inf,0.04307717588429202,-inf,6.0,7,1.0,1.0
29,10,9,57,3.0,4.0,7.0,-0.654653671,3.923076048,6,10,rank,10.0,1,7.0,4.5,654653616.8337169,0.06529483715139554,327326808.44950587,3.0,6,1.5,3.0
29,11,10,61,1.0,1.0,2.0,0.577350269,9.99459431,4,11,rank,11.0,1,2.0,2.0,-577350157.13109,0.21431729300666383,-288675078.45838636,4.0,4,2.0,0.0
30,2,1,74,11.0,15.0,26.0,-2.659289981,4.739177194,15,2,rank,2.0,1,26.0,15.0,1.1976377367501694e+16,0.010286520744471823,5988188683750847.0,1.0,15,0.0,14.0
30,3,2,21,4.0,7.0,11.0,-0.149906338,3.664707917,14,3,rank,3.0,1,11.0,8.0,149906358.88259047,0.010433072322601664,74953179.44651178,8.0,14,6.0,6.0
30,4,3,12,10.0,13.0,23.0,-2.075715563,6.990085471,13,4,rank,4.0,1,23.0,13.0,-1037858041.3034089,0.02638397430411888,-518929020.63851243,13.0,13,0.0,0.0
30,5,4,80,3.0,3.0,6.0,0.310630372,3.002663002,11,5,rank,5.0,1,6.0,5.0,-310630346.2983299,0.013898074409997454,-155315173.1422159,9.0,11,6.0,2.0
30,6,5,68,5.0,10.0,15.0,-1.761409692,3.815046491,10,6,rank,6.0,1,15.0,10.0,880704773.1301603,0.019147332994220674,440352386.5746538,1.0,10,0.0,9.0
30,7,6,82,6.0,9.0,15.0,-1.453444185,4.650928485,9,7,rank,7.0,1,15.0,9.0,-6545730689969814.0,0.029999681918821314,-3272865344984907.0,9.0,9,0.0,0.0
30,8,7,52,6.0,8.0,14.0,-1.802775638,6.5944399,7,8,rank,8.0,1,14.0,8.0,1802775889.134314,0.047774255113457925,901387944.5910442,1.0,8,0.0,7.0
30,9,8,102,3.0,3.0,6.0,-0.101015254,6.458657012,5,9,rank,9.0,1,6.0,3.5,-inf,0.058182374932421156,-inf,4.5,6,2.5,1.5
30,10,9,5,2.0,3.0,5.0,-0.301511345,18.14281953,4,10,rank,10.0,1,5.0,3.0,-inf,0.20425219334579756,-inf,3.5,4,1.0,0.5
31,1,0,44,10.0,15.0,25.0,-1.352833107,6.977846122,16,1,rank,1.0,1,25.0,15.0,676416572.6303672,0.007964838484789023,338208286.319166,2.0,16,1.0,14.0
31,2,1,104,9.0,14.0,23.0,-1.395227897,5.608103962,15,2,rank,2.0,1,23.0,14.0,-1395229020.77054,0.008200106818029589,-697614510.3811699,14.0,15,1.0,1.0
31,3,2,19,10.0,13.0,23.0,-1.450705892,5.267070617,14,3,rank,3.0,1,23.0,13.0,1450705771.9680662,0.010464426067182085,725352885.9892653,2.0,14,1.0,12.0
31,4,3,94,7.0,13.0,20.0,-1.904470539,4.623061548,13,4,rank,4.0,1,20.0,13.0,952235296.4310534,0.011498443490499896,476117648.2212759,1.0,13,0.0,12.0
31,5,4,60,8.0,10.0,18.0,-0.729870043,6.560725147,11,5,rank,5.0,1,18.0,10.0,-729869982.6102868,0.023032336416365366,-364934991.29362726,10.0,12,2.0,2.0
31,6,5,51,5.0,9.0,14.0,-0.831028119,5.353275591,10,6,rank,6.0,1,14.0,9.0,415514117.3828758,0.023196775616695413,207757058.70303628,2.0,10,1.0,8.0
31,7,6,59,6.0,8.0,14.0,-0.737209781,5.323987708,9,7,rank,7.0,1,14.0,8.0,737209883.6964581,0.028956627079788983,368604941.8627074,2.0,9,1.0,7.0
31,8,7,111,6.0,8.0,14.0,-2.062933882,9.58803161,7,8,rank,8.0,1,14.0,8.0,2062933940.3437562,0.06208120934307218,1031466970.2029186,1.0,8,0.0,7.0
31,9,8,107,4.0,6.0,10.0,-1.532848349,8.852356961,6,9,rank,9.0,1,10.0,6.0,-inf,0.07791417416661914,-inf,4.5,6,0.0,1.5
31,10,9,98,2.0,3.0,5.0,-1.0,15.31787685,4,10,rank,10.0,1,5.0,3.5,-inf,0.20052085783567625,-inf,3.5,4,0.5,0.5
32,1,0,78,9.0,12.0,21.0,-1.33320271,11.12900943,14,1,rank,1.0,1,21.0,13.0,-6004211227965335.0,0.009830528221645886,-3002105613982667.5,13.0,14,1.0,1.0
32,2,1,43,6.0,9.0,15.0,-0.656217959,6.632284215,13,2,rank,2.0,1,15.0,9.0,-656217831.8494786,0.007463303096551076,-328108915.92100763,9.0,13,4.0,4.0
32,3,2,109,9.0,12.0,21.0,-1.483325827,7.140784569,12,3,rank,3.0,1,21.0,12.0,1483325045.540488,0.01065642248010314,741662522.7755722,1.0,12,0.0,11.0
32,4,3,1,5.0,6.0,11.0,-0.293235846,5.779112719,11,4,rank,4.0,1,11.0,7.0,293235886.8490006,0.011124043371513266,146617943.4300623,6.0,11,4.0,5.0
32,5,4,83,4.0,8.0,12.0,-0.666666667,6.231756248,10,5,rank,5.0,1,12.0,8.0,666666463.8100779,0.014729206088207207,333333231.9124036,3.0,10,2.0,7.0
32,6,5,79,6.0,6.0,12.0,-0.632556749,5.426403421,9,6,rank,6.0,1,12.0,6.0,-inf,0.016235697286762066,-inf,7.5,9,3.0,1.5
32,7,6,72,2.0,3.0,5.0,0.680413817,4.403553961,8,7,rank,7.0,1,5.0,3.0,-680413760.7023131,0.015804545739357297,-340206880.34325427,6.0,8,5.0,2.0
32,8,7,11,5.0,5.0,10.0,-0.260377822,6.236921745,7,8,rank,8.0,1,10.0,5.0,-260377800.45624417,0.02734907979311893,-130188900.21444754,5.0,7,2.0,2.0
32,9,8,37,6.0,6.0,12.0,-1.486248839,12.34444477,6,9,rank,9.0,1,12.0,6.0,-4.283820619200149e+16,0.06427161840795695,-2.1419103096000744e+16,6.0,6,0.0,0.0
32,11,10,16,2.0,3.0,5.0,0.303239217,28.12983585,4,11,rank,11.0,1,5.0,3.5,-303239259.2425127,0.184314413037087,-151619629.52909914,3.0,5,1.5,2.0
33,2,1,106,5.0,9.0,14.0,-0.318606445,8.668996762,12,2,rank,2.0,1,14.0,9.5,-159303227.00540295,0.008977325414044507,-79651613.49821281,10.0,13,3.5,3.0
33,3,2,31,8.0,10.0,18.0,-1.427795757,14.4537795,10,3,rank,3.0,1,18.0,10.0,1427795955.8980217,0.0225380077741185,713897977.9602798,2.0,11,1.0,9.0
33,4,3,13,3.0,4.0,7.0,-0.324442842,9.281763109,9,4,rank,4.0,1,7.0,6.0,-324442959.2370866,0.018195587807775866,-162221479.6094455,8.0,9,3.0,1.0
33,5,4,88,4.0,6.0,10.0,-1.178511302,11.04005698,8,5,rank,5.0,1,10.0,7.0,1178511466.171637,0.028708485307509045,589255733.1001728,3.0,8,1.0,5.0
33,6,5,48,2.0,3.0,5.0,0.578147164,9.619271435,7,6,rank,6.0,1,5.0,3.5,-578147051.9766816,0.03344850632654912,-289073525.97161657,5.0,7,3.5,2.0
33,7,6,28,6.0,6.0,12.0,-1.431083506,13.1520548,6,7,rank,7.0,1,12.0,6.0,1431083546.4738069,0.06000565667939084,715541773.2669063,1.0,6,0.0,5.0
33,9,8,101,2.0,2.0,4.0,0.544331054,38.12237804,4,9,rank,9.0,1,4.0,2.5,inf,0.24720343008664994,inf,2.0,5,2.5,3.0
34,2,1,10,5.0,11.0,16.0,-0.83223972,16.97366806,13,2,rank,2.0,1,16.0,11.5,416119776.4841086,0.012438045133291043,208059888.24827334,4.0,14,2.5,10.0
34,3,2,71,6.0,11.0,17.0,-1.692251104,13.80573061,12,3,rank,3.0,1,17.0,11.5,846125716.8383074,0.014839285996575578,423062858.42657334,2.0,12,0.5,10.0
34,4,3,39,3.0,5.0,8.0,0.242250792,6.239407803,11,4,rank,4.0,1,8.0,6.0,242250798.85132048,0.00877651001156886,121125399.4300485,7.0,11,5.0,4.0
34,6,5,95,5.0,9.0,14.0,-1.519109051,9.43354398,10,6,rank,6.0,1,14.0,9.0,-1519108925.308364,0.020690082568597324,-759554462.643837,9.0,10,1.0,1.0
34,7,6,47,6.0,7.0,13.0,-0.644386076,6.608550627,9,7,rank,7.0,1,13.0,7.0,-inf,0.019066550065800693,-inf,7.5,9,2.0,1.5
34,8,7,25,6.0,7.0,13.0,-0.435153275,7.665022494,8,8,rank,8.0,1,13.0,7.0,-7839024508556204.0,0.027897520685407073,-3919512254278102.0,7.0,8,1.0,1.0
34,9,8,6,5.0,7.0,12.0,-2.173767043,10.98412097,7,9,rank,9.0,1,12.0,7.0,2173766863.141723,0.044347664569580864,1086883431.5930355,1.0,7,0.0,6.0
34,10,9,113,2.0,2.0,4.0,0.534522484,6.103003932,6,10,rank,10.0,1,4.0,2.5,534522439.773415,0.029707632641179912,267261219.90156132,3.0,6,3.5,3.0
34,11,10,29,3.0,4.0,7.0,-0.588348405,32.59910252,4,11,rank,11.0,1,7.0,4.0,-inf,0.17424812188566857,-inf,4.5,5,1.0,0.5
