contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_idx,judge_rank,score_sum,vote_rank,total_rank,obs_id,estimated_strength,fan_votes,week,data_source,eliminated_week,eliminated_actual,method1_value,method1_pos,judge_share,fan_share,method2_value,method2_pos
18,2,28,11,2,65,8,2,0.483610101,2,4,156,4.717643678,7.649605319,9,rank,,0,4.0,2.0,-2903981694208277.5,0.17335676063098582,-1451990847104138.8,5.0
22,2,28,9,6,96,8,6,-2.09564377,6,12,157,0.782377142,3.335476088,9,rank,9.0,1,12.0,6.0,1.2583920668897736e+16,0.07558917168466178,6291960334448868.0,1.0
24,2,28,11,4,70,8,5,0.053734456,5,10,158,2.818896283,9.437649161,9,rank,11.0,0,10.0,5.0,-322664634691408.44,0.21387773856240974,-161332317345704.12,2.0
25,2,28,11,3,3,8,1,1.128423568,1,2,159,6.721369235,8.558835909,9,rank,,0,2.0,1.0,-6775957280481181.0,0.19396191124673096,-3387978640240590.5,6.0
27,2,28,11,1,36,8,4,0.161203367,4,8,160,3.729589237,9.805929989,9,rank,,0,8.0,4.0,-967993898069425.6,0.22222378632333178,-483996949034712.7,3.0
17,2,28,10,5,42,9,4,-1.4509525,5,9,161,1.002038285,2.634584306,10,rank,10.0,1,9.0,5.0,1.306901827666458e+16,0.07084434610236448,6534509138332290.0,1.0
18,2,28,11,2,65,9,2,0.72547625,2,4,162,4.329327904,7.019955729,10,rank,,0,4.0,2.0,-6534509138332290.0,0.18876760639465845,-3267254569166145.0,4.0
24,2,28,11,4,70,9,3,-0.362738125,3,6,163,4.697215259,9.698650335,10,rank,11.0,0,6.0,3.5,3267254569166145.0,0.26079808472773663,1633627284583072.8,2.5
25,2,28,11,3,3,9,1,1.4509525,1,2,164,6.450784548,8.214279636,10,rank,,0,2.0,1.0,-1.306901827666458e+16,0.22088314584926724,-6534509138332290.0,5.0
27,2,28,11,1,36,9,3,-0.362738125,3,6,165,4.659549587,9.620879537,10,rank,,0,6.0,3.5,3267254569166145.0,0.2587068169259732,1633627284583072.8,2.5
18,2,28,11,2,65,10,2,0.447213595,2,4,166,3.810698514,6.179004098,11,rank,,0,4.0,2.0,inf,0.20460726272163351,inf,1.5
24,2,28,11,4,70,10,4,-1.341640786,4,8,167,3.010057981,7.914120282,11,rank,11.0,1,8.0,4.0,-inf,0.26206269846526037,-inf,3.5
25,2,28,11,3,3,10,1,1.341640786,1,2,168,5.881809767,7.489760328,11,rank,,0,2.0,1.0,inf,0.2480107368190912,inf,1.5
27,2,28,11,1,36,10,3,-0.447213595,3,6,169,4.173090006,8.616454337,11,rank,,0,6.0,3.0,-inf,0.2853193019940149,-inf,3.5
28,3,29,4,13,8,0,4,0.221948381,6,10,170,6.305673233,16.57903494,1,rank,4.0,0,10.0,8.0,2665511055912226.5,0.0365641911416557,1332755527956113.2,8.0
29,3,29,5,12,50,0,4,0.221948381,6,10,171,7.706297332,20.26159111,1,rank,5.0,0,10.0,8.0,2665511055912226.5,0.0446858754361315,1332755527956113.2,8.0
30,3,29,8,8,20,0,7,-1.442664475,13,20,172,2.730586227,14.82362841,1,rank,8.0,0,20.0,13.0,-1.7325821845415072e+16,0.03269273420061432,-8662910922707536.0,13.0
31,3,29,10,5,99,0,1,1.220716094,1,2,173,49.11257582,62.53881654,1,rank,10.0,0,2.0,1.5,1.4660310789502846e+16,0.13792607651875174,7330155394751423.0,1.5
32,3,29,11,4,61,0,1,1.220716094,1,2,174,42.81823468,54.52374832,1,rank,11.0,0,2.0,1.5,1.4660310789502846e+16,0.12024926435989577,7330155394751423.0,1.5
33,3,29,2,15,17,0,8,-1.775587046,14,22,175,1.196400516,8.270507549,1,rank,2.0,0,22.0,14.0,-2.1324088423278612e+16,0.01824017018810519,-1.0662044211639306e+16,14.0
34,3,29,6,11,110,0,5,-0.11097419,11,16,176,5.051392208,16.91203317,1,rank,6.0,0,16.0,11.0,-1332755521951313.8,0.037298601255128384,-666377760975656.9,11.0
35,3,29,10,6,57,0,4,0.221948381,6,10,177,10.82180278,28.45295651,1,rank,10.0,0,10.0,8.0,2665511055912226.5,0.06275150176967158,1332755527956113.2,8.0
36,3,29,11,2,86,0,2,0.887793523,3,5,178,37.04139566,60.06219983,1,rank,,0,5.0,3.5,1.0662044211639306e+16,0.13246402839008917,5331022105819653.0,3.5
37,3,29,9,7,0,0,4,0.221948381,6,10,179,9.46690359,24.89062144,1,rank,9.0,0,10.0,8.0,2665511055912226.5,0.05489495879949894,1332755527956113.2,8.0
38,3,29,11,3,85,0,6,-0.443896762,12,18,180,8.400506088,35.81352993,1,rank,,0,18.0,12.0,-5331022111824453.0,0.07898486000886172,-2665511055912226.5,12.0
39,3,29,11,1,62,0,2,0.887793523,3,5,181,34.62247233,56.13994328,1,rank,,0,5.0,3.5,1.0662044211639306e+16,0.12381369749207062,5331022105819653.0,3.5
40,3,29,3,14,14,0,9,-2.108509618,15,24,182,0.900753314,7.928999414,1,rank,3.0,0,24.0,15.0,-2.5322355013151748e+16,0.017486991925934864,-1.2661177506575874e+16,15.0
41,3,29,7,10,84,0,3,0.554870952,5,8,183,10.80657192,22.31304223,1,rank,7.0,0,8.0,5.0,6663777633775767.0,0.04921024317773442,3331888816887883.5,5.0
42,3,29,7,9,46,0,4,0.221948381,6,10,184,9.09471949,23.91206563,1,rank,7.0,0,10.0,8.0,2665511055912226.5,0.05273680533585604,1332755527956113.2,8.0
28,3,29,4,13,8,1,5,-0.096523418,6,11,185,3.916161577,13.11128729,2,rank,4.0,0,11.0,8.5,32174470.897559967,0.03760351241043232,16087235.46758174,10.0
29,3,29,5,12,50,1,3,0.86871076,4,7,186,8.820225676,18.21170204,2,rank,5.0,0,7.0,4.0,-289570237.4113731,0.05223163435664718,-144785118.67957073,12.0
30,3,29,8,8,20,1,5,-0.096523418,6,11,187,5.353715083,17.92420848,2,rank,8.0,0,11.0,8.5,32174470.897559967,0.05140709536117992,16087235.474483531,9.0
31,3,29,10,5,99,1,7,-1.544374685,14,21,188,3.309859869,17.96835137,2,rank,10.0,0,21.0,14.5,514791533.36095953,0.05153369831596479,257395766.7062466,1.0
32,3,29,11,4,61,1,2,1.351327849,2,4,189,23.1007188,37.45755159,2,rank,11.0,0,4.0,2.5,-450442591.5658396,0.10742923062583383,-225221295.7292052,14.0
33,3,29,2,15,17,1,7,-1.544374685,14,21,190,0.66505963,3.610432342,2,rank,2.0,1,21.0,14.5,514791533.36095953,0.010354813709480026,257395766.68565717,2.0
34,3,29,6,11,110,1,5,-0.096523418,6,11,191,5.410937492,18.11578879,2,rank,6.0,0,11.0,8.5,32174470.897559967,0.051956552665053814,16087235.47475826,8.0
35,3,29,10,6,57,1,5,-0.096523418,6,11,192,6.530120554,21.86280749,2,rank,10.0,0,11.0,8.5,32174470.897559967,0.06270309959603575,16087235.480131533,6.0
36,3,29,11,2,86,1,2,1.351327849,2,4,193,30.71302851,49.8008248,2,rank,,0,4.0,2.5,-450442591.5658396,0.14283005871169235,-225221295.71150476,13.0
37,3,29,9,7,0,1,4,0.386093671,5,9,194,7.71083051,20.27350985,2,rank,9.0,0,9.0,5.0,-128697883.25690657,0.05814495269499177,-64348941.599380806,11.0
38,3,29,11,3,85,1,5,-0.096523418,6,11,195,11.6190388,38.90047762,2,rank,,0,11.0,8.5,32174470.897559967,0.11156757994854481,16087235.504563773,5.0
39,3,29,11,1,62,1,1,1.833944938,1,2,196,41.95198312,53.42068366,2,rank,,0,2.0,1.0,-611314945.7203062,0.15321190791957615,-305657472.7835471,15.0
40,3,29,3,14,14,1,6,-1.061757596,12,18,197,1.936721977,8.256746647,2,rank,3.0,0,18.0,12.5,353919179.206493,0.023680563787742304,176959589.6150868,4.0
41,3,29,7,10,84,1,6,-1.061757596,12,18,198,2.499029015,10.65400697,2,rank,7.0,0,18.0,12.5,353919179.206493,0.030555968644115295,176959589.6185245,3.0
42,3,29,7,9,46,1,5,-0.096523418,6,11,199,5.705952982,19.10349902,2,rank,7.0,0,11.0,8.5,32174470.897559967,0.054789331252709635,16087235.476174649,7.0
28,3,29,4,13,8,2,8,-1.534440367,13,21,200,1.036520902,7.165287733,3,rank,4.0,0,21.0,13.0,-6910505065043447.0,0.02860756808467544,-3455252532521723.5,13.0
29,3,29,5,12,50,2,5,-0.021611836,9,14,201,2.886726559,9.664744549,3,rank,5.0,0,14.0,9.0,-97331056556392.27,0.0385867041225926,-48665528278196.12,9.0
30,3,29,8,8,20,2,3,0.583519576,4,7,202,8.536917147,17.62673622,3,rank,8.0,0,7.0,5.0,2627938545036990.0,0.07037513011541537,1313969272518495.0,5.0
31,3,29,10,5,99,2,7,-0.626743248,11,18,203,2.979058907,16.17252069,3,rank,10.0,0,18.0,11.5,-2822600658149774.5,0.06456914278671817,-1411300329074887.2,11.5
32,3,29,11,4,61,2,6,-0.324177542,10,16,204,3.704141544,15.79171334,3,rank,11.0,0,16.0,10.0,-1459965857353083.2,0.06304876110796197,-729982928676541.6,10.0
34,3,29,6,11,110,2,3,0.583519576,4,7,205,7.960245525,16.43604427,3,rank,6.0,0,7.0,5.0,2627938545036990.0,0.06562126644702107,1313969272518495.0,5.0
35,3,29,10,6,57,2,1,1.188650988,1,2,206,20.00089402,25.4686752,3,rank,10.0,0,2.0,1.5,5353208146630372.0,0.1016842431120951,2676604073315186.0,1.5
36,3,29,11,2,86,2,1,1.188650988,1,2,207,32.46769752,41.34361404,3,rank,,0,2.0,1.5,5353208146630372.0,0.16506528385017796,2676604073315186.0,1.5
37,3,29,9,7,0,2,4,0.28095387,7,11,208,5.274936154,13.86899504,3,rank,9.0,0,11.0,7.5,1265303744240298.8,0.055372266216964484,632651872120149.4,7.5
38,3,29,11,3,85,2,7,-0.626743248,11,18,209,4.12057094,22.36948676,3,rank,,0,18.0,11.5,-2822600658149774.5,0.08931066544036938,-1411300329074887.2,11.5
39,3,29,11,1,62,2,2,0.886085282,3,5,210,20.24290175,32.82363388,3,rank,,0,5.0,3.0,3990573345833681.0,0.13104907660357307,1995286672916840.5,3.0
40,3,29,3,14,14,2,9,-2.442137485,14,23,211,0.404510537,3.560757161,3,rank,3.0,1,23.0,14.0,-1.099840946743352e+16,0.014216400891643456,-5499204733716760.0,14.0
41,3,29,7,10,84,2,4,0.28095387,7,11,212,4.272464606,11.23327159,3,rank,7.0,0,11.0,7.5,1265303744240298.8,0.04484908266063839,632651872120149.4,7.5
42,3,29,7,9,46,2,3,0.583519576,4,7,213,8.205664561,16.94277715,3,rank,7.0,0,7.0,5.0,2627938545036990.0,0.06764440856015354,1313969272518495.0,5.0
28,3,29,4,13,8,3,5,-1.08012345,10,15,214,0.832793003,2.788186367,4,rank,4.0,1,15.0,11.5,540061560.3973503,0.013282004836565647,270030780.2053162,4.0
29,3,29,5,12,50,3,5,-1.08012345,10,15,215,2.458159462,8.229904281,4,rank,5.0,0,15.0,11.5,540061560.3973503,0.039204563137695846,270030780.21827745,3.0
30,3,29,8,8,20,3,4,-0.578637562,8,12,216,4.037146787,10.61456805,4,rank,8.0,0,12.0,8.5,289318692.8200092,0.050564318743817734,144659346.43528673,5.0
31,3,29,10,5,99,3,1,2.430277762,1,2,217,22.04950724,28.07733183,4,rank,10.0,0,2.0,1.0,-1215138510.6440382,0.13375119453193945,-607569255.2551435,13.0
32,3,29,11,4,61,3,3,0.424334212,3,6,218,10.39631937,21.4659667,4,rank,11.0,0,6.0,5.0,-212167041.3346734,0.10225682074391876,-106083520.61620829,8.0
34,3,29,6,11,110,3,4,-0.578637562,8,12,219,3.997475543,10.51026341,4,rank,6.0,0,12.0,8.5,289318692.8200092,0.05006744566913627,144659346.4350383,6.0
35,3,29,10,6,57,3,3,0.424334212,3,6,220,8.537961175,17.6288919,4,rank,10.0,0,6.0,5.0,-212167041.3346734,0.08397825563254141,-106083520.62534757,9.0
36,3,29,11,2,86,3,3,0.424334212,3,6,221,13.08099249,27.00918846,4,rank,,0,6.0,5.0,-212167041.3346734,0.1286629100562678,-106083520.60300525,7.0
37,3,29,9,7,0,3,3,0.424334212,3,6,222,6.923118988,14.29462066,4,rank,9.0,0,6.0,5.0,-212167041.3346734,0.06809488167294779,-106083520.63328926,10.0
38,3,29,11,3,85,3,5,-1.08012345,10,15,223,6.201278528,20.76184621,4,rank,,0,15.0,11.5,540061560.3973503,0.09890262180499791,270030780.24812645,1.0
39,3,29,11,1,62,3,2,0.9258201,2,4,224,16.90647529,27.4136565,4,rank,,0,4.0,2.0,-462909908.9120146,0.13058966306212816,-231454954.39071247,12.0
41,3,29,7,10,84,3,3,0.424334212,3,6,225,5.621842962,11.60779017,4,rank,7.0,0,6.0,5.0,-212167041.3346734,0.05529570297184483,-106083520.63968885,11.0
42,3,29,7,9,46,3,5,-1.08012345,10,15,226,2.843459576,9.51988693,4,rank,7.0,0,15.0,11.5,540061560.3973503,0.04534961713619844,270030780.22134995,2.0
29,3,29,5,12,50,4,6,-1.695430299,11,17,227,0.670927611,2.860337916,5,rank,5.0,1,17.0,11.5,-1695431023.4039836,0.017715410535962876,-847715511.6931341,12.0
30,3,29,8,8,20,4,6,-1.695430299,11,17,228,1.83138806,7.80768092,5,rank,8.0,0,17.0,11.5,-1695431023.4039836,0.048356619704930104,-847715511.6778135,11.0
31,3,29,10,5,99,4,4,0.028736107,5,9,229,6.2831551,16.51982969,5,rank,10.0,0,9.0,7.0,28736119.278033722,0.10231503183784608,14368059.690174377,6.0
32,3,29,11,4,61,4,4,0.028736107,5,9,230,5.310963575,13.96371924,5,rank,11.0,0,9.0,7.0,28736119.278033722,0.0864838442904882,14368059.682258783,7.0
34,3,29,6,11,110,4,5,-1.005763736,10,15,231,2.39220206,8.009079264,5,rank,6.0,0,15.0,10.0,-1005764165.7311764,0.04960397384629411,-502882082.8407862,10.0
35,3,29,10,6,57,4,1,1.752902512,1,2,232,12.75923282,16.24731156,5,rank,10.0,0,2.0,1.0,1752903260.9600506,0.1006271995980126,876451630.5303389,1.0
36,3,29,11,2,86,4,3,0.718402669,3,6,233,10.5629863,21.81009491,5,rank,,0,6.0,3.5,718402975.9508405,0.13508011868027284,359201488.0429603,3.0
37,3,29,9,7,0,4,4,0.028736107,5,9,234,3.97803697,10.45915503,5,rank,9.0,0,9.0,7.0,28736119.278033722,0.06477843900165643,14368059.671406081,8.0
38,3,29,11,3,85,4,4,0.028736107,5,9,235,8.269235885,21.74168333,5,rank,,0,9.0,7.0,28736119.278033722,0.13465641376822918,14368059.706345068,5.0
39,3,29,11,1,62,4,2,1.06323595,2,4,236,13.80340739,22.38206737,5,rank,,0,4.0,2.0,1063236404.2872437,0.13862261164499728,531618202.2129332,2.0
41,3,29,7,10,84,4,3,0.718402669,3,6,237,4.769796966,9.848514577,5,rank,7.0,0,6.0,3.5,718402975.9508405,0.06099645707069309,359201488.00591844,4.0
42,3,29,7,9,46,4,4,0.028736107,5,9,238,3.731503335,9.810962585,5,rank,7.0,0,9.0,7.0,28736119.278033722,0.06076388002061731,14368059.669398801,9.0
30,3,29,8,8,20,5,4,-0.128168267,7,11,239,2.904929744,7.637714473,6,rank,8.0,0,11.0,7.5,-923549695203075.6,0.05965525646375603,-461774847601537.8,8.0
31,3,29,10,5,99,5,7,-2.242944676,11,18,240,1.758421629,9.546004648,6,rank,10.0,0,18.0,11.0,-1.616211969127398e+16,0.07456017863639337,-8081059845636990.0,11.0
32,3,29,11,4,61,5,1,0.929219937,1,2,241,13.8320717,17.61343974,6,rank,11.0,0,2.0,2.5,6695735299229498.0,0.13757181793232143,3347867649614749.0,2.5
34,3,29,6,11,110,5,6,-1.185556472,10,16,242,0.687116472,2.929355218,6,rank,6.0,1,16.0,10.0,-8542834696841408.0,0.02288006934810064,-4271417348420704.0,10.0
35,3,29,10,6,57,5,5,-0.833093737,9,14,243,2.589013836,8.668004001,6,rank,10.0,0,14.0,9.0,-6003073029628630.0,0.06770245255128149,-3001536514814315.0,9.0
36,3,29,11,2,86,5,2,0.576757203,5,7,244,10.10557626,16.38607644,6,rank,,0,7.0,5.0,4155973639222479.0,0.12798535424681232,2077986819611239.5,5.0
37,3,29,9,7,0,5,1,0.929219937,1,2,245,9.142870263,11.64231923,6,rank,9.0,0,2.0,2.5,6695735299229498.0,0.09093368729006278,3347867649614749.0,2.5
38,3,29,11,3,85,5,4,-0.128168267,7,11,246,6.267202427,16.47788653,6,rank,,0,11.0,7.5,-923549695203075.6,0.12870244762393082,-461774847601537.75,7.0
39,3,29,11,1,62,5,1,0.929219937,1,2,247,15.69699108,19.98818488,6,rank,,0,2.0,2.5,6695735299229498.0,0.15612004081543132,3347867649614749.0,2.5
41,3,29,7,10,84,5,1,0.929219937,1,2,248,7.284711732,9.276183197,6,rank,7.0,0,2.0,2.5,6695735299229498.0,0.07245270683763348,3347867649614749.0,2.5
42,3,29,7,9,46,5,3,0.224294468,6,9,249,3.80948889,7.865703116,6,rank,7.0,0,9.0,6.0,1616211972009701.8,0.06143598825427641,808105986004850.9,6.0
30,3,29,8,8,20,6,3,0.0,5,8,250,4.038209694,8.337958055,7,rank,8.0,0,8.0,6.0,,0.07585851029495991,,
31,3,29,10,5,99,6,2,0.5,2,4,251,9.857388264,15.98364244,7,rank,10.0,0,4.0,3.0,inf,0.145418734009894,inf,2.5
32,3,29,11,4,61,6,3,0.0,5,8,252,5.536752417,11.43209811,7,rank,11.0,0,8.0,6.0,,0.10400891038908287,,
35,3,29,10,6,57,6,2,0.5,2,4,253,6.811827016,11.04529967,7,rank,10.0,0,4.0,3.0,inf,0.1004898289486073,inf,2.5
36,3,29,11,2,86,6,1,2.0,1,2,254,13.76860551,17.53262336,7,rank,,0,2.0,1.0,inf,0.15951131930373025,inf,2.5
37,3,29,9,7,0,6,3,0.0,5,8,255,3.97188392,8.201010852,7,rank,9.0,0,8.0,6.0,,0.07461256845403019,,
38,3,29,11,3,85,6,2,0.5,2,4,256,12.32081385,19.97805888,7,rank,,0,4.0,3.0,inf,0.18175982359529813,inf,2.5
39,3,29,11,1,62,6,5,-1.0,9,14,257,3.388053012,11.34318274,7,rank,,0,14.0,9.0,-inf,0.10319996082780744,-inf,6.0
41,3,29,7,10,84,6,6,-2.0,10,16,258,0.756206226,3.223902705,7,rank,7.0,1,16.0,10.0,-inf,0.02933097707184275,-inf,6.0
42,3,29,7,9,46,6,4,-0.5,8,12,259,1.078959059,2.836826343,7,rank,7.0,1,12.0,8.0,-inf,0.0258093671047472,-inf,6.0
30,3,29,8,8,20,7,4,-0.40449442,5,9,260,1.012510105,2.662117079,8,rank,8.0,1,9.0,5.5,2081921050497651.5,0.03303803112369415,1040960525248825.8,3.5
31,3,29,10,5,99,7,5,-0.404602292,7,12,261,3.08685047,10.3347583,8,rank,10.0,0,12.0,7.0,2082476264553655.5,0.12825884671440346,1041238132276827.9,2.0
32,3,29,11,4,61,7,2,0.674121409,3,5,262,6.571644249,10.65584606,8,rank,11.0,0,5.0,3.0,-3469683344428427.0,0.13224368550755752,-1734841672214213.5,6.0
35,3,29,10,6,57,7,1,1.213591132,1,2,263,8.792722497,11.19644918,8,rank,10.0,0,2.0,1.5,-6246318365548958.0,0.13895280542005786,-3123159182774479.0,7.5
36,3,29,11,2,86,7,1,1.213591132,1,2,264,11.68624085,14.88098843,8,rank,,0,2.0,1.5,-6246318365548958.0,0.184679540498028,-3123159182774479.0,7.5
37,3,29,9,7,0,7,4,-0.40449442,5,9,265,2.729778587,7.177202638,8,rank,9.0,0,9.0,5.5,2081921050497651.5,0.08907220723153768,1040960525248825.8,3.5
38,3,29,11,3,85,7,6,-2.022579972,8,14,266,2.833564404,12.08021785,8,rank,,0,14.0,8.0,1.041016046654426e+16,0.14992075910471464,5205080233272130.0,1.0
39,3,29,11,1,62,7,3,0.134867431,4,7,267,5.613116919,11.58977294,8,rank,,0,7.0,4.0,-694158756566875.6,0.14383412440000662,-347079378283437.75,5.0
31,3,29,10,5,99,8,2,0.615416331,3,5,268,7.178113292,11.63922869,9,rank,10.0,0,5.0,3.5,inf,0.1667177591435722,inf,2.5
32,3,29,11,4,61,8,3,-0.677035511,5,8,269,4.09966389,8.464846588,9,rank,11.0,0,8.0,5.0,-inf,0.12124860609173863,-inf,6.0
35,3,29,10,6,57,8,1,1.046319775,1,2,270,7.532998283,9.592345541,9,rank,10.0,0,2.0,1.5,inf,0.13739865382148075,inf,2.5
36,3,29,11,2,86,8,2,0.615416331,3,5,271,7.663263467,12.42589415,9,rank,,0,5.0,3.5,inf,0.17798578266814885,inf,2.5
37,3,29,9,7,0,8,4,-1.107852792,6,10,272,1.14383077,3.007388679,9,rank,9.0,1,10.0,6.0,-inf,0.04307717588429202,-inf,6.0
38,3,29,11,3,85,8,5,-1.538583909,7,12,273,3.442809891,11.52650847,9,rank,,0,12.0,7.0,-inf,0.16510317943308706,-inf,6.0
39,3,29,11,1,62,8,1,1.046319775,1,2,274,10.33296492,13.15775821,9,rank,,0,2.0,1.5,inf,0.18846884295768054,inf,2.5
31,3,29,10,5,99,9,3,-0.654653671,4,7,275,2.137022505,4.412451398,10,rank,10.0,1,7.0,4.5,654653616.8337169,0.0734398956190863,327326808.45357835,2.0
32,3,29,11,4,61,9,2,0.0,3,5,276,6.435458399,10.43502226,10,rank,11.0,0,5.0,3.0,-0.0,0.17367827459914884,0.08683913729957442,4.0
35,3,29,10,6,57,9,3,-0.654653671,4,7,277,1.900010005,3.923076048,10,rank,10.0,1,7.0,4.5,654653616.8337169,0.06529483715139554,327326808.44950587,3.0
36,3,29,11,2,86,9,1,1.309307341,1,2,278,10.54891403,13.43274281,10,rank,,0,2.0,1.5,-1309307232.6674337,0.22357169311634242,-654653616.221931,6.0
38,3,29,11,3,85,9,4,-1.309307341,6,10,279,5.277367162,13.87538671,10,rank,,0,10.0,6.0,1309307232.6674337,0.23093896334330966,654653616.4491863,1.0
39,3,29,11,1,62,9,1,1.309307341,1,2,280,10.99737717,14.00380538,10,rank,,0,2.0,1.5,-1309307232.6674337,0.23307633617071724,-654653616.2171787,5.0
32,3,29,11,4,61,10,1,0.577350269,1,2,281,7.848889665,9.99459431,11,rank,11.0,1,2.0,2.0,-577350157.13109,0.21431729300666383,-288675078.45838636,4.0
36,3,29,11,2,86,10,1,0.577350269,1,2,282,9.079565145,11.56170796,11,rank,,0,2.0,2.0,-577350157.13109,0.24792141388286099,-288675078.4415843,3.0
38,3,29,11,3,85,10,2,-1.732050808,4,6,283,7.334109653,11.892175,11,rank,,0,6.0,4.0,1732050472.39327,0.25500772466686766,866025236.3241389,1.0
39,3,29,11,1,62,10,1,0.577350269,1,2,284,10.3552146,13.18609043,11,rank,,0,2.0,2.0,-577350157.13109,0.28275356844360755,-288675078.4241682,2.0
43,4,30,2,15,74,0,9,-3.064338984,15,24,285,0.91135147,8.02229107,1,rank,2.0,0,24.0,15.0,3064339410.875454,0.01300117222388132,1532169705.4442275,1.0
44,4,30,4,13,12,0,6,-0.107520666,9,15,286,6.533107575,27.85232713,1,rank,4.0,0,15.0,10.5,107520680.9780861,0.04513833999456369,53760340.51161222,7.0
45,4,30,9,6,81,0,4,0.430082664,5,9,287,11.76298906,30.92754721,1,rank,9.0,0,9.0,5.5,-430082723.9123444,0.0501221364608789,-215041361.93111113,10.0
46,4,30,4,12,77,0,6,-0.107520666,9,15,288,7.241067037,30.87054141,1,rank,4.0,0,15.0,10.5,107520680.9780861,0.050029751103991056,53760340.51405793,5.0
47,4,30,7,9,82,0,6,-0.107520666,9,15,289,6.755006778,28.79834082,1,rank,7.0,0,15.0,10.5,107520680.9780861,0.046671478944836094,53760340.51237879,6.0
48,4,30,9,5,102,0,2,0.967685995,2,4,290,39.71464679,64.39684598,1,rank,9.0,0,4.0,2.5,-967686129.8027749,0.10436351385848425,-483843064.8492057,14.0
49,4,30,10,1,41,0,8,-0.913925662,14,22,291,5.322156109,36.79113448,1,rank,,0,22.0,14.0,913925789.313732,0.05962484675670815,456962894.6866784,2.0
50,4,30,10,3,22,0,6,-0.107520666,9,15,292,25.14119586,107.1834198,1,rank,,0,15.0,10.5,107520680.9780861,0.1737047544404757,53760340.57589543,4.0
51,4,30,5,11,80,0,3,0.69888433,4,7,293,12.90889251,26.65384227,1,rank,5.0,0,7.0,4.0,-698884427.3575598,0.04319603848286171,-349442213.65718186,12.0
52,4,30,8,7,52,0,7,-0.645123997,13,20,294,4.523991541,24.5595502,1,rank,8.0,0,20.0,13.0,645124086.8685167,0.03980196419016979,322562043.4541593,3.0
53,4,30,8,8,87,0,5,0.161280999,7,12,295,8.355460936,27.97403699,1,rank,8.0,0,12.0,7.5,-161281021.46712914,0.0453355867458218,-80640510.71089678,8.0
54,4,30,10,2,53,0,1,1.23648766,1,2,296,66.12694217,84.20451659,1,rank,,0,2.0,1.0,-1236487832.2479904,0.13646443549140155,-618243916.055763,15.0
55,4,30,3,14,21,0,5,0.161280999,7,12,297,6.10338379,20.43409516,1,rank,3.0,0,12.0,7.5,-161281021.46712914,0.03311612457042645,-80640510.7170065,9.0
56,4,30,6,10,68,0,4,0.430082664,5,9,298,10.28416333,27.03938133,1,rank,6.0,0,9.0,5.5,-430082723.9123444,0.04382085496911933,-215041361.93426177,11.0
57,4,30,10,4,5,0,2,0.967685995,2,4,299,43.99402148,71.33580315,1,rank,10.0,0,4.0,2.5,-967686129.8027749,0.11560900176638014,-483843064.8435829,13.0
43,4,30,2,15,74,1,11,-2.659289981,15,26,300,0.332029397,4.739177194,2,rank,2.0,1,26.0,15.0,1.1976377367501694e+16,0.010286520744471823,5988188683750847.0,1.0
44,4,30,4,13,12,1,9,-0.664822495,13,22,301,1.730074661,15.22920955,2,rank,4.0,0,22.0,13.0,2994094340749523.5,0.033055438432712754,1497047170374761.8,3.0
45,4,30,9,6,81,1,5,0.332411248,5,10,302,6.842855789,22.90984332,2,rank,9.0,0,10.0,6.0,-1497047172626561.5,0.04972647548653342,-748523586313280.8,10.0
46,4,30,4,12,77,1,10,-0.914130931,14,24,303,1.459795513,16.36294565,2,rank,4.0,0,24.0,14.0,4116879720219444.5,0.035516245326823286,2058439860109722.2,2.0
47,4,30,7,9,82,1,6,0.083102812,8,14,304,5.537827064,23.60918892,2,rank,7.0,0,14.0,8.0,-374261793156640.4,0.05124442527559444,-187130896578320.16,8.0
48,4,30,9,5,102,1,4,0.581719683,4,8,305,15.96030163,41.96322718,2,rank,9.0,0,8.0,4.0,-2619832547592883.0,0.09108239452167946,-1309916273796441.5,12.0
49,4,30,10,1,41,1,7,-0.166205624,9,16,306,7.46007396,40.49876293,2,rank,,0,16.0,9.0,748523586313280.8,0.0879037326420953,374261793156640.44,7.0
50,4,30,10,3,22,1,8,-0.41551406,10,18,307,10.02840087,69.32458154,2,rank,,0,18.0,11.0,1871308965783202.0,0.15047100307113742,935654482891601.1,4.0
51,4,30,5,11,80,1,3,1.080336555,3,6,308,10.20632101,21.07366455,2,rank,5.0,0,6.0,3.0,-4865403306532725.0,0.045740996523628924,-2432701653266362.5,13.0
52,4,30,8,7,52,1,5,0.332411248,5,10,309,10.58383459,35.43461964,2,rank,8.0,0,10.0,6.0,-1497047172626561.5,0.07691186361649442,-748523586313280.8,10.0
53,4,30,8,8,87,1,5,0.332411248,5,10,310,7.41321307,24.81939635,2,rank,8.0,0,10.0,6.0,-1497047172626561.5,0.05387121539637103,-748523586313280.8,10.0
54,4,30,10,2,53,1,2,1.329644991,2,4,311,32.44958612,52.61663312,2,rank,,0,4.0,2.0,-5988188686002647.0,0.1142059192845498,-2994094343001323.5,14.0
55,4,30,3,14,21,1,8,-0.41551406,10,18,312,1.900281216,13.13631174,2,rank,3.0,0,18.0,11.0,1871308965783202.0,0.02851274339149741,935654482891601.0,5.5
56,4,30,6,10,68,1,8,-0.41551406,10,18,313,2.128151011,14.71153578,2,rank,6.0,0,18.0,11.0,1871308965783202.0,0.031931812588818234,935654482891601.0,5.5
