contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,fan_votes,season,week,eliminated_week,eliminated_actual,judge_share,fan_share,combined_share,pos_judge,pos_combined
51,4,8,5,186,week4_percentage,0.098522167,3,325,16.15331539,1.945502929,7,4,8.0,0,0.098522167,0.11534878655433398,0.10693547677716699,8.0,8.0
52,4,10,2,287,week4_percentage,0.108374384,3,326,17.36208026,1.934003894,7,4,,0,0.108374384,0.11466700925447783,0.11152069662723892,6.0,5.0
54,4,5,8,274,week4_percentage,0.108374384,3,327,16.2826381,1.869814758,7,4,5.0,0,0.108374384,0.11086123809001247,0.10961781104500623,6.0,6.0
55,4,10,3,160,week4_percentage,0.128078818,3,328,19.49930401,1.882769634,7,4,,0,0.128078818,0.11162933214131773,0.11985407507065887,1.5,2.0
57,4,4,9,241,week4_percentage,0.088669951,3,329,11.25123526,1.667517802,7,4,4.0,1,0.088669951,0.09886706010631256,0.09376850555315627,9.0,9.0
58,4,10,1,36,week4_percentage,0.128078818,3,330,20.3768242,1.926789045,7,4,,0,0.128078818,0.11423924116175617,0.1211590295808781,1.5,1.0
47,4,6,7,58,week5_percentage,0.107692308,4,331,14.10360785,1.731938012,7,5,6.0,0,0.10769230789230769,0.12520145291406334,0.11644688040318552,7.5,7.0
48,4,7,6,263,week5_percentage,0.112820513,4,332,14.89022708,1.742665195,7,5,7.0,0,0.11282051288717948,0.1259769188302621,0.11939871585872079,5.5,5.0
49,4,9,4,60,week5_percentage,0.143589744,4,333,20.42242916,1.797310216,7,5,9.0,0,0.14358974385641024,0.12992719648241605,0.13675847016941314,2.0,2.0
51,4,8,5,186,week5_percentage,0.138461538,4,334,19.11772799,1.774839804,7,5,8.0,0,0.13846153786153845,0.12830281488764472,0.1333821763745916,3.0,3.0
52,4,10,2,287,week5_percentage,0.128205128,4,335,17.70371848,1.785092978,7,5,,0,0.12820512787179486,0.12904401478792193,0.12862457132985838,4.0,4.0
54,4,5,8,274,week5_percentage,0.112820513,4,336,10.86351319,1.427369883,7,5,5.0,1,0.11282051288717948,0.10318428370944294,0.10800239829831121,5.5,8.0
55,4,10,3,160,week5_percentage,0.107692308,4,337,14.96533625,1.791243978,7,5,,0,0.10769230789230769,0.12948866934919293,0.1185904886207503,7.5,6.0
58,4,10,1,36,week5_percentage,0.148717949,4,338,21.02308095,1.782750106,7,5,,0,0.14871794885128203,0.12887464903905604,0.13879629894516904,1.0,1.0
47,4,6,7,58,week6_percentage,0.09375,5,339,9.680642763,1.474029851,7,6,6.0,1,0.09375,0.1306015165841648,0.1121757582920824,7.0,7.0
48,4,7,6,263,week6_percentage,0.14375,5,340,16.38220527,1.575511315,7,6,7.0,0,0.14375,0.13959294446779272,0.14167147223389637,4.5,5.0
49,4,9,4,60,week6_percentage,0.14375,5,341,18.10429407,1.675464759,7,6,9.0,0,0.14375,0.14844898721709957,0.1460994936085498,4.5,4.0
51,4,8,5,186,week6_percentage,0.13125,5,342,15.91994299,1.653034688,7,6,8.0,0,0.13125,0.14646164531374314,0.13885582265687157,6.0,6.0
52,4,10,2,287,week6_percentage,0.15625,5,343,19.53654467,1.645455927,7,6,,0,0.15625,0.14579015438039644,0.15102007719019822,3.0,3.0
55,4,10,3,160,week6_percentage,0.16875,5,344,21.01052664,1.612046234,7,6,,0,0.16875,0.1428299995562243,0.15578999977811214,1.0,1.0
58,4,10,1,36,week6_percentage,0.1625,5,345,20.71440678,1.650925328,7,6,,0,0.1625,0.14627475248057897,0.15438737624028948,2.0,2.0
48,4,7,6,263,week7_percentage,0.163265306,6,346,13.07886223,1.184594512,7,7,7.0,1,0.163265306,0.13140042084541848,0.14733286342270924,4.0,6.0
49,4,9,4,60,week7_percentage,0.149659864,6,347,17.82222424,1.609576942,7,7,9.0,0,0.149659864,0.17854133665096847,0.16410060032548424,5.0,4.0
51,4,8,5,186,week7_percentage,0.170068027,6,348,19.86230597,1.544654105,7,7,8.0,0,0.170068027,0.1713398107128857,0.17070391885644287,2.5,2.0
52,4,10,2,287,week7_percentage,0.142857143,6,349,16.92655181,1.615781004,7,7,,0,0.142857143,0.17922951842919968,0.16104333071459984,6.0,5.0
55,4,10,3,160,week7_percentage,0.170068027,6,350,19.46232929,1.524311109,7,7,,0,0.170068027,0.16908327633882078,0.1695756516694104,2.5,3.0
58,4,10,1,36,week7_percentage,0.204081633,6,351,26.29124532,1.536232389,7,7,,0,0.204081633,0.17040563702270692,0.18724363501135347,1.0,1.0
49,4,9,4,60,week8_percentage,0.188235294,7,352,22.32750661,1.507378429,7,8,9.0,0,0.188235294,0.21350497406323254,0.20087013403161627,4.5,3.0
51,4,8,5,186,week8_percentage,0.188235294,7,353,16.62432971,1.212426313,7,8,8.0,1,0.188235294,0.171727977215631,0.1799816356078155,4.5,5.0
52,4,10,2,287,week8_percentage,0.211764706,7,354,25.58273608,1.443671648,7,8,,0,0.211764706,0.204481550108519,0.2081231280542595,2.0,2.0
55,4,10,3,160,week8_percentage,0.196078431,7,355,22.49297602,1.448160407,7,8,,0,0.196078431,0.20511733761577883,0.2005978843078894,3.0,4.0
58,4,10,1,36,week8_percentage,0.215686275,7,356,26.57753184,1.448519228,7,8,,0,0.215686275,0.2051681609968386,0.2104272179984193,1.0,1.0
49,4,9,4,60,week9_percentage,0.228855721,8,357,23.14651674,1.198466126,7,9,9.0,1,0.22885572077114427,0.22688579415596308,0.22787075746355367,4.0,4.0
52,4,10,2,287,week9_percentage,0.243781095,8,358,31.72820268,1.387085704,7,9,,0,0.2437810947562189,0.2625940230491113,0.2531875589026651,2.5,3.0
55,4,10,3,160,week9_percentage,0.28358209,8,359,40.84951713,1.301795917,7,9,,0,0.2835820897164179,0.24644751657965108,0.2650148031480345,1.0,1.0
58,4,10,1,36,week9_percentage,0.243781095,8,360,31.97698783,1.394896258,7,9,,0,0.2437810947562189,0.26407266621527453,0.25392688048574674,2.5,2.0
52,4,10,2,287,week10_percentage,0.323529412,9,361,54.34469992,1.248026612,7,10,,0,0.323529412,0.3352057309533503,0.32936757147667517,2.5,2.0
55,4,10,3,160,week10_percentage,0.323529412,9,362,52.48152863,1.213140793,7,10,,0,0.323529412,0.32583579737552265,0.32468260468776133,2.5,3.0
58,4,10,1,36,week10_percentage,0.352941176,9,363,70.7445552,1.261998689,7,10,,0,0.352941176,0.33895847167112714,0.3459498238355636,1.0,1.0
59,5,11,2,97,week1_percentage,0.098765432,0,364,25.18487454,2.387555451,8,1,,0,0.098765432,0.07730958827650876,0.08803751013825438,1.0,1.0
60,5,3,12,74,week1_percentage,0.074074074,0,365,19.82017713,2.357684376,8,1,3.0,0,0.074074074,0.07634235607729033,0.07520821503864517,7.5,8.0
61,5,5,9,67,week1_percentage,0.0781893,0,366,19.89641679,2.326578227,8,1,5.0,0,0.0781893,0.07533513190117726,0.07676221595058863,6.0,6.0
62,5,7,7,162,week1_percentage,0.065843621,0,367,18.30939913,2.348289142,8,1,7.0,0,0.065843621,0.07603813626451185,0.07094087863225593,11.0,11.0
63,5,10,4,277,week1_percentage,0.057613169,0,368,17.76742426,2.388131961,8,1,10.0,0,0.057613169,0.07732825580136923,0.06747071240068461,12.0,12.0
64,5,11,1,256,week1_percentage,0.094650206,0,369,25.55338823,2.437027111,8,1,,0,0.094650206,0.07891149187391151,0.08678084893695576,2.5,2.0
65,5,4,10,260,week1_percentage,0.053497942,0,370,17.54966007,2.410745206,8,1,4.0,0,0.053497942,0.07806047781523434,0.06577920990761717,13.0,13.0
66,5,2,13,23,week1_percentage,0.069958848,0,371,17.84851805,2.287849737,8,1,2.0,0,0.069958848,0.07408109459066502,0.07201997129533251,9.5,10.0
67,5,8,6,56,week1_percentage,0.082304527,0,372,21.04387634,2.34770283,8,1,8.0,0,0.082304527,0.07601915134866304,0.07916183917433152,5.0,5.0
68,5,9,5,166,week1_percentage,0.086419753,0,373,21.47251895,2.332921813,8,1,9.0,0,0.086419753,0.07554053865797163,0.08098014582898581,4.0,4.0
69,5,6,8,261,week1_percentage,0.069958848,0,374,20.21269815,2.412240276,8,1,6.0,0,0.069958848,0.07810888852171495,0.07403386826085748,9.5,9.0
70,5,4,11,106,week1_percentage,0.074074074,0,375,20.90239584,2.410847694,8,1,4.0,0,0.074074074,0.07806379639997338,0.0760689351999867,7.5,7.0
71,5,11,3,190,week1_percentage,0.094650206,0,376,25.51364567,2.435470624,8,1,,0,0.094650206,0.07886109247100871,0.08675564923550436,2.5,3.0
59,5,11,2,97,week2_percentage,0.101886792,1,377,21.87221258,2.22002315,8,2,,0,0.1018867921018868,0.07755381308914155,0.08972030259551417,1.0,1.0
60,5,3,12,74,week2_percentage,0.079245283,1,378,17.68678532,2.199889237,8,2,3.0,0,0.07924528307924528,0.0768504592860269,0.07804787118263609,5.0,5.0
61,5,5,9,67,week2_percentage,0.064150943,1,379,15.62470955,2.20410196,8,2,5.0,0,0.06415094306415094,0.0769976256487463,0.07057428435644862,11.5,11.0
62,5,7,7,162,week2_percentage,0.075471698,1,380,17.14707781,2.200943459,8,2,7.0,0,0.0754716980754717,0.07688728725151117,0.07617949266349144,7.0,7.0
63,5,10,4,277,week2_percentage,0.075471698,1,381,17.74084988,2.234985571,8,2,10.0,0,0.0754716980754717,0.07807650709870405,0.07677410258708788,7.0,6.0
64,5,11,1,256,week2_percentage,0.090566038,1,382,20.89868737,2.270625154,8,2,,0,0.09056603809056604,0.07932153265555779,0.08494378537306191,3.0,3.0
65,5,4,10,260,week2_percentage,0.064150943,1,383,16.70489536,2.270950161,8,2,4.0,0,0.06415094306415094,0.07933288638046405,0.0717419147223075,11.5,10.0
66,5,2,13,23,week2_percentage,0.067924528,1,384,11.05657242,1.826229201,8,2,2.0,1,0.06792452806792453,0.06379709964388719,0.06586081385590586,9.5,13.0
67,5,8,6,56,week2_percentage,0.075471698,1,385,17.13108445,2.200010307,8,2,8.0,0,0.0754716980754717,0.07685468871946805,0.07616319339746988,7.0,8.0
68,5,9,5,166,week2_percentage,0.086792453,1,386,18.471769,2.179226594,8,2,9.0,0,0.08679245308679245,0.07612863494237102,0.08146054401458173,4.0,4.0
69,5,6,8,261,week2_percentage,0.052830189,1,387,15.43718693,2.288160338,8,2,6.0,0,0.052830189052830184,0.07993410301655592,0.06638214603469306,13.0,12.0
70,5,4,11,106,week2_percentage,0.067924528,1,388,17.09968565,2.262264209,8,2,4.0,0,0.06792452806792453,0.07902945319423388,0.07347699063107921,9.5,9.0
71,5,11,3,190,week2_percentage,0.098113208,1,389,22.22735567,2.268174129,8,2,,0,0.0981132080981132,0.07923590907333217,0.08867455858572268,2.0,2.0
59,5,11,2,97,week3_percentage,0.106299213,2,390,19.29886375,2.057383343,8,3,,0,0.10629921289370078,0.08374699107923395,0.09502310198646736,2.0,3.0
60,5,3,12,74,week3_percentage,0.062992126,2,391,9.662886635,1.733381167,8,3,3.0,1,0.06299212593700787,0.07055829319488231,0.0667752095659451,10.0,11.0
61,5,5,9,67,week3_percentage,0.094488189,2,392,16.59907682,2.006980095,8,3,5.0,0,0.0944881889055118,0.08169529741942948,0.08809174316247065,5.0,5.0
62,5,7,7,162,week3_percentage,0.078740157,2,393,15.09829713,2.045942831,8,3,7.0,0,0.07874015692125984,0.08328129835373108,0.08101072763749545,8.0,8.0
63,5,10,4,277,week3_percentage,0.090551181,2,394,16.92712631,2.059982417,8,3,10.0,0,0.0905511809094488,0.08385278790500919,0.087201984407229,6.5,6.0
64,5,11,1,256,week3_percentage,0.106299213,2,395,20.25055909,2.105519522,8,3,,0,0.10629921289370078,0.08570640237077437,0.09600280763223758,2.0,1.0
65,5,4,10,260,week3_percentage,0.039370079,2,396,12.37238962,2.181147823,8,3,4.0,0,0.03937007896062992,0.08878489655161534,0.06407748775612263,12.0,12.0
67,5,8,6,56,week3_percentage,0.090551181,2,397,16.38914374,2.027684126,8,3,8.0,0,0.0905511809094488,0.08253806709838142,0.0865446240039151,6.5,7.0
68,5,9,5,166,week3_percentage,0.098425197,2,398,17.24933304,2.011974529,8,3,9.0,0,0.09842519690157481,0.08189859877358253,0.09016189783757866,4.0,4.0
69,5,6,8,261,week3_percentage,0.059055118,2,399,13.83174596,2.125487052,8,3,6.0,0,0.059055117940944875,0.08651919234619333,0.07278715514356911,11.0,10.0
70,5,4,11,106,week3_percentage,0.066929134,2,400,14.51763261,2.107020697,8,3,4.0,0,0.06692913393307086,0.08576750857626647,0.07634832125466867,9.0,9.0
71,5,11,3,190,week3_percentage,0.106299213,2,401,20.22285002,2.104150274,8,3,,0,0.10629921289370078,0.08565066633090053,0.09597493961230066,2.0,2.0
59,5,11,2,97,week4_percentage,0.123966942,3,402,19.32256682,1.90858143,8,4,,0,0.123966942,0.09130851223639713,0.10763772711819856,1.0,1.0
61,5,5,9,67,week4_percentage,0.090909091,3,403,14.3164818,1.889437162,8,4,5.0,0,0.090909091,0.0903926306284875,0.09065086081424376,6.5,7.0
62,5,7,7,162,week4_percentage,0.078512397,3,404,13.55905406,1.940349468,8,4,7.0,0,0.078512397,0.09282832807493295,0.08567036253746647,8.0,8.0
63,5,10,4,277,week4_percentage,0.103305785,3,405,16.43944032,1.922439823,8,4,10.0,0,0.103305785,0.09197151210998246,0.09763864855499123,4.5,5.0
64,5,11,1,256,week4_percentage,0.103305785,3,406,17.16098606,1.96539503,8,4,,0,0.103305785,0.09402653369948649,0.09866615934974324,4.5,4.0
65,5,4,10,260,week4_percentage,0.049586777,3,407,9.187636083,1.796781863,8,4,4.0,1,0.049586777,0.08595990516572927,0.06777334108286463,11.0,11.0
67,5,8,6,56,week4_percentage,0.090909091,3,408,14.55910012,1.906241949,8,4,8.0,0,0.090909091,0.09119658904247016,0.09105284002123508,6.5,6.0
68,5,9,5,166,week4_percentage,0.111570248,3,409,16.74171055,1.870480231,8,4,9.0,0,0.111570248,0.0894857114166737,0.10052797970833685,3.0,3.0
69,5,6,8,261,week4_percentage,0.061983471,3,410,12.88607798,2.02980143,8,4,6.0,0,0.061983471,0.09710780257807046,0.07954563678903523,10.0,9.0
70,5,4,11,106,week4_percentage,0.066115702,3,411,9.747726548,1.715598296,8,4,4.0,1,0.066115702,0.08207599924256734,0.07409585062128367,9.0,10.0
71,5,11,3,190,week4_percentage,0.119834711,3,412,19.59066851,1.957450848,8,4,,0,0.119834711,0.09364647580520258,0.10674059340260128,2.0,2.0
59,5,11,2,97,week5_percentage,0.138095238,4,413,18.9186608,1.767483028,8,5,,0,0.13809523786190475,0.11209940730491647,0.1250973225834106,1.0,1.0
61,5,5,9,67,week5_percentage,0.104761905,4,414,9.953489063,1.408314706,8,5,5.0,1,0.1047619048952381,0.08931980751183637,0.09704085620353722,6.0,9.0
62,5,7,7,162,week5_percentage,0.095238095,4,415,13.49793985,1.793802109,8,5,7.0,0,0.09523809490476189,0.11376864731128222,0.10450337110802205,8.0,7.0
63,5,10,4,277,week5_percentage,0.1,4,416,14.22248415,1.805652384,8,5,10.0,0,0.0999999999,0.11452022952330689,0.10726011471165345,7.0,6.0
64,5,11,1,256,week5_percentage,0.123809524,4,417,17.60102035,1.816601381,8,5,,0,0.12380952387619047,0.11521464981184121,0.11951208684401585,2.5,2.0
67,5,8,6,56,week5_percentage,0.10952381,4,418,14.77014973,1.762563004,8,5,8.0,0,0.10952380989047618,0.11178736370076936,0.11065558679562276,5.0,5.0
68,5,9,5,166,week5_percentage,0.123809524,4,419,16.13097134,1.729385621,8,5,9.0,0,0.12380952387619047,0.10968314832143605,0.11674633609881327,2.5,4.0
69,5,6,8,261,week5_percentage,0.085714286,4,420,13.326651,1.861904404,8,5,6.0,0,0.0857142859142857,0.1180879119291966,0.10190109892174115,9.0,8.0
71,5,11,3,190,week5_percentage,0.119047619,4,421,16.98475594,1.821397494,8,5,,0,0.11904761888095236,0.11551883458541484,0.1172832267331836,4.0,3.0
59,5,11,2,97,week6_percentage,0.139784946,5,422,16.88233657,1.639253634,8,6,,0,0.13978494613978495,0.12553066899625095,0.13265780756801795,3.5,4.0
62,5,7,7,162,week6_percentage,0.11827957,5,423,13.97415204,1.632812671,8,6,7.0,0,0.11827957011827958,0.1250374333080084,0.12165850171314399,6.0,6.0
63,5,10,4,277,week6_percentage,0.096774194,5,424,12.48709263,1.702916447,8,6,10.0,0,0.0967741940967742,0.13040583617009005,0.11359001513343212,7.0,7.0
64,5,11,1,256,week6_percentage,0.139784946,5,425,17.68595886,1.685756769,8,6,,0,0.13978494613978495,0.12909178335091523,0.1344383647453501,3.5,3.0
67,5,8,6,56,week6_percentage,0.123655914,5,426,14.46577933,1.621734745,8,6,8.0,0,0.12365591412365592,0.1241891085381083,0.12392251133088211,5.0,5.0
68,5,9,5,166,week6_percentage,0.150537634,5,427,17.62731757,1.59112677,8,6,9.0,0,0.15053763415053764,0.12184521281710574,0.13619142348382168,1.0,2.0
69,5,6,8,261,week6_percentage,0.086021505,5,428,9.29481901,1.498986903,8,6,6.0,1,0.08602150508602151,0.11478933146608376,0.10040541827605264,8.0,8.0
71,5,11,3,190,week6_percentage,0.14516129,5,429,18.51667151,1.686002819,8,6,,0,0.1451612901451613,0.12911062535343756,0.13713595774929943,2.0,1.0
59,5,11,2,97,week7_percentage,0.148351648,6,430,16.37196632,1.535810219,8,7,,0,0.14835164814835164,0.14512970872291692,0.14674067843563426,3.5,3.0
62,5,7,7,162,week7_percentage,0.115384615,6,431,10.15319008,1.337974448,8,7,7.0,1,0.11538461511538461,0.12643478960791155,0.12090970236164808,7.0,7.0
63,5,10,4,277,week7_percentage,0.131868132,6,432,14.56635701,1.558927648,8,7,10.0,0,0.13186813213186813,0.1473142401810923,0.1395911861564802,6.0,6.0
64,5,11,1,256,week7_percentage,0.153846154,6,433,17.83580683,1.574789973,8,7,,0,0.15384615415384617,0.14881318489342607,0.15132966952363613,2.0,2.0
67,5,8,6,56,week7_percentage,0.148351648,6,434,15.85240771,1.503561114,8,7,8.0,0,0.14835164814835164,0.14208225978858685,0.14521695396846923,3.5,4.0
68,5,9,5,166,week7_percentage,0.142857143,6,435,15.08590368,1.500658285,8,7,9.0,0,0.14285714314285713,0.14180795068318403,0.14233254691302058,5.0,5.0
71,5,11,3,190,week7_percentage,0.159340659,6,436,18.60969073,1.57060658,8,7,,0,0.15934065915934065,0.1484178661228824,0.1538792626411115,1.0,1.0
59,5,11,2,97,week8_percentage,0.176282051,7,437,18.83190236,1.438614972,8,8,,0,0.17628205117628207,0.1703592208148325,0.1733206359955573,2.0,1.0
63,5,10,4,277,week8_percentage,0.166666667,7,438,17.61677297,1.453565196,8,8,10.0,0,0.16666666716666667,0.17212961008591482,0.16939813862629075,3.5,4.0
64,5,11,1,256,week8_percentage,0.166666667,7,439,18.29148467,1.491149369,8,8,,0,0.16666666716666667,0.17658028698826103,0.17162347707746384,3.5,3.0
67,5,8,6,56,week8_percentage,0.163461538,7,440,12.41673658,1.1309761,8,8,8.0,1,0.16346153816346154,0.13392896008050031,0.14869524912198093,5.0,6.0
68,5,9,5,166,week8_percentage,0.179487179,7,441,18.47505405,1.392266957,8,8,9.0,0,0.1794871791794872,0.16487073927154838,0.1721789592255178,1.0,2.0
71,5,11,3,190,week8_percentage,0.147435897,7,442,16.28115705,1.538024447,8,8,,0,0.1474358971474359,0.18213118275894297,0.16478353995318945,6.0,5.0
59,5,11,2,97,week9_percentage,0.209737828,8,443,22.57520466,1.335817742,8,9,,0,0.209737828,0.20291395276302598,0.206325890381513,2.5,3.0
63,5,10,4,277,week9_percentage,0.172284644,8,444,18.35685815,1.447010706,8,9,10.0,0,0.172284644,0.21980443350398088,0.19604453875199043,5.0,4.0
64,5,11,1,256,week9_percentage,0.209737828,8,445,23.65613591,1.382588103,8,9,,0,0.209737828,0.21001848396086337,0.2098781559804317,2.5,2.0
68,5,9,5,166,week9_percentage,0.194756554,8,446,14.78612533,1.039871616,8,9,9.0,1,0.194756554,0.15795901890980837,0.1763577864549042,4.0,5.0
71,5,11,3,190,week9_percentage,0.213483146,8,447,24.30601549,1.377885261,8,9,,0,0.213483146,0.20930411086232134,0.21139362843116066,1.0,1.0
59,5,11,2,97,week10_percentage,0.273972603,9,448,35.52197842,1.243653588,8,10,,0,0.27397260272602736,0.247520350856451,0.2607464767912392,1.0,1.0
63,5,10,4,277,week10_percentage,0.219178082,9,449,20.51441545,1.159929439,8,10,10.0,1,0.2191780817808219,0.23085700429789324,0.22501754303935756,4.0,4.0
64,5,11,1,256,week10_percentage,0.255707763,9,450,32.45245788,1.308378028,8,10,,0,0.2557077627442922,0.2604022467898283,0.2580550047670602,2.0,2.0
71,5,11,3,190,week10_percentage,0.251141553,9,451,31.34679335,1.312488788,8,10,,0,0.25114155274885847,0.26122039805582753,0.25618097540234297,3.0,3.0
59,5,11,2,97,week11_percentage,0.331428571,10,452,53.79333639,1.170751692,8,11,,0,0.331428571,0.32522706347783487,0.32832781723891746,2.0,3.0
64,5,11,1,256,week11_percentage,0.342857143,10,453,61.88231006,1.213788236,8,11,,0,0.342857143,0.3371823302718073,0.3400197366359036,1.0,1.0
71,5,11,3,190,week11_percentage,0.325714286,10,454,53.57763695,1.215257947,8,11,,0,0.325714286,0.33759060625035786,0.33165244612517897,3.0,2.0
72,6,1,16,19,week1_percentage,0.046797968,0,455,11.57676291,2.051604836,9,1,1.0,1,0.046797967906404066,0.05500357341148671,0.05090077065894539,15.5,15.0
73,6,3,12,73,week1_percentage,0.054187406,0,456,17.18738453,2.38403155,9,1,3.0,0,0.05418740589162519,0.06391594135222903,0.059051673621927106,10.5,11.0
74,6,6,9,189,week1_percentage,0.059113533,0,457,18.31897854,2.40596221,9,1,6.0,0,0.05911353288177294,0.06450390285734237,0.061808717869557654,9.0,9.0
75,6,7,6,180,week1_percentage,0.07142836,0,458,19.69597296,2.373864765,9,1,7.0,0,0.07142835985714328,0.0636433696097113,0.06753586473342729,6.0,6.0
76,6,4,11,55,week1_percentage,0.054187406,0,459,17.59767989,2.407622961,9,1,4.0,0,0.05418740589162519,0.06454842763031218,0.059367916760968684,10.5,10.0
77,6,5,10,210,week1_percentage,0.066502233,0,460,19.68797843,2.415290066,9,1,5.0,0,0.06650223286699553,0.06475398289384104,0.06562810788041828,7.5,8.0
78,6,6,8,170,week1_percentage,0.066502233,0,461,20.10825416,2.436412233,9,1,6.0,0,0.06650223286699553,0.06532026868280387,0.0659112507748997,7.5,7.0
79,6,7,7,194,week1_percentage,0.046798214,0,462,16.89287417,2.429494714,9,1,7.0,0,0.046798213906403575,0.06513480983738426,0.055966511871893915,14.0,12.0
80,6,9,4,129,week1_percentage,0.083743926,0,463,18.84029194,2.224868023,9,1,9.0,0,0.08374392583251215,0.05964876348826748,0.07169634466038982,1.0,1.0
81,6,2,14,145,week1_percentage,0.049261032,0,464,14.82911879,2.278282014,9,1,2.0,0,0.049261031901477945,0.061080793830376214,0.05517091286592708,12.5,14.0
82,6,3,13,272,week1_percentage,0.049261032,0,465,15.31442092,2.310484207,9,1,3.0,0,0.049261031901477945,0.061944135374325644,0.0556025836379018,12.5,13.0
83,6,1,15,171,week1_percentage,0.046797968,0,466,11.42133706,2.038088224,9,1,1.0,1,0.046797967906404066,0.05464119272911997,0.05071958031776202,15.5,16.0
84,6,8,5,0,week1_percentage,0.078817798,0,467,21.22533159,2.385896896,9,1,8.0,0,0.07881779784236441,0.06396595132191153,0.07139187458213797,2.0,2.0
85,6,10,2,205,week1_percentage,0.076354734,0,468,20.5292959,2.373470122,9,1,,0,0.07635473384729052,0.0636327892216946,0.06999376153449256,3.0,4.0
86,6,10,1,78,week1_percentage,0.073891671,0,469,19.31436633,2.333382015,9,1,,0,0.07389167085221666,0.06255802613983276,0.06822484849602471,5.0,5.0
87,6,10,3,148,week1_percentage,0.076354488,0,470,22.17817309,2.450727884,9,1,,0,0.07635448784729103,0.06570407161936105,0.07102927973332604,4.0,3.0
73,6,3,12,73,week2_percentage,0.071428571,1,471,16.37959292,2.189485012,9,2,3.0,0,0.07142857107142857,0.07223239799002903,0.0718304845307288,5.0,6.0
74,6,6,9,189,week2_percentage,0.06462585,1,472,16.03008674,2.225682953,9,2,6.0,0,0.06462585006462584,0.0734265893484541,0.06902621970653997,10.5,10.0
75,6,7,6,180,week2_percentage,0.071428571,1,473,16.48883311,2.196132157,9,2,7.0,0,0.07142857107142857,0.07245169121218216,0.07194013114180536,5.0,5.0
76,6,4,11,55,week2_percentage,0.06462585,1,474,15.91675873,2.218588138,9,2,4.0,0,0.06462585006462584,0.0731925272297655,0.06890918864719567,10.5,11.0
77,6,5,10,210,week2_percentage,0.071428571,1,475,17.23342839,2.240299792,9,2,5.0,0,0.07142857107142857,0.07390880746194543,0.072668689266687,5.0,4.0
78,6,6,8,170,week2_percentage,0.06462585,1,476,16.64936211,2.263587477,9,2,6.0,0,0.06462585006462584,0.07467708188354098,0.06965146597408342,10.5,9.0
79,6,7,7,194,week2_percentage,0.068027211,1,477,16.4237649,2.221061541,9,2,7.0,0,0.06802721106802721,0.07327412624912694,0.07065066865857708,7.5,7.0
80,6,9,4,129,week2_percentage,0.068027211,1,478,14.19747625,2.075396405,9,2,9.0,0,0.06802721106802721,0.06846854775959321,0.06824787941381022,7.5,12.0
81,6,2,14,145,week2_percentage,0.06122449,1,479,9.70831586,1.753081829,9,2,2.0,1,0.06122449006122449,0.05783520037241344,0.05952984521681896,13.5,14.0
82,6,3,13,272,week2_percentage,0.06122449,1,480,13.5360083,2.085452393,9,2,3.0,0,0.06122449006122449,0.06880030071675798,0.06501239538899123,13.5,13.0
84,6,8,5,0,week2_percentage,0.091836735,1,481,19.85925972,2.208818788,9,2,8.0,0,0.09183673509183674,0.07287023062876741,0.08235348286030207,1.5,1.0
85,6,10,2,205,week2_percentage,0.091836735,1,482,19.57539681,2.194421918,9,2,,0,0.09183673509183674,0.07239526942193057,0.08211600225688365,1.5,2.0
86,6,10,1,78,week2_percentage,0.085034014,1,483,17.71918846,2.152563344,9,2,,0,0.08503401408503401,0.07101433045231359,0.07802417226867381,3.0,3.0
87,6,10,3,148,week2_percentage,0.06462585,1,484,17.04553393,2.287103802,9,2,,0,0.06462585006462584,0.07545289927317966,0.07003937466890275,10.5,8.0
73,6,3,12,73,week3_percentage,0.065891473,2,485,9.916232008,1.734641312,9,3,3.0,1,0.06589147286821706,0.06620860309440135,0.0660500379813092,10.5,12.0
74,6,6,9,189,week3_percentage,0.073643411,2,486,14.98385659,2.08161439,9,3,6.0,0,0.07364341085271318,0.07945203425611967,0.07654772255441643,8.0,8.0
75,6,7,6,180,week3_percentage,0.069767442,2,487,14.3299668,2.069907559,9,3,7.0,0,0.06976744186046512,0.07900520244033721,0.07438632215040117,9.0,9.0
76,6,4,11,55,week3_percentage,0.065891473,2,488,14.2365958,2.096284088,9,3,4.0,0,0.06589147286821706,0.08001195416905943,0.07295171351863824,10.5,10.0
77,6,5,10,210,week3_percentage,0.100775194,2,489,18.72151882,2.073919136,9,3,5.0,0,0.10077519379844961,0.07915831819259,0.08996675599551981,2.0,2.0
78,6,6,8,170,week3_percentage,0.07751938,2,490,15.95901627,2.111751309,9,3,6.0,0,0.07751937984496124,0.08060231431387904,0.07906084707942014,6.5,7.0
79,6,7,7,194,week3_percentage,0.054263566,2,491,13.37701139,2.132746846,9,3,7.0,0,0.05426356589147287,0.08140368181641135,0.06783362385394211,13.0,11.0
80,6,9,4,129,week3_percentage,0.089147287,2,492,14.53659621,1.919655803,9,3,9.0,0,0.08914728682170543,0.07327032295348175,0.08120880488759359,3.0,3.0
82,6,3,13,272,week3_percentage,0.058139535,2,493,9.188526116,1.724251123,9,3,3.0,1,0.05813953488372093,0.06581202548794295,0.06197578018583194,12.0,13.0
