season,week,week_idx,celebrity_name,judge_rank,vote_rank,total_rank,score_sum,fan_votes,placement,weeks_participated,data_source,eliminated_week,eliminated_actual,method1_value,method1_pos,judge_share,fan_share,method2_value,method2_pos
34,1,0,71,3.0,4.0,7.0,0.637993085,89.61574795,12,3,rank,3.0,0,7.0,4.5,637993103.0436772,0.054661884959815804,318996551.54916954,5.0
34,1,0,95,5.0,9.0,14.0,-0.850657446,72.83950322,10,6,rank,6.0,0,14.0,10.5,-850657470.0582364,0.04442907230728271,-425328735.00690365,11.0
34,1,0,2,3.0,4.0,7.0,0.637993085,321.0460326,2,11,rank,,0,7.0,4.5,637993103.0436772,0.19582474846471973,318996551.619751,4.0
34,1,0,47,4.0,6.0,10.0,0.141776241,90.35738308,9,7,rank,7.0,0,10.0,7.0,141776245.00970605,0.0551142515927522,70888122.53241014,7.0
34,1,0,113,1.0,1.0,2.0,1.630426772,114.4964935,6,10,rank,10.0,0,2.0,1.5,1630426818.1116197,0.06983810657353665,815213409.0907289,2.0
34,1,0,29,5.0,9.0,14.0,-0.850657446,113.8888752,4,11,rank,11.0,0,14.0,10.5,-850657470.0582364,0.06946748464185774,-425328734.99438447,10.0
34,2,1,23,7.0,14.0,21.0,-2.176626959,19.09934663,13,2,rank,2.0,1,21.0,14.0,1088313261.0738227,0.01399570997621537,544156630.5439092,1.0
34,2,1,25,4.0,10.0,14.0,-0.38411064,52.47107957,8,8,rank,8.0,0,14.0,10.0,192055281.454204,0.0384500070095141,96027640.746327,5.0
34,2,1,30,2.0,5.0,7.0,0.51214752,113.2806671,5,11,rank,11.0,0,7.0,6.5,-256073708.6056053,0.08301034550331118,-128036854.26129748,8.0
34,2,1,10,5.0,11.0,16.0,-0.83223972,16.97366806,13,2,rank,2.0,1,16.0,11.5,416119776.4841086,0.012438045133291043,208059888.24827334,4.0
34,2,1,58,1.0,1.0,2.0,0.960276599,195.7055243,3,11,rank,,0,2.0,2.5,-480138203.13551,0.14341002401326486,-240069101.49605,12.0
34,2,1,6,6.0,13.0,19.0,-1.728497879,65.67246217,7,9,rank,9.0,0,19.0,13.0,864248766.0439181,0.048123778878989616,432124383.046021,2.0
34,2,1,92,1.0,1.0,2.0,0.960276599,230.5629409,1,11,rank,,0,2.0,2.5,-480138203.13551,0.16895300737833066,-240069101.4832785,11.0
34,2,1,39,2.0,5.0,7.0,0.51214752,26.55982308,11,4,rank,4.0,0,7.0,6.5,-256073708.6056053,0.019462633358535535,-128036854.29307133,10.0
34,2,1,71,2.0,5.0,7.0,0.51214752,61.70139748,12,3,rank,3.0,0,7.0,6.5,-256073708.6056053,0.04521384322649292,-128036854.28019573,9.0
34,2,1,95,5.0,11.0,16.0,-0.83223972,55.30637062,10,6,rank,6.0,0,16.0,11.5,416119776.4841086,0.040527665057335974,208059888.26231813,3.0
34,2,1,2,2.0,5.0,7.0,0.51214752,239.1375238,2,11,rank,,0,7.0,6.5,-256073708.6056053,0.17523633097888336,-128036854.21518448,7.0
34,2,1,47,1.0,1.0,2.0,0.960276599,103.652161,9,7,rank,7.0,0,2.0,2.5,-480138203.13551,0.0759547230524284,-240069101.52977765,13.0
34,2,1,113,1.0,1.0,2.0,0.960276599,89.70336734,6,10,rank,10.0,0,2.0,2.5,-480138203.13551,0.06573325975499875,-240069101.5348884,14.0
34,2,1,29,3.0,9.0,12.0,0.06401844,94.83088523,4,11,rank,11.0,0,12.0,9.0,-32009213.575700663,0.0694906266784083,-16004606.753105018,6.0
34,3,2,25,4.0,8.0,12.0,-0.206372086,44.93643888,8,8,rank,8.0,0,12.0,8.5,103186063.10223264,0.048300570758997186,51593031.5752666,5.0
34,3,2,30,4.0,8.0,12.0,-0.206372086,66.38607032,5,11,rank,11.0,0,12.0,8.5,103186063.10223264,0.071356012332567,51593031.586794324,4.0
34,3,2,58,1.0,1.0,2.0,1.279506932,159.1780912,3,11,rank,,0,2.0,1.5,-639753590.6338422,0.17109483637141537,-319876795.23137367,11.0
34,3,2,6,6.0,11.0,17.0,-1.692251104,53.77778415,7,9,rank,9.0,0,17.0,11.5,846125716.8383074,0.05780381653151489,423062858.4480556,1.0
34,3,2,92,3.0,5.0,8.0,0.28892092,117.5543301,1,11,rank,,0,8.0,6.0,-144460488.14312565,0.12635494446242515,-72230244.00838536,6.0
34,3,2,39,3.0,5.0,8.0,0.28892092,19.82707416,11,4,rank,4.0,0,8.0,6.0,-144460488.14312565,0.02131141279277457,-72230244.06090713,8.0
34,3,2,71,6.0,11.0,17.0,-1.692251104,13.80573061,12,3,rank,3.0,1,17.0,11.5,846125716.8383074,0.014839285996575578,423062858.42657334,2.0
34,3,2,95,3.0,5.0,8.0,0.28892092,57.12977534,10,6,rank,6.0,0,8.0,6.0,-144460488.14312565,0.06140675195967559,-72230244.04085945,7.0
34,3,2,2,2.0,3.0,5.0,0.784213926,183.8505967,2,11,rank,,0,5.0,3.5,-392107039.3884839,0.1976144299886766,-196053519.59543473,9.0
34,3,2,47,5.0,10.0,15.0,-1.196958098,40.79994684,9,7,rank,7.0,0,15.0,10.0,598479165.5929492,0.04385440342905836,299239582.81840175,3.0
34,3,2,113,1.0,1.0,2.0,1.279506932,67.10982631,6,10,rank,10.0,0,2.0,1.5,-639753590.6338422,0.07213395175719732,-319876795.28085417,12.0
34,3,2,29,2.0,3.0,5.0,0.784213926,105.9943949,4,11,rank,11.0,0,5.0,3.5,-392107039.3884839,0.11392958361912235,-196053519.63727716,10.0
34,4,3,25,5.0,9.0,14.0,-0.823652691,31.13975564,8,8,rank,8.0,0,14.0,9.5,-823652714.2944896,0.04380197380284423,-411826357.1253438,10.0
34,4,3,30,2.0,2.0,4.0,0.775202533,78.2278018,5,11,rank,11.0,0,4.0,3.0,775202554.9242254,0.11003721945384189,387601277.5171313,4.0
34,4,3,58,2.0,2.0,4.0,0.775202533,113.8945278,3,11,rank,,0,4.0,3.0,775202554.9242254,0.1602069451237002,387601277.5422162,3.0
34,4,3,6,6.0,11.0,17.0,-2.422507916,40.60903385,7,9,rank,9.0,0,17.0,11.0,-2422507984.5132046,0.057121701834154624,-1211253992.2280414,11.0
34,4,3,92,4.0,8.0,12.0,-0.29070095,82.6761917,1,11,rank,,0,12.0,8.0,-290700958.2215846,0.1162944380433914,-145350479.0526451,8.0
34,4,3,39,3.0,5.0,8.0,0.242250792,6.239407803,11,4,rank,4.0,1,8.0,6.0,242250798.85132048,0.00877651001156886,121125399.4300485,7.0
34,4,3,95,5.0,9.0,14.0,-0.823652691,38.7792335,10,6,rank,6.0,0,14.0,9.5,-823652714.2944896,0.05454785803391035,-411826357.11997086,9.0
34,4,3,2,2.0,2.0,4.0,0.775202533,152.0896031,2,11,rank,,0,4.0,3.0,775202554.9242254,0.2139331113476643,387601277.5690793,2.0
34,4,3,47,3.0,5.0,8.0,0.242250792,42.56824039,9,7,rank,7.0,0,8.0,6.0,242250798.85132048,0.059877571678849426,121125399.45559902,6.0
34,4,3,113,1.0,1.0,2.0,1.308154274,53.03854037,6,10,rank,10.0,0,2.0,1.0,1308154310.9971306,0.0746053624404047,654077155.535868,1.0
34,4,3,29,3.0,5.0,8.0,0.242250792,71.65895221,4,11,rank,11.0,0,8.0,6.0,242250798.85132048,0.10079730822967005,121125399.47605889,5.0
34,5,4,25,6.0,8.0,14.0,-0.663676335,25.08222578,8,8,rank,8.0,0,14.0,8.5,-663676132.7214859,0.044866938189556685,-331838066.33830947,9.0
34,5,4,30,5.0,6.0,11.0,-0.375121407,42.9996848,5,11,rank,11.0,0,11.0,6.5,-375121292.6686659,0.07691758367115775,-187560646.29587415,6.0
34,5,4,58,4.0,5.0,9.0,0.20198845,65.53945393,3,11,rank,,0,9.0,5.0,201988388.4369739,0.11723659033479156,100994194.27710524,5.0
34,5,4,6,7.0,10.0,17.0,-2.106450977,31.5413163,7,9,rank,9.0,0,17.0,10.0,-2106450334.9855855,0.056420921383212135,-1053225167.4645823,10.0
34,5,4,92,2.0,2.0,4.0,1.067653235,89.32135373,1,11,rank,,0,4.0,2.5,1067652909.5954337,0.1597775130469876,533826454.8776056,3.0
34,5,4,95,5.0,6.0,11.0,-0.375121407,33.35547483,10,6,rank,6.0,0,11.0,6.5,-375121292.6686659,0.05966607750872912,-187560646.3044999,7.0
34,5,4,2,2.0,2.0,4.0,1.067653235,127.5185248,2,11,rank,,0,4.0,2.5,1067652909.5954337,0.22810438835883293,533826454.91176903,2.0
34,5,4,47,6.0,8.0,14.0,-0.663676335,27.17913355,9,7,rank,7.0,0,14.0,8.5,-663676132.7214859,0.048617874495249694,-331838066.336434,8.0
34,5,4,113,3.0,4.0,7.0,0.490543378,33.33520339,6,10,rank,10.0,0,7.0,4.0,490543228.4897939,0.059629816075893335,245271614.27471185,4.0
34,5,4,29,1.0,1.0,2.0,1.356208164,83.16345331,4,11,rank,11.0,0,2.0,1.0,1356207750.6482534,0.1487622969355893,678103875.3985078,1.0
34,6,5,25,2.0,3.0,5.0,0.506369684,30.57771272,8,8,rank,8.0,0,5.0,4.0,506369642.102788,0.06706444601063372,253184821.08492622,5.0
34,6,5,30,2.0,3.0,5.0,0.506369684,44.08836137,5,11,rank,11.0,0,5.0,4.0,506369642.102788,0.09669662207473555,253184821.0997423,4.0
34,6,5,58,1.0,1.0,2.0,1.265924209,85.04944028,3,11,rank,,0,2.0,1.5,1265924104.25697,0.18653434441360256,632962052.2217522,1.0
34,6,5,6,6.0,10.0,16.0,-1.772293892,29.07191165,7,9,rank,9.0,0,16.0,10.0,-1772293745.359758,0.06376185384206652,-886146872.647998,10.0
34,6,5,92,2.0,3.0,5.0,0.506369684,78.48470619,1,11,rank,,0,5.0,4.0,506369642.102788,0.17213626765147083,253184821.1374621,3.0
34,6,5,95,5.0,9.0,14.0,-1.519109051,9.43354398,10,6,rank,6.0,1,14.0,9.0,-1519108925.308364,0.020690082568597324,-759554462.643837,9.0
34,6,5,2,3.0,6.0,9.0,0.253184842,76.92335742,2,11,rank,,0,9.0,6.0,253184821.051394,0.16871184571225412,126592410.61005291,6.0
34,6,5,47,4.0,7.0,11.0,-0.506369684,25.7463641,9,7,rank,7.0,0,11.0,7.5,-506369642.102788,0.05646810999127498,-253184821.02315992,8.0
34,6,5,113,1.0,1.0,2.0,1.265924209,35.44227393,6,10,rank,10.0,0,2.0,1.5,1265924104.25697,0.07773362541004916,632962052.1673517,2.0
34,6,5,29,4.0,7.0,11.0,-0.506369684,41.12753538,4,11,rank,11.0,0,11.0,7.5,-506369642.102788,0.09020280232531525,-253184821.00629258,7.0
34,7,6,25,5.0,6.0,11.0,-0.421329358,19.66119899,8,8,rank,8.0,0,11.0,6.0,-inf,0.05672518167068663,-inf,7.5
34,7,6,30,7.0,8.0,15.0,-1.090499514,26.24745362,5,11,rank,11.0,0,15.0,8.0,-inf,0.07572740481110515,-inf,7.5
34,7,6,58,4.0,4.0,8.0,0.247840799,49.53237455,3,11,rank,,0,8.0,4.5,inf,0.14290750764275975,inf,3.0
34,7,6,6,8.0,9.0,17.0,-1.75966967,27.18506533,7,9,rank,9.0,0,17.0,9.0,-inf,0.078432539661394,-inf,7.5
34,7,6,92,3.0,3.0,6.0,0.917010955,61.71801782,1,11,rank,,0,6.0,3.0,inf,0.1780647139055366,inf,3.0
34,7,6,2,1.0,1.0,2.0,1.363124392,85.3195327,2,11,rank,,0,2.0,1.0,inf,0.2461582325130411,inf,3.0
34,7,6,47,6.0,7.0,13.0,-0.644386076,6.608550627,9,7,rank,7.0,1,13.0,7.0,-inf,0.019066550065800693,-inf,7.5
34,7,6,113,2.0,2.0,4.0,1.140067673,27.69214421,6,10,rank,10.0,0,4.0,2.0,inf,0.07989552986885785,inf,3.0
34,7,6,29,4.0,4.0,8.0,0.247840799,42.6400874,4,11,rank,11.0,0,8.0,4.5,inf,0.12302233986081823,inf,3.0
34,8,7,25,6.0,7.0,13.0,-0.435153275,7.665022494,8,8,rank,8.0,1,13.0,7.0,-7839024508556204.0,0.027897520685407073,-3919512254278102.0,7.0
34,8,7,30,5.0,6.0,11.0,-0.118678166,25.00926537,5,11,rank,11.0,0,11.0,6.0,-2137915776698455.5,0.09102341167720647,-1068957888349227.8,6.0
34,8,7,58,2.0,2.0,4.0,0.830747161,54.47535059,3,11,rank,,0,4.0,2.0,1.496541041887479e+16,0.19826780953597126,7482705209437395.0,2.0
34,8,7,6,7.0,8.0,15.0,-2.334003928,23.89146068,7,9,rank,9.0,0,15.0,8.0,-4.2045676881688296e+16,0.08695506360830907,-2.1022838440844148e+16,8.0
34,8,7,92,4.0,4.0,8.0,0.197796943,48.96061349,1,11,rank,,0,8.0,4.5,3563192955159293.0,0.17819644086846115,1781596477579646.5,4.5
34,8,7,2,3.0,3.0,6.0,0.514272052,54.91493069,2,11,rank,,0,6.0,3.0,9264301687017042.0,0.19986769980925392,4632150843508521.0,3.0
34,8,7,113,1.0,1.0,2.0,1.14722227,25.33398063,6,10,rank,10.0,0,2.0,1.0,2.066651915073254e+16,0.0922052413052093,1.033325957536627e+16,1.0
34,8,7,29,4.0,4.0,8.0,0.197796943,34.50578113,4,11,rank,11.0,0,8.0,4.5,3563192955159293.0,0.1255868125101818,1781596477579646.5,4.5
34,9,8,30,4.0,6.0,10.0,-0.583997116,24.03979553,5,11,rank,11.0,0,10.0,6.0,583997067.679866,0.09705909024468341,291998533.88846254,2.0
34,9,8,58,3.0,5.0,8.0,0.097332853,38.49784289,3,11,rank,,0,8.0,5.0,-97332844.94664429,0.1554325036842838,-48666422.39560589,3.0
34,9,8,6,5.0,7.0,12.0,-2.173767043,10.98412097,7,9,rank,9.0,1,12.0,7.0,2173766863.141723,0.044347664569580864,1086883431.5930355,1.0
34,9,8,92,1.0,1.0,2.0,0.778662821,61.44273863,1,11,rank,,0,2.0,2.0,-778662756.5731546,0.24807100818006275,-389331378.1625418,5.0
34,9,8,2,2.0,4.0,6.0,0.324442842,46.20830762,2,11,rank,,0,6.0,4.0,-324442815.1554811,0.18656299691679085,-162221407.48445904,4.0
34,9,8,113,1.0,1.0,2.0,0.778662821,21.55308542,6,10,rank,10.0,0,2.0,2.0,-778662756.5731546,0.08701916204822023,-389331378.2430677,7.0
34,9,8,29,1.0,1.0,2.0,0.778662821,44.95617014,4,11,rank,11.0,0,2.0,2.0,-778662756.5731546,0.18150757435637813,-389331378.1958235,6.0
34,10,9,30,3.0,4.0,7.0,-0.267261242,23.18981581,5,11,rank,11.0,0,7.0,4.5,-267261219.8867075,0.11288121993300822,-133630609.88691315,5.0
34,10,9,58,3.0,4.0,7.0,-0.267261242,40.84255801,3,11,rank,,0,7.0,4.5,-267261219.8867075,0.19880958999964807,-133630609.84394896,4.0
34,10,9,92,1.0,1.0,2.0,1.33630621,56.13984591,1,11,rank,,0,2.0,1.0,1336306099.4335377,0.2732722995772644,668153049.853405,1.0
34,10,9,2,2.0,2.0,4.0,0.534522484,47.81003624,2,11,rank,,0,4.0,2.5,534522439.773415,0.23272522990395128,267261220.00307012,2.0
34,10,9,113,2.0,2.0,4.0,0.534522484,6.103003932,6,10,rank,10.0,1,4.0,2.5,534522439.773415,0.029707632641179912,267261219.90156132,3.0
34,10,9,29,4.0,6.0,10.0,-1.870828693,31.35029283,4,11,rank,11.0,0,10.0,6.0,-1870828538.2069526,0.15260402794494818,-935414269.0271742,6.0
34,11,10,30,4.0,5.0,9.0,-1.568929081,18.07339145,5,11,rank,11.0,1,9.0,5.0,-inf,0.09660555882895513,-inf,4.5
34,11,10,58,2.0,2.0,4.0,0.39223227,41.45646838,3,11,rank,,0,4.0,2.5,inf,0.2215923506113629,inf,2.0
34,11,10,92,2.0,2.0,4.0,0.39223227,48.03997962,1,11,rank,,0,4.0,2.5,inf,0.25678241353654274,inf,2.0
34,11,10,2,1.0,1.0,2.0,1.372812946,46.91544188,2,11,rank,,0,2.0,1.0,inf,0.2507715551374707,inf,2.0
34,11,10,29,3.0,4.0,7.0,-0.588348405,32.59910252,4,11,rank,11.0,1,7.0,4.0,-inf,0.17424812188566857,-inf,4.5
3,1,0,100,8.0,9.0,17.0,0.080188679,2.363560595,9,3,pct,3.0,0,17.0,9.5,0.080188679,0.09106549923663995,0.08562708911831998,8.0
3,1,0,284,3.5,8.0,11.5,0.103773585,2.368577859,8,4,pct,4.0,0,11.5,6.0,0.103773585,0.09125880913185846,0.09751619706592923,4.0
3,1,0,203,6.0,1.0,7.0,0.089622642,2.419059564,4,8,pct,8.0,0,7.0,3.0,0.089622642,0.093203816032831,0.09141322901641549,6.0
3,1,0,133,5.0,4.0,9.0,0.099056604,2.405477946,3,9,pct,,0,9.0,4.0,0.099056604,0.0926805306022701,0.09586856730113505,5.0
3,1,0,177,1.0,3.0,4.0,0.122641509,2.407000573,2,10,pct,,0,4.0,1.5,0.122641509,0.09273919581618487,0.10769035240809244,1.0
3,1,0,86,2.0,2.0,4.0,0.113207547,2.411189287,1,10,pct,,0,4.0,1.5,0.113207547,0.09290058255294822,0.10305406477647411,2.0
3,1,0,253,7.0,10.0,17.0,0.08490566,2.245635297,10,2,pct,2.0,0,17.0,9.5,0.08490566,0.0865219617628315,0.08571381088141575,7.0
3,1,0,290,3.5,7.0,10.5,0.103773585,2.374180091,7,5,pct,5.0,0,10.5,5.0,0.103773585,0.09147465722773496,0.09762412111386748,3.0
3,1,0,248,10.0,5.0,15.0,0.070754717,2.396716209,6,5,pct,5.0,0,15.0,7.5,0.070754717,0.0923429501079206,0.0815488335539603,10.0
3,1,0,128,9.0,6.0,15.0,0.075471698,2.392446275,5,7,pct,7.0,0,15.0,7.5,0.075471698,0.09217843405013892,0.08382506602506946,9.0
3,1,0,276,11.0,11.0,22.0,0.056603774,2.170668329,11,1,pct,1.0,1,22.0,11.0,0.056603774,0.08363356347864144,0.07011866873932072,11.0
3,2,1,100,8.0,9.0,17.0,0.091304348,2.202382695,9,3,pct,3.0,0,17.0,10.0,0.09130434790869564,0.10078894793493919,0.09604664792181741,8.0
3,2,1,284,3.5,8.0,11.5,0.104347826,2.203467744,8,4,pct,4.0,0,11.5,6.0,0.10434782589565217,0.10083860367706618,0.10259321478635917,4.0
3,2,1,203,2.0,3.0,5.0,0.113043478,2.244643832,4,8,pct,8.0,0,5.0,1.0,0.11304347788695651,0.10272296945918856,0.10788322367307254,2.0
3,2,1,133,1.0,5.0,6.0,0.126086957,2.236718468,3,9,pct,,0,6.0,3.0,0.12608695687391303,0.10236027631717699,0.114223616595545,1.0
3,2,1,177,8.0,1.0,9.0,0.091304348,2.259522681,2,10,pct,,0,9.0,4.0,0.09130434790869564,0.10340387906704071,0.09735411348786818,6.0
3,2,1,86,3.5,2.0,5.5,0.104347826,2.247095421,1,10,pct,,0,5.5,2.0,0.10434782589565217,0.10283516298333849,0.10359149443949534,3.0
3,2,1,253,6.0,10.0,16.0,0.095652174,1.793098983,10,2,pct,2.0,1,16.0,9.0,0.09565217390434783,0.08205865422484143,0.08885541406459463,10.0
3,2,1,290,5.0,6.0,11.0,0.1,2.214690384,7,5,pct,5.0,0,11.0,5.0,0.0999999999,0.1013521920199189,0.10067609595995944,5.0
3,2,1,248,8.0,7.0,15.0,0.091304348,2.212687436,6,5,pct,5.0,0,15.0,8.0,0.09130434790869564,0.10126052992043605,0.09628243891456584,7.0
3,2,1,128,10.0,4.0,14.0,0.082608696,2.237122896,5,7,pct,7.0,0,14.0,7.0,0.0826086959173913,0.10237878439605355,0.09249374015672243,9.0
3,3,2,100,5.5,9.0,14.5,0.106280193,1.705963259,9,3,pct,3.0,1,14.5,9.0,0.106280193,0.09293243863039562,0.0996063158151978,9.0
3,3,2,284,1.5,7.0,8.5,0.130434783,2.041652394,8,4,pct,4.0,0,8.5,3.5,0.130434783,0.11121912198813966,0.12082695249406983,2.0
3,3,2,203,1.5,4.0,5.5,0.130434783,2.080998154,4,8,pct,8.0,0,5.5,1.0,0.130434783,0.1133624843420919,0.12189863367104595,1.0
3,3,2,133,5.5,2.0,7.5,0.106280193,2.100617026,3,9,pct,,0,7.5,2.0,0.106280193,0.11443122343041572,0.11035570821520785,4.0
3,3,2,177,5.5,3.0,8.5,0.106280193,2.10060626,2,10,pct,,0,8.5,3.5,0.106280193,0.11443063695199714,0.11035541497599857,5.0
3,3,2,86,9.0,1.0,10.0,0.09178744,2.138279499,1,10,pct,,0,10.0,5.0,0.09178744,0.11648288863614416,0.10413516431807207,8.0
3,3,2,290,5.5,6.0,11.5,0.106280193,2.071474458,7,5,pct,5.0,0,11.5,7.0,0.106280193,0.11284368049952065,0.10956193674976032,6.0
3,3,2,248,3.0,8.0,11.0,0.120772947,2.038529956,6,5,pct,5.0,0,11.0,6.0,0.120772947,0.11104902701318556,0.11591098700659277,3.0
3,3,2,128,8.0,5.0,13.0,0.101449275,2.078905713,5,7,pct,7.0,0,13.0,8.0,0.101449275,0.11324849850810963,0.10734888675405482,7.0
3,4,3,284,5.0,8.0,13.0,0.121212121,1.558020298,8,4,pct,4.0,1,13.0,8.0,0.12121212124242424,0.10289219861669197,0.11205215992955811,8.0
3,4,3,203,5.0,2.0,7.0,0.121212121,1.960427895,4,8,pct,8.0,0,7.0,1.5,0.12121212124242424,0.12946733531326776,0.125339728277846,4.0
3,4,3,133,3.0,5.0,8.0,0.136363636,1.933095696,3,9,pct,,0,8.0,3.5,0.13636363627272727,0.12766230745082655,0.1320129718617769,3.0
3,4,3,177,1.0,6.0,7.0,0.146464646,1.926836071,2,10,pct,,0,7.0,1.5,0.1464646462929293,0.1272489196537659,0.13685678297334758,1.0
3,4,3,86,5.0,3.0,8.0,0.121212121,1.956964976,1,10,pct,,0,8.0,3.5,0.12121212124242424,0.12923864294642318,0.12522538209442372,5.0
3,4,3,290,2.0,7.0,9.0,0.141414141,1.899087156,7,5,pct,5.0,0,9.0,5.5,0.14141414128282825,0.12541637172275188,0.13341525650279007,2.0
3,4,3,248,8.0,1.0,9.0,0.101010101,1.966061128,6,5,pct,5.0,0,9.0,5.5,0.1010101012020202,0.12983935596629398,0.11542472858415709,7.0
3,4,3,128,7.0,4.0,11.0,0.111111111,1.941765561,5,7,pct,7.0,0,11.0,7.0,0.11111111122222221,0.12823486832997877,0.1196729897761005,6.0
3,5,4,203,2.5,3.0,5.5,0.149171271,1.836615081,4,8,pct,8.0,0,5.5,1.0,0.1491712708508287,0.1497079249267537,0.1494395978887912,1.0
3,5,4,133,5.0,1.0,6.0,0.138121547,1.865374494,3,9,pct,,0,6.0,2.0,0.13812154686187844,0.1520521897032344,0.1450868682825564,4.0
3,5,4,177,2.5,4.0,6.5,0.149171271,1.835641355,2,10,pct,,0,6.5,3.0,0.1491712708508287,0.14962855364182018,0.14939991224632443,2.0
3,5,4,86,2.5,5.0,7.5,0.149171271,1.830925908,1,10,pct,,0,7.5,4.0,0.1491712708508287,0.149244183616345,0.14920772723358686,3.0
3,5,4,290,2.5,7.0,9.5,0.149171271,1.475338669,7,5,pct,5.0,1,9.5,6.0,0.1491712708508287,0.12025921652561489,0.1347152436882218,6.0
3,5,4,248,6.5,6.0,12.5,0.132596685,1.56194318,6,5,pct,5.0,1,12.5,7.0,0.1325966848674033,0.12731860625035069,0.129957645558877,7.0
3,5,4,128,6.5,2.0,8.5,0.132596685,1.862149677,5,7,pct,7.0,0,8.5,5.0,0.1325966848674033,0.1517893253358811,0.1421930051016422,5.0
3,6,5,203,4.0,1.0,5.0,0.194915254,1.658969779,4,8,pct,8.0,0,5.0,2.5,0.19491525380508473,0.20167313293809697,0.19829419337159085,4.0
3,6,5,133,3.0,4.0,7.0,0.203389831,1.651207816,3,9,pct,,0,7.0,4.0,0.20338983079661013,0.2007295476987666,0.20205968924768836,3.0
3,6,5,177,1.0,2.0,3.0,0.237288136,1.656645066,2,10,pct,,0,3.0,1.0,0.23728813576271185,0.20139052854118353,0.21933933215194767,1.0
3,6,5,86,2.0,3.0,5.0,0.211864407,1.652931862,1,10,pct,,0,5.0,2.5,0.2118644067881356,0.200939131841016,0.2064017693145758,2.0
3,6,5,128,5.0,5.0,10.0,0.152542373,1.606278141,5,7,pct,7.0,0,10.0,5.0,0.1525423728474576,0.19526765898093693,0.17390501591419727,5.0
3,7,6,203,4.0,1.0,5.0,0.2,1.565939324,4,8,pct,8.0,0,5.0,2.5,0.20000000020000003,0.2053796784895253,0.20268983934476265,4.0
3,7,6,133,1.5,4.0,5.5,0.211111111,1.550478802,3,9,pct,,0,5.5,4.0,0.21111111121111112,0.20335196452323356,0.20723153786717236,2.0
3,7,6,177,3.0,2.0,5.0,0.207407407,1.554533413,2,10,pct,,0,5.0,2.5,0.2074074072074074,0.2038837441974632,0.2056455757024353,3.0
3,7,6,86,1.5,3.0,4.5,0.211111111,1.553548143,1,10,pct,,0,4.5,1.0,0.21111111121111112,0.20375452179866138,0.20743281650488626,1.0
3,7,6,128,5.0,5.0,10.0,0.17037037,1.400107268,5,7,pct,7.0,1,10.0,5.0,0.17037037017037038,0.1836300909911166,0.1770002305807435,5.0
3,8,7,203,4.0,4.0,8.0,0.243119266,1.235326105,4,8,pct,8.0,1,8.0,4.0,0.243119266,0.21687628917604193,0.22999777758802098,4.0
3,8,7,133,2.5,1.0,3.5,0.247706422,1.49835659,3,9,pct,,0,3.5,1.0,0.247706422,0.2630544402699789,0.2553804311349894,2.0
3,8,7,177,1.0,3.0,4.0,0.26146789,1.466728097,2,10,pct,,0,4.0,2.0,0.26146789,0.257501679613253,0.2594847848066265,1.0
3,8,7,86,2.5,2.0,4.5,0.247706422,1.495583499,1,10,pct,,0,4.5,3.0,0.247706422,0.2625675909407263,0.25513700647036314,3.0
3,9,8,133,2.0,3.0,5.0,0.333333333,1.151842017,3,9,pct,,0,5.0,3.0,0.3333333333333333,0.2878070320135999,0.3105701826734666,3.0
3,9,8,177,2.0,2.0,4.0,0.333333333,1.424747569,2,10,pct,,0,4.0,2.0,0.3333333333333333,0.355997057886873,0.34466519561010317,2.0
3,9,8,86,2.0,1.0,3.0,0.333333333,1.425543402,1,10,pct,,0,3.0,1.0,0.3333333333333333,0.35619591009952717,0.34476462171643024,1.0
3,10,9,177,1.5,2.0,3.5,0.5,1.289562011,2,10,pct,,0,3.5,2.0,0.5,0.4998610044289954,0.4999305022144977,2.0
3,10,9,86,1.5,1.0,2.5,0.5,1.290279184,1,10,pct,,0,2.5,1.0,0.5,0.5001389955710045,0.5000694977855022,1.0
4,1,0,134,8.0,8.0,16.0,0.082524272,2.320746677,6,7,pct,7.0,0,16.0,8.5,0.08252427191747572,0.09178690989541458,0.08715559090644515,6.0
4,1,0,108,3.5,6.0,9.5,0.101941748,2.353007779,4,9,pct,9.0,0,9.5,4.0,0.10194174789805824,0.09306285564673139,0.09750230177239481,4.0
4,1,0,59,9.0,3.0,12.0,0.077669903,2.362698886,8,5,pct,5.0,0,12.0,5.0,0.07766990292233009,0.09344614468633726,0.08555802380433367,9.0
4,1,0,159,2.0,2.0,4.0,0.111650485,2.405224672,3,10,pct,,0,4.0,1.0,0.1116504848883495,0.09512806478838798,0.10338927483836874,2.0
4,1,0,17,3.5,1.0,4.5,0.101941748,2.41674234,1,10,pct,,0,4.5,2.0,0.10194174789805824,0.09558359540075445,0.09876267164940634,3.0
4,1,0,252,5.5,11.0,16.5,0.09223301,2.057932433,10,3,pct,3.0,0,16.5,10.0,0.09223300990776699,0.08139245039997198,0.08681273015386948,7.0
4,1,0,227,5.5,10.0,15.5,0.09223301,2.15919357,11,2,pct,2.0,0,15.5,7.0,0.09223300990776699,0.0853973885303762,0.0888151992190716,5.0
4,1,0,102,7.0,9.0,16.0,0.087378641,2.168866878,7,6,pct,6.0,0,16.0,8.5,0.08737864091262136,0.08577997360895721,0.08657930726078929,8.0
4,1,0,29,11.0,7.0,18.0,0.063106796,2.324107273,5,8,pct,8.0,0,18.0,11.0,0.06310679593689321,0.09191982346383801,0.0775133097003656,11.0
