season,week,n_contestants,rho_method_judge,rho_method_placement,rho_judge_placement,p_value,independence_score
30,7,9,-0.45116596130213676,0.65,0.025537695922762456,0.22286923675650136,0.19883403869786326
30,8,8,-0.5367450401216933,0.5714285714285715,-0.048795003647426664,0.17018920126883436,0.03468353130687818
30,9,6,-0.028988551782622423,0.7714285714285715,-0.3188740696088466,0.9565293523898406,0.7424400196459491
30,10,4,0.316227766016838,0.39999999999999997,-0.7378647873726218,0.683772233983162,0.08377223398316197
31,1,16,-0.9237806759543039,0.8676470588235294,-0.6957963424655814,3.269967308653994e-07,-0.05613361713077447
31,2,15,-0.9415250428290828,0.9571428571428571,-0.8893181092878909,1.6496226985564422e-07,0.015617814313774292
31,3,14,-0.8884113491366064,0.8725274725274725,-0.7491827048689292,2.1828772279561452e-05,-0.015883876609133818
31,4,13,-0.8083832350732539,0.8461538461538461,-0.6333724316037866,0.0008238801474859016,0.03777061108059221
31,5,12,-0.46316074584285255,0.9440559440559443,-0.48070471348841515,0.1294224979450272,0.48089519821309173
31,6,10,-0.8029853781438303,0.9393939393939393,-0.6775189128088568,0.0051573302914765945,0.13640856125010903
31,7,9,-0.8907877552249789,0.8333333333333333,-0.6386780131801736,0.0012718896065708899,-0.057454421891645624
31,8,8,-0.9398272507881658,0.9285714285714287,-0.879581914199181,0.00052039242802854,-0.011255822216737044
31,9,6,-0.9710083124552245,0.942857142857143,-0.9710083124552246,0.0012485929031976766,-0.028151169598081505
31,10,4,-0.8944271909999159,0.7999999999999999,-0.8944271909999159,0.10557280900008414,-0.09442719099991592
32,1,14,-0.8793176719984958,0.8153846153846154,-0.5891649892987403,3.4222093368861964e-05,-0.06393305661388038
32,2,13,-0.8349908101841638,0.9065934065934067,-0.6519031242301611,0.0003822858256295885,0.07160259640924294
32,3,12,-0.8400819752692913,0.9580419580419581,-0.8119620765155076,0.000625649698932757,0.11795998277266684
32,4,11,-0.7742675438094841,0.8909090909090911,-0.6267880116552966,0.005152158565145196,0.11664154709960695
32,5,10,-0.7967120548770816,0.8787878787878788,-0.5583257707406319,0.0057989848208308825,0.08207582391079715
32,6,9,-0.7,0.9166666666666666,-0.6833333333333333,0.03576957497026169,0.21666666666666667
32,7,8,-0.6024533658898499,0.9285714285714287,-0.5301589619830679,0.11396448084515579,0.32611806268157884
32,8,7,-0.8571428571428573,0.7857142857142859,-0.5,0.01369732661532562,-0.0714285714285714
32,9,6,-0.942857142857143,0.942857142857143,-0.8857142857142858,0.0048046647230320545,0.0
32,10,5,-0.9999999999999999,0.6,-0.6,1.4042654220543672e-24,-0.3999999999999999
32,11,5,-0.7378647873726218,0.7,-0.9486832980505137,0.15461852312844906,-0.03786478737262189
33,1,13,-0.9474011354940377,0.8650170564347366,-0.7194555472391772,8.881441214634713e-07,-0.08238407905930112
33,2,13,-0.9122057577356114,0.9434491733171197,-0.8170901105217382,1.3876047086262787e-05,0.031243415581508338
33,3,11,-0.8173601193092295,0.961278120390013,-0.6773473112080965,0.002123165628965581,0.14391800108078356
33,4,9,-0.8532469179729295,0.7999999999999999,-0.4403855060505442,0.0034430673779795367,-0.053246917972929575
33,5,8,-0.9018533352710066,0.8571428571428572,-0.7041868508280462,0.0021929935684288624,-0.04471047812814943
33,6,7,-0.6240896334821996,0.5357142857142858,-0.11013346473215288,0.13415186275242788,-0.08837534776791378
33,7,6,-0.942857142857143,0.5428571428571429,-0.7142857142857143,0.0048046647230320545,-0.4
33,8,5,-0.8720815992723809,0.7,-0.7181848464596079,0.05385421772754211,-0.17208159927238098
33,9,5,-0.9746794344808964,0.19999999999999998,-0.35909242322980395,0.004818230468198537,-0.7746794344808965
34,1,14,-0.7459358498133271,0.7656770309841704,-0.31395185539423315,0.002188780395484224,0.019741181170843336
34,2,14,-0.8191262063537484,0.8580863278270876,-0.5463097503877488,0.00033820926697838977,0.03896012147333916
34,3,12,-0.7731274248092628,0.8881118881118882,-0.5567936041057534,0.003187707848889453,0.11498446330262546
34,4,11,-0.5848142912736466,0.8909090909090911,-0.37131066112612476,0.05879287844556038,0.3060947996354445
34,5,10,-0.911353338910154,0.8666666666666665,-0.7339758434175736,0.00024247315985480202,-0.044686672243487546
34,6,10,-0.7285199901336922,0.9151515151515152,-0.4506945701674536,0.016864401853556303,0.18663152501782299
34,7,9,-0.7615129419677079,0.9666666666666667,-0.6276205565667923,0.017117125525800674,0.20515372469895876
34,8,8,-0.6467181814331598,0.9523809523809524,-0.4910267673844362,0.08308772479827897,0.3056627709477926
34,9,7,-0.7041868508280462,0.9285714285714288,-0.44474958999666075,0.0773502479544213,0.2243845777433826
34,10,6,-0.44136741475237473,1.0,-0.44136741475237473,0.3809392104771887,0.5586325852476253
34,11,5,-0.8207826816681233,0.9999999999999999,-0.8207826816681234,0.08858700531354381,0.1792173183318766
