celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_age_during_season,season,is_from_usa,is_final_awarded,is_final_reached,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,participated_ratio,ballroom_partner_count,is_legacy_season,season_total_contestants,relative_placement,gender,week1_audience_votes,week2_audience_votes,week3_audience_votes,week4_audience_votes,week5_audience_votes,week6_audience_votes,week7_audience_votes,week8_audience_votes,week9_audience_votes,week10_audience_votes,week11_audience_votes,week1_judge_rank,week1_audience_rank,week1_judge_pct,week1_audience_pct,week1_combined_rank,week1_combined_pct,week2_judge_rank,week2_audience_rank,week2_judge_pct,week2_audience_pct,week2_combined_rank,week2_combined_pct,week3_judge_rank,week3_audience_rank,week3_judge_pct,week3_audience_pct,week3_combined_rank,week3_combined_pct,week4_judge_rank,week4_audience_rank,week4_judge_pct,week4_audience_pct,week4_combined_rank,week4_combined_pct,week5_judge_rank,week5_audience_rank,week5_judge_pct,week5_audience_pct,week5_combined_rank,week5_combined_pct,week6_judge_rank,week6_audience_rank,week6_judge_pct,week6_audience_pct,week6_combined_rank,week6_combined_pct,week7_judge_rank,week7_audience_rank,week7_judge_pct,week7_audience_pct,week7_combined_rank,week7_combined_pct,week8_judge_rank,week8_audience_rank,week8_judge_pct,week8_audience_pct,week8_combined_rank,week8_combined_pct,week9_judge_rank,week9_audience_rank,week9_judge_pct,week9_audience_pct,week9_combined_rank,week9_combined_pct,week10_judge_rank,week10_audience_rank,week10_judge_pct,week10_audience_pct,week10_combined_rank,week10_combined_pct,week11_judge_rank,week11_audience_rank,week11_judge_pct,week11_audience_pct,week11_combined_rank,week11_combined_pct,total_audience_votes
Andy Grammer,Allison Holker,Singer/Rapper,California,31,21,True,False,False,1,21.0,22.0,29.0,23.0,36.0,40.0,28.0,23.9998,0.0,0.0,0.0,0.7272727272727273,4,False,13,0.5,1.0,53.39853734,58.13415717,44.56174171,41.96538087,36.29831252,36.61128081,37.252666,3.866482353,-1.0,-1.0,-1.0,7.5,9.0,0.084,0.07456100167923616,16.5,0.15856100167923615,8.0,9.0,0.08133086876155268,0.092028005713622,17.0,0.17335887447517467,8.0,6.0,0.09508196721311475,0.09790403266965414,14.0,0.19298599988276888,7.0,8.0,0.09745762711864407,0.10428439042431435,15.0,0.20174201754295842,4.0,8.0,0.11960132890365449,0.10406503441250747,12.0,0.22366636331616196,2.0,7.0,0.12779552715654952,0.11659743414971596,9.0,0.24439296130626548,3.0,7.0,0.12669683257918551,0.12785507300260635,10.0,0.25455190558179186,7.0,7.0,0.1237106918887378,0.01748647252532482,14.0,0.14119716441406263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,312.088558773
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,38,21,True,False,False,0,23.0,24.5,33.0,27.0,29.0,40.0,27.0,28.0,24.5,0.0,0.0,0.8181818181818182,19,False,13,0.3333333333333333,0.0,52.93566346,59.62319111,44.34998072,43.36783949,37.44446925,36.08623204,41.01678195,34.15736689,7.340632998,-1.0,-1.0,3.5,10.0,0.092,0.07391468547165528,13.5,0.16591468547165528,1.0,8.0,0.09057301293900184,0.0943851883169128,9.0,0.18495820125591464,3.5,7.0,0.10819672131147541,0.09743878481156906,10.5,0.2056355061230445,3.0,7.0,0.11440677966101695,0.10776951409649291,10.0,0.22217629375750986,7.5,5.0,0.09634551495016612,0.10735099541920322,12.5,0.20369651036936934,2.0,8.0,0.12779552715654952,0.11492528999001908,10.0,0.2427208171465686,6.5,3.0,0.12217194570135746,0.1407739153635135,9.5,0.26294586106487094,3.5,6.0,0.1443303432897215,0.15447939577326317,9.5,0.2988097390629847,6.0,5.0,0.14893617021276595,0.03727784382170284,11.0,0.1862140140344688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,356.322157908
Nick Carter,Sharna Burgess,Singer/Rapper,New York,35,21,True,True,True,1,24.0,22.5,36.0,27.0,35.0,39.0,27.0,33.0,27.5,27.0,30.0,1.0,14,False,13,0.08333333333333333,1.0,60.73172789,62.91644182,47.3265344,45.68858095,40.94041474,40.09655211,44.09660561,34.88003341,45.64170385,30.40136707,29.10810677,1.5,1.0,0.096,0.08480042133658194,2.5,0.18080042133658195,5.5,5.0,0.08317929759704251,0.09959849680730697,10.5,0.1827777944043495,1.5,3.0,0.1180327868852459,0.10397839923297537,4.5,0.2220111861182213,3.0,2.0,0.11440677966101695,0.11353657979376972,5.0,0.22794335945478666,5.0,3.0,0.11627906976744186,0.11737365659720282,8.0,0.23365272636464468,4.0,2.0,0.12460063897763578,0.1276971193261124,6.0,0.2522977583037482,6.5,2.0,0.12217194570135746,0.1513441945184189,8.5,0.2735161402197764,1.0,5.0,0.17010361887717176,0.1577477123187007,6.0,0.32785133119587245,3.0,3.0,0.16717325227963525,0.2317816880833406,6.0,0.39895494036297585,4.0,3.0,0.22784810126582278,0.2492939363826197,7.0,0.4771420376484425,2.0,4.0,0.25423750359110475,0.2456478150858055,6.0,0.4998853186769102,481.82806862
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,15,21,True,False,False,0,21.0,22.5,30.0,27.0,30.0,32.0,28.0,0.0,0.0,0.0,0.0,0.6363636363636364,16,False,13,0.5833333333333334,1.0,54.37586083,57.57754605,41.95920056,41.1610833,35.86612962,37.63497761,3.055519503,-1.0,-1.0,-1.0,-1.0,7.5,6.0,0.084,0.0759256498888878,13.5,0.1599256498888878,5.5,10.0,0.08317929759704251,0.09114687465702419,15.5,0.1743261722540667,7.0,10.0,0.09836065573770492,0.09218613960721712,17.0,0.19054679534492203,3.0,9.0,0.11440677966101695,0.10228570293314071,12.0,0.21669248259415766,6.0,9.0,0.09966777408637874,0.10282599256073498,15.0,0.20249376664711372,6.0,6.0,0.10223642172523961,0.11985764295930978,12.0,0.2220940646845494,3.0,8.0,0.12669683257918551,0.010486864728472118,11.0,0.13718369730765764,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,271.630317473
Bindi Irwin,Derek Hough,TV Personality,N,17,21,False,True,True,0,24.0,24.0,32.0,28.0,37.0,40.0,29.0,28.0,30.0,31.5,30.0,1.0,17,False,13,0.0,0.0,57.07002806,61.01089797,47.63253055,44.7832337,39.33743071,39.16764144,37.7593353,37.45485957,42.4928848,30.30344315,29.84420141,1.5,4.0,0.096,0.07968754707496853,5.5,0.17568754707496853,2.0,6.0,0.08872458410351201,0.0965819673029306,8.0,0.18530655140644262,5.0,2.0,0.10491803278688525,0.10465068572620428,7.0,0.20956871851308953,1.0,5.0,0.11864406779661017,0.11128678283896419,6.0,0.22993085063557436,3.0,4.0,0.12292358803986711,0.11277799975633075,7.0,0.23570158779619788,2.0,4.0,0.12779552715654952,0.12473877975754125,6.0,0.25253430691409073,1.0,6.0,0.13122171945701358,0.12959401540043847,7.0,0.260815734857452,3.5,2.0,0.1443303432897215,0.16939256745928943,5.5,0.31372291074901093,1.5,4.0,0.182370820668693,0.2157910800798232,5.5,0.3981619007485162,1.5,4.0,0.26582278481012656,0.24849095145675743,5.5,0.5143137362668839,2.0,2.0,0.25423750359110475,0.25185983160206804,4.0,0.5060973351931728,466.85648666000003
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,37,21,True,False,False,1,12.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,21,False,13,0.8333333333333334,0.0,53.98824246,4.841749172,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,7.0,0.048,0.07538441382932211,20.0,0.12338441382932211,10.0,13.0,0.06839186691312385,0.007664625104338476,23.0,0.07605649201746233,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.829991632
Paula Deen,Louis van Amstel,TV Personality,Georgia,68,21,True,False,False,3,15.0,18.5,20.0,18.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,11,False,13,0.6666666666666666,0.0,53.66112309,63.1071188,43.3451405,44.83108127,37.27941474,3.63979171,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,8.0,0.06,0.07492765323042064,18.0,0.13492765323042064,10.0,4.0,0.06839186691312385,0.09990034382907735,14.0,0.1682922107422012,10.0,9.0,0.06557377049180328,0.09523110831707994,19.0,0.16080487880888322,9.0,4.0,0.07627118644067797,0.11140568452810153,13.0,0.1876768709687795,9.0,6.0,0.08637873754152824,0.1068777942682234,15.0,0.19325653180975164,9.0,9.0,0.07667731629392971,0.011591792606979463,18.0,0.08826910890090917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,245.86367011
Mischa Barton,Artem Chigvintsev,Actor/Actress,N,30,22,False,False,False,2,16.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12,False,12,0.9090909090909091,0.0,54.70801779,53.13395792,3.416453085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,7.0,0.06751054852320675,0.08023923782219278,17.0,0.14774978634539954,11.0,5.0,0.0635593220338983,0.0911594400074554,16.0,0.1547187620413537,11.0,11.0,0.0759493670886076,0.0069470157624323655,22.0,0.08289638285103997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,111.258428795
Kim Fields,Sasha Farber,Actor/Actress,New York,46,22,True,False,False,0,20.0,19.0,22.0,32.0,28.0,24.0,26.0,0.0,0.0,0.0,0.0,0.7,12,False,12,0.6363636363636364,0.0,54.47972666,50.11702624,45.81015274,44.17049261,37.37853502,38.06358184,4.86905106,-1.0,-1.0,-1.0,-1.0,8.5,8.0,0.08438818565400844,0.07990440744425656,16.5,0.164292593098265,9.5,8.0,0.08050847457627118,0.08598343179621633,17.5,0.1664919063724875,5.0,10.0,0.09282700421940929,0.09315036537790308,15.0,0.18597736959731237,6.5,7.0,0.10031347962382445,0.10588833581446165,13.5,0.20620181543828608,7.5,7.0,0.10144927536231885,0.10702143614870273,14.5,0.2084707115110216,7.0,4.0,0.10572687224669604,0.12148016227682344,11.0,0.22720703452351948,6.0,7.0,0.12149532710280374,0.01807576745841597,13.0,0.13957109456121972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,274.88856617
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,34,22,True,False,False,2,20.0,21.0,23.0,27.0,35.0,25.0,25.5,30.0,0.0,0.0,0.0,0.8,9,False,12,0.45454545454545453,0.0,53.21265029,50.6404433,47.52993348,47.06956378,38.61230267,37.00840318,45.03486388,4.01043404,-1.0,-1.0,-1.0,8.5,11.0,0.08438818565400844,0.0780460099680114,19.5,0.16243419562201983,3.5,6.0,0.08898305084745763,0.08688143390160794,9.5,0.17586448474906557,3.5,6.0,0.0970464135021097,0.09664736756451663,9.5,0.19369378106662632,9.0,4.0,0.08463949843260188,0.11283817502747252,13.0,0.1974776734600744,2.0,5.0,0.12681159420289856,0.11055393376280558,7.0,0.23736552796570415,4.5,7.0,0.11013215859030837,0.11811255290714673,11.5,0.2282447114974551,8.0,1.0,0.1191588785046729,0.16718652505079643,9.0,0.28634540355546934,1.5,6.0,0.17751479289940827,0.018443433683302046,7.5,0.1959582265827103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,323.11859461999995
Doug Flutie,Karina Smirnoff,Athlete,Maryland,53,22,True,False,False,2,15.0,20.0,20.0,24.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.6,18,False,12,0.7272727272727273,1.0,57.93862233,50.04795934,47.49215639,47.6362582,36.60901386,3.599498501,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,4.0,0.06329113924050633,0.08497750574828639,15.0,0.14826864498879272,6.5,10.0,0.0847457627118644,0.08586493695462123,16.5,0.17061069966648562,9.0,7.0,0.08438818565400844,0.0965705516290539,16.0,0.18095873728306233,10.0,3.0,0.07523510971786834,0.11419669121109226,13.0,0.18943180092896061,7.5,9.0,0.10144927536231885,0.10481815933097965,16.5,0.2062674346932985,9.0,9.0,0.09251101321585903,0.01148782224055304,18.0,0.10399883545641207,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,243.323508621
Von Miller,Witney Carson,Athlete,Texas,27,22,True,False,False,0,21.0,20.0,20.0,32.0,29.0,24.0,26.0,0.0,0.0,0.0,0.0,0.7,14,False,12,0.5454545454545454,1.0,53.17831265,50.31803395,49.15601401,42.50556653,36.70962519,38.02399052,4.825887401,-1.0,-1.0,-1.0,-1.0,5.5,12.0,0.08860759493670886,0.07799564758652669,17.5,0.16660324252323555,6.5,7.0,0.0847457627118644,0.08632829129846477,13.5,0.17107405401032916,9.0,5.0,0.08438818565400844,0.09995383974248725,14.0,0.1843420253964957,6.5,9.0,0.10031347962382445,0.10189706830875622,15.5,0.20221054793258067,6.0,8.0,0.10507246376811594,0.10510622757719823,14.0,0.21017869134531417,7.0,5.0,0.10572687224669604,0.12135380632854274,12.0,0.22708067857523878,6.0,8.0,0.12149532710280374,0.01791552755681626,14.0,0.13941085465962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,274.717430251
Antonio Brown,Sharna Burgess,Athlete,Florida,27,22,True,False,False,2,21.0,19.0,20.0,35.0,26.0,27.0,26.0,27.0,27.5,0.0,0.0,0.9,14,False,12,0.36363636363636365,1.0,57.42285078,54.21092857,49.78980093,45.62339608,39.25603714,37.5007648,45.00936071,42.44817052,8.773400339,-1.0,-1.0,5.5,5.0,0.08860759493670886,0.08422103315552622,10.5,0.1728286280922351,9.5,4.0,0.08050847457627118,0.0930071480495757,13.5,0.17351562262584688,9.0,4.0,0.08438818565400844,0.10124258207663332,13.0,0.18563076773064174,3.5,6.0,0.109717868338558,0.1093713291307401,9.5,0.2190891974692981,9.0,4.0,0.09420289855072464,0.1123970607724907,13.0,0.20659995932321534,3.0,6.0,0.11894273127753303,0.11968392813262864,9.0,0.23862665941016167,6.0,2.0,0.12149532710280374,0.16709184759420542,8.0,0.2885871746970092,5.0,4.0,0.15976331360946747,0.19521328867513724,9.0,0.3549766022846047,5.0,4.0,0.1916376306620209,0.0533324912502846,9.0,0.24497012191230552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,380.034709869
Paige VanZant,Mark Ballas,Athlete,Oregon,22,22,True,True,True,0,21.0,24.0,23.0,36.0,31.0,28.0,27.5,28.0,29.5,29.666600000000003,0.0,1.0,21,False,12,0.09090909090909091,0.0,61.95641783,55.64094541,52.97685862,48.92186887,40.77288027,39.46419487,43.46522404,42.73254476,47.1863615,30.58101798,-1.0,5.5,2.0,0.08860759493670886,0.0908703320956589,7.5,0.17947792703236776,1.5,3.0,0.1016949152542373,0.09546056088458235,4.5,0.19715547613881965,3.5,1.0,0.0970464135021097,0.10772314523888477,4.5,0.20476955874099445,1.5,1.0,0.11285266457680251,0.11727863950525268,2.5,0.23013130408205518,4.0,3.0,0.11231884057971014,0.11674005415353236,7.0,0.2290588947332425,2.0,3.0,0.12334801762114538,0.12595022762397454,5.0,0.2492982452451199,3.0,4.0,0.12850467289719625,0.16135942560335187,7.0,0.2898640985005481,4.0,2.0,0.16568047337278108,0.1965210866302632,6.0,0.36220156000304427,2.0,3.0,0.20557491289198607,0.28684046260202417,5.0,0.49241537549401027,1.0,3.0,0.340996970101012,0.32922353465415927,4.0,0.6702205047551713,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,463.69831415
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,72,22,True,False,False,1,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11,False,12,1.0,1.0,54.35740924,3.605862598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,9.0,0.05485232067510549,0.07972500674670523,21.0,0.13457732742181072,12.0,12.0,0.05508474576271186,0.006186409370678184,24.0,0.06127115513339005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.963271838000004
Nyle DiMarco,Peta Murgatroyd,Model,New York,26,22,True,True,True,0,23.0,20.0,25.0,34.0,37.0,25.0,28.0,29.0,28.5,28.9998,0.0,1.0,15,False,12,0.0,1.0,60.85031416,57.66021573,50.2781388,47.93845602,41.37013885,41.2524262,41.62841765,42.47504434,49.99159866,30.8643526,-1.0,2.0,3.0,0.0970464135021097,0.08924803030117946,5.0,0.18629444380328916,6.5,2.0,0.0847457627118644,0.09892492828352568,8.5,0.18367069099539007,1.0,3.0,0.10548523206751055,0.10223556830998085,4.0,0.2077208003774914,5.0,2.0,0.10658307210031348,0.11492113919334804,7.0,0.22150421129366152,1.0,1.0,0.13405797101449277,0.11845011237142489,2.0,0.2525080833859177,4.5,2.0,0.11013215859030837,0.13165737922809956,6.5,0.24178953781840792,1.0,5.0,0.1308411214953271,0.1545405024163413,6.0,0.2853816239116684,3.0,3.0,0.17159763313609466,0.1953368776712517,6.0,0.3669345108073464,3.0,2.0,0.1986062717770035,0.3038931765452849,5.0,0.5024994483222884,2.0,2.0,0.3333325670462853,0.3322738067264395,4.0,0.6656063737727248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,464.30910301
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,35,22,True,True,True,0,23.0,21.0,21.0,36.0,32.0,24.0,27.5,30.0,28.0,28.3332,0.0,1.0,19,False,12,0.18181818181818182,0.0,63.2511731,58.08160612,51.67708123,46.8144713,40.82262562,41.78279316,43.92304416,41.17544303,51.33898334,31.44294013,-1.0,2.0,1.0,0.0970464135021097,0.09276932570258972,3.0,0.1898157392046994,3.5,1.0,0.08898305084745763,0.0996478880155065,4.5,0.18863093886296411,6.5,2.0,0.08860759493670886,0.10508017787146277,8.5,0.19368777280817162,1.5,5.0,0.11285266457680251,0.11222665098529173,6.5,0.22507931556209426,3.0,2.0,0.11594202898550725,0.11688248399450582,5.0,0.23282451298001305,7.0,1.0,0.10572687224669604,0.13335004873665743,8.0,0.23907692098335348,3.0,3.0,0.12850467289719625,0.16305902783075266,6.0,0.2915637007279489,1.5,5.0,0.17751479289940827,0.18936019027615933,6.5,0.3668749831755676,4.0,1.0,0.1951219512195122,0.31208377299366924,5.0,0.5072057242131814,3.0,1.0,0.3256704628527028,0.3385026586194012,4.0,0.664173121472104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,470.31016119000003
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,42,22,True,False,False,1,23.0,24.0,24.0,35.0,30.0,29.0,27.5,25.0,30.0,0.0,0.0,0.9,10,False,12,0.2727272727272727,1.0,57.14454037,50.06840539,46.79752227,43.25577891,37.73097395,36.63601464,40.61313204,44.60345021,7.213509878,-1.0,-1.0,2.0,6.0,0.0970464135021097,0.08381284042476228,8.0,0.18085925392687197,1.5,9.0,0.1016949152542373,0.08590001528383531,10.5,0.1875949305380726,2.0,9.0,0.10126582278481013,0.09515808259737003,11.0,0.19642390538218016,3.5,8.0,0.109717868338558,0.10369552550793225,11.5,0.21341339384649025,5.0,6.0,0.10869565217391304,0.10803053188835998,11.0,0.216726184062273,1.0,8.0,0.1277533039647577,0.11692407252557395,9.0,0.24467737649033167,3.0,6.0,0.12850467289719625,0.1507713764893201,9.0,0.27927604938651635,6.0,1.0,0.14792899408284024,0.20512512306388653,7.0,0.35305411714672674,1.0,5.0,0.20905923344947736,0.043850096608737066,6.0,0.2529093300582144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,364.063327658
Marla Maples,Tony Dovolani,TV Personality,Georgia,52,22,True,False,False,0,21.0,20.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21,False,12,0.8181818181818182,0.0,53.31124909,49.34302616,46.86303876,3.206340655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,10.0,0.08860759493670886,0.07819062300430439,15.5,0.16679821794101324,6.5,11.0,0.0847457627118644,0.0846555161539305,17.5,0.1694012788657949,6.5,8.0,0.08860759493670886,0.095291303829275,14.5,0.18389889876598386,8.0,10.0,0.0877742946708464,0.007686445315652569,18.0,0.09546073998649897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,152.723654665
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,21,23,True,False,False,1,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,9,False,13,1.0,1.0,57.54917851,2.86319713,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.5,6.0,0.06666666666666667,0.07660161554027922,17.5,0.14326828220694587,11.0,13.0,0.06818181818181818,0.004318783335779928,24.0,0.0725006015175981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.41237564
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,60,23,True,False,False,1,22.0,26.0,28.0,24.0,24.0,31.0,33.0,0.0,0.0,0.0,0.0,0.6363636363636364,12,False,13,0.5833333333333334,0.0,55.24842526,53.08584771,47.1268059,47.9935576,38.15341224,40.5426039,3.49870838,-1.0,-1.0,-1.0,-1.0,11.5,12.0,0.06666666666666667,0.07353916668396891,23.5,0.14020583335063558,8.5,10.0,0.07386363636363637,0.08007352062961137,18.5,0.15393715699324773,5.5,10.0,0.08615384615384615,0.0854556222695575,15.5,0.17160946842340363,4.5,9.0,0.09195402298850575,0.103042164722391,13.5,0.19499618771089675,7.5,9.0,0.10434782608695652,0.1051614824756366,16.5,0.20950930856259312,6.0,3.0,0.10163934426229508,0.1242368352301262,9.0,0.22587617949242128,6.5,8.0,0.11978221415607986,0.012683917949946187,14.5,0.13246613210602604,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.64936099
Marilu Henner,Derek Hough,Actor/Actress,Illinois,64,23,True,False,False,3,27.0,27.0,28.0,21.0,27.0,34.0,32.0,23.0,36.0,0.0,0.0,0.8181818181818182,17,False,13,0.4166666666666667,0.0,56.5004072,54.40248208,49.40210675,52.93700319,39.0934317,38.60405034,40.31077381,39.57827589,4.167314466,-1.0,-1.0,3.5,9.0,0.08181818181818182,0.0752056342463962,12.5,0.15702381606457802,7.0,8.0,0.07670454545454546,0.08205950284400088,15.0,0.15876404829854635,5.5,7.0,0.08615384615384615,0.0895814535512231,12.5,0.17573529970506924,10.0,2.0,0.08045977011494253,0.11365574204929783,12.0,0.19411551216424036,2.5,6.0,0.11739130434782609,0.10775243919918513,8.5,0.22514374354701122,5.0,8.0,0.11147540983606558,0.11829642351378612,13.0,0.22977183334985168,8.0,1.0,0.1161524500907441,0.1461392296733458,9.0,0.2622916797640899,7.0,1.0,0.11442797455519857,0.16924942918865357,8.0,0.28367740374385214,5.5,6.0,0.15859030837004406,0.022420409763776447,11.5,0.18101071813382053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,374.99584542599996
