contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,implied_audience_score,audience_lower_95,audience_upper_95,implied_total_score
80,6,9,9,4,129,week8_score_sum,-0.118262479,7,513,32.34045482,0.47108013,143.5582173,32.11396533
84,6,9,8,5,0,week8_score_sum,-0.709574875,7,514,4.598433694,0.016518252,18.94702202,3.239496794
85,6,9,10,2,205,week8_score_sum,1.951330907,7,515,31.54169475,0.229579352,152.6018728,35.27877123
86,6,9,10,1,78,week8_score_sum,-0.709574875,7,516,34.62252821,0.852674713,156.5935832,33.2635913
87,6,9,10,3,148,week8_score_sum,-0.413918677,7,517,34.45395519,0.614097201,152.8810106,33.661242
80,6,9,9,4,129,week9_score_sum,0.210875783,8,518,5.470122336,0.018041426,23.96876723,5.873979481
85,6,9,10,2,205,week9_score_sum,1.475719384,8,519,32.22991765,0.264526495,153.7302016,35.05613035
86,6,9,10,1,78,week9_score_sum,-1.264891035,8,520,38.12124933,2.138287355,170.891326,35.69880293
87,6,9,10,3,148,week9_score_sum,-0.421704131,8,521,36.93287572,1.093883708,162.1297053,36.12525227
85,6,9,10,2,205,week10_score_sum,0.49492594,9,522,26.11637031,0.104353348,130.3097052,27.06422394
86,6,9,10,1,78,week10_score_sum,0.899832213,9,523,26.27014721,0.092895188,136.6965614,27.993454
87,6,9,10,3,148,week10_score_sum,-1.394758152,9,524,26.32355307,0.106322624,126.6270781,23.65239265
88,7,10,4,9,3,week1_score_sum,-1.242521488,0,525,55.75860158,5.625534258,251.6468001,53.37899605
89,7,10,2,11,254,week1_score_sum,-0.310630372,0,526,4.352878033,0.020429318,17.20996367,3.757976649
90,7,10,8,5,217,week1_score_sum,-0.310630372,0,527,53.62049238,4.168392573,247.0560209,53.025591
91,7,10,3,10,37,week1_score_sum,-1.55315186,0,528,56.27530751,6.366831789,249.2614209,53.3008006
92,7,10,9,4,43,week1_score_sum,-0.310630372,0,529,54.70789488,3.642616136,248.4141129,54.11299349
93,7,10,10,2,89,week1_score_sum,1.242521488,0,530,51.92923089,1.117651573,254.2445494,54.30883643
94,7,10,7,6,224,week1_score_sum,0.621260744,0,531,50.94827623,1.994539224,247.0145336,52.138079
95,7,10,10,1,216,week1_score_sum,1.863782233,0,532,51.11683282,0.785221836,253.1729015,54.68624113
96,7,10,10,3,88,week1_score_sum,0.621260744,0,533,55.2936619,2.077098853,271.145136,56.48346467
97,7,10,5,8,143,week1_score_sum,-0.931891116,0,534,55.3349681,5.105307652,259.2920899,53.55026395
98,7,10,6,7,114,week1_score_sum,0.310630372,0,535,3.939246189,0.014771562,15.65299381,4.534147573
88,7,10,4,9,3,week2_score_sum,-0.234520788,1,536,37.79773342,0.191337921,197.8264867,37.34859273
90,7,10,8,5,217,week2_score_sum,0.234520788,1,537,38.75973785,0.172214992,197.1737956,39.20887855
91,7,10,3,10,37,week2_score_sum,-1.876166304,1,538,36.98864484,0.208856863,188.1167088,33.39551928
92,7,10,9,4,43,week2_score_sum,-0.938083152,1,539,39.35060028,0.197762765,204.1234389,37.55403749
93,7,10,10,2,89,week2_score_sum,0.938083152,1,540,40.527919,0.17964443,215.7688572,42.32448178
94,7,10,7,6,224,week2_score_sum,0.469041576,1,541,37.64752636,0.133724091,194.646681,38.54580775
95,7,10,10,1,216,week2_score_sum,1.876166304,1,542,39.9189324,0.257911496,204.7676645,43.51205796
96,7,10,10,3,88,week2_score_sum,0.703562364,1,543,42.14293111,0.218627778,222.9683803,43.49035319
97,7,10,5,8,143,week2_score_sum,-1.17260394,1,544,37.91803457,0.179111491,192.3016651,35.67233109
88,7,10,4,9,3,week3_score_sum,-0.083173046,2,545,36.66417233,0.351340798,175.2152194,36.50488411
90,7,10,8,5,217,week3_score_sum,0.194070441,2,546,38.65811774,0.315732636,188.7868847,39.02979026
91,7,10,3,10,37,week3_score_sum,-2.023877451,2,547,3.409211389,0.011216134,12.53109441,-0.466802049
92,7,10,9,4,43,week3_score_sum,-0.083173046,2,548,38.54779527,0.354514883,192.1587928,38.38850705
93,7,10,10,2,89,week3_score_sum,1.580287873,2,549,38.99035772,0.233660056,190.3742869,42.01683397
94,7,10,7,6,224,week3_score_sum,0.194070441,2,550,36.80964142,0.297096184,179.4340408,37.18131394
95,7,10,10,1,216,week3_score_sum,0.748557414,2,551,38.57803666,0.277236774,188.1754853,40.01163067
96,7,10,10,3,88,week3_score_sum,0.748557414,2,552,39.88343816,0.306220676,202.2559586,41.31703218
97,7,10,5,8,143,week3_score_sum,-1.469390478,2,553,39.14278049,0.64751757,182.0512184,36.32868854
98,7,10,6,7,114,week3_score_sum,0.194070441,2,554,34.31480139,0.265794878,166.9341027,34.68647392
88,7,10,4,9,3,week4_score_sum,-1.190147517,3,555,3.183073002,0.008429873,12.0178821,0.903771078
90,7,10,8,5,217,week4_score_sum,-0.755904504,3,556,38.16868045,0.661202261,179.4089408,36.72101572
92,7,10,9,4,43,week4_score_sum,0.402076864,3,557,35.81610498,0.334412513,168.9619661,36.58613941
93,7,10,10,2,89,week4_score_sum,1.560058232,3,558,36.73546102,0.214938119,176.486981,39.72319462
94,7,10,7,6,224,week4_score_sum,0.836319877,3,559,34.80914638,0.218414341,169.8466453,36.41081801
95,7,10,10,1,216,week4_score_sum,1.27056289,3,560,36.16988972,0.267482568,173.4959173,38.60319853
96,7,10,10,3,88,week4_score_sum,-0.321661491,3,561,38.50879128,0.541673298,176.4498576,37.89276374
97,7,10,5,8,143,week4_score_sum,-1.334895188,3,562,37.94932117,0.918064754,177.0502849,35.39280685
98,7,10,6,7,114,week4_score_sum,-0.466409162,3,563,34.08949533,0.530861612,161.7696282,33.19625539
90,7,10,8,5,217,week5_score_sum,-0.821229934,4,564,35.29128384,0.694595195,163.5359021,33.71851161
92,7,10,9,4,43,week5_score_sum,-0.821229934,4,565,35.13113578,0.489673633,159.008799,33.55836354
93,7,10,10,2,89,week5_score_sum,1.217685764,4,566,34.05843047,0.281089133,161.8186032,36.39047206
94,7,10,7,6,224,week5_score_sum,-0.141591368,4,567,33.21931122,0.363258058,154.5554299,32.94814359
95,7,10,10,1,216,week5_score_sum,1.670778142,4,568,33.22483599,0.182967574,162.2446917,36.42461398
96,7,10,10,3,88,week5_score_sum,0.084954821,4,569,35.50185036,0.324230249,172.4529731,35.66455094
97,7,10,5,8,143,week5_score_sum,-1.5008685,4,570,3.495900056,0.011775787,12.98034045,0.621523215
98,7,10,6,7,114,week5_score_sum,0.311501009,4,571,30.74469842,0.207484364,146.2838395,31.3412672
90,7,10,8,5,217,week6_score_sum,-1.006251786,5,572,33.84161077,0.691716673,152.8259592,31.91449535
92,7,10,9,4,43,week6_score_sum,0.298140948,5,573,32.4240789,0.372132871,154.7630114,32.99506126
93,7,10,10,2,89,week6_score_sum,-0.745326282,5,574,35.25044076,0.577580583,166.5469168,33.82303483
94,7,10,7,6,224,week6_score_sum,0.037241531,5,575,31.39140771,0.283491411,145.4034243,31.46273054
95,7,10,10,1,216,week6_score_sum,1.602507594,5,576,31.66432291,0.216917953,149.1248295,34.73335308
96,7,10,10,3,88,week6_score_sum,1.080787023,5,577,32.48599455,0.252115437,153.431332,34.55585556
98,7,10,6,7,114,week6_score_sum,-1.267099028,5,578,3.660407734,0.013677623,14.07726761,1.233732711
90,7,10,8,5,217,week7_score_sum,-1.599225476,6,579,35.7777715,1.903010508,155.3224153,32.71502705
92,7,10,9,4,43,week7_score_sum,0.094072087,6,580,32.66429496,0.555586883,149.4590325,32.8444564
93,7,10,10,2,89,week7_score_sum,1.222937129,6,581,31.79545015,0.29692612,153.0803329,34.13754885
94,7,10,7,6,224,week7_score_sum,-0.470360434,6,582,3.8125437,0.012224807,15.56888626,2.911736509
95,7,10,10,1,216,week7_score_sum,1.222937129,6,583,31.29965953,0.264268198,148.0522846,33.64175823
96,7,10,10,3,88,week7_score_sum,-0.470360434,6,584,34.53067025,0.751447796,152.8193871,33.62986305
90,7,10,8,5,217,week8_score_sum,-1.298813261,7,585,4.58716199,0.013224527,18.2134489,2.099749696
92,7,10,9,4,43,week8_score_sum,-0.957020298,7,586,32.40413141,0.678360731,141.6590249,30.5713013
93,7,10,10,2,89,week8_score_sum,0.410151556,7,587,31.10471797,0.244055037,143.3302923,31.89021659
95,7,10,10,1,216,week8_score_sum,1.435530447,7,588,29.92489893,0.190297631,143.4652866,32.67414409
96,7,10,10,3,88,week8_score_sum,0.410151556,7,589,31.02546215,0.254119522,139.3987332,31.81096077
92,7,10,9,4,43,week9_score_sum,-1.566698904,8,590,5.662116895,0.024913909,23.40981663,2.661665459
93,7,10,10,2,89,week9_score_sum,0.87038828,8,591,29.91164056,0.202970813,143.2119387,31.57855803
95,7,10,10,1,216,week9_score_sum,0.87038828,8,592,30.17073119,0.266324103,144.2611085,31.83764866
96,7,10,10,3,88,week9_score_sum,-0.174077656,8,593,31.79574781,0.382949465,142.161657,31.46236431
93,7,10,10,2,89,week10_score_sum,-0.770318729,9,594,25.59988838,0.138745898,130.4594677,24.12461836
95,7,10,10,1,216,week10_score_sum,1.41227026,9,595,25.16645503,0.117895264,125.4530175,27.87115363
96,7,10,10,3,88,week10_score_sum,-0.641951531,9,596,25.87496607,0.099359467,126.5955636,24.6455375
99,8,11,1,12,69,week1_score_sum,-1.213939496,0,597,2.953770478,0.009833814,11.6838273,0.628903527
100,8,11,5,8,91,week1_score_sum,-0.284113499,0,598,47.38249118,0.449421748,241.3981029,46.83837338
101,8,11,10,2,158,week1_score_sum,1.265596496,0,599,50.58719469,0.332072401,252.9339855,53.01099216
102,8,11,10,1,127,week1_score_sum,1.575538495,0,600,47.76447816,0.26981513,247.6561611,50.78185867
103,8,11,7,6,235,week1_score_sum,0.955654497,0,601,44.20528617,0.257470453,225.5896092,46.03550058
104,8,11,8,5,157,week1_score_sum,0.0258285,0,602,46.77559666,0.567314995,231.1423509,46.82506191
105,8,11,3,10,172,week1_score_sum,-1.213939496,0,603,45.65984248,0.990145304,222.1048699,43.33497553
106,8,11,2,11,193,week1_score_sum,-0.903997497,0,604,45.86305441,0.856419412,229.074673,44.13177051
107,8,11,9,4,33,week1_score_sum,1.265596496,0,605,44.27039572,0.270132769,230.274803,46.69419318
108,8,11,4,9,270,week1_score_sum,-1.213939496,0,606,47.61172184,0.778225647,239.3847848,45.28685489
109,8,11,6,7,20,week1_score_sum,0.0258285,0,607,44.96622576,0.471417647,221.237659,45.01569101
110,8,11,10,3,35,week1_score_sum,-0.284113499,0,608,51.9758728,0.566114295,260.1084495,51.431755
100,8,11,5,8,91,week2_score_sum,-0.346699198,1,609,40.62447765,0.242876971,202.0831476,39.96049933
101,8,11,10,2,158,week2_score_sum,0.606723596,1,610,44.47761341,0.308734271,223.7304915,45.63957547
102,8,11,10,1,127,week2_score_sum,1.242338793,1,611,42.37496429,0.221367994,215.290008,44.75421994
103,8,11,7,6,235,week2_score_sum,0.288915998,1,612,40.45597164,0.288133209,204.2459015,41.00928691
104,8,11,8,5,157,week2_score_sum,0.288915998,1,613,42.02659239,0.297374759,207.7223001,42.57990766
105,8,11,3,10,172,week2_score_sum,-0.664506796,1,614,41.0245809,0.381461932,207.7266953,39.75195579
106,8,11,2,11,193,week2_score_sum,-2.571352385,1,615,3.633769957,0.0145327,12.99670126,-1.290735918
107,8,11,9,4,33,week2_score_sum,0.288915998,1,616,40.87945657,0.360040051,207.8617909,41.43277184
108,8,11,4,9,270,week2_score_sum,-0.664506796,1,617,41.08726099,0.390111205,206.7498278,39.81463588
109,8,11,6,7,20,week2_score_sum,0.924531195,1,618,39.5055374,0.262585185,198.1938325,41.27614626
110,8,11,10,3,35,week2_score_sum,0.606723596,1,619,46.81752731,0.329896359,241.455475,47.97948936
100,8,11,5,8,91,week3_score_sum,-0.837324834,2,620,40.03364092,0.51031273,189.035767,38.43004466
101,8,11,10,2,158,week3_score_sum,0.3588535,2,621,42.39579623,0.360371675,209.0193487,43.08305176
102,8,11,10,1,127,week3_score_sum,0.757579612,2,622,40.7829294,0.318243451,208.6731206,42.23380221
103,8,11,7,6,235,week3_score_sum,0.757579612,2,623,36.95902943,0.307506651,181.1869743,38.40990223
104,8,11,8,5,157,week3_score_sum,0.3588535,2,624,38.22283622,0.297193986,185.4868842,38.91009176
105,8,11,3,10,172,week3_score_sum,-1.634777057,2,625,3.264197816,0.010288993,12.10115185,0.133367025
107,8,11,9,4,33,week3_score_sum,0.757579612,2,626,36.18749655,0.258581948,172.9750221,37.63836935
108,8,11,4,9,270,week3_score_sum,-0.837324834,2,627,38.84019167,0.556365379,188.3715012,37.23659541
109,8,11,6,7,20,week3_score_sum,1.555031835,2,628,36.90103749,0.222857791,187.5325692,39.87914483
110,8,11,10,3,35,week3_score_sum,-1.236050945,2,629,46.48815648,0.845722951,223.5057681,44.12094295
100,8,11,5,8,91,week4_score_sum,-0.573078688,3,630,36.53009399,0.543427953,173.1206864,35.43256672
101,8,11,10,2,158,week4_score_sum,0.026654823,3,631,39.78568996,0.282598461,194.9070041,39.83673774
102,8,11,10,1,127,week4_score_sum,1.945802058,3,632,36.91174507,0.299188934,178.2707715,40.63823302
103,8,11,7,6,235,week4_score_sum,-0.093291879,3,633,36.05139922,0.402483376,166.7903003,35.87273199
104,8,11,8,5,157,week4_score_sum,-0.69302539,3,634,38.36786813,0.56979325,178.0826561,37.04062585
107,8,11,9,4,33,week4_score_sum,0.98622844,3,635,34.81501197,0.280213994,162.9921816,36.70377983
108,8,11,4,9,270,week4_score_sum,-1.412705604,3,636,3.363072736,0.011972969,12.71867757,0.657540392
109,8,11,6,7,20,week4_score_sum,0.746335036,3,637,33.87246458,0.272165325,161.2149805,35.30180243
110,8,11,10,3,35,week4_score_sum,-0.932918795,3,638,42.27600463,0.648186964,206.6998988,40.48933232
100,8,11,5,8,91,week5_score_sum,-0.641688948,4,639,3.29671179,0.010854855,12.54098796,2.067786104
101,8,11,10,2,158,week5_score_sum,-1.008368347,4,640,40.28329346,0.817525589,183.3042253,38.35212453
102,8,11,10,1,127,week5_score_sum,0.825028647,4,641,36.11642648,0.323950721,174.1352232,37.69647379
103,8,11,7,6,235,week5_score_sum,0.458349249,4,642,33.42830585,0.354928279,150.9594867,34.30610992
104,8,11,8,5,157,week5_score_sum,0.458349249,4,643,35.29767518,0.467207521,163.9243457,36.17547924
107,8,11,9,4,33,week5_score_sum,1.558387445,4,644,33.25093274,0.282369084,158.518543,36.23546655
109,8,11,6,7,20,week5_score_sum,0.09166985,4,645,34.1857067,0.485409494,154.7290415,34.36126751
110,8,11,10,3,35,week5_score_sum,-1.741727144,4,646,42.73594879,2.079925286,193.6373196,39.40029335
101,8,11,10,2,158,week6_score_sum,0.109253658,5,647,37.92646079,1.047073685,168.7629493,38.1356971
102,8,11,10,1,127,week6_score_sum,-0.145646051,5,648,37.69569138,1.474261935,162.9644834,37.41675846
103,8,11,7,6,235,week6_score_sum,0.10927915,5,649,34.87606054,0.976571212,154.2197821,35.08534566
104,8,11,8,5,157,week6_score_sum,-1.930147949,5,650,40.8362184,3.99440828,168.854027,37.1397103
107,8,11,9,4,33,week6_score_sum,1.638804863,5,651,32.06177109,0.353227942,151.2934668,35.2003157
109,8,11,6,7,20,week6_score_sum,0.619078567,5,652,3.2722761,0.011781596,13.58626553,4.457899687
110,8,11,10,3,35,week6_score_sum,-0.400622237,5,653,41.64578879,1.584884387,186.7295988,40.87854017
101,8,11,10,2,158,week7_score_sum,-0.853320186,6,654,36.80373375,1.33542344,165.3840161,35.16950412
102,8,11,10,1,127,week7_score_sum,1.19464826,6,655,32.88076041,0.358812404,158.2746886,35.1686819
103,8,11,7,6,235,week7_score_sum,-0.170664037,6,656,3.761256972,0.011605904,15.42203028,3.434411046
104,8,11,8,5,157,week7_score_sum,0.170664037,6,657,32.78123404,0.505564827,145.5024446,33.10807996
107,8,11,9,4,33,week7_score_sum,1.19464826,6,658,30.17120723,0.374413653,137.9361169,32.45912872
110,8,11,10,3,35,week7_score_sum,-1.535976335,6,659,40.21458656,1.977020271,182.6079557,37.27297321
101,8,11,10,2,158,week8_score_sum,0.664211164,7,660,41.22336851,2.025607963,176.4040891,42.49542745
102,8,11,10,1,127,week8_score_sum,0.885614886,7,661,40.42003513,1.636315359,173.9403911,42.11611371
104,8,11,8,5,157,week8_score_sum,-1.107018607,7,662,7.687838466,0.034127851,29.90068026,5.567740239
107,8,11,9,4,33,week8_score_sum,0.885614886,7,663,6.617575848,0.025668721,27.68218953,8.313654431
110,8,11,10,3,35,week8_score_sum,-1.328422328,7,664,46.96954898,6.011479606,194.3805572,44.42543111
101,8,11,10,2,158,week9_score_sum,0.39223227,8,665,27.04642398,0.142625172,132.4512689,27.79760461
102,8,11,10,1,127,week9_score_sum,1.176696811,8,666,27.43959783,0.148537055,135.8675572,29.69313974
110,8,11,10,3,35,week9_score_sum,-1.568929081,8,667,28.46765001,0.153254282,144.5820771,25.46292747
101,8,11,10,2,158,week10_score_sum,-0.186805721,9,668,26.71092331,0.11813438,134.0725248,26.35316376
102,8,11,10,1,127,week10_score_sum,1.307415923,9,669,26.34034994,0.109338676,134.2544766,28.84423756
110,8,11,10,3,35,week10_score_sum,-1.120610203,9,670,26.80388606,0.115375176,141.1118303,24.65775799
111,9,12,9,4,231,week1_score_sum,1.598200639,0,671,43.78204137,0.224798428,222.8241376,46.84282311
112,9,12,10,3,49,week1_score_sum,0.672926585,0,672,47.65201749,0.270034224,264.0377984,48.9407677
113,9,12,10,2,154,week1_score_sum,1.289775954,0,673,47.91500828,0.243591858,254.2720893,50.38511284
114,9,12,10,1,105,week1_score_sum,0.672926585,0,674,47.16120773,0.256602135,241.5858729,48.44995793
115,9,12,4,9,262,week1_score_sum,-0.560772154,0,675,42.84102668,0.198860356,228.7269847,41.76706817
116,9,12,6,7,50,week1_score_sum,0.056077215,0,676,41.62638651,0.300693722,215.2327292,41.73378236
117,9,12,5,8,229,week1_score_sum,-0.252347469,0,677,42.65598486,0.223559429,228.3404529,42.17270353
118,9,12,2,11,197,week1_score_sum,-1.794470893,0,678,41.40435522,0.216487547,219.1685093,37.967688
119,9,12,8,5,242,week1_score_sum,0.056077215,0,679,43.59358713,0.208454711,226.1233108,43.70098298
120,9,12,3,10,289,week1_score_sum,-1.486046208,0,680,43.52829971,0.20465106,229.5855244,40.68230967
121,9,12,7,6,149,week1_score_sum,-0.252347469,0,681,44.90317852,0.192811698,249.0407705,44.41989719
111,9,12,9,4,231,week2_score_sum,0.571869639,1,682,41.87297473,0.315642088,209.8048522,42.9681865
112,9,12,10,3,49,week2_score_sum,-0.686243566,1,683,47.83575004,0.719274008,236.8096579,46.52149592
113,9,12,10,2,154,week2_score_sum,0.15249857,1,684,48.30480611,0.500399826,244.5887119,48.59686258
114,9,12,10,1,105,week2_score_sum,1.410611776,1,685,43.00540308,0.352322117,213.7667139,45.70692544
115,9,12,4,9,262,week2_score_sum,-1.105614635,1,686,44.01487111,0.84786997,214.1251381,41.89746169
116,9,12,6,7,50,week2_score_sum,1.410611776,1,687,40.15933491,0.284775876,202.1986396,42.86085728
117,9,12,5,8,229,week2_score_sum,-0.686243566,1,688,42.46200838,0.556693807,210.6507807,41.14775426
118,9,12,2,11,197,week2_score_sum,-1.105614635,1,689,2.950317529,0.010697161,11.46462823,0.832908108
119,9,12,8,5,242,week2_score_sum,1.410611776,1,690,40.89807079,0.333532091,206.3591955,43.59959315
120,9,12,3,10,289,week2_score_sum,-1.105614635,1,691,43.13359975,0.671052422,203.7276335,41.01619033
121,9,12,7,6,149,week2_score_sum,-0.266872498,1,692,45.12441704,0.702707229,218.9216627,44.61331822
111,9,12,9,4,231,week3_score_sum,-0.144714921,2,693,37.71495614,0.320286507,185.3764627,37.43780646
112,9,12,10,3,49,week3_score_sum,0.578859684,2,694,40.56678568,0.287960454,198.8210627,41.67538438
113,9,12,10,2,154,week3_score_sum,-0.144714921,2,695,41.94468495,0.306528459,209.5941316,41.66753527
114,9,12,10,1,105,week3_score_sum,1.30243429,2,696,38.89989601,0.242078104,188.7423357,41.39424309
115,9,12,4,9,262,week3_score_sum,-0.506502224,2,697,37.97919231,0.414022096,186.2712304,37.00916844
116,9,12,6,7,50,week3_score_sum,-0.144714921,2,698,37.13663594,0.274693189,183.6965556,36.85948627
117,9,12,5,8,229,week3_score_sum,1.30243429,2,699,36.5317875,0.260551748,176.111575,39.02613458
119,9,12,8,5,242,week3_score_sum,-0.506502224,2,700,37.7888652,0.331237873,185.5417553,36.81884133
120,9,12,3,10,289,week3_score_sum,-2.315438737,2,701,3.572569611,0.01374556,12.85254923,-0.861825196
121,9,12,7,6,149,week3_score_sum,0.578859684,2,702,38.15108755,0.330965783,184.9581018,39.25968625
111,9,12,9,4,231,week4_score_sum,0.924905529,3,703,35.69575123,0.285341206,168.1463432,37.46707698
112,9,12,10,3,49,week4_score_sum,1.363018674,3,704,37.52715614,0.26772125,186.3242443,40.13753094
113,9,12,10,2,154,week4_score_sum,-0.389433907,3,705,41.48002065,0.674589543,195.0282043,40.73419928
114,9,12,10,1,105,week4_score_sum,0.924905529,3,706,37.85260076,0.355027499,186.3630165,39.62392651
115,9,12,4,9,262,week4_score_sum,-0.827547052,3,707,3.051478966,0.011329556,11.8634307,1.466608552
116,9,12,6,7,50,week4_score_sum,0.048679238,3,708,36.38900293,0.440456888,170.1649857,36.4822306
117,9,12,5,8,229,week4_score_sum,0.048679238,3,709,35.99290905,0.382329889,169.8812101,36.08613672
119,9,12,8,5,242,week4_score_sum,0.048679238,3,710,35.60774674,0.391611557,169.1666499,35.70097441
121,9,12,7,6,149,week4_score_sum,-2.141886487,3,711,42.51382499,1.735340615,188.8139323,38.41180745
111,9,12,9,4,231,week5_score_sum,-1.099524999,4,712,37.24120394,0.755269544,176.251238,35.13545704
112,9,12,10,3,49,week5_score_sum,0.85518611,4,713,35.27917686,0.381067697,171.1551851,36.91698
113,9,12,10,2,154,week5_score_sum,-0.610847222,4,714,38.41356105,0.673850553,177.7302667,37.24370166
114,9,12,10,1,105,week5_score_sum,1.343863888,4,715,35.62854706,0.253905728,169.7287899,38.20223772
116,9,12,6,7,50,week5_score_sum,0.85518611,4,716,32.67798509,0.237437082,157.2334534,34.31578824
117,9,12,5,8,229,week5_score_sum,-1.099524999,4,717,3.375105383,0.014341085,12.81021714,1.269358482
119,9,12,8,5,242,week5_score_sum,0.85518611,4,718,32.65430961,0.372347726,155.3995619,34.29211276
121,9,12,7,6,149,week5_score_sum,-1.099524999,4,719,37.1534259,0.810525207,169.790563,35.04767899
111,9,12,9,4,231,week6_score_sum,-0.836079617,5,720,33.02676522,0.414739025,152.1567364,31.42555373
112,9,12,10,3,49,week6_score_sum,1.114772823,5,721,32.66612638,0.282847153,153.5319364,34.80107504
113,9,12,10,2,154,week6_score_sum,0.139346603,5,722,34.99203955,0.428863623,160.987934,35.25890813
114,9,12,10,1,105,week6_score_sum,0.627059713,5,723,33.24899199,0.234233446,155.7021896,34.44990061
116,9,12,6,7,50,week6_score_sum,-1.811505837,5,724,3.943522087,0.017679226,14.45940116,0.474230523
119,9,12,8,5,242,week6_score_sum,1.114772823,5,725,29.69066429,0.222166663,140.4223748,31.82561294
121,9,12,7,6,149,week6_score_sum,-0.348366507,5,726,32.59330957,0.318832159,152.2353392,31.92613812
111,9,12,9,4,231,week7_score_sum,1.213865473,6,727,34.96819519,0.569191147,155.095972,37.29292038
112,9,12,10,3,49,week7_score_sum,0.447213595,6,728,39.34622848,1.240205035,176.4632031,40.20270618
113,9,12,10,2,154,week7_score_sum,-1.08609016,6,729,42.32705529,3.619519123,174.4467854,40.24703802
114,9,12,10,1,105,week7_score_sum,1.213865473,6,730,36.44011558,0.752662109,164.0945473,38.76484077
119,9,12,8,5,242,week7_score_sum,-1.08609016,6,731,6.032262651,0.03086571,23.63429444,3.952245379
121,9,12,7,6,149,week7_score_sum,-0.702764221,6,732,5.857116985,0.024869591,22.70523934,4.511223457
111,9,12,9,4,231,week8_score_sum,-1.897366596,7,733,26.14639927,0.102251474,125.5129463,22.51267213
112,9,12,10,3,49,week8_score_sum,0.948683298,7,734,27.88957511,0.104088298,132.7533198,29.70643868
113,9,12,10,2,154,week8_score_sum,0.316227766,7,735,28.9380306,0.172201629,138.5595572,29.54365179
114,9,12,10,1,105,week8_score_sum,0.632455532,7,736,27.34289926,0.107188829,131.6344704,28.55414164
111,9,12,9,4,231,week9_score_sum,-1.161314178,8,737,5.623797888,0.025632339,23.06566939,3.399715913
112,9,12,10,3,49,week9_score_sum,1.539416468,8,738,30.75338496,0.165196902,150.1222299,33.70158664
113,9,12,10,2,154,week9_score_sum,-0.513138823,8,739,33.44259195,0.536335517,149.9870899,32.45985805
114,9,12,10,1,105,week9_score_sum,0.135036532,8,740,32.39332758,0.340621855,150.2592799,32.65194176
112,9,12,10,3,49,week10_score_sum,0.707106781,9,741,26.14865951,0.118549045,136.2680147,27.50286966
113,9,12,10,2,154,week10_score_sum,-1.414213562,9,742,26.74031716,0.124056071,138.8344813,24.03189686
114,9,12,10,1,105,week10_score_sum,0.707106781,9,743,25.69057292,0.108487745,130.5545544,27.04478307
122,10,13,2,11,84,week1_score_sum,-1.187386506,0,744,48.03695399,0.946305398,233.2509484,45.76293979
123,10,13,7,6,68,week1_score_sum,-0.032091527,0,745,49.43684961,0.428465525,252.5172175,49.37538976
124,10,13,10,3,237,week1_score_sum,0.738105125,0,746,50.76074496,0.356106724,265.2257468,52.17432135
125,10,13,10,1,110,week1_score_sum,1.508301778,0,747,48.68782309,0.266133073,256.3874576,51.57643571
126,10,13,1,12,192,week1_score_sum,-1.572484832,0,748,3.194944095,0.012990276,12.20292771,0.183411782
127,10,13,9,4,107,week1_score_sum,1.123203452,0,749,46.83755663,0.31992767,240.081169,48.98865114
128,10,13,4,9,57,week1_score_sum,1.508301778,0,750,44.76338646,0.269685332,228.0106626,47.65199909
129,10,13,3,10,156,week1_score_sum,0.353006799,0,751,45.8689324,0.338328026,240.0503562,46.54499068
130,10,13,5,8,42,week1_score_sum,-0.417189853,0,752,48.83227221,0.530203732,252.1506245,48.03329425
131,10,13,6,7,48,week1_score_sum,-0.417189853,0,753,49.48270091,0.504054617,251.3777923,48.68372295
132,10,13,8,5,206,week1_score_sum,-0.80228818,0,754,50.99990183,0.689169306,261.8176937,49.46340575
133,10,13,10,2,239,week1_score_sum,-0.80228818,0,755,52.82368804,0.658552993,273.8247685,51.28719196
122,10,13,2,11,84,week2_score_sum,0.390360029,1,756,2.641451547,0.009087291,10.73956404,3.389046574
123,10,13,7,6,68,week2_score_sum,-1.219875091,1,757,50.02821033,2.254575039,244.9963046,47.69197587
124,10,13,10,3,237,week2_score_sum,1.463850109,1,758,47.0464378,0.483156064,230.6155784,49.84991915
125,10,13,10,1,110,week2_score_sum,0.927105069,1,759,47.53631829,0.649633528,239.862721,49.31185648
127,10,13,9,4,107,week2_score_sum,-0.683130051,1,760,50.17796564,2.167308553,233.8169696,48.86967435
128,10,13,4,9,57,week2_score_sum,0.390360029,1,761,44.36908063,0.850627863,218.8680346,45.11667565
129,10,13,3,10,156,week2_score_sum,0.927105069,1,762,43.39880735,0.673595728,213.6396606,45.17434554
130,10,13,5,8,42,week2_score_sum,-1.219875091,1,763,49.38876262,2.795085707,237.311618,47.05252816
131,10,13,6,7,48,week2_score_sum,-1.756620131,1,764,50.94656321,3.920722385,226.5405688,47.58238559
132,10,13,8,5,206,week2_score_sum,0.390360029,1,765,48.92272638,1.002385164,239.5924994,49.6703214
133,10,13,10,2,239,week2_score_sum,0.390360029,1,766,49.27413778,0.931786442,242.6870114,50.02173281
123,10,13,7,6,68,week3_score_sum,0.120385853,2,767,42.71165916,1.003877391,191.3927193,42.9422152
124,10,13,10,3,237,week3_score_sum,1.324244384,2,768,42.48769669,0.362445589,207.7447308,45.02381321
